
47.1	87
47.15	80
47.2	64
47.25	44
47.3	32
47.35	32
47.4	39
47.45	40
47.5	27
47.55	36
47.6	61
47.65	74
47.7	101
47.75	86
47.8	76
47.85	84
47.9	52
47.95	45
48	37
48.05	34
48.1	33
48.15	19
48.2	34
48.25	32
48.3	31
48.35	38
48.4	52
48.45	86
48.5	87
48.55	101
48.6	106
48.65	92
48.7	116
48.75	110
48.8	144
48.85	138
48.9	202
48.95	217
49	205
49.05	189
49.1	170
49.15	144
49.2	95
49.25	75
49.3	54
49.35	59
49.4	57
49.45	70
49.5	39
49.55	48
49.6	33
49.65	32
49.7	21
49.75	21
49.8	11
49.85	15
49.9	17
49.95	22
50	20
50.05	30
50.1	24
50.15	12
50.2	15
50.25	24
50.3	19
50.35	21
50.4	19
50.45	13
50.5	17
50.55	14
50.6	19
50.65	15
50.7	15
50.75	21
50.8	27
50.85	30
50.9	20
50.95	28
51	35
51.05	26
51.1	23
51.15	18
51.2	23
51.25	19
51.3	14
51.35	7
51.4	20
51.45	12
51.5	22
51.55	14
51.6	16
51.65	8
51.7	15
51.75	12
51.8	17
51.85	19
51.9	16
51.95	10
52	15
52.05	14
52.1	13
52.15	16
52.2	25
52.25	11
52.3	19
52.35	22
52.4	39
52.45	23
52.5	34
52.55	26
52.6	34
52.65	17
52.7	22
52.75	19
52.8	13
52.85	15
52.9	11
52.95	16
53	14
53.05	15
53.1	19
53.15	11
53.2	12
53.25	13
53.3	16
53.35	16
53.4	21
53.45	26
53.5	19
53.55	23
53.6	24
53.65	38
53.7	25
53.75	23
53.8	25
53.85	29
53.9	20
53.95	16
54	19
54.05	17
54.1	26
54.15	18
54.2	21
54.25	18
54.3	13
54.35	23
54.4	17
54.45	15
54.5	18
54.55	21
54.6	12
54.65	17
54.7	31
54.75	26
54.8	27
54.85	32
54.9	24
54.95	25
55	30
55.05	20
55.1	21
55.15	15
55.2	11
55.25	16
55.3	17
55.35	20
55.4	10
55.45	15
55.5	15
55.55	21
55.6	18
55.65	11
55.7	18
55.75	16
55.8	25
55.85	16
55.9	28
55.95	20
56	22
56.05	21
56.1	21
56.15	18
56.2	29
56.25	33
56.3	31
56.35	45
56.4	51
56.45	51
56.5	24
56.55	57
56.6	67
56.65	35
56.7	52
56.75	57
56.8	47
56.85	68
56.9	68
56.95	69
57	78
57.05	74
57.1	65
57.15	61
57.2	46
57.25	38
57.3	32
57.35	19
57.4	22
57.45	21
57.5	19
57.55	19
57.6	34
57.65	14
57.7	27
57.75	20
57.8	19
57.85	24
57.9	32
57.95	16
58	17
58.05	34
58.1	39
58.15	48
58.2	50
58.25	42
58.3	36
58.35	39
58.4	31
58.45	16
58.5	22
58.55	22
58.6	22
58.65	21
58.7	17
58.75	21
58.8	19
58.85	19
58.9	35
58.95	32
59	46
59.05	67
59.1	81
59.15	95
59.2	105
59.25	94
59.3	92
59.35	77
59.4	56
59.45	51
59.5	39
59.55	33
59.6	26
59.65	28
59.7	36
59.75	40
59.8	45
59.85	51
59.9	47
59.95	56
60	51
60.05	38
60.1	46
60.15	35
60.2	25
60.25	23
60.3	30
60.35	29
60.4	22
60.45	23
60.5	22
60.55	17
60.6	20
60.65	28
60.7	22
60.75	16
60.8	15
60.85	11
60.9	20
60.95	18
61	29
61.05	27
61.1	29
61.15	39
61.2	40
61.25	72
61.3	80
61.35	74
61.4	77
61.45	52
61.5	67
61.55	43
61.6	44
61.65	29
61.7	40
61.75	56
61.8	31
61.85	30
61.9	34
61.95	27
62	19
62.05	22
62.1	24
62.15	15
62.2	20
62.25	26
62.3	19
62.35	22
62.4	20
62.45	21
62.5	19
62.55	19
62.6	26
62.65	20
62.7	18
62.75	20
62.8	25
62.85	22
62.9	30
62.95	40
63	45
63.05	28
63.1	42
63.15	35
63.2	39
63.25	24
63.3	33
63.35	23
63.4	23
63.45	22
63.5	21
63.55	22
63.6	18
63.65	10
63.7	17
63.75	9
63.8	19
63.85	20
63.9	21
63.95	14
64	16
64.05	15
64.1	16
64.15	22
64.2	33
64.25	26
64.3	23
64.35	26
64.4	22
64.45	16
64.5	29
64.55	28
64.6	17
64.65	24
64.7	15
64.75	22
64.8	13
64.85	14
64.9	21
64.95	20
65	22
65.05	14
65.1	27
65.15	24
65.2	27
65.25	27
65.3	26
65.35	29
65.4	12
65.45	28
65.5	26
65.55	31
65.6	23
65.65	13
65.7	20
65.75	21
65.8	20
65.85	16
65.9	24
65.95	17
66	24
66.05	14
66.1	27
66.15	15
66.2	20
66.25	18
66.3	21
66.35	23
66.4	26
66.45	16
66.5	19
66.55	28
66.6	21
66.65	26
66.7	19
66.75	13
66.8	20
66.85	16
66.9	23
66.95	14
67	13
67.05	12
67.1	10
67.15	15
67.2	17
67.25	14
67.3	13
67.35	18
67.4	22
67.45	15
67.5	13
67.55	14
67.6	19
67.65	14
67.7	23
67.75	12
67.8	17
67.85	19
67.9	18
67.95	31
68	27
68.05	34
68.1	20
68.15	31
68.2	31
68.25	23
68.3	27
68.35	23
68.4	17
68.45	24
68.5	17
68.55	21
68.6	20
68.65	16
68.7	17
68.75	21
68.8	25
68.85	27
68.9	26
68.95	20
69	11
69.05	18
69.1	29
69.15	32
69.2	38
69.25	41
69.3	47
69.35	64
69.4	56
69.45	52
69.5	69
69.55	51
69.6	39
69.65	44
69.7	24
69.75	24
69.8	19
69.85	20
69.9	18
69.95	21
70	21
70.05	15
70.1	27
70.15	23
70.2	24
70.25	27
70.3	31
70.35	34
70.4	28
70.45	29
70.5	20
70.55	34
70.6	35
70.65	33
70.7	29
70.75	28
70.8	37
70.85	44
70.9	42
70.95	49
71	45
71.05	43
71.1	50
71.15	45
71.2	71
71.25	49
71.3	82
71.35	76
71.4	83
71.45	69
71.5	72
71.55	62
71.6	60
71.65	41
71.7	33
71.75	37
71.8	45
71.85	34
71.9	40
71.95	37
72	33
72.05	39
72.1	59
72.15	40
72.2	46
72.25	56
72.3	49
72.35	73
72.4	49
72.45	52
72.5	42
72.55	34
72.6	44
72.65	42
72.7	44
72.75	32
72.8	27
72.85	22
72.9	27
72.95	26
73	26
73.05	32
73.1	42
73.15	50
73.2	45
73.25	55
73.3	65
73.35	59
73.4	50
73.45	52
73.5	47
73.55	48
73.6	46
73.65	44
73.7	47
73.75	33
73.8	26
73.85	29
73.9	26
73.95	49
74	37
74.05	28
74.1	37
74.15	35
74.2	34
74.25	24
74.3	26
74.35	27
74.4	16
74.45	22
74.5	19
74.55	19
74.6	19
74.65	19
74.7	23
74.75	26
74.8	25
74.85	26
74.9	24
74.95	35
75	26
75.05	36
75.1	23
75.15	22
75.2	20
75.25	24
75.3	18
75.35	17
75.4	22
75.45	15
75.5	20
75.55	21
75.6	21
75.65	19
75.7	15
75.75	16
75.8	23
75.85	17
75.9	17
75.95	21
76	14
76.05	11
76.1	16
76.15	13
76.2	19
76.25	20
76.3	15
76.35	19
76.4	15
76.45	17
76.5	34
76.55	24
76.6	37
76.65	29
76.7	44
76.75	36
76.8	37
76.85	42
76.9	45
76.95	40
77	45
77.05	40
77.1	35
77.15	32
77.2	27
77.25	30
77.3	21
77.35	22
77.4	29
77.45	20
77.5	22
77.55	21
77.6	19
77.65	20
77.7	26
77.75	18
77.8	24
77.85	19
77.9	33
77.95	21
78	31
78.05	29
78.1	27
78.15	31
78.2	23
78.25	19
78.3	26
78.35	30
78.4	24
78.45	19
78.5	27
78.55	22
78.6	17
78.65	18
78.7	16
78.75	36
78.8	25
78.85	29
78.9	25
78.95	17
79	28
79.05	24
79.1	25
79.15	22
79.2	22
79.25	23
79.3	27
79.35	38
79.4	37
79.45	28
79.5	37
79.55	35
79.6	39
79.65	39
79.7	39
79.75	25
79.8	28
79.85	22
79.9	25
