
10	32
10.05	41
10.1	38
10.15	29
10.2	23
10.25	29
10.3	35
10.35	36
10.4	32
10.45	23
10.5	32
10.55	36
10.6	33
10.65	24
10.7	36
10.75	32
10.8	19
10.85	32
10.9	27
10.95	32
11	31
11.05	25
11.1	29
11.15	32
11.2	27
11.25	32
11.3	28
11.35	31
11.4	30
11.45	27
11.5	33
11.55	31
11.6	41
11.65	31
11.7	33
11.75	34
11.8	22
11.85	25
11.9	26
11.95	34
12	32
12.05	33
12.1	25
12.15	26
12.2	19
12.25	25
12.3	36
12.35	30
12.4	22
12.45	19
12.5	24
12.55	26
12.6	25
12.65	29
12.7	33
12.75	21
12.8	24
12.85	24
12.9	22
12.95	20
13	30
13.05	19
13.1	26
13.15	20
13.2	29
13.25	30
13.3	28
13.35	24
13.4	31
13.45	21
13.5	21
13.55	16
13.6	24
13.65	19
13.7	25
13.75	23
13.8	22
13.85	20
13.9	20
13.95	17
14	22
14.05	19
14.1	21
14.15	30
14.2	21
14.25	17
14.3	19
14.35	16
14.4	22
14.45	17
14.5	19
14.55	25
14.6	17
14.65	20
14.7	20
14.75	25
14.8	16
14.85	22
14.9	22
14.95	13
15	25
15.05	17
15.1	16
15.15	11
15.2	21
15.25	18
15.3	20
15.35	12
15.4	20
15.45	11
15.5	16
15.55	19
15.6	24
15.65	20
15.7	20
15.75	14
15.8	22
15.85	21
15.9	23
15.95	15
16	16
16.05	25
16.1	17
16.15	22
16.2	20
16.25	15
16.3	12
16.35	19
16.4	15
16.45	17
16.5	19
16.55	10
16.6	19
16.65	18
16.7	18
16.75	17
16.8	23
16.85	12
16.9	13
16.95	23
17	16
17.05	17
17.1	22
17.15	19
17.2	22
17.25	23
17.3	14
17.35	10
17.4	12
17.45	18
17.5	20
17.55	16
17.6	16
17.65	19
17.7	17
17.75	28
17.8	22
17.85	49
17.9	50
17.95	41
18	30
18.05	28
18.1	35
18.15	19
18.2	21
18.25	18
18.3	15
18.35	13
18.4	9
18.45	14
18.5	15
18.55	20
18.6	15
18.65	11
18.7	13
18.75	17
18.8	13
18.85	19
18.9	17
18.95	15
19	19
19.05	14
19.1	12
19.15	15
19.2	18
19.25	22
19.3	16
19.35	19
19.4	14
19.45	20
19.5	16
19.55	15
19.6	14
19.65	18
19.7	12
19.75	16
19.8	23
19.85	16
19.9	26
19.95	38
20	32
20.05	62
20.1	69
20.15	55
20.2	28
20.25	31
20.3	31
20.35	21
20.4	31
20.45	27
20.5	33
20.55	46
20.6	80
20.65	128
20.7	144
20.75	122
20.8	90
20.85	66
20.9	67
20.95	41
21	41
21.05	30
21.1	30
21.15	24
21.2	19
21.25	17
21.3	35
21.35	44
21.4	75
21.45	133
21.5	180
21.55	213
21.6	158
21.65	101
21.7	55
21.75	41
21.8	26
21.85	21
21.9	19
21.95	16
22	17
22.05	22
22.1	13
22.15	11
22.2	16
22.25	18
22.3	14
22.35	16
22.4	21
22.45	12
22.5	8
22.55	13
22.6	17
22.65	16
22.7	18
22.75	12
22.8	17
22.85	10
22.9	22
22.95	13
23	13
23.05	14
23.1	7
23.15	16
23.2	17
23.25	17
23.3	21
23.35	14
23.4	13
23.45	20
23.5	11
23.55	18
23.6	14
23.65	10
23.7	23
23.75	21
23.8	31
23.85	36
23.9	56
23.95	53
24	39
24.05	27
24.1	19
24.15	17
24.2	19
24.25	17
24.3	25
24.35	14
24.4	9
24.45	20
24.5	21
24.55	32
24.6	37
24.65	58
24.7	73
24.75	158
24.8	309
24.85	367
24.9	258
24.95	199
25	125
25.05	60
25.1	50
25.15	38
25.2	43
25.25	42
25.3	30
25.35	47
25.4	75
25.45	122
25.5	180
25.55	188
25.6	145
25.65	73
25.7	50
25.75	32
25.8	42
25.85	37
25.9	53
25.95	68
26	127
26.05	163
26.1	158
26.15	140
26.2	86
26.25	63
26.3	50
26.35	25
26.4	22
26.45	22
26.5	26
26.55	14
26.6	18
26.65	15
26.7	11
26.75	16
26.8	16
26.85	16
26.9	14
26.95	18
27	22
27.05	24
27.1	20
27.15	17
27.2	28
27.25	36
27.3	37
27.35	66
27.4	112
27.45	170
27.5	175
27.55	138
27.6	113
27.65	90
27.7	41
27.75	39
27.8	28
27.85	27
27.9	17
27.95	23
28	27
28.05	17
28.1	16
28.15	28
28.2	13
28.25	27
28.3	15
28.35	5
28.4	10
28.45	14
28.5	17
28.55	21
28.6	21
28.65	19
28.7	17
28.75	13
28.8	18
28.85	18
28.9	20
28.95	35
29	36
29.05	55
29.1	87
29.15	73
29.2	70
29.25	31
29.3	41
29.35	26
29.4	19
29.45	24
29.5	25
29.55	21
29.6	28
29.65	41
29.7	44
29.75	57
29.8	98
29.85	152
29.9	312
29.95	569
30	710
30.05	785
30.1	606
30.15	409
30.2	282
30.25	156
30.3	87
30.35	56
30.4	48
30.45	30
30.5	41
30.55	30
30.6	19
30.65	27
30.7	28
30.75	30
30.8	20
30.85	31
30.9	25
30.95	42
31	40
31.05	57
31.1	79
31.15	119
31.2	205
31.25	240
31.3	195
31.35	158
31.4	110
31.45	67
31.5	54
31.55	43
31.6	21
31.65	29
31.7	22
31.75	22
31.8	31
31.85	27
31.9	20
31.95	19
32	19
32.05	13
32.1	17
32.15	11
32.2	13
32.25	10
32.3	18
32.35	16
32.4	11
32.45	10
32.5	9
32.55	16
32.6	14
32.65	9
32.7	16
32.75	10
32.8	12
32.85	3
32.9	10
32.95	14
33	12
33.05	7
33.1	9
33.15	14
33.2	13
33.25	14
33.3	10
33.35	11
33.4	12
33.45	9
33.5	13
33.55	11
33.6	18
33.65	13
33.7	9
33.75	8
33.8	13
33.85	15
33.9	10
33.95	17
34	13
34.05	18
34.1	10
34.15	19
34.2	19
34.25	18
34.3	16
34.35	21
34.4	17
34.45	21
34.5	18
34.55	30
34.6	42
34.65	66
34.7	72
34.75	50
34.8	35
34.85	38
34.9	21
34.95	27
35	20
35.05	15
35.1	11
35.15	26
35.2	21
35.25	12
35.3	14
35.35	16
35.4	20
35.45	22
35.5	35
35.55	57
35.6	81
35.65	85
35.7	72
35.75	55
35.8	34
35.85	31
35.9	37
35.95	23
36	33
36.05	67
36.1	103
36.15	137
36.2	132
36.25	105
36.3	65
36.35	57
36.4	40
36.45	26
36.5	30
36.55	21
36.6	23
36.65	15
36.7	16
36.75	13
36.8	11
36.85	15
36.9	10
36.95	16
37	13
37.05	14
37.1	10
37.15	10
37.2	9
37.25	14
37.3	5
37.35	9
37.4	18
37.45	10
37.5	13
37.55	17
37.6	21
37.65	19
37.7	14
37.75	18
37.8	11
37.85	25
37.9	18
37.95	17
38	9
38.05	11
38.1	11
38.15	13
38.2	20
38.25	22
38.3	17
38.35	5
38.4	6
38.45	6
38.5	7
38.55	7
38.6	9
38.65	14
38.7	12
38.75	12
38.8	12
38.85	7
38.9	10
38.95	12
39	20
39.05	14
39.1	10
39.15	9
39.2	12
39.25	7
39.3	10
39.35	17
39.4	16
39.45	14
39.5	13
39.55	10
39.6	16
39.65	24
39.7	29
39.75	18
39.8	33
39.85	34
39.9	17
39.95	20
40	13
40.05	16
40.1	13
40.15	9
40.2	17
40.25	18
40.3	15
40.35	19
40.4	18
40.45	37
40.5	52
40.55	63
40.6	59
40.65	75
40.7	78
40.75	70
40.8	49
40.85	57
40.9	45
40.95	38
41	26
41.05	18
41.1	16
41.15	13
41.2	18
41.25	17
41.3	12
41.35	12
41.4	10
41.45	14
41.5	19
41.55	11
41.6	15
41.65	13
41.7	13
41.75	22
41.8	14
41.85	16
41.9	22
41.95	28
42	27
42.05	41
42.1	40
42.15	28
42.2	29
42.25	34
42.3	27
42.35	22
42.4	16
42.45	18
42.5	17
42.55	18
42.6	19
42.65	10
42.7	24
42.75	15
42.8	16
42.85	21
42.9	14
42.95	12
43	14
43.05	23
43.1	17
43.15	17
43.2	18
43.25	12
43.3	27
43.35	31
43.4	63
43.45	102
43.5	113
43.55	125
43.6	103
43.65	100
43.7	113
43.75	111
43.8	124
43.85	167
43.9	165
43.95	128
44	95
44.05	82
44.1	56
44.15	33
44.2	35
44.25	32
44.3	26
44.35	26
44.4	24
44.45	23
44.5	21
44.55	24
44.6	20
44.65	18
44.7	25
44.75	18
44.8	19
44.85	26
44.9	26
44.95	35
45	61
45.05	81
45.1	94
45.15	148
45.2	126
45.25	156
45.3	119
45.35	93
45.4	59
45.45	37
45.5	41
45.55	29
45.6	24
45.65	43
45.7	43
45.75	50
45.8	81
45.85	104
45.9	129
45.95	165
46	179
46.05	168
46.1	136
46.15	100
46.2	77
46.25	58
46.3	46
46.35	36
46.4	29
46.45	17
46.5	29
46.55	21
46.6	27
46.65	22
46.7	31
46.75	21
46.8	23
46.85	26
46.9	25
46.95	64
47	81
47.05	92
