time_d,pipe,pb_ppb,fraction,pipe_config,main,lsl
155,four,107.6,0.45 um filtered,full lsl,pvc,four.full lsl
162,four,136.4,0.45 um filtered,full lsl,pvc,four.full lsl
166,four,104.8,0.45 um filtered,full lsl,pvc,four.full lsl
169,four,106.3,0.45 um filtered,full lsl,pvc,four.full lsl
173,four,89.44,0.45 um filtered,full lsl,pvc,four.full lsl
176,four,91.54,0.45 um filtered,full lsl,pvc,four.full lsl
180,four,103.7,0.45 um filtered,full lsl,pvc,four.full lsl
187,four,97.5,0.45 um filtered,full lsl,pvc,four.full lsl
190,four,94.03,0.45 um filtered,full lsl,pvc,four.full lsl
194,four,96.5,0.45 um filtered,full lsl,pvc,four.full lsl
197,four,85.13,0.45 um filtered,full lsl,pvc,four.full lsl
201,four,62.96,0.45 um filtered,full lsl,pvc,four.full lsl
204,four,60.17,0.45 um filtered,full lsl,pvc,four.full lsl
208,four,56.42,0.45 um filtered,full lsl,pvc,four.full lsl
211,four,57.74,0.45 um filtered,full lsl,pvc,four.full lsl
215,four,46.88,0.45 um filtered,full lsl,pvc,four.full lsl
218,four,49.59,0.45 um filtered,full lsl,pvc,four.full lsl
222,four,50.92,0.45 um filtered,full lsl,pvc,four.full lsl
225,four,59.44,0.45 um filtered,full lsl,pvc,four.full lsl
229,four,66.85,0.45 um filtered,full lsl,pvc,four.full lsl
232,four,67.77,0.45 um filtered,full lsl,pvc,four.full lsl
236,four,57.08,0.45 um filtered,full lsl,pvc,four.full lsl
239,four,74.53,0.45 um filtered,full lsl,pvc,four.full lsl
243,four,70.24,0.45 um filtered,full lsl,pvc,four.full lsl
246,four,73.75,0.45 um filtered,full lsl,pvc,four.full lsl
250,four,68.43,0.45 um filtered,full lsl,pvc,four.full lsl
253,four,63.29,0.45 um filtered,full lsl,pvc,four.full lsl
257,four,61.16,0.45 um filtered,full lsl,pvc,four.full lsl
260,four,59.15,0.45 um filtered,full lsl,pvc,four.full lsl
264,four,57.47,0.45 um filtered,full lsl,pvc,four.full lsl
267,four,61.5,0.45 um filtered,full lsl,pvc,four.full lsl
274,four,77.78,0.45 um filtered,full lsl,pvc,four.full lsl
278,four,66.32,0.45 um filtered,full lsl,pvc,four.full lsl
281,four,75.11,0.45 um filtered,full lsl,pvc,four.full lsl
285,four,58.51,0.45 um filtered,full lsl,pvc,four.full lsl
288,four,83.98,0.45 um filtered,full lsl,pvc,four.full lsl
292,four,71.72,0.45 um filtered,full lsl,pvc,four.full lsl
295,four,97.55,0.45 um filtered,full lsl,pvc,four.full lsl
299,four,92.62,0.45 um filtered,full lsl,pvc,four.full lsl
302,four,96.85,0.45 um filtered,full lsl,pvc,four.full lsl
306,four,98.17,0.45 um filtered,full lsl,pvc,four.full lsl
309,four,86.43,0.45 um filtered,full lsl,pvc,four.full lsl
313,four,86.26,0.45 um filtered,full lsl,pvc,four.full lsl
317,four,53.12,0.45 um filtered,full lsl,pvc,four.full lsl
321,four,44.71,0.45 um filtered,full lsl,pvc,four.full lsl
324,four,51.69,0.45 um filtered,full lsl,pvc,four.full lsl
328,four,55.11,0.45 um filtered,full lsl,pvc,four.full lsl
331,four,48.95,0.45 um filtered,full lsl,pvc,four.full lsl
335,four,43.82,0.45 um filtered,full lsl,pvc,four.full lsl
338,four,41.15,0.45 um filtered,full lsl,pvc,four.full lsl
342,four,41,0.45 um filtered,full lsl,pvc,four.full lsl
345,four,43.13,0.45 um filtered,full lsl,pvc,four.full lsl
349,four,53.99,0.45 um filtered,full lsl,pvc,four.full lsl
352,four,51.69,0.45 um filtered,full lsl,pvc,four.full lsl
356,four,53.16,0.45 um filtered,full lsl,pvc,four.full lsl
359,four,51.49,0.45 um filtered,full lsl,pvc,four.full lsl
363,four,49.79,0.45 um filtered,full lsl,pvc,four.full lsl
366,four,45.35,0.45 um filtered,full lsl,pvc,four.full lsl
370,four,47.53,0.45 um filtered,full lsl,pvc,four.full lsl
373,four,44.18,0.45 um filtered,full lsl,pvc,four.full lsl
377,four,42.45,0.45 um filtered,full lsl,pvc,four.full lsl
380,four,47.43,0.45 um filtered,full lsl,pvc,four.full lsl
384,four,47.55,0.45 um filtered,full lsl,pvc,four.full lsl
387,four,43.55,0.45 um filtered,full lsl,pvc,four.full lsl
391,four,47.23,0.45 um filtered,full lsl,pvc,four.full lsl
394,four,51.35,0.45 um filtered,full lsl,pvc,four.full lsl
398,four,46.63,0.45 um filtered,full lsl,pvc,four.full lsl
401,four,45.14,0.45 um filtered,full lsl,pvc,four.full lsl
408,four,54.89,0.45 um filtered,full lsl,pvc,four.full lsl
412,four,42.99,0.45 um filtered,full lsl,pvc,four.full lsl
426,four,41.84,0.45 um filtered,full lsl,pvc,four.full lsl
429,four,52.9,0.45 um filtered,full lsl,pvc,four.full lsl
433,four,49.81,0.45 um filtered,full lsl,pvc,four.full lsl
436,four,53.22,0.45 um filtered,full lsl,pvc,four.full lsl
443,four,44.79,0.45 um filtered,full lsl,pvc,four.full lsl
447,four,49.33,0.45 um filtered,full lsl,pvc,four.full lsl
450,four,45.51,0.45 um filtered,full lsl,pvc,four.full lsl
457,four,63.04,0.45 um filtered,full lsl,pvc,four.full lsl
461,four,67.69,0.45 um filtered,full lsl,pvc,four.full lsl
464,four,48.65,0.45 um filtered,full lsl,pvc,four.full lsl
471,four,46.31,0.45 um filtered,full lsl,pvc,four.full lsl
478,four,42.23,0.45 um filtered,full lsl,pvc,four.full lsl
485,four,49.17,0.45 um filtered,full lsl,pvc,four.full lsl
492,four,57.4,0.45 um filtered,full lsl,pvc,four.full lsl
499,four,44.67,0.45 um filtered,full lsl,pvc,four.full lsl
506,four,54.27,0.45 um filtered,full lsl,pvc,four.full lsl
513,four,32.7,0.45 um filtered,full lsl,pvc,four.full lsl
520,four,32.61,0.45 um filtered,full lsl,pvc,four.full lsl
527,four,38.06,0.45 um filtered,full lsl,pvc,four.full lsl
534,four,28.45,0.45 um filtered,full lsl,pvc,four.full lsl
541,four,36.75,0.45 um filtered,full lsl,pvc,four.full lsl
548,four,45.6,0.45 um filtered,full lsl,pvc,four.full lsl
555,four,54.65,0.45 um filtered,full lsl,pvc,four.full lsl
562,four,53.29,0.45 um filtered,full lsl,pvc,four.full lsl
569,four,40.96,0.45 um filtered,full lsl,pvc,four.full lsl
576,four,26.27,0.45 um filtered,full lsl,pvc,four.full lsl
583,four,28.78,0.45 um filtered,full lsl,pvc,four.full lsl
590,four,42.9,0.45 um filtered,full lsl,pvc,four.full lsl
597,four,37.57,0.45 um filtered,full lsl,pvc,four.full lsl
604,four,41.55,0.45 um filtered,full lsl,pvc,four.full lsl
611,four,38.63,0.45 um filtered,full lsl,pvc,four.full lsl
618,four,31.78,0.45 um filtered,full lsl,pvc,four.full lsl
625,four,34.55,0.45 um filtered,full lsl,pvc,four.full lsl
632,four,33.77,0.45 um filtered,full lsl,pvc,four.full lsl
639,four,34.04,0.45 um filtered,full lsl,pvc,four.full lsl
646,four,38.13,0.45 um filtered,full lsl,pvc,four.full lsl
1,four,280.9,total,full lsl,pvc,four.full lsl
5,four,262.6,total,full lsl,pvc,four.full lsl
8,four,267,total,full lsl,pvc,four.full lsl
12,four,253.4,total,full lsl,pvc,four.full lsl
15,four,231.5,total,full lsl,pvc,four.full lsl
19,four,415.5,total,full lsl,pvc,four.full lsl
22,four,232,total,full lsl,pvc,four.full lsl
26,four,236.7,total,full lsl,pvc,four.full lsl
29,four,208.7,total,full lsl,pvc,four.full lsl
33,four,259.3,total,full lsl,pvc,four.full lsl
36,four,197.8,total,full lsl,pvc,four.full lsl
47,four,251.5,total,full lsl,pvc,four.full lsl
50,four,256.7,total,full lsl,pvc,four.full lsl
54,four,246.3,total,full lsl,pvc,four.full lsl
57,four,225.2,total,full lsl,pvc,four.full lsl
61,four,281.3,total,full lsl,pvc,four.full lsl
64,four,245.8,total,full lsl,pvc,four.full lsl
68,four,214.3,total,full lsl,pvc,four.full lsl
71,four,254,total,full lsl,pvc,four.full lsl
78,four,200.2,total,full lsl,pvc,four.full lsl
82,four,304,total,full lsl,pvc,four.full lsl
85,four,293.6,total,full lsl,pvc,four.full lsl
92,four,275.8,total,full lsl,pvc,four.full lsl
99,four,199.9,total,full lsl,pvc,four.full lsl
103,four,294.2,total,full lsl,pvc,four.full lsl
106,four,304.8,total,full lsl,pvc,four.full lsl
110,four,252,total,full lsl,pvc,four.full lsl
113,four,208.6,total,full lsl,pvc,four.full lsl
117,four,243.5,total,full lsl,pvc,four.full lsl
120,four,263.9,total,full lsl,pvc,four.full lsl
127,four,299.2,total,full lsl,pvc,four.full lsl
131,four,276.3,total,full lsl,pvc,four.full lsl
134,four,235.2,total,full lsl,pvc,four.full lsl
138,four,220.7,total,full lsl,pvc,four.full lsl
141,four,258.3,total,full lsl,pvc,four.full lsl
145,four,188.1,total,full lsl,pvc,four.full lsl
148,four,106.2,total,full lsl,pvc,four.full lsl
152,four,212.1,total,full lsl,pvc,four.full lsl
155,four,174.9,total,full lsl,pvc,four.full lsl
162,four,237.2,total,full lsl,pvc,four.full lsl
166,four,202.8,total,full lsl,pvc,four.full lsl
169,four,245.9,total,full lsl,pvc,four.full lsl
173,four,183.3,total,full lsl,pvc,four.full lsl
176,four,162.3,total,full lsl,pvc,four.full lsl
180,four,205.8,total,full lsl,pvc,four.full lsl
187,four,179.7,total,full lsl,pvc,four.full lsl
190,four,152.5,total,full lsl,pvc,four.full lsl
194,four,176.3,total,full lsl,pvc,four.full lsl
197,four,168.7,total,full lsl,pvc,four.full lsl
201,four,128.9,total,full lsl,pvc,four.full lsl
204,four,134.1,total,full lsl,pvc,four.full lsl
208,four,116.3,total,full lsl,pvc,four.full lsl
211,four,124.7,total,full lsl,pvc,four.full lsl
215,four,124.3,total,full lsl,pvc,four.full lsl
218,four,121.4,total,full lsl,pvc,four.full lsl
222,four,136.2,total,full lsl,pvc,four.full lsl
225,four,54.92,total,full lsl,pvc,four.full lsl
229,four,126.2,total,full lsl,pvc,four.full lsl
232,four,139.6,total,full lsl,pvc,four.full lsl
236,four,115,total,full lsl,pvc,four.full lsl
239,four,150.1,total,full lsl,pvc,four.full lsl
243,four,138.6,total,full lsl,pvc,four.full lsl
246,four,136.9,total,full lsl,pvc,four.full lsl
250,four,143.2,total,full lsl,pvc,four.full lsl
253,four,121.3,total,full lsl,pvc,four.full lsl
257,four,127.1,total,full lsl,pvc,four.full lsl
260,four,138,total,full lsl,pvc,four.full lsl
264,four,116.7,total,full lsl,pvc,four.full lsl
267,four,125.2,total,full lsl,pvc,four.full lsl
274,four,146.1,total,full lsl,pvc,four.full lsl
278,four,124.1,total,full lsl,pvc,four.full lsl
281,four,119.6,total,full lsl,pvc,four.full lsl
285,four,105.9,total,full lsl,pvc,four.full lsl
288,four,136,total,full lsl,pvc,four.full lsl
292,four,138.4,total,full lsl,pvc,four.full lsl
295,four,139.6,total,full lsl,pvc,four.full lsl
299,four,159.5,total,full lsl,pvc,four.full lsl
302,four,174.6,total,full lsl,pvc,four.full lsl
306,four,143.3,total,full lsl,pvc,four.full lsl
309,four,130.9,total,full lsl,pvc,four.full lsl
313,four,144.2,total,full lsl,pvc,four.full lsl
317,four,74.68,total,full lsl,pvc,four.full lsl
321,four,112.6,total,full lsl,pvc,four.full lsl
324,four,84.67,total,full lsl,pvc,four.full lsl
328,four,99.48,total,full lsl,pvc,four.full lsl
331,four,75.81,total,full lsl,pvc,four.full lsl
335,four,82.01,total,full lsl,pvc,four.full lsl
338,four,65.05,total,full lsl,pvc,four.full lsl
342,four,67,total,full lsl,pvc,four.full lsl
345,four,78.05,total,full lsl,pvc,four.full lsl
349,four,83.19,total,full lsl,pvc,four.full lsl
352,four,74.7,total,full lsl,pvc,four.full lsl
356,four,76.66,total,full lsl,pvc,four.full lsl
359,four,69.32,total,full lsl,pvc,four.full lsl
363,four,74.17,total,full lsl,pvc,four.full lsl
366,four,76.79,total,full lsl,pvc,four.full lsl
370,four,66.4,total,full lsl,pvc,four.full lsl
373,four,64.64,total,full lsl,pvc,four.full lsl
377,four,63.81,total,full lsl,pvc,four.full lsl
380,four,66.36,total,full lsl,pvc,four.full lsl
384,four,79.45,total,full lsl,pvc,four.full lsl
387,four,72.74,total,full lsl,pvc,four.full lsl
391,four,73.56,total,full lsl,pvc,four.full lsl
394,four,74.66,total,full lsl,pvc,four.full lsl
398,four,70.9,total,full lsl,pvc,four.full lsl
401,four,61.26,total,full lsl,pvc,four.full lsl
408,four,67.95,total,full lsl,pvc,four.full lsl
412,four,57.96,total,full lsl,pvc,four.full lsl
426,four,59.14,total,full lsl,pvc,four.full lsl
429,four,73.64,total,full lsl,pvc,four.full lsl
433,four,70.99,total,full lsl,pvc,four.full lsl
436,four,72.21,total,full lsl,pvc,four.full lsl
443,four,63.9,total,full lsl,pvc,four.full lsl
447,four,70.33,total,full lsl,pvc,four.full lsl
450,four,58.98,total,full lsl,pvc,four.full lsl
457,four,83.69,total,full lsl,pvc,four.full lsl
461,four,92.05,total,full lsl,pvc,four.full lsl
464,four,69.2,total,full lsl,pvc,four.full lsl
471,four,76.16,total,full lsl,pvc,four.full lsl
478,four,74.06,total,full lsl,pvc,four.full lsl
485,four,81.87,total,full lsl,pvc,four.full lsl
15,four,9.241,0.45 um filtered,partial lsl,pvc,four.partial lsl
19,four,8.149,0.45 um filtered,partial lsl,pvc,four.partial lsl
22,four,4.925,0.45 um filtered,partial lsl,pvc,four.partial lsl
29,four,6.987,0.45 um filtered,partial lsl,pvc,four.partial lsl
33,four,7.933,0.45 um filtered,partial lsl,pvc,four.partial lsl
36,four,7.319,0.45 um filtered,partial lsl,pvc,four.partial lsl
47,four,10.34,0.45 um filtered,partial lsl,pvc,four.partial lsl
50,four,6.576,0.45 um filtered,partial lsl,pvc,four.partial lsl
54,four,5.282,0.45 um filtered,partial lsl,pvc,four.partial lsl
57,four,5.273,0.45 um filtered,partial lsl,pvc,four.partial lsl
61,four,11.8,0.45 um filtered,partial lsl,pvc,four.partial lsl
64,four,7.477,0.45 um filtered,partial lsl,pvc,four.partial lsl
68,four,5.874,0.45 um filtered,partial lsl,pvc,four.partial lsl
71,four,6.53,0.45 um filtered,partial lsl,pvc,four.partial lsl
78,four,4.587,0.45 um filtered,partial lsl,pvc,four.partial lsl
82,four,7.98,0.45 um filtered,partial lsl,pvc,four.partial lsl
85,four,13.32,0.45 um filtered,partial lsl,pvc,four.partial lsl
89,four,12.35,0.45 um filtered,partial lsl,pvc,four.partial lsl
92,four,11.84,0.45 um filtered,partial lsl,pvc,four.partial lsl
99,four,9.632,0.45 um filtered,partial lsl,pvc,four.partial lsl
103,four,8.749,0.45 um filtered,partial lsl,pvc,four.partial lsl
106,four,10.15,0.45 um filtered,partial lsl,pvc,four.partial lsl
110,four,8.125,0.45 um filtered,partial lsl,pvc,four.partial lsl
113,four,7.797,0.45 um filtered,partial lsl,pvc,four.partial lsl
117,four,7.118,0.45 um filtered,partial lsl,pvc,four.partial lsl
120,four,6.958,0.45 um filtered,partial lsl,pvc,four.partial lsl
127,four,10.77,0.45 um filtered,partial lsl,pvc,four.partial lsl
131,four,8.375,0.45 um filtered,partial lsl,pvc,four.partial lsl
134,four,8.752,0.45 um filtered,partial lsl,pvc,four.partial lsl
138,four,7.988,0.45 um filtered,partial lsl,pvc,four.partial lsl
141,four,7.127,0.45 um filtered,partial lsl,pvc,four.partial lsl
145,four,8.075,0.45 um filtered,partial lsl,pvc,four.partial lsl
148,four,8.211,0.45 um filtered,partial lsl,pvc,four.partial lsl
152,four,7.881,0.45 um filtered,partial lsl,pvc,four.partial lsl
155,four,7.963,0.45 um filtered,partial lsl,pvc,four.partial lsl
162,four,9.389,0.45 um filtered,partial lsl,pvc,four.partial lsl
166,four,10.02,0.45 um filtered,partial lsl,pvc,four.partial lsl
169,four,9.782,0.45 um filtered,partial lsl,pvc,four.partial lsl
173,four,9.556,0.45 um filtered,partial lsl,pvc,four.partial lsl
176,four,7.7,0.45 um filtered,partial lsl,pvc,four.partial lsl
180,four,9.238,0.45 um filtered,partial lsl,pvc,four.partial lsl
187,four,7.878,0.45 um filtered,partial lsl,pvc,four.partial lsl
190,four,8.676,0.45 um filtered,partial lsl,pvc,four.partial lsl
194,four,9.561,0.45 um filtered,partial lsl,pvc,four.partial lsl
197,four,9.611,0.45 um filtered,partial lsl,pvc,four.partial lsl
201,four,6.107,0.45 um filtered,partial lsl,pvc,four.partial lsl
204,four,5.373,0.45 um filtered,partial lsl,pvc,four.partial lsl
208,four,5.683,0.45 um filtered,partial lsl,pvc,four.partial lsl
211,four,5.925,0.45 um filtered,partial lsl,pvc,four.partial lsl
215,four,7.239,0.45 um filtered,partial lsl,pvc,four.partial lsl
218,four,7.595,0.45 um filtered,partial lsl,pvc,four.partial lsl
222,four,6.73,0.45 um filtered,partial lsl,pvc,four.partial lsl
225,four,9.203,0.45 um filtered,partial lsl,pvc,four.partial lsl
229,four,8.224,0.45 um filtered,partial lsl,pvc,four.partial lsl
232,four,7.622,0.45 um filtered,partial lsl,pvc,four.partial lsl
236,four,6.421,0.45 um filtered,partial lsl,pvc,four.partial lsl
239,four,7.446,0.45 um filtered,partial lsl,pvc,four.partial lsl
243,four,8.273,0.45 um filtered,partial lsl,pvc,four.partial lsl
246,four,7.921,0.45 um filtered,partial lsl,pvc,four.partial lsl
250,four,6.627,0.45 um filtered,partial lsl,pvc,four.partial lsl
253,four,6.475,0.45 um filtered,partial lsl,pvc,four.partial lsl
257,four,7.725,0.45 um filtered,partial lsl,pvc,four.partial lsl
260,four,7.519,0.45 um filtered,partial lsl,pvc,four.partial lsl
264,four,7.772,0.45 um filtered,partial lsl,pvc,four.partial lsl
267,four,7.692,0.45 um filtered,partial lsl,pvc,four.partial lsl
274,four,7.207,0.45 um filtered,partial lsl,pvc,four.partial lsl
278,four,6.942,0.45 um filtered,partial lsl,pvc,four.partial lsl
281,four,6.647,0.45 um filtered,partial lsl,pvc,four.partial lsl
285,four,6.164,0.45 um filtered,partial lsl,pvc,four.partial lsl
288,four,6.729,0.45 um filtered,partial lsl,pvc,four.partial lsl
292,four,7.02,0.45 um filtered,partial lsl,pvc,four.partial lsl
295,four,7.83,0.45 um filtered,partial lsl,pvc,four.partial lsl
299,four,6.651,0.45 um filtered,partial lsl,pvc,four.partial lsl
302,four,6.731,0.45 um filtered,partial lsl,pvc,four.partial lsl
306,four,6.674,0.45 um filtered,partial lsl,pvc,four.partial lsl
309,four,5.838,0.45 um filtered,partial lsl,pvc,four.partial lsl
313,four,6.085,0.45 um filtered,partial lsl,pvc,four.partial lsl
317,four,5.548,0.45 um filtered,partial lsl,pvc,four.partial lsl
321,four,5.115,0.45 um filtered,partial lsl,pvc,four.partial lsl
324,four,6.481,0.45 um filtered,partial lsl,pvc,four.partial lsl
328,four,5.255,0.45 um filtered,partial lsl,pvc,four.partial lsl
331,four,5.379,0.45 um filtered,partial lsl,pvc,four.partial lsl
335,four,4.986,0.45 um filtered,partial lsl,pvc,four.partial lsl
338,four,7.072,0.45 um filtered,partial lsl,pvc,four.partial lsl
342,four,6.213,0.45 um filtered,partial lsl,pvc,four.partial lsl
345,four,4.632,0.45 um filtered,partial lsl,pvc,four.partial lsl
349,four,5.582,0.45 um filtered,partial lsl,pvc,four.partial lsl
352,four,6.609,0.45 um filtered,partial lsl,pvc,four.partial lsl
356,four,6.133,0.45 um filtered,partial lsl,pvc,four.partial lsl
359,four,6.255,0.45 um filtered,partial lsl,pvc,four.partial lsl
363,four,5.461,0.45 um filtered,partial lsl,pvc,four.partial lsl
366,four,5.423,0.45 um filtered,partial lsl,pvc,four.partial lsl
370,four,5.369,0.45 um filtered,partial lsl,pvc,four.partial lsl
373,four,5.391,0.45 um filtered,partial lsl,pvc,four.partial lsl
377,four,5.604,0.45 um filtered,partial lsl,pvc,four.partial lsl
380,four,6.383,0.45 um filtered,partial lsl,pvc,four.partial lsl
384,four,5.564,0.45 um filtered,partial lsl,pvc,four.partial lsl
387,four,5.701,0.45 um filtered,partial lsl,pvc,four.partial lsl
391,four,5.296,0.45 um filtered,partial lsl,pvc,four.partial lsl
394,four,5.358,0.45 um filtered,partial lsl,pvc,four.partial lsl
398,four,5.091,0.45 um filtered,partial lsl,pvc,four.partial lsl
401,four,5.027,0.45 um filtered,partial lsl,pvc,four.partial lsl
408,four,5.575,0.45 um filtered,partial lsl,pvc,four.partial lsl
412,four,4.253,0.45 um filtered,partial lsl,pvc,four.partial lsl
426,four,5.319,0.45 um filtered,partial lsl,pvc,four.partial lsl
429,four,6.048,0.45 um filtered,partial lsl,pvc,four.partial lsl
433,four,6.233,0.45 um filtered,partial lsl,pvc,four.partial lsl
436,four,6.4,0.45 um filtered,partial lsl,pvc,four.partial lsl
443,four,4.168,0.45 um filtered,partial lsl,pvc,four.partial lsl
447,four,6.443,0.45 um filtered,partial lsl,pvc,four.partial lsl
450,four,6.256,0.45 um filtered,partial lsl,pvc,four.partial lsl
457,four,7.356,0.45 um filtered,partial lsl,pvc,four.partial lsl
461,four,10.8,0.45 um filtered,partial lsl,pvc,four.partial lsl
464,four,6.432,0.45 um filtered,partial lsl,pvc,four.partial lsl
471,four,5.241,0.45 um filtered,partial lsl,pvc,four.partial lsl
478,four,5.042,0.45 um filtered,partial lsl,pvc,four.partial lsl
485,four,6.109,0.45 um filtered,partial lsl,pvc,four.partial lsl
492,four,7.108,0.45 um filtered,partial lsl,pvc,four.partial lsl
499,four,5.088,0.45 um filtered,partial lsl,pvc,four.partial lsl
506,four,8.358,0.45 um filtered,partial lsl,pvc,four.partial lsl
513,four,5.262,0.45 um filtered,partial lsl,pvc,four.partial lsl
520,four,4.18,0.45 um filtered,partial lsl,pvc,four.partial lsl
527,four,6.632,0.45 um filtered,partial lsl,pvc,four.partial lsl
534,four,6.554,0.45 um filtered,partial lsl,pvc,four.partial lsl
541,four,5.497,0.45 um filtered,partial lsl,pvc,four.partial lsl
548,four,6.629,0.45 um filtered,partial lsl,pvc,four.partial lsl
555,four,6.442,0.45 um filtered,partial lsl,pvc,four.partial lsl
562,four,7.659,0.45 um filtered,partial lsl,pvc,four.partial lsl
569,four,3.83,0.45 um filtered,partial lsl,pvc,four.partial lsl
576,four,3.961,0.45 um filtered,partial lsl,pvc,four.partial lsl
583,four,5.404,0.45 um filtered,partial lsl,pvc,four.partial lsl
590,four,4.825,0.45 um filtered,partial lsl,pvc,four.partial lsl
597,four,3.726,0.45 um filtered,partial lsl,pvc,four.partial lsl
604,four,4.352,0.45 um filtered,partial lsl,pvc,four.partial lsl
611,four,3.792,0.45 um filtered,partial lsl,pvc,four.partial lsl
618,four,3.477,0.45 um filtered,partial lsl,pvc,four.partial lsl
625,four,4.597,0.45 um filtered,partial lsl,pvc,four.partial lsl
632,four,3.926,0.45 um filtered,partial lsl,pvc,four.partial lsl
639,four,4.078,0.45 um filtered,partial lsl,pvc,four.partial lsl
646,four,3.79,0.45 um filtered,partial lsl,pvc,four.partial lsl
15,four,48.49,total,partial lsl,pvc,four.partial lsl
19,four,42.91,total,partial lsl,pvc,four.partial lsl
22,four,37.82,total,partial lsl,pvc,four.partial lsl
29,four,38.7,total,partial lsl,pvc,four.partial lsl
33,four,35.53,total,partial lsl,pvc,four.partial lsl
36,four,28.36,total,partial lsl,pvc,four.partial lsl
47,four,28.96,total,partial lsl,pvc,four.partial lsl
50,four,22.66,total,partial lsl,pvc,four.partial lsl
54,four,25.33,total,partial lsl,pvc,four.partial lsl
57,four,42.06,total,partial lsl,pvc,four.partial lsl
61,four,216.1,total,partial lsl,pvc,four.partial lsl
64,four,59.69,total,partial lsl,pvc,four.partial lsl
68,four,34.39,total,partial lsl,pvc,four.partial lsl
71,four,32.37,total,partial lsl,pvc,four.partial lsl
78,four,14.89,total,partial lsl,pvc,four.partial lsl
82,four,19.28,total,partial lsl,pvc,four.partial lsl
85,four,26.17,total,partial lsl,pvc,four.partial lsl
89,four,120,total,partial lsl,pvc,four.partial lsl
92,four,24.05,total,partial lsl,pvc,four.partial lsl
99,four,24.07,total,partial lsl,pvc,four.partial lsl
103,four,85.44,total,partial lsl,pvc,four.partial lsl
106,four,111,total,partial lsl,pvc,four.partial lsl
110,four,28.9,total,partial lsl,pvc,four.partial lsl
113,four,34.64,total,partial lsl,pvc,four.partial lsl
117,four,24.2,total,partial lsl,pvc,four.partial lsl
120,four,24.95,total,partial lsl,pvc,four.partial lsl
127,four,41.08,total,partial lsl,pvc,four.partial lsl
131,four,20.83,total,partial lsl,pvc,four.partial lsl
134,four,35.45,total,partial lsl,pvc,four.partial lsl
138,four,22.87,total,partial lsl,pvc,four.partial lsl
141,four,33.27,total,partial lsl,pvc,four.partial lsl
145,four,30.26,total,partial lsl,pvc,four.partial lsl
148,four,93.36,total,partial lsl,pvc,four.partial lsl
152,four,42.22,total,partial lsl,pvc,four.partial lsl
155,four,44.06,total,partial lsl,pvc,four.partial lsl
162,four,25.93,total,partial lsl,pvc,four.partial lsl
166,four,38.15,total,partial lsl,pvc,four.partial lsl
169,four,30.49,total,partial lsl,pvc,four.partial lsl
173,four,30.96,total,partial lsl,pvc,four.partial lsl
176,four,59.83,total,partial lsl,pvc,four.partial lsl
180,four,88.93,total,partial lsl,pvc,four.partial lsl
187,four,30.03,total,partial lsl,pvc,four.partial lsl
190,four,23.18,total,partial lsl,pvc,four.partial lsl
194,four,28.63,total,partial lsl,pvc,four.partial lsl
197,four,55.62,total,partial lsl,pvc,four.partial lsl
201,four,28.63,total,partial lsl,pvc,four.partial lsl
204,four,28.26,total,partial lsl,pvc,four.partial lsl
208,four,45.73,total,partial lsl,pvc,four.partial lsl
211,four,21.49,total,partial lsl,pvc,four.partial lsl
215,four,35.86,total,partial lsl,pvc,four.partial lsl
218,four,35.64,total,partial lsl,pvc,four.partial lsl
222,four,21.52,total,partial lsl,pvc,four.partial lsl
225,four,31.75,total,partial lsl,pvc,four.partial lsl
229,four,34.14,total,partial lsl,pvc,four.partial lsl
232,four,24.81,total,partial lsl,pvc,four.partial lsl
236,four,31.19,total,partial lsl,pvc,four.partial lsl
239,four,25.38,total,partial lsl,pvc,four.partial lsl
243,four,32.91,total,partial lsl,pvc,four.partial lsl
246,four,21.59,total,partial lsl,pvc,four.partial lsl
250,four,30.47,total,partial lsl,pvc,four.partial lsl
253,four,22.81,total,partial lsl,pvc,four.partial lsl
257,four,28.37,total,partial lsl,pvc,four.partial lsl
260,four,39.73,total,partial lsl,pvc,four.partial lsl
264,four,32.11,total,partial lsl,pvc,four.partial lsl
267,four,26.15,total,partial lsl,pvc,four.partial lsl
274,four,43.45,total,partial lsl,pvc,four.partial lsl
278,four,23.22,total,partial lsl,pvc,four.partial lsl
281,four,33.01,total,partial lsl,pvc,four.partial lsl
285,four,16.53,total,partial lsl,pvc,four.partial lsl
288,four,19.12,total,partial lsl,pvc,four.partial lsl
292,four,20.47,total,partial lsl,pvc,four.partial lsl
295,four,17.36,total,partial lsl,pvc,four.partial lsl
299,four,24.58,total,partial lsl,pvc,four.partial lsl
302,four,23.67,total,partial lsl,pvc,four.partial lsl
306,four,15.87,total,partial lsl,pvc,four.partial lsl
309,four,17.31,total,partial lsl,pvc,four.partial lsl
313,four,16.83,total,partial lsl,pvc,four.partial lsl
317,four,29.3,total,partial lsl,pvc,four.partial lsl
321,four,13.64,total,partial lsl,pvc,four.partial lsl
324,four,14.69,total,partial lsl,pvc,four.partial lsl
328,four,14.5,total,partial lsl,pvc,four.partial lsl
331,four,13.03,total,partial lsl,pvc,four.partial lsl
335,four,10.35,total,partial lsl,pvc,four.partial lsl
338,four,11.46,total,partial lsl,pvc,four.partial lsl
342,four,19.58,total,partial lsl,pvc,four.partial lsl
345,four,14.03,total,partial lsl,pvc,four.partial lsl
349,four,10,total,partial lsl,pvc,four.partial lsl
