time_d,pipe,pb_ppb,fraction,pipe_config,main,lsl
22,one,37.72,total,partial lsl,pvc,one.partial lsl
26,one,36.11,total,partial lsl,pvc,one.partial lsl
29,one,80.24,total,partial lsl,pvc,one.partial lsl
33,one,44.56,total,partial lsl,pvc,one.partial lsl
36,one,43.04,total,partial lsl,pvc,one.partial lsl
47,one,25.08,total,partial lsl,pvc,one.partial lsl
50,one,34.54,total,partial lsl,pvc,one.partial lsl
54,one,130.3,total,partial lsl,pvc,one.partial lsl
57,one,63.18,total,partial lsl,pvc,one.partial lsl
61,one,52.19,total,partial lsl,pvc,one.partial lsl
64,one,155.7,total,partial lsl,pvc,one.partial lsl
68,one,74.88,total,partial lsl,pvc,one.partial lsl
71,one,114.9,total,partial lsl,pvc,one.partial lsl
78,one,63.24,total,partial lsl,pvc,one.partial lsl
82,one,58.17,total,partial lsl,pvc,one.partial lsl
85,one,35.47,total,partial lsl,pvc,one.partial lsl
89,one,69.67,total,partial lsl,pvc,one.partial lsl
92,one,62.46,total,partial lsl,pvc,one.partial lsl
99,one,101.1,total,partial lsl,pvc,one.partial lsl
103,one,53.83,total,partial lsl,pvc,one.partial lsl
106,one,63.58,total,partial lsl,pvc,one.partial lsl
110,one,61.43,total,partial lsl,pvc,one.partial lsl
113,one,64.45,total,partial lsl,pvc,one.partial lsl
117,one,50.13,total,partial lsl,pvc,one.partial lsl
120,one,55.75,total,partial lsl,pvc,one.partial lsl
127,one,41.39,total,partial lsl,pvc,one.partial lsl
131,one,66.41,total,partial lsl,pvc,one.partial lsl
134,one,59.28,total,partial lsl,pvc,one.partial lsl
138,one,59.78,total,partial lsl,pvc,one.partial lsl
141,one,59.41,total,partial lsl,pvc,one.partial lsl
145,one,70.43,total,partial lsl,pvc,one.partial lsl
148,one,68.5,total,partial lsl,pvc,one.partial lsl
152,one,82.26,total,partial lsl,pvc,one.partial lsl
155,one,93.37,total,partial lsl,pvc,one.partial lsl
162,one,126.9,total,partial lsl,pvc,one.partial lsl
166,one,150,total,partial lsl,pvc,one.partial lsl
169,one,123.2,total,partial lsl,pvc,one.partial lsl
173,one,308.5,total,partial lsl,pvc,one.partial lsl
176,one,150.5,total,partial lsl,pvc,one.partial lsl
180,one,142.9,total,partial lsl,pvc,one.partial lsl
187,one,202.7,total,partial lsl,pvc,one.partial lsl
190,one,148,total,partial lsl,pvc,one.partial lsl
194,one,153.2,total,partial lsl,pvc,one.partial lsl
197,one,360.3,total,partial lsl,pvc,one.partial lsl
201,one,111.6,total,partial lsl,pvc,one.partial lsl
204,one,116.8,total,partial lsl,pvc,one.partial lsl
208,one,108,total,partial lsl,pvc,one.partial lsl
211,one,147.5,total,partial lsl,pvc,one.partial lsl
215,one,146.4,total,partial lsl,pvc,one.partial lsl
218,one,172,total,partial lsl,pvc,one.partial lsl
222,one,185.4,total,partial lsl,pvc,one.partial lsl
225,one,126.5,total,partial lsl,pvc,one.partial lsl
229,one,178.4,total,partial lsl,pvc,one.partial lsl
232,one,174.4,total,partial lsl,pvc,one.partial lsl
236,one,158.5,total,partial lsl,pvc,one.partial lsl
239,one,177.7,total,partial lsl,pvc,one.partial lsl
243,one,156.2,total,partial lsl,pvc,one.partial lsl
246,one,178.9,total,partial lsl,pvc,one.partial lsl
250,one,167.3,total,partial lsl,pvc,one.partial lsl
253,one,141.2,total,partial lsl,pvc,one.partial lsl
257,one,145,total,partial lsl,pvc,one.partial lsl
260,one,174.6,total,partial lsl,pvc,one.partial lsl
264,one,104.2,total,partial lsl,pvc,one.partial lsl
267,one,142.9,total,partial lsl,pvc,one.partial lsl
274,one,157.5,total,partial lsl,pvc,one.partial lsl
281,one,52.69,total,partial lsl,pvc,one.partial lsl
285,one,65.11,total,partial lsl,pvc,one.partial lsl
288,one,57.76,total,partial lsl,pvc,one.partial lsl
292,one,151.1,total,partial lsl,pvc,one.partial lsl
295,one,126.2,total,partial lsl,pvc,one.partial lsl
299,one,61.56,total,partial lsl,pvc,one.partial lsl
302,one,113.4,total,partial lsl,pvc,one.partial lsl
306,one,101.6,total,partial lsl,pvc,one.partial lsl
309,one,38.37,total,partial lsl,pvc,one.partial lsl
313,one,104.5,total,partial lsl,pvc,one.partial lsl
317,one,112.5,total,partial lsl,pvc,one.partial lsl
321,one,102.4,total,partial lsl,pvc,one.partial lsl
324,one,90.66,total,partial lsl,pvc,one.partial lsl
328,one,71.34,total,partial lsl,pvc,one.partial lsl
331,one,67.63,total,partial lsl,pvc,one.partial lsl
335,one,64.82,total,partial lsl,pvc,one.partial lsl
338,one,57.12,total,partial lsl,pvc,one.partial lsl
342,one,76.55,total,partial lsl,pvc,one.partial lsl
345,one,81.86,total,partial lsl,pvc,one.partial lsl
349,one,59.92,total,partial lsl,pvc,one.partial lsl
352,one,22.56,total,partial lsl,pvc,one.partial lsl
356,one,68.95,total,partial lsl,pvc,one.partial lsl
359,one,24.14,total,partial lsl,pvc,one.partial lsl
363,one,44.79,total,partial lsl,pvc,one.partial lsl
366,one,66.97,total,partial lsl,pvc,one.partial lsl
370,one,32.46,total,partial lsl,pvc,one.partial lsl
373,one,23.52,total,partial lsl,pvc,one.partial lsl
377,one,17.64,total,partial lsl,pvc,one.partial lsl
380,one,71.03,total,partial lsl,pvc,one.partial lsl
384,one,76.98,total,partial lsl,pvc,one.partial lsl
387,one,79.78,total,partial lsl,pvc,one.partial lsl
391,one,73.61,total,partial lsl,pvc,one.partial lsl
394,one,89.45,total,partial lsl,pvc,one.partial lsl
398,one,18.42,total,partial lsl,pvc,one.partial lsl
401,one,70.22,total,partial lsl,pvc,one.partial lsl
408,one,79.18,total,partial lsl,pvc,one.partial lsl
412,one,70.12,total,partial lsl,pvc,one.partial lsl
426,one,70.02,total,partial lsl,pvc,one.partial lsl
429,one,18.72,total,partial lsl,pvc,one.partial lsl
433,one,28.93,total,partial lsl,pvc,one.partial lsl
436,one,23.13,total,partial lsl,pvc,one.partial lsl
443,one,76.34,total,partial lsl,pvc,one.partial lsl
447,one,86.08,total,partial lsl,pvc,one.partial lsl
450,one,101.9,total,partial lsl,pvc,one.partial lsl
457,one,20,total,partial lsl,pvc,one.partial lsl
461,one,76.53,total,partial lsl,pvc,one.partial lsl
464,one,99.54,total,partial lsl,pvc,one.partial lsl
471,one,132.7,total,partial lsl,pvc,one.partial lsl
478,one,124.2,total,partial lsl,pvc,one.partial lsl
485,one,185.5,total,partial lsl,pvc,one.partial lsl
1,two,70.04,0.45 um filtered,full lsl,iron,two.full lsl
5,two,121.3,0.45 um filtered,full lsl,iron,two.full lsl
8,two,104.2,0.45 um filtered,full lsl,iron,two.full lsl
12,two,194,0.45 um filtered,full lsl,iron,two.full lsl
15,two,213.7,0.45 um filtered,full lsl,iron,two.full lsl
19,two,245.7,0.45 um filtered,full lsl,iron,two.full lsl
22,two,236.2,0.45 um filtered,full lsl,iron,two.full lsl
26,two,260.2,0.45 um filtered,full lsl,iron,two.full lsl
29,two,83.45,0.45 um filtered,full lsl,iron,two.full lsl
33,two,187.7,0.45 um filtered,full lsl,iron,two.full lsl
36,two,192.3,0.45 um filtered,full lsl,iron,two.full lsl
47,two,97.58,0.45 um filtered,full lsl,iron,two.full lsl
50,two,86.5,0.45 um filtered,full lsl,iron,two.full lsl
54,two,248.3,0.45 um filtered,full lsl,iron,two.full lsl
57,two,99.17,0.45 um filtered,full lsl,iron,two.full lsl
61,two,179,0.45 um filtered,full lsl,iron,two.full lsl
64,two,87.65,0.45 um filtered,full lsl,iron,two.full lsl
68,two,98.34,0.45 um filtered,full lsl,iron,two.full lsl
71,two,208,0.45 um filtered,full lsl,iron,two.full lsl
78,two,257.3,0.45 um filtered,full lsl,iron,two.full lsl
82,two,259.1,0.45 um filtered,full lsl,iron,two.full lsl
85,two,415.3,0.45 um filtered,full lsl,iron,two.full lsl
89,two,360.3,0.45 um filtered,full lsl,iron,two.full lsl
92,two,354.9,0.45 um filtered,full lsl,iron,two.full lsl
99,two,109.9,0.45 um filtered,full lsl,iron,two.full lsl
103,two,75.96,0.45 um filtered,full lsl,iron,two.full lsl
106,two,115.1,0.45 um filtered,full lsl,iron,two.full lsl
110,two,103.5,0.45 um filtered,full lsl,iron,two.full lsl
113,two,124.4,0.45 um filtered,full lsl,iron,two.full lsl
117,two,149.1,0.45 um filtered,full lsl,iron,two.full lsl
120,two,94.35,0.45 um filtered,full lsl,iron,two.full lsl
127,two,114.9,0.45 um filtered,full lsl,iron,two.full lsl
131,two,148.7,0.45 um filtered,full lsl,iron,two.full lsl
134,two,205.6,0.45 um filtered,full lsl,iron,two.full lsl
138,two,152.4,0.45 um filtered,full lsl,iron,two.full lsl
141,two,188.9,0.45 um filtered,full lsl,iron,two.full lsl
145,two,113.7,0.45 um filtered,full lsl,iron,two.full lsl
148,two,138,0.45 um filtered,full lsl,iron,two.full lsl
152,two,109.9,0.45 um filtered,full lsl,iron,two.full lsl
155,two,176.5,0.45 um filtered,full lsl,iron,two.full lsl
162,two,179,0.45 um filtered,full lsl,iron,two.full lsl
166,two,129.7,0.45 um filtered,full lsl,iron,two.full lsl
169,two,178.1,0.45 um filtered,full lsl,iron,two.full lsl
173,two,192.7,0.45 um filtered,full lsl,iron,two.full lsl
176,two,114.6,0.45 um filtered,full lsl,iron,two.full lsl
180,two,137.5,0.45 um filtered,full lsl,iron,two.full lsl
187,two,138,0.45 um filtered,full lsl,iron,two.full lsl
190,two,197.6,0.45 um filtered,full lsl,iron,two.full lsl
194,two,195.4,0.45 um filtered,full lsl,iron,two.full lsl
197,two,122.1,0.45 um filtered,full lsl,iron,two.full lsl
201,two,80.13,0.45 um filtered,full lsl,iron,two.full lsl
204,two,184.6,0.45 um filtered,full lsl,iron,two.full lsl
222,two,113.4,0.45 um filtered,full lsl,iron,two.full lsl
225,two,76.13,0.45 um filtered,full lsl,iron,two.full lsl
229,two,70.44,0.45 um filtered,full lsl,iron,two.full lsl
232,two,98.46,0.45 um filtered,full lsl,iron,two.full lsl
236,two,116.7,0.45 um filtered,full lsl,iron,two.full lsl
239,two,75.98,0.45 um filtered,full lsl,iron,two.full lsl
243,two,100.5,0.45 um filtered,full lsl,iron,two.full lsl
246,two,137.2,0.45 um filtered,full lsl,iron,two.full lsl
250,two,132.3,0.45 um filtered,full lsl,iron,two.full lsl
253,two,85.95,0.45 um filtered,full lsl,iron,two.full lsl
257,two,112.2,0.45 um filtered,full lsl,iron,two.full lsl
260,two,104.8,0.45 um filtered,full lsl,iron,two.full lsl
264,two,98.99,0.45 um filtered,full lsl,iron,two.full lsl
267,two,117.2,0.45 um filtered,full lsl,iron,two.full lsl
274,two,89.9,0.45 um filtered,full lsl,iron,two.full lsl
281,two,75.83,0.45 um filtered,full lsl,iron,two.full lsl
285,two,79.5,0.45 um filtered,full lsl,iron,two.full lsl
288,two,82.96,0.45 um filtered,full lsl,iron,two.full lsl
292,two,72.39,0.45 um filtered,full lsl,iron,two.full lsl
295,two,87.6,0.45 um filtered,full lsl,iron,two.full lsl
299,two,86.48,0.45 um filtered,full lsl,iron,two.full lsl
302,two,97.65,0.45 um filtered,full lsl,iron,two.full lsl
306,two,113.8,0.45 um filtered,full lsl,iron,two.full lsl
309,two,102.5,0.45 um filtered,full lsl,iron,two.full lsl
313,two,101.6,0.45 um filtered,full lsl,iron,two.full lsl
317,two,84.68,0.45 um filtered,full lsl,iron,two.full lsl
321,two,90.11,0.45 um filtered,full lsl,iron,two.full lsl
324,two,75.99,0.45 um filtered,full lsl,iron,two.full lsl
328,two,85.2,0.45 um filtered,full lsl,iron,two.full lsl
331,two,74.24,0.45 um filtered,full lsl,iron,two.full lsl
335,two,72.95,0.45 um filtered,full lsl,iron,two.full lsl
338,two,57.55,0.45 um filtered,full lsl,iron,two.full lsl
342,two,52.11,0.45 um filtered,full lsl,iron,two.full lsl
345,two,54.38,0.45 um filtered,full lsl,iron,two.full lsl
349,two,59.97,0.45 um filtered,full lsl,iron,two.full lsl
352,two,84.52,0.45 um filtered,full lsl,iron,two.full lsl
356,two,92.55,0.45 um filtered,full lsl,iron,two.full lsl
359,two,78.21,0.45 um filtered,full lsl,iron,two.full lsl
363,two,63.31,0.45 um filtered,full lsl,iron,two.full lsl
366,two,62.69,0.45 um filtered,full lsl,iron,two.full lsl
370,two,55.78,0.45 um filtered,full lsl,iron,two.full lsl
373,two,51.47,0.45 um filtered,full lsl,iron,two.full lsl
377,two,83.55,0.45 um filtered,full lsl,iron,two.full lsl
380,two,60.04,0.45 um filtered,full lsl,iron,two.full lsl
384,two,65.95,0.45 um filtered,full lsl,iron,two.full lsl
387,two,82.64,0.45 um filtered,full lsl,iron,two.full lsl
391,two,55.23,0.45 um filtered,full lsl,iron,two.full lsl
394,two,56.09,0.45 um filtered,full lsl,iron,two.full lsl
398,two,78.06,0.45 um filtered,full lsl,iron,two.full lsl
401,two,61.86,0.45 um filtered,full lsl,iron,two.full lsl
408,two,104.7,0.45 um filtered,full lsl,iron,two.full lsl
412,two,65.42,0.45 um filtered,full lsl,iron,two.full lsl
426,two,51.89,0.45 um filtered,full lsl,iron,two.full lsl
429,two,50.15,0.45 um filtered,full lsl,iron,two.full lsl
433,two,75.6,0.45 um filtered,full lsl,iron,two.full lsl
436,two,56.97,0.45 um filtered,full lsl,iron,two.full lsl
443,two,77.2,0.45 um filtered,full lsl,iron,two.full lsl
447,two,83.41,0.45 um filtered,full lsl,iron,two.full lsl
450,two,63.57,0.45 um filtered,full lsl,iron,two.full lsl
457,two,98.21,0.45 um filtered,full lsl,iron,two.full lsl
461,two,249.2,0.45 um filtered,full lsl,iron,two.full lsl
478,two,167.1,0.45 um filtered,full lsl,iron,two.full lsl
485,two,81.16,0.45 um filtered,full lsl,iron,two.full lsl
492,two,117,0.45 um filtered,full lsl,iron,two.full lsl
499,two,107,0.45 um filtered,full lsl,iron,two.full lsl
506,two,86.14,0.45 um filtered,full lsl,iron,two.full lsl
513,two,76.49,0.45 um filtered,full lsl,iron,two.full lsl
520,two,106.3,0.45 um filtered,full lsl,iron,two.full lsl
527,two,71.93,0.45 um filtered,full lsl,iron,two.full lsl
534,two,108.4,0.45 um filtered,full lsl,iron,two.full lsl
541,two,109.6,0.45 um filtered,full lsl,iron,two.full lsl
548,two,108,0.45 um filtered,full lsl,iron,two.full lsl
555,two,95.35,0.45 um filtered,full lsl,iron,two.full lsl
562,two,113.4,0.45 um filtered,full lsl,iron,two.full lsl
569,two,66.36,0.45 um filtered,full lsl,iron,two.full lsl
576,two,279.1,0.45 um filtered,full lsl,iron,two.full lsl
583,two,181.7,0.45 um filtered,full lsl,iron,two.full lsl
590,two,118.2,0.45 um filtered,full lsl,iron,two.full lsl
597,two,80.29,0.45 um filtered,full lsl,iron,two.full lsl
604,two,92.73,0.45 um filtered,full lsl,iron,two.full lsl
611,two,62.59,0.45 um filtered,full lsl,iron,two.full lsl
618,two,52.44,0.45 um filtered,full lsl,iron,two.full lsl
625,two,62.83,0.45 um filtered,full lsl,iron,two.full lsl
632,two,71.48,0.45 um filtered,full lsl,iron,two.full lsl
639,two,46.84,0.45 um filtered,full lsl,iron,two.full lsl
646,two,43.69,0.45 um filtered,full lsl,iron,two.full lsl
1,two,480.4,total,full lsl,iron,two.full lsl
5,two,228.7,total,full lsl,iron,two.full lsl
8,two,178,total,full lsl,iron,two.full lsl
12,two,340.2,total,full lsl,iron,two.full lsl
15,two,372.3,total,full lsl,iron,two.full lsl
19,two,457.8,total,full lsl,iron,two.full lsl
22,two,376.9,total,full lsl,iron,two.full lsl
26,two,574.1,total,full lsl,iron,two.full lsl
29,two,626,total,full lsl,iron,two.full lsl
33,two,460.9,total,full lsl,iron,two.full lsl
36,two,427.5,total,full lsl,iron,two.full lsl
47,two,312.5,total,full lsl,iron,two.full lsl
50,two,246.7,total,full lsl,iron,two.full lsl
54,two,343.6,total,full lsl,iron,two.full lsl
57,two,195.6,total,full lsl,iron,two.full lsl
61,two,272.1,total,full lsl,iron,two.full lsl
64,two,185.9,total,full lsl,iron,two.full lsl
68,two,258.4,total,full lsl,iron,two.full lsl
71,two,301.6,total,full lsl,iron,two.full lsl
78,two,458.1,total,full lsl,iron,two.full lsl
82,two,496.5,total,full lsl,iron,two.full lsl
85,two,490.1,total,full lsl,iron,two.full lsl
89,two,464.7,total,full lsl,iron,two.full lsl
92,two,593.4,total,full lsl,iron,two.full lsl
99,two,177,total,full lsl,iron,two.full lsl
103,two,232.5,total,full lsl,iron,two.full lsl
106,two,166.5,total,full lsl,iron,two.full lsl
110,two,247.7,total,full lsl,iron,two.full lsl
113,two,97.31,total,full lsl,iron,two.full lsl
117,two,208.5,total,full lsl,iron,two.full lsl
120,two,232.5,total,full lsl,iron,two.full lsl
127,two,221,total,full lsl,iron,two.full lsl
131,two,235.7,total,full lsl,iron,two.full lsl
134,two,339.7,total,full lsl,iron,two.full lsl
138,two,269,total,full lsl,iron,two.full lsl
141,two,371,total,full lsl,iron,two.full lsl
145,two,187.1,total,full lsl,iron,two.full lsl
148,two,218.4,total,full lsl,iron,two.full lsl
152,two,173.5,total,full lsl,iron,two.full lsl
155,two,269.1,total,full lsl,iron,two.full lsl
162,two,238,total,full lsl,iron,two.full lsl
166,two,188.8,total,full lsl,iron,two.full lsl
169,two,241.5,total,full lsl,iron,two.full lsl
173,two,288.7,total,full lsl,iron,two.full lsl
176,two,171.8,total,full lsl,iron,two.full lsl
180,two,187.9,total,full lsl,iron,two.full lsl
187,two,206.7,total,full lsl,iron,two.full lsl
190,two,247,total,full lsl,iron,two.full lsl
194,two,244.6,total,full lsl,iron,two.full lsl
197,two,169.7,total,full lsl,iron,two.full lsl
201,two,136,total,full lsl,iron,two.full lsl
204,two,304.3,total,full lsl,iron,two.full lsl
222,two,178,total,full lsl,iron,two.full lsl
225,two,123.3,total,full lsl,iron,two.full lsl
229,two,116,total,full lsl,iron,two.full lsl
232,two,151.8,total,full lsl,iron,two.full lsl
236,two,162,total,full lsl,iron,two.full lsl
239,two,119.3,total,full lsl,iron,two.full lsl
243,two,133,total,full lsl,iron,two.full lsl
246,two,198.9,total,full lsl,iron,two.full lsl
250,two,181.2,total,full lsl,iron,two.full lsl
253,two,553.3,total,full lsl,iron,two.full lsl
257,two,149.2,total,full lsl,iron,two.full lsl
260,two,148.8,total,full lsl,iron,two.full lsl
264,two,145.2,total,full lsl,iron,two.full lsl
267,two,160.2,total,full lsl,iron,two.full lsl
274,two,134.3,total,full lsl,iron,two.full lsl
281,two,108.9,total,full lsl,iron,two.full lsl
285,two,116.1,total,full lsl,iron,two.full lsl
288,two,107.7,total,full lsl,iron,two.full lsl
292,two,124,total,full lsl,iron,two.full lsl
295,two,127.9,total,full lsl,iron,two.full lsl
299,two,140,total,full lsl,iron,two.full lsl
302,two,152.9,total,full lsl,iron,two.full lsl
306,two,160,total,full lsl,iron,two.full lsl
309,two,143.9,total,full lsl,iron,two.full lsl
313,two,138.6,total,full lsl,iron,two.full lsl
317,two,195,total,full lsl,iron,two.full lsl
321,two,153.8,total,full lsl,iron,two.full lsl
324,two,133.8,total,full lsl,iron,two.full lsl
328,two,161,total,full lsl,iron,two.full lsl
331,two,139.4,total,full lsl,iron,two.full lsl
335,two,110.7,total,full lsl,iron,two.full lsl
338,two,85.4,total,full lsl,iron,two.full lsl
342,two,76.44,total,full lsl,iron,two.full lsl
345,two,84.64,total,full lsl,iron,two.full lsl
349,two,92.15,total,full lsl,iron,two.full lsl
352,two,108.1,total,full lsl,iron,two.full lsl
356,two,121.8,total,full lsl,iron,two.full lsl
359,two,101.4,total,full lsl,iron,two.full lsl
363,two,85.63,total,full lsl,iron,two.full lsl
366,two,85.29,total,full lsl,iron,two.full lsl
370,two,77.17,total,full lsl,iron,two.full lsl
373,two,72.38,total,full lsl,iron,two.full lsl
377,two,117.3,total,full lsl,iron,two.full lsl
380,two,82.93,total,full lsl,iron,two.full lsl
384,two,86.62,total,full lsl,iron,two.full lsl
387,two,108.9,total,full lsl,iron,two.full lsl
391,two,77.09,total,full lsl,iron,two.full lsl
394,two,77.28,total,full lsl,iron,two.full lsl
398,two,104,total,full lsl,iron,two.full lsl
401,two,79.79,total,full lsl,iron,two.full lsl
408,two,133,total,full lsl,iron,two.full lsl
412,two,78,total,full lsl,iron,two.full lsl
426,two,67.41,total,full lsl,iron,two.full lsl
429,two,68.86,total,full lsl,iron,two.full lsl
433,two,98.21,total,full lsl,iron,two.full lsl
436,two,83.51,total,full lsl,iron,two.full lsl
443,two,121.6,total,full lsl,iron,two.full lsl
447,two,118.7,total,full lsl,iron,two.full lsl
450,two,83.35,total,full lsl,iron,two.full lsl
457,two,156.5,total,full lsl,iron,two.full lsl
461,two,319.9,total,full lsl,iron,two.full lsl
478,two,417.3,total,full lsl,iron,two.full lsl
485,two,111.7,total,full lsl,iron,two.full lsl
1,two,103.6,0.45 um filtered,partial lsl,iron,two.partial lsl
5,two,108.6,0.45 um filtered,partial lsl,iron,two.partial lsl
8,two,106.2,0.45 um filtered,partial lsl,iron,two.partial lsl
12,two,135.8,0.45 um filtered,partial lsl,iron,two.partial lsl
15,two,121.2,0.45 um filtered,partial lsl,iron,two.partial lsl
19,two,113.8,0.45 um filtered,partial lsl,iron,two.partial lsl
22,two,84.75,0.45 um filtered,partial lsl,iron,two.partial lsl
26,two,123.4,0.45 um filtered,partial lsl,iron,two.partial lsl
29,two,97.95,0.45 um filtered,partial lsl,iron,two.partial lsl
33,two,110.1,0.45 um filtered,partial lsl,iron,two.partial lsl
36,two,69.57,0.45 um filtered,partial lsl,iron,two.partial lsl
47,two,84.29,0.45 um filtered,partial lsl,iron,two.partial lsl
50,two,77.08,0.45 um filtered,partial lsl,iron,two.partial lsl
54,two,83.69,0.45 um filtered,partial lsl,iron,two.partial lsl
57,two,86.3,0.45 um filtered,partial lsl,iron,two.partial lsl
61,two,115.1,0.45 um filtered,partial lsl,iron,two.partial lsl
64,two,97.15,0.45 um filtered,partial lsl,iron,two.partial lsl
68,two,100.4,0.45 um filtered,partial lsl,iron,two.partial lsl
71,two,88.24,0.45 um filtered,partial lsl,iron,two.partial lsl
78,two,54.66,0.45 um filtered,partial lsl,iron,two.partial lsl
82,two,77.08,0.45 um filtered,partial lsl,iron,two.partial lsl
85,two,249.4,0.45 um filtered,partial lsl,iron,two.partial lsl
89,two,112.3,0.45 um filtered,partial lsl,iron,two.partial lsl
92,two,129,0.45 um filtered,partial lsl,iron,two.partial lsl
99,two,137.1,0.45 um filtered,partial lsl,iron,two.partial lsl
103,two,95.72,0.45 um filtered,partial lsl,iron,two.partial lsl
106,two,125.7,0.45 um filtered,partial lsl,iron,two.partial lsl
110,two,94.81,0.45 um filtered,partial lsl,iron,two.partial lsl
113,two,110.2,0.45 um filtered,partial lsl,iron,two.partial lsl
117,two,115.3,0.45 um filtered,partial lsl,iron,two.partial lsl
120,two,87.19,0.45 um filtered,partial lsl,iron,two.partial lsl
127,two,115.2,0.45 um filtered,partial lsl,iron,two.partial lsl
131,two,134.5,0.45 um filtered,partial lsl,iron,two.partial lsl
134,two,178.8,0.45 um filtered,partial lsl,iron,two.partial lsl
138,two,105.3,0.45 um filtered,partial lsl,iron,two.partial lsl
141,two,109.4,0.45 um filtered,partial lsl,iron,two.partial lsl
145,two,83.16,0.45 um filtered,partial lsl,iron,two.partial lsl
148,two,91.4,0.45 um filtered,partial lsl,iron,two.partial lsl
152,two,62.62,0.45 um filtered,partial lsl,iron,two.partial lsl
155,two,115.3,0.45 um filtered,partial lsl,iron,two.partial lsl
162,two,55.95,0.45 um filtered,partial lsl,iron,two.partial lsl
166,two,109.2,0.45 um filtered,partial lsl,iron,two.partial lsl
169,two,144.7,0.45 um filtered,partial lsl,iron,two.partial lsl
173,two,153.2,0.45 um filtered,partial lsl,iron,two.partial lsl
176,two,99,0.45 um filtered,partial lsl,iron,two.partial lsl
180,two,75.22,0.45 um filtered,partial lsl,iron,two.partial lsl
187,two,83.49,0.45 um filtered,partial lsl,iron,two.partial lsl
190,two,180.5,0.45 um filtered,partial lsl,iron,two.partial lsl
194,two,143.7,0.45 um filtered,partial lsl,iron,two.partial lsl
197,two,84.87,0.45 um filtered,partial lsl,iron,two.partial lsl
201,two,53.91,0.45 um filtered,partial lsl,iron,two.partial lsl
204,two,81.75,0.45 um filtered,partial lsl,iron,two.partial lsl
222,two,52.06,0.45 um filtered,partial lsl,iron,two.partial lsl
225,two,34.78,0.45 um filtered,partial lsl,iron,two.partial lsl
229,two,47.86,0.45 um filtered,partial lsl,iron,two.partial lsl
232,two,74.26,0.45 um filtered,partial lsl,iron,two.partial lsl
236,two,79.67,0.45 um filtered,partial lsl,iron,two.partial lsl
239,two,53.72,0.45 um filtered,partial lsl,iron,two.partial lsl
243,two,79.03,0.45 um filtered,partial lsl,iron,two.partial lsl
246,two,108.5,0.45 um filtered,partial lsl,iron,two.partial lsl
250,two,95.28,0.45 um filtered,partial lsl,iron,two.partial lsl
253,two,43.75,0.45 um filtered,partial lsl,iron,two.partial lsl
257,two,99.43,0.45 um filtered,partial lsl,iron,two.partial lsl
260,two,78.64,0.45 um filtered,partial lsl,iron,two.partial lsl
264,two,57.1,0.45 um filtered,partial lsl,iron,two.partial lsl
267,two,40.33,0.45 um filtered,partial lsl,iron,two.partial lsl
274,two,85.65,0.45 um filtered,partial lsl,iron,two.partial lsl
281,two,84.42,0.45 um filtered,partial lsl,iron,two.partial lsl
285,two,83.24,0.45 um filtered,partial lsl,iron,two.partial lsl
288,two,81.54,0.45 um filtered,partial lsl,iron,two.partial lsl
292,two,69.03,0.45 um filtered,partial lsl,iron,two.partial lsl
295,two,86.52,0.45 um filtered,partial lsl,iron,two.partial lsl
299,two,80.27,0.45 um filtered,partial lsl,iron,two.partial lsl
302,two,69.12,0.45 um filtered,partial lsl,iron,two.partial lsl
306,two,36.96,0.45 um filtered,partial lsl,iron,two.partial lsl
309,two,127.7,0.45 um filtered,partial lsl,iron,two.partial lsl
313,two,168.2,0.45 um filtered,partial lsl,iron,two.partial lsl
317,two,77.45,0.45 um filtered,partial lsl,iron,two.partial lsl
321,two,78.42,0.45 um filtered,partial lsl,iron,two.partial lsl
324,two,53.61,0.45 um filtered,partial lsl,iron,two.partial lsl
328,two,57,0.45 um filtered,partial lsl,iron,two.partial lsl
331,two,58.19,0.45 um filtered,partial lsl,iron,two.partial lsl
335,two,49.83,0.45 um filtered,partial lsl,iron,two.partial lsl
338,two,34.89,0.45 um filtered,partial lsl,iron,two.partial lsl
342,two,47.15,0.45 um filtered,partial lsl,iron,two.partial lsl
345,two,55.86,0.45 um filtered,partial lsl,iron,two.partial lsl
349,two,51.89,0.45 um filtered,partial lsl,iron,two.partial lsl
352,two,150.5,0.45 um filtered,partial lsl,iron,two.partial lsl
356,two,164.6,0.45 um filtered,partial lsl,iron,two.partial lsl
359,two,158.6,0.45 um filtered,partial lsl,iron,two.partial lsl
363,two,50.87,0.45 um filtered,partial lsl,iron,two.partial lsl
366,two,48.45,0.45 um filtered,partial lsl,iron,two.partial lsl
370,two,34.32,0.45 um filtered,partial lsl,iron,two.partial lsl
373,two,44.55,0.45 um filtered,partial lsl,iron,two.partial lsl
377,two,24.03,0.45 um filtered,partial lsl,iron,two.partial lsl
380,two,39.27,0.45 um filtered,partial lsl,iron,two.partial lsl
384,two,36.74,0.45 um filtered,partial lsl,iron,two.partial lsl
387,two,26.05,0.45 um filtered,partial lsl,iron,two.partial lsl
391,two,43.5,0.45 um filtered,partial lsl,iron,two.partial lsl
394,two,33.56,0.45 um filtered,partial lsl,iron,two.partial lsl
398,two,28.2,0.45 um filtered,partial lsl,iron,two.partial lsl
401,two,36.89,0.45 um filtered,partial lsl,iron,two.partial lsl
408,two,28.86,0.45 um filtered,partial lsl,iron,two.partial lsl
412,two,37.49,0.45 um filtered,partial lsl,iron,two.partial lsl
