# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1257
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.99
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=model-censored-x-combined_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Ymi_y.1,Ymi_y.2,Ymi_y.3,Ymi_y.4,Ymi_y.5,Ymi_y.6,Intercept_y,bsp_y.1,sigma_y,Ymi_xstar.1,Intercept_xstar,sigma_xstar,Ycens_xstar.1,Ycens_xstar.2,Ycens_xstar.3,Ycens_xstar.4,Ycens_xstar.5,Ycens_xstar.6,Ycens_xstar.7,Ycens_xstar.8,Ycens_xstar.9,Ycens_xstar.10,Ycens_xstar.11,Ycens_xstar.12,Ycens_xstar.13,lprior,b_y_Intercept,b_xstar_Intercept
-112.36,0.997698,0.00838722,9,511,0,123.817,-3.83725,-4.90446,-6.97449,-2.30423,-3.54676,-3.48897,0.20883,1.84424,1.04938,1.48858,-0.708653,2.19315,-2.40709,-3.35642,-1.80459,-2.54417,-1.28656,-2.59489,-3.94946,-2.90883,-2.86971,-3.67486,-1.92837,-2.23285,-1.71598,-8.0396,0.20883,-0.708653
-115.569,0.999932,0.00781384,9,1023,0,125.054,-4.69282,-6.01599,-7.90267,-4.31756,-2.78266,-0.978282,0.114934,2.0166,0.962797,1.82809,-0.36946,2.22037,-1.39267,-3.55929,-1.28098,-1.2709,-2.60083,-1.5796,-4.37937,-1.84639,-2.89858,-4.09457,-1.88087,-1.53887,-1.08533,-7.99433,0.114934,-0.36946
-117.9,0.999924,0.00762375,9,1023,0,133.211,-4.85914,-7.44414,-5.57114,-0.824116,-3.72627,-2.88093,0.0191825,1.96977,0.887809,1.30442,-0.579704,1.68893,-1.82997,-4.51566,-1.69401,-1.22125,-1.13501,-1.54617,-3.02471,-1.85704,-3.87117,-2.66273,-1.21401,-1.90494,-1.27795,-7.83842,0.0191825,-0.579704
-114.933,0.999679,0.00764854,9,511,0,125.344,-4.02374,-5.53069,-1.33617,-2.70706,-3.24464,-1.16551,0.224271,2.01669,0.81814,2.28556,-0.229793,2.21508,-1.43707,-2.89104,-1.85633,-1.68238,-1.39671,-1.53085,-4.63523,-1.79405,-2.73049,-1.25828,-1.3021,-1.80393,-1.27017,-7.96692,0.224271,-0.229793
-113.819,0.999429,0.00782297,9,511,0,125.568,-4.14895,-4.21809,-4.35552,-1.45728,-2.77163,-4.09371,0.0281771,1.96306,0.913841,2.21625,0.0583871,2.02982,-1.83659,-2.86692,-1.95498,-1.06089,-1.80925,-1.7219,-3.83532,-2.77784,-2.2779,-2.14281,-1.41991,-1.58091,-1.50079,-7.89204,0.0281771,0.0583871
-115.567,0.999898,0.00811252,8,511,0,124.493,-3.96918,-4.20023,-4.15097,-1.24913,-3.06819,-4.312,0.0334828,1.98592,0.93367,2.26908,0.0508603,2.008,-1.71065,-2.8457,-1.93115,-1.01918,-2.03206,-1.73655,-3.84058,-2.54601,-2.24127,-2.13607,-1.42438,-1.40962,-1.5575,-7.88558,0.0334828,0.0508603
-117.927,0.999776,0.00851539,9,511,0,124.68,-4.55499,-4.97034,-6.96629,-4.65066,-3.90393,-2.53431,-0.176663,1.91384,1.04012,2.19249,0.130573,2.09882,-1.38992,-2.91932,-2.03205,-1.04089,-1.43993,-1.53188,-3.46448,-1.85057,-2.45551,-2.59528,-1.61939,-1.90578,-2.2927,-7.93087,-0.176663,0.130573
-116.325,0.999872,0.00900443,9,511,0,128.275,-4.78101,-4.30521,-4.31649,-4.1395,-4.12204,-5.54353,0.0539159,1.87446,1.13387,2.37305,0.0988271,1.80112,-1.6254,-3.28952,-1.97535,-3.10635,-1.98373,-1.29206,-3.3531,-3.13022,-1.66369,-1.90866,-2.61805,-2.12309,-2.20628,-7.82667,0.0539159,0.0988271
-116.333,1,0.00957811,8,255,0,128.364,-6.14945,-3.66617,-3.39875,-5.60486,-4.00676,-3.44853,0.0983006,1.93385,0.916695,1.93299,-0.0570726,2.16617,-1.71196,-3.33177,-1.91927,-1.03721,-1.04751,-1.44543,-3.72498,-3.75463,-2.59197,-1.57152,-2.25329,-1.61518,-1.88041,-7.94451,0.0983006,-0.0570726
-117.64,0.999843,0.0102334,8,511,0,128.101,-6.51809,-2.38007,-3.14891,-5.47455,-3.67287,-3.91143,0.00115523,1.91438,1.01141,2.02455,-0.0527676,2.06175,-1.91155,-3.49662,-1.9017,-1.07281,-1.04014,-1.48223,-3.49399,-2.8005,-2.51333,-1.97936,-2.20595,-2.33841,-2.60636,-7.91504,0.00115523,-0.0527676
-117.244,0.999853,0.0109588,9,511,0,129.171,-4.53286,-5.43545,-4.76382,-5.62241,-2.21144,-2.89919,0.00417662,2.26858,1.06131,1.94423,-0.100133,2.00334,-1.17456,-3.27757,-1.43108,-1.3611,-1.05395,-1.73108,-3.2112,-1.45967,-1.76612,-2.45366,-1.90571,-1.13449,-1.46925,-7.90032,0.00417662,-0.100133
-120.487,0.999956,0.0117581,8,255,0,129.166,-4.60396,-1.08408,-2.02225,-4.57811,-3.14618,-3.45058,0.0539747,1.96295,0.675115,1.70104,0.185963,1.55471,-1.02876,-3.14077,-1.24249,-1.40515,-1.1371,-1.42735,-3.93838,-1.82533,-1.31034,-1.10566,-1.7056,-1.63644,-1.94319,-7.72202,0.0539747,0.185963
-114.14,0.999827,0.0126344,8,255,0,130.571,-2.04701,-3.55119,-2.53114,-3.43078,-3.9992,-1.88232,0.1493,2.01976,0.72351,1.64085,-0.56519,1.62924,-1.04115,-3.45874,-1.20526,-1.54383,-1.62467,-1.72298,-3.5951,-1.61389,-1.3308,-1.37261,-2.03512,-2.71191,-1.23489,-7.80551,0.1493,-0.56519
-119.01,0.999415,0.013579,8,255,0,129.121,-3.89589,-2.90729,-4.05485,-4.53117,-4.19736,-2.67811,0.0668963,1.97687,0.744247,1.37589,-0.399481,1.76145,-1.05739,-3.94294,-1.35871,-1.79401,-1.82075,-2.96791,-3.44057,-1.351,-1.43947,-1.90561,-2.0064,-1.66552,-1.35682,-7.82655,0.0668963,-0.399481
-113.51,0.999851,0.0145794,8,255,0,131.215,-1.43576,-2.39263,-7.9583,-3.86312,-4.88889,-1.89693,0.0901015,2.03463,0.657522,1.64335,-0.365549,1.59647,-1.54669,-3.0682,-1.88465,-1.66888,-1.4709,-1.19604,-3.60869,-1.19895,-1.38761,-3.8301,-2.32359,-1.84789,-1.27452,-7.76644,0.0901015,-0.365549
-114.864,0.997866,0.015672,8,255,0,127.663,-1.9191,-5.28866,-8.92248,-4.95889,-2.84829,-2.30943,0.343399,1.79845,1.04263,2.4834,-0.280774,2.28093,-2.18392,-3.18606,-2.57903,-1.70755,-1.87379,-1.37184,-3.87399,-1.10978,-3.26655,-5.24645,-2.63308,-1.63882,-1.34097,-8.00855,0.343399,-0.280774
-115.594,0.989169,0.0167424,8,255,0,127.457,-7.25743,-4.53064,-0.80059,-0.63923,-5.0914,-5.39667,0.442343,1.60909,0.840236,2.22296,-0.799376,2.12806,-2.41898,-4.3346,-1.47908,-2.36628,-2.47132,-1.78321,-4.26147,-4.40173,-3.06801,-1.75199,-1.02649,-3.33005,-3.96651,-8.01769,0.442343,-0.799376
-116.576,0.99084,0.0174313,8,511,0,131.149,-3.6418,-10.1612,-3.13844,-2.01554,-8.49523,-6.74776,-0.00339844,2.09418,1.01165,1.50423,-0.285784,2.11635,-1.92483,-2.3338,-1.32896,-1.12321,-1.75353,-1.18491,-3.58721,-2.30697,-4.57129,-1.40345,-1.46837,-4.27455,-3.23389,-7.95316,-0.00339844,-0.285784
-122.396,0.997114,0.0182328,8,255,0,131.079,-7.25076,-10.0818,-3.6043,-4.79672,-9.40345,-2.7086,0.0331082,2.24506,1.0714,1.08479,-0.348937,1.85793,-1.06328,-3.21505,-1.32659,-1.12761,-1.29774,-1.15639,-3.25424,-2.7885,-4.46787,-1.14538,-1.16453,-4.56453,-1.43376,-7.87246,0.0331082,-0.348937
-115.492,0.999665,0.0194084,8,511,0,139.88,-0.872347,-10.619,-2.88141,-3.26082,-2.98126,-6.3259,0.35353,1.92661,0.743627,1.64763,-0.0398963,2.03934,-1.17404,-3.46547,-1.64732,-2.14441,-1.23341,-2.40683,-3.75859,-1.16713,-5.49464,-1.35281,-1.4468,-1.92456,-3.1609,-7.88362,0.35353,-0.0398963
-120.986,0.99766,0.0207935,8,255,0,127.574,-4.66894,-7.7103,-5.65167,-4.21536,-6.21523,-3.47046,0.188296,2.06014,1.12801,2.54796,-0.814171,1.99408,-1.22117,-2.41934,-1.71972,-1.48246,-1.33293,-1.21241,-3.39276,-1.22869,-3.72124,-3.45097,-2.83199,-2.45169,-1.37185,-7.99412,0.188296,-0.814171
-124.049,0.99614,0.0221307,7,127,0,133.899,-2.61741,-6.0465,-4.38502,-4.06133,-8.05348,-1.51968,0.256023,2.15728,1.11795,2.88586,-0.813986,1.53931,-1.16982,-2.83677,-1.56231,-1.43528,-1.18108,-1.40904,-3.47673,-2.64467,-2.51502,-1.84625,-1.62973,-2.99656,-1.43999,-7.84546,0.256023,-0.813986
-114.602,0.999673,0.023433,7,255,0,132.977,-3.25566,-4.91616,-5.16334,-2.91212,-4.68405,-5.90658,-0.140053,1.89552,0.869415,1.8493,-0.404241,2.1729,-1.09471,-4.20406,-1.9415,-1.45693,-1.44934,-1.67822,-3.70058,-1.06906,-2.41111,-2.41741,-2.16704,-2.87567,-2.40176,-7.98393,-0.140053,-0.404241
-115.813,0.997694,0.025033,7,255,0,124.72,-4.54588,-3.44955,-5.02323,-5.39074,-3.03551,-4.21044,0.538865,2.12125,0.942805,1.34398,-0.337297,1.65244,-1.05165,-2.701,-1.25465,-1.68132,-1.65397,-1.76992,-3.4854,-2.26197,-1.86127,-2.81119,-2.08772,-2.34192,-1.77451,-7.78957,0.538865,-0.337297
-113.081,0.998453,0.0265695,7,127,0,127.209,-4.86642,-3.86313,-4.07816,-5.13218,-3.84958,-4.40265,0.210849,1.86432,1.1073,2.03516,0.118771,1.98632,-1.10602,-3.06169,-2.59915,-1.69927,-1.77032,-1.52815,-3.87675,-2.43737,-1.89037,-2.2999,-2.07254,-2.44645,-2.23862,-7.88336,0.210849,0.118771
-116.708,0.997653,0.0282306,7,127,0,123.943,-4.46997,-4.4823,-3.68039,-2.94784,-9.77076,-3.46758,-0.303248,2.15283,0.689829,2.17043,-0.71626,1.76739,-1.75469,-3.37568,-1.04117,-1.30743,-1.63759,-1.69313,-2.99994,-1.4798,-1.64843,-1.63549,-1.59701,-4.18505,-1.55626,-7.89052,-0.303248,-0.71626
-115.831,0.99897,0.0299005,7,127,0,127.157,-5.95939,-6.5774,-5.00252,-6.96605,-9.00719,-2.98736,0.173961,2.1522,0.752077,1.76709,0.0769879,1.86781,-1.06668,-2.99194,-1.02842,-1.70344,-1.29232,-1.44228,-3.71465,-3.52529,-2.91882,-2.33672,-2.76947,-4.34536,-1.44363,-7.82293,0.173961,0.0769879
-116.176,0.997578,0.0317496,7,255,0,125.367,-3.57383,-5.57939,-3.06039,-3.2391,-3.8127,-4.87507,-0.143678,1.92885,0.968488,2.33442,-0.693045,1.95689,-1.38391,-3.96213,-1.01148,-1.32746,-1.29649,-1.976,-3.24246,-1.21441,-2.93431,-1.66621,-2.08632,-2.19971,-2.42515,-7.95724,-0.143678,-0.693045
-123.405,0.995027,0.0335541,7,255,0,132.481,-1.76278,-8.96061,-2.95689,-4.38512,-4.12247,-5.17664,-0.387583,1.85867,1.35017,2.42184,-0.583486,1.59196,-1.89296,-4.14288,-1.06338,-1.56929,-1.90564,-1.72005,-3.45478,-2.09733,-4.67344,-1.41795,-1.42251,-1.72361,-2.38765,-7.86088,-0.387583,-0.583486
-120.435,0.99845,0.0351902,7,255,0,133.423,-4.57428,-6.75752,-3.11497,-1.61705,-2.37302,-5.13229,-0.222325,1.85049,0.995245,2.10379,0.094023,1.91853,-1.30879,-3.30079,-1.00461,-1.28001,-1.6129,-2.20675,-3.89141,-1.58367,-3.72831,-1.44317,-1.48303,-1.66358,-3.04858,-7.86712,-0.222325,0.094023
-123.302,0.998543,0.0372055,6,63,0,134.05,-5.34388,-6.67281,-6.24326,-3.2339,-6.68187,-4.77195,0.611867,2.0552,0.881305,2.37695,-0.566153,1.75953,-1.16167,-3.60643,-1.00317,-1.39369,-1.66684,-1.6325,-3.8455,-2.0723,-3.78114,-2.63623,-1.41582,-3.17143,-3.04176,-7.85111,0.611867,-0.566153
-117.432,0.999232,0.0393076,6,63,0,129.488,-5.06851,-5.8295,-5.71694,-2.11277,-7.07488,-5.27498,0.547591,2.03645,0.882996,2.22705,-0.667791,1.77028,-1.21998,-3.93339,-1.00408,-2.26822,-1.70603,-1.59094,-3.81512,-2.23369,-3.33557,-3.34713,-1.44226,-3.88419,-2.75218,-7.87145,0.547591,-0.667791
-112.585,0.999074,0.0415621,7,127,0,127.643,-4.71302,-5.12288,-3.34176,-5.30703,-3.41372,-3.99209,-0.125384,2.26219,0.883375,1.42446,-0.148721,2.04769,-1.01394,-3.08161,-1.90855,-1.52807,-1.49312,-1.4958,-3.14716,-1.70857,-2.43897,-1.67443,-2.45272,-1.47922,-1.54815,-7.91293,-0.125384,-0.148721
-115.052,0.994888,0.0438857,7,127,0,122.006,-1.67379,-1.59283,-2.23638,-3.77252,-5.33145,-2.2546,0.360659,1.79485,0.70448,2.00598,-0.385819,1.5497,-2.57758,-3.71991,-1.33391,-1.87119,-1.99233,-1.82918,-3.91673,-1.80954,-1.90233,-1.52937,-2.15816,-3.04413,-1.45559,-7.75223,0.360659,-0.385819
-120.261,0.953569,0.0458081,6,63,0,129.444,-1.53862,-3.38864,-4.20558,-3.3314,-3.2107,-3.11842,0.191791,1.94544,1.24108,2.12523,-0.753679,2.32881,-1.03854,-4.24084,-1.4951,-1.39895,-2.04763,-1.76671,-3.6378,-1.15109,-1.23312,-3.10758,-1.87727,-1.6941,-1.76733,-8.11405,0.191791,-0.753679
-114.753,0.994114,0.0430695,6,127,0,127.586,-5.31124,-1.80501,-3.31296,-4.97306,-3.89181,-4.01835,0.164689,1.87625,0.959735,2.16217,-0.298708,1.68326,-1.37003,-3.16835,-2.15294,-1.38998,-1.74754,-1.1662,-4.31322,-3.10189,-2.12714,-2.57857,-3.20606,-1.51126,-2.15102,-7.7996,0.164689,-0.298708
-118.933,0.985827,0.0448358,6,127,0,131.673,-5.47325,-6.25665,-2.27873,-4.65864,-3.52974,-4.31761,-0.189459,1.86108,0.884737,1.32394,0.0697981,1.93818,-1.87244,-3.33767,-1.19218,-2.41982,-1.30262,-1.3889,-4.1666,-2.98822,-2.11901,-1.25534,-2.54301,-1.888,-1.62761,-7.86622,-0.189459,0.0697981
-120.808,0.982963,0.0456946,6,127,0,133.134,-2.40883,-3.4337,-8.11148,-4.10702,-2.38248,-3.0751,0.700583,1.84487,0.880485,2.37406,-0.900705,1.91524,-1.148,-4.46499,-2.9665,-2.68194,-1.83885,-2.53283,-3.63351,-1.30402,-1.7458,-4.82857,-2.6187,-2.25594,-1.17553,-7.96727,0.700583,-0.900705
-121.783,0.980779,0.0462244,7,127,0,138.313,-3.85976,-0.712822,-6.3249,-3.50947,-2.03645,-0.995277,0.206822,1.94328,0.967615,1.49783,0.487302,1.93064,-1.08736,-3.50808,-1.11448,-1.81749,-1.86509,-1.30586,-4.54482,-1.44446,-1.20052,-3.09728,-1.79372,-1.15204,-1.39291,-7.86283,0.206822,0.487302
-122.725,0.997568,0.0464982,7,127,0,136.045,-6.41173,-7.28318,-3.39218,-4.07752,-7.70756,-6.26515,0.190253,2.20174,1.28033,2.48345,-0.461783,1.74947,-1.1556,-3.43152,-1.09042,-1.71012,-1.48396,-1.07865,-3.09801,-2.33356,-2.26269,-2.37517,-2.39066,-3.44838,-3.92337,-7.86299,0.190253,-0.461783
-119.938,0.999398,0.0487044,6,127,0,130.595,-5.0115,-5.36913,-5.06464,-5.53704,-5.79203,-4.98745,0.131576,2.40474,1.28091,2.54071,-0.470818,2.39675,-1.85942,-3.40421,-1.6267,-1.58005,-1.23491,-1.24666,-2.95765,-2.70813,-3.32094,-2.38722,-2.13757,-2.48249,-2.17626,-8.09769,0.131576,-0.470818
-119.926,0.987963,0.0512007,6,63,0,130.73,-5.83447,-4.92307,-5.67772,-6.27804,-6.45585,-7.7494,-0.194459,2.07376,1.23878,1.90429,0.138988,1.70506,-1.02636,-3.31114,-1.96239,-1.07689,-1.47061,-1.2944,-2.79262,-2.02914,-1.47863,-2.61187,-3.12366,-2.8156,-3.45983,-7.81239,-0.194459,0.138988
-120.567,0.991286,0.0523316,7,127,0,134.541,-4.45673,-5.11596,-4.50796,-1.27759,-6.88737,-4.87202,-0.14806,1.91292,1.01347,1.9288,-0.572936,1.45201,-1.02056,-3.35809,-1.69038,-1.11497,-1.74503,-1.55447,-3.60454,-2.19135,-1.78833,-2.96656,-1.02443,-3.4786,-2.50035,-7.78116,-0.14806,-0.572936
-114.503,0.999595,0.053888,6,63,0,127.722,-3.17326,-3.91566,-3.61198,-2.83589,-7.93648,-4.30047,0.0476712,2.24448,0.619484,1.78501,-0.34442,2.14441,-1.15781,-3.27616,-1.34461,-1.06518,-1.28775,-1.63941,-2.96346,-1.35246,-1.61983,-1.44474,-1.16484,-3.37025,-1.73387,-7.94736,0.0476712,-0.34442
-113.938,0.983651,0.0565587,7,127,0,122.852,-5.97414,-8.74832,-5.17893,-9.25506,-2.18012,-5.74984,0.299429,1.89681,1.10781,2.06795,-1.14942,2.87288,-1.4115,-3.69656,-1.8516,-1.49103,-1.87804,-2.43304,-3.28174,-3.11769,-4.21164,-2.89114,-5.35413,-1.3747,-3.60495,-8.41423,0.299429,-1.14942
-116.561,0.994279,0.0571426,6,63,0,124.924,-2.59029,-7.42206,-10.4161,-12.3739,-3.97993,-7.29781,0.680027,1.9419,0.873288,2.12209,-1.48363,2.26366,-2.17603,-3.45291,-2.08626,-1.59391,-2.05216,-1.85247,-5.22976,-1.92398,-4.14011,-6.03915,-6.93037,-2.62618,-3.97511,-8.24879,0.680027,-1.48363
-119.178,0.939608,0.0591624,6,127,0,126.46,-3.56843,-3.81397,-3.14089,-8.68605,-5.40205,-3.83332,0.0599166,1.57719,1.00243,1.58133,-1.51715,3.09473,-1.80844,-5.34696,-2.30907,-1.3258,-2.44395,-2.34635,-3.72894,-2.55925,-3.13654,-2.77114,-5.54087,-3.27101,-2.48406,-8.61455,0.0599166,-1.51715
-122.658,0.987782,0.053952,6,63,0,132.126,-5.15783,-4.08987,-4.97088,-11.5048,-5.57483,-2.81879,0.54388,2.1609,1.29136,2.06868,-0.197812,1.65992,-1.89202,-2.84189,-1.13895,-2.63645,-2.10667,-1.22169,-4.12763,-3.0981,-2.89154,-2.03093,-4.97093,-2.68749,-1.73537,-7.80325,0.54388,-0.197812
-120.915,0.996367,0.055014,7,127,0,136.753,-8.29917,-1.57797,-3.67289,-4.35789,-11.1429,-5.03843,0.240959,1.81265,1.04156,1.75634,-0.490526,2.73942,-1.45884,-2.76546,-2.8987,-2.71082,-1.73071,-3.1296,-4.02761,-4.24589,-1.19485,-1.6934,-2.78852,-5.35793,-2.23464,-8.21911,0.240959,-0.490526
-122.209,0.938624,0.0571855,6,63,0,136.498,-6.5111,-3.12146,-4.54867,-0.94846,-7.22457,0.964882,0.221686,1.82354,1.18948,1.85234,0.0271399,2.3775,-2.18244,-3.95063,-1.39924,-1.64703,-2.38263,-1.18836,-4.35781,-4.01812,-1.24529,-1.99186,-1.29231,-3.7995,-1.12842,-8.03676,0.221686,0.0271399
-116,0.99357,0.0521157,7,255,0,131.455,-3.42521,-7.15781,-4.47868,-5.19897,-3.12094,-0.296876,-0.0358335,2.01895,0.938421,1.77553,-0.347279,2.07492,-1.28094,-3.68559,-2.16146,-1.38834,-1.67684,-1.17866,-3.96007,-1.80007,-2.58781,-2.34315,-2.07748,-1.47864,-1.35676,-7.94131,-0.0358335,-0.347279
-113.781,0.990754,0.0538116,6,127,0,124.925,-3.57103,-4.1011,-4.46106,-4.56643,-6.35613,-5.17745,0.135573,2.08697,0.983377,2.32499,-0.122193,1.9951,-1.88716,-2.94074,-1.29133,-1.52848,-1.53933,-1.21275,-3.18337,-2.13553,-1.61236,-2.91914,-1.93314,-3.12003,-1.67936,-7.89002,0.135573,-0.122193
-110.92,0.999524,0.0551852,6,63,0,120.334,-6.43796,-4.71529,-3.09912,-3.16808,-3.87562,-3.45771,-0.258855,2.07092,0.782081,2.36464,-0.454976,1.9924,-1.16512,-3.02145,-1.94957,-1.36665,-1.39988,-1.70375,-3.4429,-3.43872,-1.89503,-1.71843,-1.74886,-1.71236,-1.39324,-7.92622,-0.258855,-0.454976
-116.545,0.952413,0.0576855,6,63,0,130.424,-3.09171,-6.35482,-4.88157,-1.74869,-4.95863,-2.74895,0.167868,2.2171,0.761453,1.88977,0.22972,1.81058,-1.238,-3.76465,-1.08866,-1.16507,-1.53565,-1.47371,-3.78575,-1.97532,-2.98024,-2.46431,-1.09695,-2.00152,-1.16282,-7.80298,0.167868,0.22972
-115.444,0.998034,0.0542937,6,127,0,125.414,-5.70668,-3.95337,-6.65163,-1.98589,-2.63895,-4.1115,-0.0441297,1.89137,0.819513,2.04472,-0.47455,1.8676,-1.58616,-2.88053,-1.01957,-1.40183,-1.72769,-1.54349,-3.21068,-2.46061,-2.35895,-3.69956,-1.21234,-1.23423,-2.07852,-7.87888,-0.0441297,-0.47455
-117.545,0.985222,0.0565308,6,63,0,126.093,-6.65934,-4.515,-6.90204,-2.65187,-3.39583,-2.45607,-0.064534,1.99732,0.942436,1.73828,-0.246278,1.97795,-1.80981,-3.67158,-1.02044,-1.19471,-1.70117,-1.5281,-2.98778,-3.13133,-1.66048,-2.92522,-1.139,-1.17629,-1.5636,-7.89764,-0.064534,-0.246278
-119.308,0.993607,0.0572,6,127,0,128.876,-5.90145,-1.75042,-7.09216,-2.82443,-4.42813,-2.56122,0.277676,1.8731,0.952114,2.54812,-0.268684,2.36509,-1.556,-3.77475,-1.03639,-1.74199,-1.14014,-1.83265,-4.95107,-3.16712,-1.84588,-3.58331,-1.34472,-1.81097,-1.2692,-8.0347,0.277676,-0.268684
-117.553,0.996966,0.0589278,6,127,0,130.07,-4.95986,-4.73476,-6.55907,-2.57599,-5.64941,-2.74164,0.0447713,2.04551,1.12694,1.67621,0.119717,1.91676,-1.87381,-3.973,-1.01637,-1.25637,-1.59908,-1.75573,-2.97896,-2.14193,-1.76887,-3.31167,-1.9685,-2.03745,-1.66322,-7.86475,0.0447713,0.119717
-116.494,0.999846,0.0611229,6,63,0,125.449,-3.82627,-1.08906,-2.58682,-5.13648,-2.93163,-7.34497,0.225664,1.91584,0.929969,1.7639,-0.858548,1.90776,-1.45033,-3.35704,-1.00691,-1.48358,-2.29903,-1.73929,-3.48214,-2.73687,-1.54859,-1.72811,-3.07044,-2.1929,-3.98961,-7.95963,0.225664,-0.858548
-118.099,0.986817,0.0637606,6,127,0,129.32,-4.13534,-3.85267,-5.63175,-8.33325,-2.88582,-5.82366,-0.189447,2.323,0.9215,1.56314,0.153366,1.87705,-1.6071,-3.10245,-1.02938,-1.4631,-1.2581,-1.54926,-3.41285,-1.70833,-1.01561,-2.08041,-3.62356,-1.41157,-2.56361,-7.84597,-0.189447,0.153366
-124.658,0.985838,0.0646477,6,127,0,137.6,-4.05799,-0.431926,-5.61551,-7.59816,-5.67579,-3.13412,0.234004,1.77324,1.42526,1.68729,-0.552218,2.14414,-2.03656,-2.36814,-1.08236,-2.58568,-1.99392,-1.42467,-1.9753,-2.73994,-1.7504,-3.50342,-4.32817,-3.312,-2.6819,-8.02415,0.234004,-0.552218
-126.668,0.981868,0.0653943,6,63,0,139.894,-1.40225,-5.02609,-3.96574,-7.80489,-4.51511,-2.0211,0.0246464,2.28037,1.43898,0.610286,-0.278218,1.6732,-1.47761,-1.85984,-1.51112,-1.66845,-1.66062,-2.57957,-2.45208,-1.15769,-1.0727,-2.22255,-3.48603,-1.9884,-1.15067,-7.83503,0.0246464,-0.278218
-120.511,0.990069,0.0655819,7,127,0,139.68,-4.43723,-0.583347,-2.13432,-1.63866,-5.39397,0.243753,0.294331,1.53101,0.943224,2.30206,-0.8961,2.4175,-2.12568,-4.54996,-1.96282,-2.0113,-2.05981,-3.18989,-5.53742,-3.42329,-1.96104,-1.85786,-2.66481,-3.75947,-1.06263,-8.15532,0.294331,-0.8961
-113.434,0.962903,0.0669058,7,127,0,134.479,-4.2942,-3.23181,-3.32568,-5.47666,-4.54643,-5.87866,0.606127,1.85416,1.07773,1.64747,-0.355844,1.95003,-2.34598,-4.24929,-1.42204,-1.79811,-1.83517,-1.58273,-3.80404,-3.50974,-2.53492,-1.45073,-2.53425,-2.80851,-2.89951,-7.89825,0.606127,-0.355844
-111.901,0.996976,0.064466,6,127,0,123.468,-2.19672,-3.41659,-2.99696,-7.69057,-4.69691,-2.36826,0.417381,1.86395,0.757072,2.06306,-0.864206,1.92384,-1.22495,-3.93071,-1.80775,-1.9955,-1.36747,-2.42719,-4.32743,-2.16403,-1.6879,-1.3889,-4.56823,-2.61072,-1.63779,-7.95459,0.417381,-0.864206
-114.869,0.927092,0.0666986,6,127,0,128.101,-3.55013,-6.17674,-4.1854,-7.36024,-2.39607,-4.61523,0.346968,1.80922,0.938708,1.09617,-0.56795,2.21502,-2.06716,-4.2013,-2.11351,-1.68133,-1.38824,-1.68266,-4.14838,-3.03578,-3.21094,-1.22822,-3.75948,-1.77843,-3.14409,-8.01438,0.346968,-0.56795
-121.83,0.99553,0.0596891,7,127,0,130.567,-2.50052,-7.15685,-0.539207,-6.3027,-7.03864,-4.33708,-0.476306,2.25358,1.02621,2.29119,0.126636,1.76077,-1.41289,-2.87503,-1.79895,-1.32835,-1.02707,-1.74688,-2.60735,-1.27387,-3.23264,-1.07872,-2.28845,-2.44727,-1.52014,-7.83012,-0.476306,0.126636
-120.703,0.979342,0.0615643,6,63,0,133.888,-5.35929,-2.25317,-14.255,-6.13218,-4.96377,-2.37342,0.117082,2.20995,0.704305,1.63752,-0.68647,1.90085,-1.25229,-3.02923,-1.16996,-1.53644,-1.00357,-1.23529,-3.65373,-1.99907,-1.12505,-6.5501,-2.49725,-2.35198,-1.14667,-7.91364,0.117082,-0.68647
-122.756,0.99884,0.0614024,6,127,0,137.322,-3.74939,-2.54155,-6.44262,-4.2017,-8.73223,-4.00804,-0.598114,2.42435,1.21885,1.20493,0.0586855,1.71677,-1.32916,-2.50992,-1.71821,-1.16271,-1.53261,-1.02937,-2.14929,-1.71253,-1.0696,-2.37826,-1.62327,-3.24951,-1.59993,-7.83974,-0.598114,0.0586855
-115.812,0.994869,0.0637192,7,127,0,132.202,-3.33851,-6.15687,-1.9977,-8.24927,-5.79659,-7.46484,0.283736,1.62896,0.841058,2.18444,-0.163407,2.45499,-1.30477,-4.34341,-2.13227,-1.67071,-1.49199,-3.41811,-3.95362,-2.18816,-4.45687,-1.91191,-4.79591,-3.65089,-4.64686,-8.05417,0.283736,-0.163407
-111.065,0.945081,0.0655629,6,127,0,125.192,-4.90527,-2.92963,-3.04525,-3.11949,-3.66506,-4.03735,0.352382,1.95265,0.894158,2.14328,-0.792251,1.88347,-2.10563,-3.77897,-1.86803,-2.04723,-1.51623,-1.17605,-4.58056,-2.25268,-1.7915,-1.48752,-2.20636,-1.84923,-2.40608,-7.93378,0.352382,-0.792251
