# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1257
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.99
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=model-censored-x-combined_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Ymi_y.1,Ymi_y.2,Ymi_y.3,Ymi_y.4,Ymi_y.5,Ymi_y.6,Intercept_y,bsp_y.1,sigma_y,Ymi_xstar.1,Intercept_xstar,sigma_xstar,Ycens_xstar.1,Ycens_xstar.2,Ycens_xstar.3,Ycens_xstar.4,Ycens_xstar.5,Ycens_xstar.6,Ycens_xstar.7,Ycens_xstar.8,Ycens_xstar.9,Ycens_xstar.10,Ycens_xstar.11,Ycens_xstar.12,Ycens_xstar.13,lprior,b_y_Intercept,b_xstar_Intercept
-124.075,0.997447,0.0208141,8,255,0,134.343,-2.66454,-4.51636,-3.95132,0.539116,-3.00663,-4.1794,-0.174749,2.00682,1.19759,1.45669,-0.411169,2.24753,-1.50823,-4.28549,-1.89495,-1.22539,-1.81812,-1.43447,-2.5763,-1.78046,-2.54261,-1.83738,-1.07512,-1.11956,-1.50964,-8.03615,-0.174749,-0.411169
-127.363,0.992373,0.0214593,7,255,0,141.608,-4.03399,-4.13254,-3.96735,-1.77466,-0.718888,-2.38791,0.271524,1.74887,1.58259,2.02978,-0.306196,1.45876,-1.75972,-4.4259,-1.41495,-1.25954,-1.42461,-1.36956,-3.23616,-2.02392,-2.12182,-1.88035,-1.03733,-1.80961,-1.08906,-7.78266,0.271524,-0.306196
-114.252,0.999468,0.0220238,9,511,0,137.361,-5.58166,-3.69118,-2.26315,-6.25912,-1.51672,-4.54409,0.309374,1.94035,0.760516,1.87215,-0.193166,1.81372,-1.66935,-3.74432,-1.42457,-1.82332,-1.20653,-1.30059,-4.0233,-2.74733,-1.86923,-1.45429,-3.51487,-1.0009,-2.49269,-7.81786,0.309374,-0.193166
-110.672,0.981669,0.0233093,8,255,0,127.757,-4.94567,-3.63559,-3.91349,-4.74152,-2.14479,-5.41319,0.342423,2.05804,1.00625,2.00594,-0.239162,2.04268,-1.76687,-3.10645,-1.54662,-2.10244,-1.29323,-1.84233,-4.23585,-2.54402,-1.98067,-1.87769,-2.06145,-1.26229,-2.2805,-7.9142,0.342423,-0.239162
-118.661,0.998554,0.0234802,8,383,0,130.187,-6.88471,-4.21203,-2.88158,-4.32897,-4.6068,-14.217,-0.288613,2.01992,1.01294,1.71011,-0.279789,1.77378,-1.68007,-3.2274,-1.3079,-1.81905,-1.02886,-1.34408,-3.35618,-3.1009,-2.07711,-1.14226,-2.52941,-1.75239,-6.56371,-7.84652,-0.288613,-0.279789
-119.62,0.992565,0.0250491,8,511,0,130.664,-4.19561,-5.21402,-3.12095,-2.24203,-2.78211,-13.3732,-0.19638,2.06075,0.753478,1.71037,0.226325,2.72493,-1.34836,-2.45091,-1.48095,-1.36859,-1.72029,-1.21403,-3.83864,-2.18057,-2.61964,-1.70479,-1.67407,-1.20367,-6.49203,-8.15982,-0.19638,0.226325
-117.276,0.997087,0.0263172,7,127,0,128.349,-4.69628,-5.55733,-2.76513,-2.84378,-1.9304,-13.4064,0.0376609,2.0695,0.769176,2.61525,-0.571427,2.28328,-1.31428,-4.11479,-2.02815,-1.38185,-1.31386,-1.48233,-3.12045,-1.7209,-2.47657,-1.33143,-1.39376,-1.56151,-6.72024,-8.03756,0.0376609,-0.571427
-115.689,0.968655,0.0281016,8,255,0,127.705,-6.82188,-6.2238,-4.2004,-5.80005,-7.44838,-12.7411,0.142543,2.10341,0.868331,2.41976,-0.307422,2.38641,-1.65385,-4.04943,-2.39548,-1.37788,-1.56441,-1.75753,-2.43569,-3.4944,-2.69527,-2.24883,-2.77324,-4.12605,-6.20153,-8.04461,0.142543,-0.307422
-119.235,0.992263,0.0275697,8,511,0,128.348,-8.69541,-3.04617,-6.05749,-5.16846,-3.39632,-1.09742,0.301843,2.09123,1.28964,1.03073,-0.197195,2.00113,-1.26861,-2.06324,-2.16223,-1.40185,-1.17552,-1.55398,-3.39569,-3.95642,-2.08524,-2.92942,-2.22704,-2.30816,-1.50836,-7.91721,0.301843,-0.197195
-118.593,0.991346,0.0291024,8,255,0,131.731,-7.27199,-3.10931,-2.35238,-5.64585,-4.81582,-6.4104,0.0432981,2.1606,0.588236,1.39369,-0.468053,1.69042,-1.46284,-4.08887,-1.47252,-1.40775,-1.074,-1.44227,-3.6437,-3.25902,-1.11469,-1.33327,-2.27883,-2.06324,-3.34787,-7.80695,0.0432981,-0.468053
-116.536,1,0.0306563,7,255,0,124.964,-4.2147,-2.75473,-3.87484,-6.15437,-3.78833,-6.07846,0.446569,1.80461,0.77655,2.22202,0.00633563,1.91023,-1.39062,-2.94332,-1.59853,-1.81533,-2.57838,-2.19352,-4.19226,-2.84113,-2.79657,-2.38993,-4.44571,-2.16823,-3.38953,-7.83748,0.446569,0.00633563
-118.618,0.981403,0.0331414,7,191,0,137.694,-3.10587,-1.75915,-4.07887,-3.93211,-2.84922,-1.95866,0.0610655,1.89986,0.616328,1.7659,-0.406021,1.24401,-1.53811,-3.45323,-1.58847,-1.65205,-1.27387,-1.20614,-3.33432,-1.67304,-1.04801,-2.25579,-2.52605,-1.51584,-1.4165,-7.67421,0.0610655,-0.406021
-116.801,0.998799,0.0339145,7,255,0,138.828,-2.07162,-2.16724,-3.72325,-2.28909,-4.94572,-3.2067,0.172218,1.89946,1.08818,1.95605,-0.471102,2.50553,-1.28194,-3.90213,-1.38737,-1.66897,-2.32935,-2.2561,-3.96197,-1.02788,-1.91178,-1.92306,-1.23547,-2.64282,-1.69462,-8.12519,0.172218,-0.471102
-117.512,0.997462,0.036518,8,255,0,129.651,-6.21009,-4.44918,-6.14554,-7.64169,-1.71108,-4.68773,0.292255,2.01679,0.92039,1.69043,-0.452606,1.53623,-1.41061,-3.35789,-1.45643,-1.62633,-2.5163,-1.17901,-3.8594,-2.96236,-2.34218,-2.99884,-4.48787,-1.03151,-1.67597,-7.76914,0.292255,-0.452606
-120.105,0.959741,0.039143,8,255,0,129.812,-2.62793,-4.19829,-2.23801,-2.05652,-10.8493,-3.0696,-0.0657713,1.99894,0.903656,1.74491,-0.288759,1.71581,-1.07882,-3.51253,-1.24725,-1.70563,-2.74223,-2.19617,-3.0137,-1.39709,-2.12863,-1.18777,-1.17772,-5.6902,-2.07002,-7.81222,-0.0657713,-0.288759
-117.618,0.998513,0.0376413,7,255,0,127.872,-2.71507,-3.8816,-2.16562,-1.81288,-11.033,-2.50388,0.428521,1.94823,0.931127,2.02561,-0.365784,2.46387,-1.07121,-4.35862,-1.29414,-1.73664,-1.92042,-2.1764,-3.44502,-1.57328,-1.71527,-1.2342,-1.17578,-5.40176,-2.00059,-8.08133,0.428521,-0.365784
-114.962,0.989779,0.0404392,8,255,0,128.771,-4.53463,-8.49688,-5.09504,-7.49856,-3.44596,-2.54466,-0.219505,2.00894,0.788419,1.66412,-0.319778,1.65763,-1.1265,-3.30307,-1.35065,-1.38028,-1.42513,-1.28511,-4.04799,-1.8306,-4.18219,-2.28713,-3.16755,-1.83612,-1.01498,-7.79745,-0.219505,-0.319778
-114.754,0.947501,0.0423505,7,191,0,129.463,-1.86786,-7.13652,-3.89349,-6.1121,-4.58815,-2.06184,0.211895,1.82733,0.774248,2.25429,-0.623569,1.66077,-1.90663,-3.78221,-1.36833,-1.10573,-1.66496,-2.10235,-4.04232,-1.61016,-3.43684,-2.3718,-2.92689,-2.80197,-1.02912,-7.82591,0.211895,-0.623569
-113.607,0.998649,0.0394007,8,255,0,123.508,-5.38705,-7.61764,-5.26627,-1.2076,-5.32243,-4.4362,0.24899,1.86082,0.796292,2.07123,-0.219613,2.16776,-1.36543,-3.91787,-1.08928,-2.70468,-1.49267,-1.31579,-3.81409,-2.83647,-4.16972,-2.49945,-1.17108,-2.88698,-2.45042,-7.94682,0.24899,-0.219613
-117.575,0.945564,0.0422729,7,127,0,126.054,-5.93225,-4.15434,-2.34023,-3.76747,-4.56572,-6.67303,0.0757281,2.01317,0.955999,1.76111,-0.553256,2.4264,-1.38416,-3.91868,-2.07405,-1.00557,-1.41235,-1.91648,-3.32237,-2.96522,-2.49364,-1.32659,-2.95262,-1.91996,-4.00372,-8.09955,0.0757281,-0.553256
-124.46,0.997805,0.0391734,7,127,0,132.407,-1.67839,-1.01746,-6.56053,-1.40595,-6.54177,-4.84198,0.0057527,2.00282,1.0708,2.00923,-0.30954,2.24944,-1.04099,-3.22869,-1.11239,-3.03648,-1.6285,-1.68164,-3.14335,-1.32126,-1.08417,-4.07305,-1.2091,-2.53499,-2.14841,-8.00875,0.0057527,-0.30954
-120.477,0.982618,0.0418878,8,255,0,139.435,-9.90064,-13.6141,-4.88865,-9.69989,-3.505,-3.69745,0.168444,2.09737,0.938869,1.3991,-0.940257,2.43442,-1.11227,-3.3092,-1.60985,-1.33112,-1.03014,-1.49694,-2.7517,-3.82708,-6.15492,-2.82773,-4.3077,-1.56003,-2.45826,-8.17382,0.168444,-0.940257
-112.575,0.995399,0.0429462,8,255,0,126.707,-12.094,-8.37678,-5.99477,-5.17987,-5.61489,-1.45292,0.0566716,2.02373,0.845556,2.39109,-0.356804,2.70779,-1.24166,-3.50199,-1.80113,-1.79925,-1.40488,-1.75352,-3.6392,-6.03481,-4.24068,-2.16488,-2.23297,-3.13486,-1.27225,-8.18077,0.0566716,-0.356804
-118.328,0.963852,0.0455398,8,255,0,128.477,-2.2812,-5.0151,-4.22382,-4.24745,-0.387843,-11.0172,0.212846,1.99196,0.94592,1.52946,-0.0430877,2.2999,-1.31678,-3.36476,-2.7855,-1.87975,-1.30155,-2.01527,-3.25241,-1.38642,-2.26517,-2.30751,-2.54691,-1.02627,-6.06723,-7.99326,0.212846,-0.0430877
-115.861,0.904598,0.0443709,8,255,0,131.172,-1.38378,-3.24858,-2.38381,-3.91883,-1.20046,-8.97443,0.336852,1.74413,0.894507,2.03126,-0.160244,2.08444,-1.72107,-3.85887,-1.0732,-1.77893,-2.22677,-1.63545,-3.83939,-1.50501,-2.58087,-1.6143,-2.13269,-1.56597,-5.90058,-7.91567,0.336852,-0.160244
-111.619,0.976622,0.0370063,7,127,0,132.25,-6.54099,-2.61208,-4.0403,-4.80324,-3.9581,-7.1204,-0.000413874,2.08765,0.848712,2.52663,-0.178769,1.98846,-1.17853,-3.61174,-1.90713,-1.3117,-1.42168,-1.0933,-3.57899,-2.93153,-1.21108,-1.70742,-2.09644,-1.87611,-2.90281,-7.88774,-0.000413874,-0.178769
-114.352,0.952241,0.0373455,7,255,0,132.882,-8.03736,-5.28062,-6.93925,-4.28521,-5.51389,-8.62959,0.1872,2.09367,0.818086,1.9479,-0.98998,3.22711,-1.41748,-3.25045,-1.3523,-2.27192,-2.08972,-1.68477,-3.89882,-3.4467,-2.41263,-2.71687,-2.06491,-2.79836,-4.09075,-8.51224,0.1872,-0.98998
-115.013,0.960654,0.0353729,8,255,0,125.881,-6.08623,-2.96059,-8.02376,-2.79812,-5.7623,-7.02778,0.0311688,2.02059,0.773639,1.86493,-0.783828,3.00887,-1.50208,-3.58384,-1.43242,-1.59444,-1.59889,-1.68062,-2.83545,-3.21394,-1.26246,-4.3351,-1.405,-3.15216,-2.72493,-8.37342,0.0311688,-0.783828
-115.6,0.979448,0.0342599,8,255,0,130.472,-7.81751,-4.55932,-6.18437,-2.99469,-6.85496,-2.1218,0.127109,2.08603,0.99438,1.8772,-0.111929,1.79562,-1.01904,-2.97436,-1.67586,-1.11822,-1.40475,-1.69038,-4.30975,-3.64889,-2.11648,-2.42969,-1.84794,-3.36059,-1.75418,-7.82257,0.127109,-0.111929
-118.671,0.981826,0.0348215,7,255,0,126.793,-8.49478,-4.9555,-6.02668,-2.76039,-5.97183,-2.19969,-0.0597173,2.03203,1.04766,1.75728,-0.946035,1.88131,-1.00741,-4.08624,-1.88596,-1.11028,-1.15391,-1.49653,-3.67631,-3.90618,-2.58358,-3.37665,-1.60661,-2.73474,-1.21321,-7.98533,-0.0597173,-0.946035
-115.286,0.992917,0.035591,8,255,0,129.755,-5.61075,-1.39463,-7.91087,-4.06462,-5.62966,-2.90045,0.399591,2.04959,0.835617,1.67411,-0.742899,1.73929,-1.04233,-3.21123,-1.78525,-1.34981,-1.17437,-1.55956,-3.92027,-3.43312,-1.38807,-3.53015,-2.11544,-2.47858,-2.05331,-7.87299,0.399591,-0.742899
-118.33,0.991811,0.0373862,8,383,0,128.277,-6.54499,-3.42723,-5.15142,-4.8243,-5.66874,-4.74378,-0.136112,2.02839,0.92238,1.77664,-0.7607,2.04169,-1.00039,-3.65137,-1.57283,-1.28037,-2.05334,-1.24645,-3.26463,-3.93036,-1.40922,-2.35354,-2.74544,-2.40052,-2.63751,-7.99669,-0.136112,-0.7607
-121.424,0.986317,0.0391285,7,127,0,131.781,-13.5633,-4.9165,-5.99927,-8.20634,-5.96761,-4.33468,-0.222826,2.08393,1.13641,1.9648,-0.495626,1.96615,-2.53053,-2.85509,-1.67158,-1.40266,-1.12116,-1.25364,-4.05751,-5.40143,-2.14941,-2.8365,-3.46591,-2.43373,-1.10274,-7.94306,-0.222826,-0.495626
-117.761,0.971225,0.040365,6,63,0,132.359,-13.6643,-4.42025,-5.47834,-8.56854,-5.62705,-4.05996,-0.469778,2.16915,1.01659,2.13164,0.0230274,1.91213,-1.32771,-3.12636,-1.87311,-1.41528,-1.48755,-1.23135,-2.50073,-5.19947,-1.56083,-2.15457,-3.97664,-2.46349,-1.31433,-7.88209,-0.469778,0.0230274
-115.684,0.993043,0.0400998,7,127,0,128.23,-10.9744,-3.76888,-5.76007,-5.65378,-4.54625,-2.77298,-0.226462,2.03817,1.0775,2.26716,-0.77839,2.44169,-1.40719,-3.48993,-2.10254,-1.80545,-1.9511,-2.08243,-3.92569,-4.65833,-1.48626,-2.83968,-2.49824,-3.14988,-1.29739,-8.16492,-0.226462,-0.77839
-114.711,0.999821,0.04201,7,255,0,124.632,-8.91232,-2.74599,-8.2998,-4.31327,-3.53987,-4.98142,-0.361635,2.13082,0.905002,1.9224,-0.49581,1.97553,-1.28559,-2.74392,-1.57731,-1.45239,-1.70956,-1.87084,-3.08105,-3.66627,-1.03508,-3.60097,-2.48903,-1.58583,-1.67007,-7.93823,-0.361635,-0.49581
-119.877,0.743224,0.0447024,8,255,0,133.342,-6.68204,-2.46816,-1.20991,-4.53878,-4.81215,-1.42662,0.494314,2.11348,1.42876,2.03269,-0.225874,1.7707,-1.83577,-2.8547,-1.81437,-1.3543,-1.7163,-1.23453,-2.74446,-2.55477,-2.34033,-1.38866,-2.28597,-2.59659,-1.2364,-7.8526,0.494314,-0.225874
-110.217,0.985656,0.0256325,8,255,0,131.27,-3.15209,-4.87166,-2.96237,-3.95652,-2.57384,-4.12968,0.372244,1.99664,0.723878,1.83122,-0.319908,1.80335,-1.28348,-3.15123,-1.77756,-1.45359,-1.83371,-1.39912,-3.14959,-1.45494,-2.80004,-1.46737,-1.8569,-1.68141,-2.20557,-7.82422,0.372244,-0.319908
-113.089,0.996534,0.0264249,8,255,0,120.992,-2.0875,-6.73439,-4.45239,-5.61127,-3.83877,-5.42361,0.107576,1.90527,0.837969,1.61384,-0.152233,2.00423,-1.5776,-3.62173,-1.69956,-1.85711,-1.98826,-1.71557,-4.39893,-1.23973,-3.49526,-1.90215,-3.77689,-2.5662,-4.03234,-7.88747,0.107576,-0.152233
-112.162,0.999736,0.0279369,8,511,0,122.869,-1.27662,-4.78647,-2.70747,-5.61009,-3.29064,-4.77407,-0.118705,1.99816,0.97964,2.31248,-0.67509,1.86134,-1.67741,-3.03039,-1.75874,-1.98932,-1.60868,-1.37399,-3.61977,-1.29442,-2.49136,-2.23521,-2.48995,-1.65442,-2.00385,-7.92108,-0.118705,-0.67509
-111.665,0.984369,0.0297312,7,127,0,124.687,-4.05357,-3.91612,-2.34368,-5.6199,-2.33361,-6.45036,0.0928195,2.08585,0.776163,1.98435,-0.182074,1.79158,-1.26327,-3.52702,-1.71944,-1.42617,-1.65685,-1.37626,-3.61827,-1.27909,-1.61165,-1.05743,-3.10528,-1.49531,-3.37808,-7.81473,0.0928195,-0.182074
-113.214,0.976958,0.0304915,6,127,0,123.322,-3.99992,-3.84494,-1.72458,-5.83021,-2.67072,-6.2346,0.0352307,2.00468,1.03464,1.82746,-0.153122,2.02115,-1.34706,-2.91028,-1.88847,-1.39881,-1.87329,-1.44509,-3.9581,-1.35402,-1.83639,-1.05904,-2.83239,-1.4724,-3.01673,-7.90749,0.0352307,-0.153122
-121.128,0.982469,0.0307207,8,255,0,131.8,-2.90611,-7.89542,-7.05046,-0.953708,-5.10223,-1.88166,0.69545,1.74255,1.38954,2.26366,-0.784674,2.16747,-1.68182,-4.24099,-1.77637,-2.13345,-2.03085,-2.66386,-5.89811,-2.96468,-4.456,-2.37968,-2.01212,-3.61725,-1.51356,-8.06985,0.69545,-0.784674
-116.802,0.996409,0.0313395,8,255,0,133.324,-3.32833,-6.51872,-2.55167,-6.4753,-2.91396,-9.16049,0.213601,1.84758,0.985706,1.39379,-0.581649,2.34202,-1.29828,-3.45495,-1.07502,-1.66377,-1.43247,-2.27565,-3.93455,-2.35561,-2.92079,-1.6594,-4.72225,-2.40821,-5.07923,-8.06977,0.213601,-0.581649
-118.013,0.993248,0.0329961,7,255,0,130.264,-3.57513,-12.1604,-3.4558,-7.22584,-2.21396,-3.65231,0.0249971,2.09909,0.970155,1.28299,-0.413762,2.03644,-1.10953,-3.37322,-1.52159,-1.26563,-1.06953,-2.04958,-3.46993,-1.95621,-4.9317,-2.07839,-4.20238,-1.26484,-2.49228,-7.93558,0.0249971,-0.413762
-126.222,0.752788,0.0344619,8,255,0,142.392,-2.95224,-8.55503,-8.7395,-6.04999,-5.27282,-1.05617,0.12201,2.22411,1.72157,2.05607,-0.407943,2.19768,-1.374,-1.94681,-1.35881,-1.77112,-1.78927,-1.47283,-2.63092,-1.56662,-3.20794,-4.45878,-3.26359,-2.21495,-1.02724,-8.0554,0.12201,-0.407943
-127.948,0.996026,0.0208491,8,255,0,143.939,-3.4679,-9.91586,-6.40051,-2.73141,-3.97777,-1.45221,-0.488885,2.00368,1.21346,1.89385,-0.64023,1.79333,-1.64086,-1.57646,-1.08909,-1.57322,-1.54195,-1.30719,-3.68247,-1.52655,-3.57985,-2.55043,-1.04598,-1.73911,-1.06622,-7.92836,-0.488885,-0.64023
-115.881,0.998676,0.0219545,7,127,0,135.098,-4.30907,-7.75292,-5.0907,-2.7239,-4.7418,-2.3467,0.322371,2.19716,1.09774,2.11595,-0.30654,1.7952,-1.18692,-2.50004,-1.91348,-1.65988,-1.46699,-1.32525,-3.19755,-2.23963,-3.06719,-2.45165,-1.28898,-2.80101,-1.09498,-7.84272,0.322371,-0.30654
-114.149,0.995809,0.0232371,8,511,0,128.978,-5.71622,-4.05174,-4.61262,-2.78225,-3.51391,-1.93026,-0.115966,2.07787,0.999614,1.54151,-0.359364,2.10172,-1.72163,-3.95721,-1.76473,-1.42022,-1.52977,-2.25906,-4.1453,-2.58484,-2.25264,-2.31237,-2.02994,-2.19216,-1.13123,-7.95927,-0.115966,-0.359364
-115.461,0.997585,0.0244168,7,255,0,127.639,-4.82141,-3.41614,-3.2317,-7.48472,-2.43278,-2.20568,0.443685,2.07518,1.17199,1.05078,-0.692781,1.98985,-1.57024,-4.3768,-1.36985,-1.63994,-1.24389,-1.66786,-3.1843,-2.27508,-1.78706,-1.8467,-3.96434,-1.80722,-1.30993,-7.96926,0.443685,-0.692781
-120.317,0.995831,0.0257376,7,255,0,129.01,-4.1911,-3.56553,-0.765714,-7.48862,-2.47829,-2.71136,0.482564,1.69122,0.779106,2.35322,-0.0207695,2.01757,-1.94016,-4.22936,-2.66365,-1.10754,-2.72427,-1.52047,-3.88111,-2.21117,-2.27152,-1.16625,-3.78047,-1.39181,-2.40221,-7.87602,0.482564,-0.0207695
-121.047,1,0.0270037,7,191,0,132.381,-3.73741,-6.10092,-3.7135,-5.49144,-4.3368,-2.84942,0.0680384,2.14967,1.11466,1.01773,0.129016,1.84557,-1.23007,-2.97263,-1.15565,-1.03688,-1.04361,-1.16328,-2.88444,-1.74424,-2.9729,-1.50637,-2.50925,-2.11383,-1.11063,-7.839,0.0680384,0.129016
-117.574,0.99719,0.0285706,8,319,0,131.397,-5.70136,-9.11803,-3.66984,-4.15641,-7.27316,-1.5904,0.0149819,1.87435,0.9098,1.23381,-0.238206,2.10685,-1.45797,-3.44943,-1.22569,-2.71278,-2.38226,-1.10672,-3.66247,-3.05692,-4.03767,-2.2565,-2.39274,-3.44905,-1.39195,-7.93813,0.0149819,-0.238206
-119.016,0.986869,0.0300197,9,511,0,130.462,-0.62233,-1.5904,-6.05173,-6.05524,-1.7053,-7.68941,0.444151,1.74759,0.939668,2.1975,0.427823,2.16021,-1.59707,-3.81907,-1.86616,-1.5301,-1.84316,-1.1616,-3.81974,-1.32723,-1.20564,-3.49992,-3.67687,-1.20363,-3.74028,-7.93698,0.444151,0.427823
-118.418,0.999203,0.0308236,7,127,0,129.036,-2.66443,-1.91048,-6.17203,-4.71105,-0.189162,-8.34986,0.271198,2.08071,0.90844,1.50109,-1.22048,2.10765,-1.32417,-3.60491,-1.55354,-1.68149,-1.59805,-1.88205,-3.77498,-1.04981,-1.39172,-3.13214,-2.74164,-1.49801,-3.4021,-8.11637,0.271198,-1.22048
-115.993,0.993209,0.0324845,6,63,0,127.138,-1.98819,-1.98448,-6.1617,-5.03438,-1.21445,-8.28667,0.344073,1.91823,0.903855,1.47005,-0.00989154,1.9859,-1.44286,-3.45626,-1.7572,-2.31636,-1.24255,-2.21591,-3.62441,-1.0618,-2.14226,-2.99313,-2.10142,-1.41035,-4.55218,-7.872,0.344073,-0.00989154
-117.966,0.989206,0.0337738,6,127,0,129.729,-1.78925,-1.45406,-5.46103,-3.90913,-0.513561,-7.52864,0.250147,2.10179,0.89844,1.3566,-0.693212,1.97209,-1.35335,-3.57914,-1.25465,-1.41302,-1.22399,-1.68985,-3.657,-1.70519,-1.22536,-2.47545,-1.51356,-1.69865,-3.56606,-7.94676,0.250147,-0.693212
-117.893,0.981164,0.0347963,6,63,0,129.829,-3.55806,-0.714452,-5.98918,-3.56291,-2.58104,-7.11943,0.18672,1.83692,1.01024,2.37152,0.102099,2.10445,-2.20544,-3.2719,-1.51699,-2.45332,-2.68846,-2.2738,-3.59366,-1.55687,-1.32693,-3.41617,-1.45296,-1.10264,-4.06082,-7.91965,0.18672,0.102099
