# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1257
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=model-censored-x_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept_y,bsp_y.1,sigma_y,Ymi_xstar.1,Intercept_xstar,sigma_xstar,Ycens_xstar.1,Ycens_xstar.2,Ycens_xstar.3,Ycens_xstar.4,Ycens_xstar.5,Ycens_xstar.6,Ycens_xstar.7,lprior,b_y_Intercept,b_xstar_Intercept
-95.3589,0.978859,0.175386,4,15,0,99.9603,0.338902,1.95016,1.07263,2.57403,-0.384803,2.38433,-1.2655,-3.15063,-1.48651,-1.38158,-1.52932,-1.42155,-3.42587,-8.06217,0.338902,-0.384803
-94.2351,0.990577,0.232734,4,15,0,101.4,-0.11034,2.11507,0.879102,0.924647,0.336362,1.37352,-1.15383,-2.71261,-1.30979,-1.81948,-1.63366,-1.66272,-3.11512,-7.68923,-0.11034,0.336362
-92.7147,0.980668,0.313829,4,15,0,98.5266,-0.0505452,2.00477,0.979692,2.60359,-0.193555,2.25687,-1.1952,-4.0419,-1.30637,-1.8912,-1.71692,-1.51638,-4.01695,-7.99639,-0.0505452,-0.193555
-94.6653,0.142778,0.416202,3,7,0,104.796,-0.0469923,1.94847,1.08496,2.36652,-0.464271,2.15717,-1.14188,-4.2856,-1.88556,-1.63254,-1.54115,-1.15399,-3.8929,-7.9961,-0.0469923,-0.464271
-99.2934,0.992389,0.156733,4,15,0,101.481,0.156516,1.89488,1.13063,2.20699,-0.159725,2.7435,-1.04922,-3.67381,-1.87378,-2.23624,-1.36868,-1.08379,-3.14062,-8.19226,0.156516,-0.159725
-96.7355,0.986558,0.211602,4,15,0,107.116,-0.13385,1.87563,0.835101,3.04005,-0.450285,1.97994,-1.56122,-3.88601,-1.3726,-1.46188,-2.28075,-1.07844,-3.51144,-7.91833,-0.13385,-0.450285
-94.3409,1,0.282723,3,15,0,101.304,0.0649995,2.0429,0.79066,2.49039,-0.364944,2.19487,-1.34258,-3.44161,-1.37795,-1.6043,-1.69522,-1.04061,-2.99483,-7.9758,0.0649995,-0.364944
-96.4674,0.535316,0.384754,3,15,0,102.213,-0.0385645,2.13373,0.601816,2.51328,0.0810887,2.10483,-1.1568,-3.48417,-1.45123,-1.40389,-1.44206,-1.05784,-2.98747,-7.90514,-0.0385645,0.0810887
-97.2938,0.993624,0.262278,4,15,0,100.136,-0.0734252,2.07603,0.590432,2.50352,0.0698554,2.0552,-1.07557,-3.51999,-1.3928,-1.39573,-1.54036,-1.05085,-3.03581,-7.88837,-0.0734252,0.0698554
-94.4573,0.555258,0.353035,4,15,0,99.6754,0.0359465,2.24146,1.23154,1.21552,0.364973,1.54613,-1.18788,-2.84606,-1.46529,-1.61174,-1.18372,-2.03431,-3.64174,-7.75729,0.0359465,0.364973
-93.1156,0.814021,0.248407,4,15,0,101.244,-0.0079087,2.1366,1.11993,1.58785,0.392649,1.4614,-1.1921,-2.61885,-1.63392,-1.4236,-1.27101,-1.23917,-3.5529,-7.72704,-0.0079087,0.392649
-92.4476,0.979605,0.256298,4,15,0,99.8554,0.118333,2.04635,0.68307,1.45418,-0.050154,1.77309,-1.01928,-3.40393,-1.61315,-1.37091,-2.00296,-1.55036,-3.3568,-7.79478,0.118333,-0.050154
-94.1838,0.908812,0.33714,4,15,0,98.8509,-0.0366706,2.08809,1.10239,1.99026,-0.106753,2.22873,-2.19914,-3.23407,-1.90957,-1.56986,-1.0989,-2.20716,-3.00243,-7.9871,-0.0366706,-0.106753
-94.2464,0.515582,0.39922,3,11,0,99.6785,0.0833005,1.82231,0.898295,1.99088,-0.213561,2.2396,-1.14842,-4.3512,-1.6783,-2.03384,-1.1512,-1.24067,-4.20613,-7.98236,0.0833005,-0.213561
-95.6707,0.989683,0.265976,4,15,0,100.138,-0.329547,2.24676,1.16936,1.61008,0.477128,1.43695,-1.18489,-2.54523,-1.23843,-1.27677,-1.54994,-1.06907,-2.52034,-7.74216,-0.329547,0.477128
-96.5395,0.974502,0.354206,3,7,0,100.691,-0.444714,2.46154,0.867665,1.39393,0.599182,1.58684,-1.10946,-2.96478,-1.10279,-1.32546,-1.33295,-1.25997,-2.42945,-7.78075,-0.444714,0.599182
-97.391,0.952522,0.460708,3,7,0,106.159,-0.00817585,2.01237,0.88796,2.65903,-0.619202,1.90785,-1.2101,-2.64808,-1.48136,-1.31502,-1.04359,-1.25109,-3.71979,-7.91744,-0.00817585,-0.619202
-94.8591,0.604491,0.579642,3,15,0,100.712,0.137843,2.16083,1.00634,2.02359,-0.514215,1.909,-1.1328,-3.36936,-1.89343,-2.22868,-1.09939,-2.18505,-2.97687,-7.90428,0.137843,-0.514215
-92.4915,0.499219,0.440519,3,7,0,99.9531,-0.0884035,2.15116,0.737543,1.92155,0.420912,1.80648,-1.52127,-3.16862,-1.06405,-1.1007,-1.2652,-1.59679,-3.73205,-7.8133,-0.0884035,0.420912
-92.6714,0.945792,0.288064,4,15,0,96.2191,-0.16741,2.04396,0.733967,2.04134,0.244289,1.85648,-1.31715,-2.86715,-1.06547,-1.22932,-1.26572,-1.36086,-3.69765,-7.82796,-0.16741,0.244289
-93.9131,0.85336,0.35871,4,15,0,98.7168,0.0899413,1.97931,1.02262,1.4084,-0.0336999,1.5014,-1.70483,-3.79441,-1.08634,-1.29113,-1.53832,-1.40696,-2.86503,-7.73054,0.0899413,-0.0336999
-92.154,0.903412,0.390791,3,15,0,99.0287,0.219214,2.03791,0.915404,2.31516,0.614908,2.46718,-1.466,-3.06854,-2.06461,-1.28755,-1.81864,-1.63365,-3.4805,-8.06855,0.219214,0.614908
-95.0782,0.783959,0.457122,3,7,0,98.9698,0.278,2.10436,1.12272,1.93641,0.410422,2.77562,-2.49816,-3.40944,-1.79073,-2.12973,-1.89581,-1.87754,-3.43857,-8.19384,0.278,0.410422
-92.9474,1,0.450568,3,7,0,96.4179,-0.00160836,1.97823,0.686455,1.59763,-0.115962,1.29673,-1.13236,-3.30203,-1.57954,-1.75422,-1.62245,-1.79488,-3.85306,-7.66411,-0.00160836,-0.115962
-92.9474,0.0811816,0.60397,2,7,0,100.938,-0.00160836,1.97823,0.686455,1.59763,-0.115962,1.29673,-1.13236,-3.30203,-1.57954,-1.75422,-1.62245,-1.79488,-3.85306,-7.66411,-0.00160836,-0.115962
-95.6591,0.912855,0.219411,3,7,0,98.822,0.0557977,1.98456,0.726232,1.683,-0.0305214,1.29148,-1.07664,-3.15604,-1.47098,-2.17056,-1.54902,-1.40095,-4.15577,-7.65787,0.0557977,-0.0305214
-92.2762,1,0.26005,3,7,0,100.842,0.193806,2.01684,0.773444,2.31306,0.336679,1.64493,-1.11141,-2.68694,-1.64952,-1.34445,-1.9023,-1.78144,-3.50085,-7.75227,0.193806,0.336679
-92.2298,0.949478,0.348279,3,15,0,98.1845,0.258208,2.01791,0.774959,2.39915,0.160899,1.51891,-1.14128,-2.88023,-1.43414,-1.63943,-2.03173,-1.73982,-3.49333,-7.71185,0.258208,0.160899
-92.6722,0.304599,0.433759,3,7,0,98.6841,0.200188,2.0918,0.692532,2.20762,0.149505,1.56729,-1.20325,-3.1755,-1.3146,-2.14041,-1.64559,-2.15615,-3.45725,-7.72317,0.200188,0.149505
-89.6433,1,0.21803,4,15,0,95.4861,0.0892081,2.04493,0.769128,2.18829,0.27477,1.5099,-1.25432,-3.1963,-1.28013,-1.88425,-1.72879,-1.44716,-3.68188,-7.71302,0.0892081,0.27477
-89.2688,0.904514,0.291479,4,15,0,95.5995,0.219066,1.89676,0.733284,2.13009,0.316507,2.19959,-1.65287,-3.67493,-1.80946,-1.36725,-1.46388,-1.92858,-3.58695,-7.93877,0.219066,0.316507
-93.9169,0.734876,0.340473,4,15,0,98.2549,0.0505762,2.08905,0.921444,2.03563,0.452649,1.37244,-1.48956,-3.33883,-1.20326,-2.00475,-1.999,-1.74061,-3.95918,-7.69065,0.0505762,0.452649
-98.1799,0.988121,0.31365,4,15,0,101.873,-0.152578,2.27684,1.11575,1.08105,-0.269762,2.23507,-1.45909,-2.25127,-1.13492,-1.2325,-1.26117,-1.8355,-2.49044,-8.00834,-0.152578,-0.269762
-95.8566,0.951077,0.411177,3,7,0,102.505,-0.0841695,2.33223,1.32413,1.14383,-0.467037,1.68741,-1.51376,-2.80661,-1.49269,-1.2887,-1.1998,-1.41525,-2.67758,-7.85577,-0.0841695,-0.467037
-98.0701,0.612989,0.511331,3,7,0,104.858,0.0425633,2.1439,1.25041,1.37638,0.652886,1.53977,-1.15686,-2.68804,-1.08127,-2.00525,-1.25282,-1.17134,-2.55511,-7.7756,0.0425633,0.652886
-97.9468,0.723886,0.397702,3,7,0,109.072,-0.048955,2.33654,1.29564,1.38687,0.59827,1.49914,-1.09679,-3.06546,-1.04841,-1.86237,-1.29345,-1.46753,-2.55906,-7.76567,-0.048955,0.59827
-98.6303,0.822376,0.360969,3,15,0,105.594,-0.08601,2.08742,0.732786,1.72144,-0.184129,1.92176,-1.0436,-2.79845,-1.00277,-1.1602,-1.69812,-1.28315,-3.67022,-7.86213,-0.08601,-0.184129
-98.7079,0.871205,0.375433,3,7,0,103.769,-0.0725962,2.13286,1.02202,2.87872,0.436044,1.84979,-1.15456,-3.84803,-1.00625,-1.17671,-1.35256,-1.73498,-3.19377,-7.84404,-0.0725962,0.436044
-102.282,0.872753,0.417511,3,7,0,109.082,-0.411142,2.18858,1.28582,2.48973,0.536232,1.44976,-1.79317,-3.14237,-1.00938,-1.25321,-2.50107,-1.43075,-2.74685,-7.76336,-0.411142,0.536232
-97.4879,1,0.465051,3,7,0,106.065,-0.208702,2.24325,1.16844,2.19594,0.0487382,1.79296,-1.05324,-2.21032,-1.02565,-1.60182,-1.20063,-1.48708,-3.01077,-7.83784,-0.208702,0.0487382
-97.2023,0.793165,0.616232,3,7,0,106.381,-0.0299321,2.14837,0.952365,1.56829,-0.146076,1.62899,-1.75328,-2.79657,-1.31359,-1.02141,-1.15009,-1.17555,-2.4021,-7.77433,-0.0299321,-0.146076
-96.9505,0.117786,0.614823,3,7,0,108.633,-0.158217,2.39222,1.0332,1.09109,0.339877,1.63216,-1.13509,-2.56446,-1.38795,-1.02348,-1.20508,-1.20066,-2.42553,-7.77483,-0.158217,0.339877
-100.61,0.959913,0.244429,4,15,0,107.278,0.478732,1.80731,0.905372,2.97592,-0.199974,1.99544,-1.04228,-3.17033,-2.62723,-1.48467,-2.42463,-1.15554,-4.46133,-7.88695,0.478732,-0.199974
-94.2278,0.489896,0.306554,3,7,0,105.79,0.266948,1.78066,0.842537,2.72575,-0.425163,1.84167,-1.04689,-4.25683,-1.66815,-2.13272,-1.32496,-1.87364,-4.30659,-7.85682,0.266948,-0.425163
-92.2332,0.965644,0.203042,4,15,0,99.2754,0.306852,1.80377,1.13697,2.11278,0.289941,1.73708,-1.34252,-3.71562,-2.19538,-1.45626,-2.55003,-1.95812,-4.10293,-7.80064,0.306852,0.289941
-92.0097,0.790838,0.256462,3,15,0,104.745,0.295067,1.86298,1.19686,2.04959,0.184632,2.02086,-1.37217,-3.8233,-2.27621,-1.49927,-2.09816,-2.65104,-4.12357,-7.90012,0.295067,0.184632
-93.6845,0.931206,0.255569,4,31,0,100.598,0.436347,1.72,0.962884,2.64399,-0.238192,2.15043,-2.31936,-4.63466,-2.22763,-2.3851,-1.08374,-2.09301,-4.53811,-7.94969,0.436347,-0.238192
-93.6845,0.00105695,0.615358,3,15,0,106.278,0.436347,1.72,0.962884,2.64399,-0.238192,2.15043,-2.31936,-4.63466,-2.22763,-2.3851,-1.08374,-2.09301,-4.53811,-7.94969,0.436347,-0.238192
-93.6845,1.23802e-12,1.43966,1,2,1,104.254,0.436347,1.72,0.962884,2.64399,-0.238192,2.15043,-2.31936,-4.63466,-2.22763,-2.3851,-1.08374,-2.09301,-4.53811,-7.94969,0.436347,-0.238192
-89.9479,0.995896,0.142031,5,31,0,96.0569,0.357405,1.92292,0.947737,2.02993,-0.565422,1.97803,-1.86559,-3.93238,-1.99255,-1.91895,-1.31726,-1.84171,-4.29131,-7.9286,0.357405,-0.565422
-92.2601,0.962591,0.146364,4,31,0,96.8517,0.00299973,2.05022,0.786847,1.17542,-0.381954,1.87893,-1.13293,-3.52548,-1.56018,-1.60449,-1.29686,-1.36999,-3.05522,-7.86722,0.00299973,-0.381954
-90.6937,0.989615,0.177795,4,15,0,95.9476,-0.0660415,2.16037,0.894717,1.59818,-0.0901527,1.86434,-1.49035,-3.15416,-1.69239,-1.40569,-1.27063,-1.24583,-4.00007,-7.84378,-0.0660415,-0.0901527
-90.4477,0.998061,0.268215,3,15,0,92.8469,0.0169829,2.09066,0.896815,1.89933,-0.482185,1.73001,-1.46382,-2.98384,-1.50269,-1.27134,-1.27963,-1.57272,-3.11606,-7.83719,0.0169829,-0.482185
-92.3204,0.716653,0.452007,3,7,0,96.0405,0.228389,2.0794,0.989149,1.34703,0.604305,1.76864,-1.49249,-3.60287,-1.20917,-2.23773,-1.96137,-1.90182,-3.15922,-7.81832,0.228389,0.604305
-90.604,1,0.333939,3,7,0,96.7061,0.229774,1.80803,0.73513,2.53515,0.284731,1.98087,-1.69241,-3.58332,-1.54248,-1.43849,-1.55286,-1.72176,-4.29859,-7.85891,0.229774,0.284731
-90.604,0.00013555,0.608727,3,15,0,95.5927,0.229774,1.80803,0.73513,2.53515,0.284731,1.98087,-1.69241,-3.58332,-1.54248,-1.43849,-1.55286,-1.72176,-4.29859,-7.85891,0.229774,0.284731
-93.4221,0.997404,0.0481487,6,63,0,98.5662,0.133199,1.89185,1.05379,2.40614,0.774374,1.87048,-1.36761,-3.92627,-1.28798,-1.85744,-1.43365,-1.35957,-3.35784,-7.87571,0.133199,0.774374
-96.5624,0.995185,0.0892828,5,31,0,102.033,0.218054,1.85177,1.00864,2.2231,0.603997,2.3025,-1.31238,-4.22812,-1.26349,-2.83141,-1.7005,-1.23526,-3.22698,-8.00917,0.218054,0.603997
-96.4103,0.994443,0.166191,4,31,0,106.057,0.216713,1.97038,1.00438,2.07851,0.583239,2.7561,-1.51238,-3.65943,-1.55908,-1.96643,-1.61204,-1.42186,-2.45057,-8.18943,0.216713,0.583239
-94.3023,0.623346,0.309931,4,15,0,105.412,0.158047,1.93562,1.14097,1.31047,0.63365,2.01798,-1.64592,-4.0924,-1.59052,-1.29519,-1.55699,-1.38401,-2.9221,-7.91729,0.158047,0.63365
-93.9723,0.986447,0.180495,4,15,0,99.3485,0.0485672,1.99563,0.906248,1.29672,0.657166,1.77205,-1.6717,-3.99477,-1.41349,-1.42801,-2.54667,-1.7251,-3.35331,-7.82341,0.0485672,0.657166
-88.9893,0.971046,0.329123,3,7,0,97.0603,0.239604,2.02912,0.970992,1.88325,0.394625,1.98156,-1.46068,-3.72858,-1.78082,-2.11013,-1.44307,-1.9812,-3.72244,-7.87534,0.239604,0.394625
-89.4841,0.757352,0.569559,3,7,0,93.1859,0.0561915,2.10403,0.751388,1.71486,-0.019888,2.02108,-1.47842,-3.29298,-1.46831,-1.83646,-1.28479,-1.17771,-3.4358,-7.88231,0.0561915,-0.019888
-93.3199,0.600328,0.507818,2,7,0,97.0689,0.342186,1.95784,0.905867,1.79234,-0.711953,2.34425,-1.6998,-3.95361,-2.58383,-1.44279,-1.47543,-1.28398,-4.04558,-8.08653,0.342186,-0.711953
-90.5878,0.998492,0.281113,3,15,0,96.5991,0.132493,2.07467,0.874912,1.83656,-0.697692,2.12928,-1.35402,-3.84764,-1.58185,-1.4378,-1.49432,-1.48191,-3.90118,-8.00478,0.132493,-0.697692
-94.021,0.678257,0.525432,3,7,0,98.104,0.0795227,2.11953,1.07078,2.66321,-0.576904,1.74275,-1.10833,-3.15418,-1.64412,-2.06105,-1.86966,-1.7145,-3.29357,-7.86483,0.0795227,-0.576904
-95.4653,0.57236,0.371665,4,31,0,104.372,0.744637,1.79621,1.0852,1.08735,0.509181,2.07205,-1.79115,-3.64911,-1.43886,-1.48588,-1.55658,-2.47995,-4.35875,-7.92091,0.744637,0.509181
-95.579,0.926556,0.192939,4,15,0,104.698,0.256924,1.85498,0.991344,1.02829,-0.306345,2.22394,-1.74327,-4.80499,-2.48852,-2.01075,-1.41044,-1.30436,-3.27886,-7.98742,0.256924,-0.306345
-95.1198,0.609972,0.288727,4,15,0,105.437,-0.15991,2.07024,0.850752,2.07491,0.944146,2.44194,-1.36787,-2.58284,-1.50184,-1.54663,-1.34101,-1.17176,-3.0716,-8.10646,-0.15991,0.944146
-99.8517,0.978112,0.169741,4,31,0,108.138,-0.448907,2.17555,0.884239,2.42583,0.872097,2.3043,-1.26545,-3.2242,-1.4924,-1.19272,-1.49111,-1.01279,-2.4597,-8.05931,-0.448907,0.872097
-94.4027,0.999792,0.293689,4,15,0,103.004,-0.232044,2.12991,0.833685,2.47279,0.682081,1.89444,-1.64485,-3.17551,-1.58909,-1.18167,-1.25902,-1.03932,-3.09016,-7.87322,-0.232044,0.682081
-95.4819,0.637039,0.536058,3,7,0,103.596,-0.0851526,1.92057,0.720129,2.72184,-0.100167,1.46114,-1.25242,-4.00207,-1.2903,-1.62229,-1.29516,-1.18656,-3.92568,-7.71149,-0.0851526,-0.100167
-93.5535,0.148694,0.343601,3,7,0,100.735,0.0101862,1.968,0.742246,2.89307,-0.111476,1.59216,-1.48841,-3.97729,-1.80189,-1.7696,-1.31027,-1.20313,-3.86687,-7.74787,0.0101862,-0.111476
-93.6921,0.989144,0.055649,6,63,0,103.761,-0.394201,1.98712,0.885533,2.8436,0.263412,1.99303,-1.10824,-3.35598,-1.32287,-1.61348,-1.52897,-1.78668,-3.28792,-7.89452,-0.394201,0.263412
-89.0109,0.995927,0.0985223,5,31,0,97.087,0.11092,2.14358,0.988104,1.91439,0.187429,1.81368,-1.38063,-3.26123,-1.41087,-1.54413,-1.53546,-1.40154,-3.71897,-7.81816,0.11092,0.187429
-94.2627,0.976299,0.176068,4,15,0,98.3761,0.134878,2.12751,0.87104,2.7014,0.671992,2.04248,-1.58584,-2.7139,-1.88745,-1.2357,-1.46009,-2.10983,-3.23969,-7.91261,0.134878,0.671992
-93.9756,0.953951,0.295177,4,15,0,99.1963,-0.303471,2.18372,1.09265,2.06513,0.396011,1.95465,-1.33609,-3.1396,-1.21524,-1.10916,-1.31326,-1.24055,-3.53551,-7.89307,-0.303471,0.396011
-93.3458,0.479156,0.461505,3,15,0,97.3178,-0.164091,2.04943,0.968262,2.00374,-0.0825877,2.12309,-1.1641,-3.36835,-1.53415,-1.05852,-1.29234,-1.31786,-3.1967,-7.94246,-0.164091,-0.0825877
-96.6398,0.942801,0.197254,5,31,0,103.616,0.205334,2.12667,1.42658,1.21154,-0.105851,1.95568,-1.3268,-2.67229,-2.00207,-1.31019,-2.09031,-1.33309,-2.44505,-7.90798,0.205334,-0.105851
-93.8984,0.989427,0.298071,3,15,0,98.5742,-0.02754,2.26872,0.917067,1.03037,0.301606,1.55649,-1.69545,-3.61685,-1.47145,-1.42825,-1.45967,-1.83912,-2.55397,-7.73877,-0.02754,0.301606
-105.459,0.0682343,0.50675,3,7,0,108.441,0.15707,1.78974,1.29978,2.85059,-0.140672,2.04687,-2.20631,-1.65772,-1.58819,-2.6227,-2.3044,-1.00409,-4.60578,-7.93242,0.15707,-0.140672
-100.46,0.999627,0.0743343,6,63,0,109.371,-0.217778,2.08871,1.2997,2.50034,-0.46329,1.73837,-1.44158,-1.89859,-1.91499,-1.5325,-1.40394,-1.01435,-3.20509,-7.87498,-0.217778,-0.46329
-100.96,0.985953,0.130134,4,31,0,106.315,-0.112316,2.06186,1.29409,2.23636,-0.157581,1.69782,-2.32643,-2.06425,-1.95367,-2.74094,-1.45545,-1.02609,-2.75617,-7.8243,-0.112316,-0.157581
-98.8164,0.880305,0.217887,4,31,0,111.395,-0.0553709,2.08454,1.36004,2.22514,-0.0253399,1.76184,-1.91914,-2.22992,-1.52789,-2.57837,-1.52119,-1.02916,-2.67374,-7.83991,-0.0553709,-0.0253399
-103.101,0.789635,0.275288,4,15,0,112.29,0.315968,1.7264,0.759762,1.47995,-0.179538,1.9862,-1.14731,-3.41572,-2.92161,-1.13064,-1.07398,-1.63595,-4.2848,-7.87523,0.315968,-0.179538
-100.969,0.253285,0.274537,4,15,0,110.778,-0.172339,2.23075,1.10452,2.37115,0.221737,2.16712,-1.28752,-2.53006,-1.1026,-2.37647,-2.3548,-1.06714,-2.48324,-7.95969,-0.172339,0.221737
-97.7943,0.999988,0.0697672,6,63,0,104.863,0.157806,2.01454,0.671349,1.63524,0.0596947,1.47373,-1.13441,-3.42113,-1.14048,-1.04465,-1.04857,-1.58839,-3.82855,-7.69793,0.157806,0.0596947
-97.4038,0.993039,0.119673,4,31,0,102.867,-0.471163,2.1925,1.04541,2.85114,0.262567,1.7289,-1.5,-3.08467,-2.0366,-1.08409,-1.05608,-1.56527,-2.9381,-7.82072,-0.471163,0.262567
-96.1458,0.965639,0.200089,4,15,0,103.018,0.065756,2.02746,1.0924,2.47498,0.274859,1.71535,-1.12153,-3.33297,-1.21803,-1.19495,-1.13898,-1.47873,-2.51824,-7.79524,0.065756,0.274859
-95.9791,0.96316,0.310067,4,15,0,101.22,-0.0899161,1.98336,0.695351,1.72556,0.126801,1.80694,-1.01904,-3.09017,-1.32665,-1.09543,-1.4382,-1.46781,-4.2214,-7.80691,-0.0899161,0.126801
-95.5523,1,0.474475,3,7,0,99.3387,0.199778,2.08767,1.15826,2.43188,-0.174489,1.82028,-2.41227,-3.41192,-1.43372,-1.12669,-1.46945,-1.75727,-2.63643,-7.84501,0.199778,-0.174489
-95.5523,2.33882e-23,0.789925,2,3,0,102.231,0.199778,2.08767,1.15826,2.43188,-0.174489,1.82028,-2.41227,-3.41192,-1.43372,-1.12669,-1.46945,-1.75727,-2.63643,-7.84501,0.199778,-0.174489
-93.5814,0.997475,0.113865,5,31,0,102.947,-0.00144361,2.24793,0.80294,1.61216,0.353376,1.62717,-1.04218,-2.8729,-1.03515,-1.37855,-1.38806,-1.25033,-3.35678,-7.75406,-0.00144361,0.353376
-93.9601,0.972927,0.188914,4,15,0,97.9995,-0.140521,2.20762,1.04973,1.39813,-0.228503,1.63875,-1.81037,-3.52338,-1.08946,-1.47209,-1.2871,-1.3982,-2.65743,-7.79461,-0.140521,-0.228503
-91.629,0.923279,0.293354,4,15,0,97.8663,-0.101882,2.08587,0.926138,1.44647,0.18349,1.5961,-1.12507,-3.18652,-1.84101,-1.57846,-1.26932,-1.11917,-3.46324,-7.75275,-0.101882,0.18349
-98.4407,0.343319,0.402108,3,7,0,102.125,0.120393,1.96401,0.939927,2.33366,0.276368,1.46106,-1.0135,-3.98094,-1.17162,-1.99997,-1.36656,-1.2907,-2.64048,-7.70788,0.120393,0.276368
-93.8259,0.992795,0.13859,5,31,0,105.456,0.406256,2.03457,0.982618,1.2823,0.550103,1.82944,-1.12518,-3.95541,-1.36266,-1.58063,-1.88048,-1.59726,-2.9176,-7.83134,0.406256,0.550103
-93.7969,0.961701,0.223921,4,15,0,101.119,0.249142,2.06173,1.06323,1.39988,0.667333,2.02897,-1.18339,-4.05416,-1.66683,-2.49394,-1.87257,-1.62511,-3.21171,-7.91708,0.249142,0.667333
-99.5252,0.70146,0.334219,4,15,0,105.493,0.214955,1.6602,0.824972,1.71271,0.822693,1.66792,-1.95659,-4.19751,-1.24416,-1.42719,-2.02669,-1.32696,-4.80041,-7.80058,0.214955,0.822693
-95.0762,0.811506,0.270859,4,15,0,105.07,0.265974,1.69894,0.906299,2.2165,0.834216,1.71645,-2.17752,-3.68211,-1.6587,-1.32199,-1.83186,-1.65246,-4.25931,-7.821,0.265974,0.834216
-95.315,0.751816,0.283824,4,15,0,105.886,0.0961913,2.08092,0.909201,2.89777,-1.0445,2.384,-1.32383,-3.48758,-1.47195,-1.62554,-1.68897,-2.08513,-3.68093,-8.17864,0.0961913,-1.0445
-96.2689,0.995424,0.259132,4,15,0,99.6141,0.192933,1.95783,0.896852,0.518439,0.824043,1.56097,-1.39875,-3.39498,-1.58557,-1.5955,-1.73548,-1.5571,-3.49973,-7.77287,0.192933,0.824043
-96.4012,0.865286,0.412924,3,7,0,103.119,0.0902819,2.03374,0.933438,3.33458,-0.715936,2.59177,-1.51224,-3.70934,-1.60222,-1.70618,-1.60344,-2.10175,-3.41954,-8.19194,0.0902819,-0.715936
-98.3568,0.755457,0.486952,3,15,0,107.577,0.00291005,2.03488,0.887291,1.51281,0.760857,1.66152,-1.38671,-3.53532,-1.26559,-1.00935,-1.11921,-2.16736,-4.08107,-7.79985,0.00291005,0.760857
-93.0099,1,0.447389,3,7,0,103.651,0.0420389,2.03804,0.909027,2.58046,0.0467539,1.84561,-1.3975,-3.40308,-1.33637,-1.08174,-2.05947,-1.29662,-3.04353,-7.82827,0.0420389,0.0467539
-92.2336,0.333333,0.711522,2,3,0,96.6589,0.241525,2.05305,0.989488,2.51749,-0.337239,1.87065,-1.25523,-3.27142,-1.68333,-1.1435,-1.66164,-1.92056,-3.27493,-7.86496,0.241525,-0.337239
-95.1848,0.858323,0.255042,3,7,0,100.195,0.224918,2.19482,0.984554,2.51386,-0.2567,1.98593,-1.47267,-3.29935,-2.48425,-1.14132,-1.85923,-1.412,-3.69927,-7.89608,0.224918,-0.2567
-95.7488,0.612001,0.295746,4,15,0,101.191,0.249227,1.95922,0.995439,2.52614,-0.473288,1.97499,-2.00837,-3.72024,-1.09812,-1.05269,-1.89722,-1.59395,-4.0923,-7.91819,0.249227,-0.473288
-95.0265,0.945556,0.1991,4,15,0,100.153,0.399827,1.92331,0.952903,2.64214,-0.468483,1.88403,-1.60587,-4.21502,-1.28485,-1.18581,-2.03344,-1.31023,-3.91577,-7.88185,0.399827,-0.468483
-98.1791,0.822956,0.279277,4,15,0,105.565,0.434341,1.72769,1.1381,1.25714,0.512714,2.38645,-1.75773,-4.57749,-2.27069,-1.1865,-2.14904,-1.28478,-3.1226,-8.04121,0.434341,0.512714
-94.5539,0.89253,0.298863,4,15,0,105.13,0.223478,1.96963,1.03007,1.95016,-0.695227,1.68915,-1.482,-2.9505,-1.97629,-1.82534,-1.12292,-1.32439,-4.07033,-7.86215,0.223478,-0.695227
-94.3863,0.873199,0.371422,3,7,0,101.37,-0.161811,2.00991,1.05621,2.30895,-0.217093,1.99308,-2.40578,-3.23243,-1.50963,-1.57455,-1.11315,-1.28542,-3.67869,-7.91154,-0.161811,-0.217093
-94.3863,0.0328366,0.441681,3,7,0,100.465,-0.161811,2.00991,1.05621,2.30895,-0.217093,1.99308,-2.40578,-3.23243,-1.50963,-1.57455,-1.11315,-1.28542,-3.67869,-7.91154,-0.161811,-0.217093
-93.7786,0.999615,0.0869389,5,63,0,100.64,-0.157464,2.15674,0.955527,2.22731,0.0609844,2.10897,-1.25116,-3.07003,-1.44744,-1.17583,-1.02707,-1.35197,-3.46424,-7.92979,-0.157464,0.0609844
-89.6617,0.998129,0.136073,4,31,0,96.5977,0.114649,2.08221,0.710829,1.66881,0.0653832,1.53659,-1.39554,-3.20604,-1.25221,-2.00222,-1.30477,-1.61847,-3.47234,-7.71859,0.114649,0.0653832
-91.53,0.959806,0.211242,4,15,0,95.4743,-0.0513626,2.07941,0.786645,1.96409,0.0630111,1.8558,-1.21652,-3.17748,-1.08193,-1.58318,-1.22441,-1.84794,-2.89732,-7.82751,-0.0513626,0.0630111
