# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=1256
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.995
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=models/armodel_gam_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,bs.1,zs_1_1.1,zs_1_1.2,zs_1_1.3,zs_1_1.4,zs_1_1.5,zs_1_1.6,zs_1_1.7,zs_1_1.8,sds_1_1,ar.1,sigma,s_1_1.1,s_1_1.2,s_1_1.3,s_1_1.4,s_1_1.5,s_1_1.6,s_1_1.7,s_1_1.8,b_Intercept
-222.453,0.998536,0.00433211,9,511,0,225.308,1.69288,4.59906,-0.455843,1.62564,0.697721,-1.17357,-1.61968,0.931436,0.835307,1.12369,1.55982,0.933013,1.53755,-0.71103,2.5357,1.08832,-1.83055,-2.5264,1.45287,1.30293,1.75274,1.69288
-219.962,0.999705,0.00465994,9,1023,0,232.1,1.14712,3.53797,-1.05564,0.95635,0.358667,-1.46156,-0.701252,-0.346411,2.01832,0.422955,0.218469,0.877912,1.52314,-0.230625,0.208933,0.0783577,-0.319304,-0.153202,-0.0756801,0.44094,0.0924025,1.14712
-220.961,0.997597,0.00502186,10,1023,0,229.548,-0.664343,0.314879,0.209294,-0.151464,-0.6808,0.801657,-1.77507,1.67027,0.381748,1.46536,0.364224,0.842335,1.10184,0.0762298,-0.0551668,-0.247964,0.291983,-0.646522,0.608353,0.139042,0.533719,-0.664343
-213.834,0.99995,0.00537462,9,1023,0,227.327,1.71301,3.15339,0.479007,-0.489117,0.0842425,-0.554346,0.211279,0.324975,-0.277807,0.163656,4.42394,0.948571,1.38307,2.1191,-2.16382,0.372684,-2.45239,0.934686,1.43767,-1.229,0.724003,1.71301
-214.899,0.998104,0.00578076,9,511,0,217.585,-0.616338,3.06351,0.434742,-1.28512,-1.22407,-0.525171,0.303579,0.307382,-0.225627,1.56751,1.50156,0.842045,1.30023,0.652792,-1.92968,-1.83802,-0.788577,0.455843,0.461553,-0.338793,2.35371,-0.616338
-212.125,0.998469,0.0061796,10,1023,0,219.577,0.127859,6.85377,0.682017,-0.507655,-0.413943,0.539523,0.597069,-0.214784,0.774773,-1.09969,2.05463,0.810555,1.28469,1.40129,-1.04304,-0.850498,1.10852,1.22675,-0.441302,1.59187,-2.25946,0.127859
-211.945,0.999371,0.00660411,9,511,0,215.469,0.556035,7.60273,0.0490356,0.22251,-1.29961,-1.60361,-0.0370967,0.20172,-0.55408,-0.531469,1.4299,0.844422,1.25382,0.0701159,0.318167,-1.85831,-2.293,-0.0530445,0.28844,-0.792278,-0.759946,0.556035
-213.671,0.991854,0.00706552,9,511,0,220.755,1.08546,8.53,-0.74137,1.23116,-0.910693,1.76974,0.210567,0.624461,0.411571,0.115938,2.70991,0.858998,1.28463,-2.00905,3.33635,-2.4679,4.79585,0.570619,1.69224,1.11532,0.314182,1.08546
-212.186,0.997752,0.00740655,9,1023,0,220.893,0.241737,10.4621,0.577176,1.19232,-0.474324,0.722216,-0.151764,-0.886148,0.374883,-0.135616,2.32628,0.86078,1.18149,1.34267,2.77366,-1.10341,1.68007,-0.353044,-2.06143,0.872082,-0.315481,0.241737
-214.352,0.999985,0.00787345,9,511,0,219.657,0.8399,7.61426,-0.0285668,-1.12679,-2.56194,-1.09873,0.678126,-0.698994,-0.0399319,-0.0801723,0.730623,0.852726,1.26938,-0.0208716,-0.82326,-1.87182,-0.802755,0.495455,-0.510701,-0.0291752,-0.0585758,0.8399
-216.289,0.996655,0.00840734,10,1023,0,222.745,0.51764,11.2137,-0.0170602,0.810265,-0.0757627,-0.0179162,1.51776,-0.0383744,1.62345,1.19992,8.99924,0.847122,1.29824,-0.153528,7.29176,-0.681806,-0.161232,13.6587,-0.34534,14.6098,10.7984,0.51764
-216.469,0.999692,0.00889264,9,1023,0,221.005,0.348835,8.20106,-0.193077,-1.91243,-2.53823,-1.04102,0.355793,-0.563081,-0.495148,-2.06281,0.894819,0.853232,1.24549,-0.172769,-1.71127,-2.27126,-0.931523,0.31837,-0.503856,-0.443068,-1.84585,0.348835
-215.293,0.996472,0.00946701,9,511,0,223.127,0.839811,9.10568,0.385248,-0.400877,-0.274411,0.388717,-1.39278,0.961254,-1.06852,-0.760305,2.25256,0.933402,1.2238,0.867794,-0.903,-0.618126,0.875608,-3.13733,2.16528,-2.4069,-1.71263,0.839811
-212.859,0.999751,0.00998777,9,1023,0,221.107,-0.045671,3.67688,-0.384445,-0.645695,0.266033,0.162155,1.34917,-0.779737,1.15933,0.890319,0.44763,0.898382,1.32991,-0.172089,-0.289032,0.119084,0.0725852,0.603927,-0.349033,0.518951,0.398533,-0.045671
-217.176,0.994262,0.0106113,8,511,0,221.999,0.777791,4.58321,0.407716,-1.95226,-0.555477,0.581072,0.335989,0.730776,1.31312,1.69007,0.0386501,0.881319,1.23791,0.0157583,-0.0754553,-0.0214692,0.0224585,0.012986,0.0282446,0.0507522,0.0653213,0.777791
-216.737,0.999786,0.0111128,8,255,0,225.819,0.14067,3.82145,0.252189,-0.768553,-2.116,0.531559,0.759133,1.38056,2.46108,0.701855,0.334638,0.868795,1.25339,0.084392,-0.257187,-0.708095,0.17788,0.254035,0.461988,0.823572,0.234868,0.14067
-217.603,0.984341,0.0117835,8,511,0,224.281,0.903603,3.6668,-1.51754,-1.27876,1.45874,-0.130623,0.719573,0.432421,-0.0221986,1.2339,1.43441,0.865801,1.35006,-2.17678,-1.83428,2.09243,-0.187367,1.03217,0.62027,-0.031842,1.76992,0.903603
-217.589,0.999666,0.0120297,8,255,0,222.408,-0.192592,4.75046,2.05324,1.03635,-2.29578,0.13673,0.253727,0.654738,-1.40457,0.27178,0.190375,0.874417,1.29347,0.390885,0.197295,-0.437058,0.0260299,0.0483032,0.124646,-0.267395,0.05174,-0.192592
-216.921,0.995303,0.0127293,8,255,0,221.661,0.439949,6.68692,-1.17486,-0.673941,1.90813,-0.641003,0.0120619,-0.0585384,0.354772,-0.898279,1.0682,0.947241,1.27757,-1.25498,-0.719903,2.03826,-0.684718,0.0128845,-0.0625306,0.378967,-0.95954,0.439949
-221.098,0.983625,0.0133188,8,255,0,227.814,0.0431242,5.68203,1.65734,-2.34301,-1.9492,-1.37019,1.47466,-2.27165,1.14481,-0.0766571,0.512926,0.833565,1.27555,0.850094,-1.20179,-0.999798,-0.702806,0.756392,-1.16519,0.587203,-0.0393194,0.0431242
-215.62,0.985459,0.0135485,8,255,0,229.118,1.07388,5.08977,-0.688364,-1.68578,-1.88841,-0.816996,0.258673,-1.56966,0.0467603,-0.402832,0.806177,0.853994,1.30865,-0.554944,-1.35904,-1.52239,-0.658643,0.208536,-1.26542,0.037697,-0.324754,1.07388
-212.616,0.995567,0.0138351,8,255,0,219.437,-0.431314,4.58959,-0.145344,-0.646027,-0.0771245,-1.0289,-1.26639,-1.09914,-0.272669,0.643222,1.0222,0.888964,1.25646,-0.14857,-0.660368,-0.0788367,-1.05175,-1.2945,-1.12354,-0.278722,0.657502,-0.431314
-214.475,0.996249,0.0144547,8,255,0,221.023,2.24927,2.5739,0.791684,-0.7334,0.999035,0.685233,-0.158539,-0.0465771,-0.732071,-0.196922,3.10883,0.952534,1.31984,2.46121,-2.28001,3.10583,2.13027,-0.492869,-0.1448,-2.27588,-0.612195,2.24927
-209.981,0.99734,0.015114,7,255,0,222.031,0.899166,2.7504,-0.226342,0.131745,0.392289,0.135692,-0.194769,-0.723726,0.345894,-0.246953,1.93211,0.877633,1.21838,-0.437317,0.254545,0.757947,0.262172,-0.376315,-1.39832,0.668306,-0.47714,0.899166
-215.783,0.9864,0.0158305,8,511,0,219.907,-0.751882,0.252211,2.24659,-1.86281,0.195877,-0.604873,-0.924598,0.0140783,0.000167462,-0.522623,1.09042,0.910943,1.31419,2.44973,-2.03124,0.213588,-0.659565,-1.0082,0.0153513,0.000182604,-0.569879,-0.751882
-217.472,0.997133,0.016162,8,255,0,223.236,-1.11367,0.50278,1.91309,-1.34155,0.390937,-0.925375,-1.64031,-0.239082,-0.214697,-0.307749,0.549323,0.927791,1.32667,1.0509,-0.736942,0.214751,-0.50833,-0.901061,-0.131333,-0.117938,-0.169054,-1.11367
-217.646,0.995624,0.0168968,7,127,0,221.335,-1.15721,0.793058,2.04276,-0.861779,0.932751,-1.0277,-1.57125,-0.508576,-0.114859,-0.536977,0.972198,0.901272,1.21935,1.98597,-0.83782,0.906819,-0.999128,-1.52757,-0.494437,-0.111665,-0.522048,-1.15721
-216.31,0.999985,0.0175923,8,255,0,224.314,1.45946,0.212548,-2.22088,-1.28457,-0.748484,-0.452501,-0.371031,0.352985,-1.43783,1.40354,2.29808,0.883725,1.34404,-5.10375,-2.95204,-1.72007,-1.03988,-0.852658,0.811188,-3.30425,3.22545,1.45946
-216.095,0.991406,0.0184826,7,255,0,222.16,0.119083,0.589496,-2.16907,-1.45498,-0.90248,-0.181584,0.606406,0.276355,-1.33686,1.78327,2.99882,0.884994,1.26824,-6.50463,-4.36321,-2.70637,-0.544537,1.8185,0.82874,-4.00901,5.34771,0.119083
-216.581,0.98398,0.0190379,8,255,0,223.373,0.405339,-0.165239,1.83252,-0.628136,1.19851,-0.418786,-0.382022,0.5348,-2.4726,-1.7063,1.40681,0.848345,1.30562,2.578,-0.883668,1.68607,-0.589152,-0.537432,0.752361,-3.47847,-2.40044,0.405339
-215.181,0.998067,0.0192818,8,255,0,221.208,0.181802,2.45984,-2.25776,0.593542,-0.850653,1.39059,0.49427,-0.148118,1.41424,1.52203,1.30573,0.870659,1.25478,-2.94801,0.775003,-1.11072,1.81573,0.645381,-0.193402,1.84661,1.98736,0.181802
-213.086,0.999709,0.0201331,7,255,0,220.949,0.622022,2.11485,0.568803,-2.56646,-0.123599,0.0418516,-1.25478,-1.11915,-0.631413,0.513251,1.42407,0.880712,1.27197,0.810014,-3.6548,-0.176013,0.0595995,-1.78689,-1.59374,-0.899174,0.730903,0.622022
-211.95,0.999044,0.021083,7,127,0,216.064,-0.1702,1.96071,-0.171446,-0.236486,-0.145424,0.0310775,-0.557612,0.0877974,1.36597,0.461098,10.1596,0.884851,1.24964,-1.74182,-2.4026,-1.47745,0.315735,-5.66512,0.891987,13.8777,4.68457,-0.1702
-211.342,0.938389,0.0220305,7,127,0,215.784,0.892301,2.30857,1.00296,-1.43502,-0.158718,0.190514,-1.26485,-0.157798,0.0524045,-0.269817,2.18234,0.839504,1.2687,2.18879,-3.13169,-0.346376,0.415766,-2.76033,-0.344369,0.114364,-0.588832,0.892301
-213.73,0.991231,0.0201925,7,255,0,221.343,0.997108,2.24465,0.145429,-0.0273097,0.648946,1.13956,-0.00584338,-0.552968,1.92004,0.289489,3.11555,0.848899,1.2778,0.453092,-0.085085,2.02183,3.55035,-0.0182054,-1.7228,5.98198,0.901918,0.997108
-210.354,0.990098,0.0207382,7,127,0,216.545,0.206351,2.28419,0.404127,0.168611,0.587537,0.691232,0.397194,-0.694564,1.10427,-0.582751,2.75588,0.899146,1.27259,1.11373,0.464673,1.61918,1.90495,1.09462,-1.91414,3.04323,-1.60599,0.206351
-211.73,0.991912,0.0212375,7,255,0,216.922,0.076916,2.38449,-1.26736,-0.3829,0.764382,0.0938953,0.142881,-0.3437,1.43914,0.304961,1.29559,0.871295,1.1844,-1.64198,-0.496083,0.990328,0.12165,0.185116,-0.445295,1.86454,0.395106,0.076916
-216.944,0.888254,0.0218232,7,255,0,226.059,-0.0720579,5.00507,-0.656766,0.535778,-0.965145,0.305276,2.14067,-0.990989,1.02329,-0.437773,0.245816,0.813869,1.33164,-0.161443,0.131703,-0.237248,0.0750416,0.526209,-0.243601,0.251542,-0.107611,-0.0720579
-215.146,0.995158,0.0180245,8,255,0,221.624,0.59114,3.76462,0.781816,-1.05267,-0.124402,-0.239393,-1.42023,0.960216,-0.862866,0.103469,0.210916,0.812012,1.20192,0.164897,-0.222025,-0.0262383,-0.0504919,-0.299549,0.202525,-0.181992,0.0218232,0.59114
-215.081,0.996428,0.0186528,7,255,0,219.438,0.247769,2.73255,1.23119,-0.0850906,-0.335835,-1.20307,-0.996013,1.72348,-1.30627,0.00878624,0.161831,0.898223,1.22156,0.199244,-0.0137703,-0.0543485,-0.194694,-0.161186,0.278912,-0.211394,0.00142188,0.247769
-216.133,0.979377,0.0193438,7,127,0,223.404,0.555759,1.50173,1.69609,0.0208235,0.652867,-2.05974,-0.655795,1.78148,0.618357,1.0961,0.439251,0.8753,1.24049,0.745007,0.00914675,0.286772,-0.904743,-0.288059,0.782518,0.271614,0.481463,0.555759
-214.856,0.987716,0.0193545,8,255,0,225.22,0.892385,4.56491,-2.03918,-0.366574,-0.358827,1.6409,0.41233,0.393506,-0.632574,0.63268,1.86806,0.885238,1.38058,-3.80931,-0.684784,-0.670313,3.06531,0.770258,0.735094,-1.18169,1.18189,0.892385
-214.388,0.916105,0.0196973,8,255,0,222.741,0.374674,5.8087,-1.39328,0.959738,0.122533,0.0770157,1.17228,-0.673758,0.311721,-1.22986,0.675937,0.84646,1.38937,-0.941773,0.648723,0.0828246,0.0520577,0.792385,-0.455418,0.210704,-0.831309,0.374674
-212.026,0.999629,0.0173057,8,255,0,218.285,0.695509,5.33985,-1.16573,0.716954,0.557766,-0.152837,0.833714,-1.17488,0.206972,-0.193055,0.777879,0.890869,1.27742,-0.906799,0.557703,0.433875,-0.118888,0.648529,-0.913911,0.160999,-0.150173,0.695509
-212.396,0.998826,0.0180467,8,511,0,219.004,0.348834,0.0831408,1.36234,0.23026,-0.121573,-1.04399,-0.955387,0.697288,0.191024,0.295978,0.679499,0.861263,1.23514,0.925712,0.156461,-0.0826085,-0.709393,-0.649185,0.473807,0.129801,0.201117,0.348834
-213.576,0.995251,0.0187781,7,127,0,215.57,-0.0407899,0.289149,1.53281,-0.0708906,0.847114,-1.64126,-1.19041,0.786409,-0.252925,0.946223,1.36532,0.886582,1.25147,2.09277,-0.096788,1.15658,-2.24084,-1.62529,1.0737,-0.345323,1.29189,-0.0407899
-209.756,0.999793,0.0193882,6,127,0,216.374,0.221577,0.870868,0.784867,-0.959208,0.0458377,0.0413478,-0.176265,0.11871,0.385413,0.345435,0.791787,0.876433,1.25543,0.621447,-0.759489,0.0362937,0.0327387,-0.139564,0.0939928,0.305165,0.273511,0.221577
-213.043,0.998758,0.0201921,7,255,0,216.221,0.10645,-2.59582,0.942441,0.0977013,1.38087,-0.249387,-0.278739,2.08654,0.293473,-0.15096,2.20735,0.884851,1.23127,2.0803,0.215661,3.04807,-0.550485,-0.615274,4.60572,0.647797,-0.33322,0.10645
-213.427,0.983355,0.0209746,8,255,0,219.011,0.519748,-1.24274,1.35209,-0.431694,1.49863,-0.106785,-0.744616,-0.539271,0.558898,0.911199,0.606268,0.878358,1.18861,0.819731,-0.261722,0.90857,-0.0647401,-0.451437,-0.326943,0.338842,0.552431,0.519748
-215.303,0.987808,0.0211199,7,127,0,220.338,1.0588,-0.4149,-0.0144106,-0.325966,-0.862776,-0.185137,0.0640956,1.40893,1.15636,0.105607,1.11456,0.887576,1.18189,-0.0160615,-0.363308,-0.961614,-0.206346,0.0714382,1.57033,1.28883,0.117705,1.0588
-217.194,0.910333,0.0214499,7,127,0,224.337,0.0975744,-0.748632,0.823944,-1.07849,-0.724989,1.23245,-0.823107,1.77505,1.46196,1.95672,1.21752,0.837799,1.26005,1.00317,-1.31309,-0.88269,1.50054,-1.00215,2.16117,1.77996,2.38235,0.0975744
-214.076,0.995571,0.0186984,7,255,0,227.853,1.0394,3.14841,0.97836,-0.191886,0.755941,-0.42691,0.529384,0.246187,1.4514,1.46823,0.571905,0.909525,1.34186,0.559529,-0.10974,0.432327,-0.244152,0.302757,0.140796,0.830066,0.839687,1.0394
-213.225,0.984837,0.019285,8,383,0,216.853,-0.365939,4.13474,-0.0115045,0.176498,-0.685546,0.296246,0.600805,-0.0810981,1.85127,0.665633,0.83701,0.844749,1.32899,-0.00962934,0.147731,-0.573809,0.247961,0.50288,-0.0678799,1.54954,0.557141,-0.365939
-213.366,0.997386,0.0194697,8,255,0,220.496,0.651785,1.30824,-0.142818,-0.195788,-0.304181,-0.196107,0.137764,0.43398,-1.86198,-0.71132,0.319046,0.842279,1.33956,-0.0455654,-0.0624653,-0.0970475,-0.0625671,0.0439529,0.138459,-0.594055,-0.226944,0.651785
-215.558,0.998215,0.0201366,7,255,0,218.721,-0.313056,1.85095,-0.546896,-0.359413,-0.421944,-0.00881099,-0.893569,0.375346,0.260492,-2.17324,0.0985151,0.851284,1.31948,-0.0538776,-0.0354076,-0.0415678,-0.000868016,-0.08803,0.0369772,0.0256624,-0.214097,-0.313056
-214.065,0.995724,0.0208507,7,255,0,220.113,0.736639,2.20325,0.260897,1.71551,1.05225,0.828091,-0.677923,1.30391,0.0748446,-0.493955,0.437227,0.8803,1.33432,0.114071,0.750068,0.460073,0.362064,-0.296406,0.570104,0.0327241,-0.21597,0.736639
-211.875,0.983296,0.0214774,8,255,0,218.782,0.151089,2.41316,0.180795,0.0732862,0.433826,0.783934,0.6571,1.22995,0.0663427,-1.19588,0.540002,0.878712,1.33976,0.0976297,0.0395747,0.234267,0.423326,0.354835,0.664172,0.0358252,-0.645779,0.151089
-212.281,0.982024,0.0215944,7,127,0,217.802,0.624816,2.70512,0.246294,0.235456,1.34978,0.00854076,0.34641,0.321127,-1.03223,-0.737197,0.482286,0.847264,1.20272,0.118784,0.113557,0.650982,0.00411908,0.167068,0.154875,-0.497828,-0.355539,0.624816
