# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=1256
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=carmodel_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,ar.1,sigma,lprior,b_Intercept
-192.862,0.999673,0.0304495,5,31,0,194.13,-0.438073,0.707515,1.12408,-3.10263,-0.438073
-192.921,0.999749,0.0579172,3,15,0,193.223,-0.415798,0.738082,1.20217,-3.23001,-0.415798
-192.637,1,0.109141,3,7,0,193.116,-0.388958,0.705986,1.20047,-3.11614,-0.388958
-192.637,0.0842299,0.203797,1,3,0,193.158,-0.388958,0.705986,1.20047,-3.11614,-0.388958
-192.775,0.990718,0.0263067,4,23,0,193.477,-0.136686,0.729252,1.23472,-3.21812,-0.136686
-194.7,0.694193,0.0479489,2,3,0,196.923,-0.117026,0.71558,1.34714,-3.19944,-0.117026
-192.518,0.978162,0.0370933,2,7,0,196.184,-0.0535567,0.716645,1.12228,-3.15394,-0.0535567
-192.414,1,0.0644466,4,15,0,192.661,-0.136682,0.733186,1.13381,-3.20895,-0.136682
-193.903,0.971448,0.117969,2,7,0,194.557,-0.203179,0.803586,1.17534,-3.51616,-0.203179
-193.903,0.00366883,0.197436,1,2,1,195.05,-0.203179,0.803586,1.17534,-3.51616,-0.203179
-193.614,0.994933,0.0226282,4,15,0,194.281,-0.214946,0.790264,1.12657,-3.44096,-0.214946
-194.101,0.948643,0.0406011,3,7,0,195.366,-0.174347,0.808911,1.15848,-3.54024,-0.174347
-194.315,0.983536,0.0636252,2,3,0,194.513,-0.127144,0.813887,1.19122,-3.57617,-0.127144
-192.681,0.61865,0.108725,3,7,0,194.954,0.00984165,0.72172,1.12882,-3.1796,0.00984165
-193.044,0.951664,0.0694741,4,15,0,193.553,-0.00837958,0.674953,1.10375,-3.02367,-0.00837958
-192.22,0.708226,0.108076,3,7,0,193.123,-0.230111,0.684229,1.15603,-3.04427,-0.230111
-192.246,0.985414,0.0880153,3,15,0,192.321,-0.284103,0.70097,1.16333,-3.09475,-0.284103
-193.745,0.650344,0.148177,2,5,0,193.976,0.16384,0.671796,1.16627,-3.04993,0.16384
-193.745,2.33013e-06,0.103938,1,1,0,199.016,0.16384,0.671796,1.16627,-3.04993,0.16384
-193.323,0.999985,0.0137923,6,63,0,194.488,-0.551311,0.711795,1.15769,-3.12451,-0.551311
-193.502,0.999815,0.0241417,5,31,0,193.6,-0.575434,0.703708,1.18998,-3.10549,-0.575434
-195.142,0.993081,0.0418766,4,15,0,196.397,0.366392,0.698017,1.20487,-3.16863,0.366392
-196.198,0.769205,0.0708266,2,3,0,196.5,0.346492,0.692503,1.31572,-3.17538,0.346492
-195.778,0.928375,0.0680213,2,3,0,197.374,0.421961,0.69718,1.16891,-3.16768,0.421961
-193.553,0.988217,0.0969018,2,3,0,195.857,0.170021,0.703651,1.21378,-3.15768,0.170021
-193.553,6.81248e-05,0.159072,1,1,0,193.934,0.170021,0.703651,1.21378,-3.15768,0.170021
-192.494,1,0.0232753,5,31,0,194.543,-0.160523,0.668788,1.12145,-2.9973,-0.160523
-192.733,0.996509,0.0394215,4,15,0,193.018,-0.284582,0.648027,1.20902,-2.95767,-0.284582
-192.275,0.998084,0.0657156,4,15,0,193.086,-0.112322,0.715915,1.16873,-3.15685,-0.112322
-193.322,0.8775,0.109174,4,15,0,194.754,-0.50959,0.689499,1.22058,-3.06749,-0.50959
-192.965,0.697936,0.135286,3,7,0,194.385,0.00455872,0.661899,1.19784,-3.01143,0.00455872
-192.965,0.000897811,0.109462,2,3,0,198.706,0.00455872,0.661899,1.19784,-3.01143,0.00455872
-194.914,0.993328,0.0173631,4,15,0,195.427,0.191331,0.639197,1.1335,-2.96519,0.191331
-194.353,0.999265,0.0283765,5,31,0,195.535,-0.677998,0.753267,1.16069,-3.28259,-0.677998
-193.449,0.999471,0.0467097,3,7,0,194.484,-0.556775,0.72987,1.1963,-3.19746,-0.556775
-192.271,0.985554,0.0764215,4,15,0,193.699,-0.217914,0.679467,1.18091,-3.0369,-0.217914
-192.271,0.181407,0.120354,2,3,0,192.791,-0.217914,0.679467,1.18091,-3.0369,-0.217914
-192.401,0.993043,0.0304244,4,31,0,194.408,-0.0964444,0.678528,1.14267,-3.0342,-0.0964444
-193.38,0.996784,0.0487181,4,23,0,194.018,-0.0368187,0.783971,1.15702,-3.43308,-0.0368187
-194.124,0.950331,0.0782036,4,15,0,195.752,0.017771,0.60615,1.19933,-2.89365,0.017771
-195.103,0.431738,0.112537,3,15,0,196.362,-0.174402,0.820939,1.1004,-3.58774,-0.174402
-195.396,0.998673,0.0511645,2,5,0,196.246,-0.177334,0.83781,1.16091,-3.69011,-0.177334
-193.36,0.987784,0.0817183,4,15,0,195.849,-0.053589,0.620724,1.16482,-2.90476,-0.053589
-193.36,0.13925,0.126731,3,7,0,194.528,-0.053589,0.620724,1.16482,-2.90476,-0.053589
-193.375,0.97698,0.0308903,4,15,0,194.331,-0.143534,0.612353,1.2159,-2.89357,-0.143534
-193.406,0.993715,0.0468118,3,7,0,193.607,-0.152056,0.617806,1.23419,-2.9074,-0.152056
-192.47,0.972704,0.0731816,3,7,0,194.38,-0.115186,0.662986,1.15637,-2.99331,-0.115186
-192.97,0.809862,0.108819,3,7,0,193.392,-0.463688,0.734226,1.14976,-3.20258,-0.463688
-192.751,0.765678,0.113942,3,7,0,195.807,0.0378464,0.690594,1.15927,-3.08696,0.0378464
-193.142,0.925635,0.108597,2,7,0,194.505,-0.172509,0.618432,1.20525,-2.90014,-0.172509
-193.142,0.0182976,0.144949,2,3,0,194.29,-0.172509,0.618432,1.20525,-2.90014,-0.172509
-192.234,1,0.0289065,4,31,0,193.209,-0.194629,0.700688,1.18531,-3.10393,-0.194629
-193.441,0.98719,0.045207,3,15,0,194.207,-0.395639,0.776024,1.19545,-3.38487,-0.395639
-193.732,0.989855,0.0685164,4,15,0,194.947,0.158135,0.776258,1.17433,-3.42545,0.158135
-192.843,0.98538,0.10395,4,15,0,194.71,-0.167049,0.633777,1.14062,-2.91642,-0.167049
-192.843,0.220722,0.155581,1,3,0,193.774,-0.167049,0.633777,1.14062,-2.91642,-0.167049
-194.719,0.835761,0.0488151,2,7,0,195.229,-0.229186,0.642217,1.0268,-2.90631,-0.229186
-192.953,1,0.0539186,3,11,0,195.038,-0.406819,0.701692,1.23165,-3.10925,-0.406819
-194.531,0.700659,0.0828557,2,3,0,194.973,-0.425841,0.691717,1.03333,-3.03269,-0.425841
-193.005,0.84198,0.0695119,2,7,0,195.745,-0.391977,0.679244,1.23707,-3.04248,-0.391977
-193.951,0.736652,0.0774617,2,3,0,195.291,-0.357319,0.681472,1.04432,-3.00599,-0.357319
-193.868,0.999357,0.0699341,2,3,0,194.618,-0.333102,0.689437,1.0426,-3.03006,-0.333102
-193.065,0.942066,0.106255,3,7,0,193.707,-0.170903,0.65267,1.24994,-2.98534,-0.170903
-192.804,0.368542,0.14363,2,3,0,192.916,-0.228189,0.65448,1.10371,-2.95196,-0.228189
-192.5,0.997918,0.0629299,4,15,0,192.949,-0.135561,0.737793,1.19376,-3.24028,-0.135561
-192.605,0.998783,0.0948,3,7,0,192.749,-0.242211,0.746091,1.12913,-3.25042,-0.242211
-192.934,0.488046,0.142491,1,3,0,193.2,-0.211754,0.768292,1.14141,-3.34633,-0.211754
-194.371,0.922679,0.0795345,3,7,0,195.541,-0.0556289,0.809664,1.22142,-3.5685,-0.0556289
-194.902,0.751737,0.102948,3,15,0,196.852,0.202495,0.723437,1.05552,-3.19408,0.202495
-192.506,1,0.0958291,3,11,0,194.572,-0.10463,0.67122,1.13017,-3.01023,-0.10463
-192.516,0.516766,0.143254,1,3,0,192.705,-0.146682,0.655824,1.14698,-2.97043,-0.146682
-193.868,0.944655,0.085296,3,7,0,195.565,-0.618953,0.688904,1.17932,-3.05738,-0.618953
-193.769,0.783789,0.114482,2,3,0,194.272,-0.575722,0.701149,1.11738,-3.08052,-0.575722
-193.534,1,0.113239,3,7,0,194.197,0.13231,0.75072,1.11223,-3.30015,0.13231
-193.745,0.206677,0.167915,2,3,0,194.332,0.0280002,0.767573,1.25318,-3.39044,0.0280002
-193.624,0.995024,0.0565321,4,15,0,194.898,-0.488425,0.677324,1.25471,-3.0401,-0.488425
-192.294,0.945303,0.0830109,2,7,0,194.029,-0.196364,0.698561,1.19671,-3.09972,-0.196364
-192.971,0.903957,0.110817,2,7,0,193.331,-0.280394,0.646008,1.10368,-2.92886,-0.280394
-192.971,9.5833e-06,0.136751,2,3,0,195.702,-0.280394,0.646008,1.10368,-2.92886,-0.280394
-192.7,0.999615,0.0321195,3,11,0,193.31,-0.265533,0.651331,1.12034,-2.94594,-0.265533
-193.156,0.996608,0.0473523,4,15,0,193.192,-0.200811,0.626461,1.22935,-2.91979,-0.200811
-193.156,2.14229e-06,2.21445,1,1,0,194.912,-0.200811,0.626461,1.22935,-2.91979,-0.200811
-193.156,0,5.17091,0,1,1,197.107,-0.200811,0.626461,1.22935,-2.91979,-0.200811
-194.013,0.981634,0.509849,3,7,0,194.676,-0.379425,0.607314,1.10275,-2.84665,-0.379425
-192.858,0.966432,0.505648,3,15,0,196.118,-0.138737,0.764639,1.14044,-3.33556,-0.138737
-192.691,0.999119,0.619182,3,7,0,193.224,-0.160994,0.640203,1.17792,-2.93954,-0.160994
-192.522,0.884779,0.959551,2,3,0,194.151,-0.112875,0.724527,1.21017,-3.19692,-0.112875
-193.001,0.962997,1.14294,2,7,0,193.071,-0.368574,0.69712,1.08753,-3.06232,-0.368574
-192.327,1,1.80723,2,3,0,192.866,-0.114037,0.709968,1.19016,-3.14147,-0.114037
-192.327,1.0901e-06,3.30734,1,1,0,193.362,-0.114037,0.709968,1.19016,-3.14147,-0.114037
-192.731,0.995507,0.262013,3,15,0,193.064,-0.232342,0.742657,1.21744,-3.25813,-0.232342
-193.346,0.992979,0.483225,3,7,0,193.77,0.120128,0.68883,1.13139,-3.08523,0.120128
-193.34,0.995625,0.892816,3,7,0,193.93,-0.502168,0.717701,1.11081,-3.13391,-0.502168
-193.34,0.0118324,1.6692,1,1,0,196.408,-0.502168,0.717701,1.11081,-3.13391,-0.502168
-192.726,0.997468,0.142654,5,31,0,195.472,-0.393043,0.719297,1.12208,-3.14322,-0.393043
-195.477,0.976981,0.271465,3,7,0,195.871,-0.770719,0.680118,1.16052,-3.03336,-0.770719
-196.5,0.963589,0.482964,3,7,0,200.17,-0.478656,0.810765,1.33977,-3.58278,-0.478656
-198.59,0.860264,0.8204,2,3,0,200.058,-0.693337,0.830821,1.03865,-3.61869,-0.693337
-196.872,0.959311,1.01054,2,7,0,200.33,-0.317522,0.84266,1.07586,-3.68997,-0.317522
-193.464,0.816096,1.67736,2,3,0,196.618,-0.0310976,0.646179,1.24917,-2.98143,-0.0310976
-193.464,0.187137,1.79735,1,3,0,194.316,-0.0310976,0.646179,1.24917,-2.98143,-0.0310976
-193.555,0.996602,0.295157,4,15,0,195.051,0.190478,0.747851,1.147,-3.30458,0.190478
-192.96,0.993317,0.547224,3,7,0,194.365,-0.0944446,0.765196,1.12964,-3.33907,-0.0944446
-192.78,0.998802,0.995104,3,7,0,193.285,-0.180013,0.736912,1.2305,-3.24252,-0.180013
-192.78,0.713481,1.82088,1,3,0,194.023,-0.180013,0.736912,1.2305,-3.24252,-0.180013
-192.78,0.671321,1.44965,1,3,0,195.418,-0.180013,0.736912,1.2305,-3.24252,-0.180013
-194.458,0.875407,1.02731,3,7,0,195.172,0.255959,0.723669,1.26081,-3.25031,0.255959
-192.895,0.840974,1.30569,2,3,0,196.596,-0.453254,0.725907,1.18956,-3.18131,-0.453254
-194.743,0.516617,1.50059,2,3,0,196.083,0.103808,0.790041,1.07577,-3.45858,0.103808
-192.945,1,0.697242,3,7,0,194.642,-0.255785,0.664899,1.24911,-3.01104,-0.255785
-192.363,0.971914,1.24699,2,3,0,193.25,-0.126694,0.731155,1.14501,-3.20473,-0.126694
-192.363,0.0541724,2.04523,2,3,0,194.775,-0.126694,0.731155,1.14501,-3.20473,-0.126694
-193.774,0.984312,0.275143,3,15,0,194.735,-0.523353,0.733865,1.25146,-3.22534,-0.523353
-193.51,1,0.468585,2,3,0,193.879,-0.499704,0.743397,1.22944,-3.25628,-0.499704
-192.456,1,0.824989,2,3,0,193.689,-0.314591,0.68225,1.12687,-3.02773,-0.314591
-192.381,0.976295,1.43925,2,3,0,192.748,-0.247422,0.706635,1.20532,-3.12492,-0.247422
-192.381,0.0185833,2.33822,2,3,0,193.355,-0.247422,0.706635,1.20532,-3.12492,-0.247422
-192.838,0.981602,0.309929,2,7,0,194.198,-0.281916,0.68754,1.0847,-3.03545,-0.281916
-192.945,0.977149,0.512653,3,7,0,193.744,-0.120496,0.657652,1.23818,-2.99861,-0.120496
-195.403,0.88339,0.831777,2,3,0,195.78,-0.579011,0.583074,1.22102,-2.83619,-0.579011
-194.463,0.789209,1.05477,2,3,0,197.314,0.238257,0.696324,1.25625,-3.15457,0.238257
-194.646,0.961296,1.05012,2,7,0,196.629,0.288073,0.788361,1.20991,-3.50803,0.288073
-193.859,0.614013,1.61054,2,3,0,195.862,0.0682339,0.690891,1.0693,-3.07134,0.0682339
-193.501,0.996255,1.03275,2,3,0,194.547,-0.536327,0.67683,1.21433,-3.02899,-0.536327
-193.802,0.929181,1.71618,2,3,0,194.502,-0.296417,0.797173,1.14812,-3.47408,-0.296417
-193.802,0.00175402,2.40081,1,1,0,195.269,-0.296417,0.797173,1.14812,-3.47408,-0.296417
-193.043,0.999185,0.347967,4,15,0,195.202,-0.264808,0.620175,1.19695,-2.89598,-0.264808
-192.829,0.997056,0.580377,3,7,0,193.399,-0.240576,0.628694,1.15857,-2.90524,-0.240576
-194.571,0.760843,0.956139,2,3,0,195.76,0.141972,0.625773,1.19968,-2.94523,0.141972
-194.301,1,0.889674,3,7,0,195.187,-0.48509,0.794119,1.21944,-3.472,-0.48509
-194.458,0.809735,1.46143,2,3,0,197.131,-0.00113696,0.60971,1.1024,-2.87555,-0.00113696
-193.096,1,0.76138,3,7,0,195.116,-0.120112,0.653065,1.09228,-2.95343,-0.120112
-193.096,1.11064e-274,10.9528,1,2,1,194.995,-0.120112,0.653065,1.09228,-2.95343,-0.120112
-192.657,1,1.85104,1,1,0,192.901,-0.299282,0.738308,1.11838,-3.21506,-0.299282
-192.657,0.298734,2.62239,1,1,0,193.528,-0.299282,0.738308,1.11838,-3.21506,-0.299282
-193.663,0.952894,0.579793,2,7,0,194.294,-0.462147,0.673696,1.26548,-3.03272,-0.462147
-193.688,0.912608,0.817705,2,3,0,195.287,-0.602841,0.710752,1.15318,-3.12079,-0.602841
-193.597,0.800216,1.08691,2,3,0,196.228,0.195379,0.704718,1.15397,-3.15071,0.195379
-193.597,0.0550876,1.05308,2,3,0,199.951,0.195379,0.704718,1.15397,-3.15071,0.195379
-193.272,1,0.0994193,5,31,0,194.205,0.0693711,0.753845,1.11495,-3.30546,0.0693711
-194.184,0.997139,0.183084,4,31,0,194.994,0.166906,0.784707,1.22608,-3.47688,0.166906
-195.544,0.99101,0.33974,3,7,0,195.996,0.452607,0.740313,1.22851,-3.33865,0.452607
-192.761,0.990956,0.623314,3,7,0,196.239,-0.0375346,0.671534,1.20903,-3.03551,-0.0375346
-192.761,0.337239,1.14589,2,3,0,194.88,-0.0375346,0.671534,1.20903,-3.03551,-0.0375346
-193.443,0.996791,0.270814,4,15,0,193.996,-0.465929,0.657554,1.23508,-2.98243,-0.465929
-193.204,0.983486,0.509462,3,7,0,194.723,-0.449805,0.753531,1.19814,-3.28933,-0.449805
-193.083,0.973432,0.914996,2,3,0,193.932,-0.454854,0.747848,1.1484,-3.25488,-0.454854
-194.091,0.23407,1.58325,2,3,0,194.654,-0.316077,0.72678,1.03531,-3.15351,-0.316077
-193.373,0.999983,0.284411,4,15,0,194.879,0.0399921,0.700605,1.25732,-3.14198,0.0399921
-194.033,0.95724,0.534838,2,3,0,194.34,0.154715,0.678679,1.2512,-3.08829,0.154715
-194.033,0.198112,0.876522,1,1,0,197.158,0.154715,0.678679,1.2512,-3.08829,0.154715
-193.51,0.998909,0.148302,4,15,0,194.795,0.178434,0.718377,1.20938,-3.20752,0.178434
-193.166,0.998866,0.275959,3,7,0,193.879,0.129114,0.739869,1.18098,-3.27286,0.129114
-194.163,0.987424,0.508401,3,7,0,194.462,0.194281,0.763369,1.24834,-3.39264,0.194281
-192.967,0.993357,0.897003,2,7,0,194.35,-0.316415,0.684935,1.08214,-3.02565,-0.316415
-194.691,0.250031,1.59483,1,1,0,195.531,-0.392397,0.632895,1.04764,-2.88358,-0.392397
-192.77,1,0.335806,3,7,0,194.9,-0.109799,0.745865,1.10937,-3.25421,-0.109799
-194.435,0.926791,0.607709,2,7,0,195.515,0.153987,0.798665,1.22076,-3.53896,0.153987
-193.462,0.901015,0.886506,2,3,0,199.32,-0.068707,0.788363,1.15563,-3.44986,-0.068707
-192.328,0.756599,1.19605,2,3,0,194.611,-0.324258,0.699694,1.16776,-3.09001,-0.324258
-193.987,0.67181,1.07757,1,3,0,194.482,-0.296348,0.800205,1.20795,-3.50257,-0.296348
-192.907,0.983108,0.771001,2,3,0,194.923,-0.417637,0.71431,1.2204,-3.14832,-0.417637
-192.952,0.792703,1.29198,2,3,0,194.571,-0.227407,0.764878,1.12587,-3.32731,-0.227407
-192.573,0.976286,1.28537,2,3,0,193.273,-0.14863,0.672213,1.21767,-3.02989,-0.14863
-192.573,0.0576748,2.0886,1,1,0,193.505,-0.14863,0.672213,1.21767,-3.02989,-0.14863
-192.327,0.999001,0.295052,3,15,0,192.942,-0.197841,0.71684,1.12456,-3.1437,-0.197841
-192.962,0.980123,0.510931,2,7,0,192.992,-0.18012,0.744133,1.08857,-3.23755,-0.18012
-193.053,0.995884,0.834941,3,7,0,193.536,-0.26474,0.645146,1.09694,-2.92612,-0.26474
-193.053,0.42792,1.41033,2,3,0,193.94,-0.26474,0.645146,1.09694,-2.92612,-0.26474
-192.628,0.993366,0.549415,3,7,0,193.445,-0.335467,0.740147,1.18361,-3.23565,-0.335467
-192.824,0.963767,0.917569,2,7,0,193.586,-0.325359,0.735737,1.10413,-3.2011,-0.325359
-193.414,0.870669,1.41083,2,3,0,193.531,-0.00415291,0.669013,1.25835,-3.04401,-0.00415291
-193.414,0.0540098,1.706,2,3,0,195.842,-0.00415291,0.669013,1.25835,-3.04401,-0.00415291
-192.944,1,0.268658,4,15,0,193.742,-0.44108,0.725508,1.12343,-3.16478,-0.44108
-192.539,0.996459,0.451514,3,7,0,193.411,-0.00246057,0.698781,1.16466,-3.10932,-0.00246057
-192.699,0.980843,0.746592,2,7,0,193.113,-0.294212,0.686791,1.23324,-3.06691,-0.294212
-194.746,0.831754,1.17982,2,3,0,195.262,-0.17375,0.717908,1.00904,-3.12424,-0.17375
-197.076,0.258061,1.2909,2,3,0,199.124,0.304485,0.825509,1.06639,-3.66057,0.304485
-195.138,0.99875,0.354868,4,15,0,198.31,0.0187415,0.830048,1.15913,-3.66566,0.0187415
-192.434,0.997786,0.582625,3,7,0,195.274,-0.158111,0.736978,1.13499,-3.22188,-0.158111
-193.673,0.773866,0.947897,1,3,0,194.362,-0.116813,0.791615,1.21122,-3.47387,-0.116813
-195.076,0.869056,0.903766,2,3,0,196.575,0.407629,0.739744,1.21121,-3.32377,0.407629
-193.375,1,1.07744,2,3,0,195.329,0.074613,0.694228,1.24392,-3.12259,0.074613
-193.375,0.0686672,1.73774,2,3,0,194.548,0.074613,0.694228,1.24392,-3.12259,0.074613
-192.368,0.992029,0.32365,2,7,0,194.096,-0.194731,0.731286,1.18367,-3.20928,-0.194731
-193.075,0.973889,0.513263,2,7,0,193.196,0.0255273,0.762904,1.18384,-3.35365,0.0255273
-192.63,0.986251,0.776351,2,7,0,193.722,-0.073772,0.742189,1.12687,-3.24688,-0.073772
-193.471,0.674811,1.20135,2,3,0,194.062,-0.547033,0.74458,1.15293,-3.24306,-0.547033
-192.734,0.926121,0.916406,2,3,0,194.273,-0.391247,0.697812,1.11593,-3.07019,-0.391247
-193.298,0.63022,1.23137,2,3,0,194.476,-0.144289,0.747061,1.26092,-3.29183,-0.144289
-195.843,0.859908,0.853093,2,3,0,196.083,0.224908,0.666572,1.32756,-3.08421,0.224908
-193.407,0.801051,0.986846,2,3,0,199.944,-0.215091,0.61302,1.116,-2.86674,-0.215091
-192.767,0.759953,1.00113,1,3,0,195.068,-0.296838,0.739723,1.21738,-3.24357,-0.296838
-193.409,0.800267,0.928101,2,3,0,194.712,0.084828,0.657942,1.16634,-3.00309,0.084828
-193.94,0.960382,0.939997,2,3,0,194.489,-0.521747,0.761834,1.10529,-3.30204,-0.521747
-193.432,1,1.34561,2,3,0,194.285,0.06781,0.650162,1.17404,-2.98365,0.06781
-193.432,0.00470883,2.0889,1,1,0,194.313,0.06781,0.650162,1.17404,-2.98365,0.06781
-195.13,0.949871,0.38428,3,15,0,196.976,0.406723,0.780861,1.17782,-3.48694,0.406723
-195.623,0.963991,0.537294,3,7,0,196.755,-0.722017,0.641586,1.15843,-2.93116,-0.722017
-193.252,1,0.771103,2,3,0,195.821,-0.357124,0.773876,1.18327,-3.37356,-0.357124
-196.398,0.518575,1.18896,1,3,0,196.663,-0.825811,0.668228,1.15646,-3.00278,-0.825811
-195.863,1,0.666581,3,7,0,197.811,0.388502,0.744402,1.08075,-3.30849,0.388502
-194.312,0.995355,1.02374,2,3,0,196.325,-0.651429,0.697108,1.23278,-3.09642,-0.651429
-193.716,0.846155,1.55011,2,3,0,194.889,0.176389,0.7401,1.11016,-3.26401,0.176389
-193.3,0.670953,1.71883,2,3,0,193.987,-0.423612,0.650037,1.2324,-2.96378,-0.423612
-195.177,0.30464,1.32978,2,3,0,197.089,0.147295,0.770548,1.04561,-3.3704,0.147295
-195.571,0.996352,0.488961,3,15,0,197.762,0.101871,0.730099,1.36076,-3.27748,0.101871
-193.633,0.988637,0.738234,3,7,0,196.429,-0.484622,0.689463,1.08566,-3.03641,-0.484622
-194.299,0.950968,1.09278,2,7,0,195.162,-0.143886,0.704334,1.33174,-3.15555,-0.143886
-194.701,0.546122,1.4939,2,3,0,197.13,-0.482075,0.745136,1.04471,-3.22121,-0.482075
-192.701,1,0.906936,2,3,0,194.835,0.0181124,0.731537,1.13919,-3.21844,0.0181124
-193.538,0.709024,1.36371,2,3,0,193.807,-0.460018,0.675927,1.25785,-3.03708,-0.460018
-197.09,0.632288,1.14861,2,3,0,197.961,-0.271425,0.856659,1.10703,-3.77712,-0.271425
-197.81,0.864856,0.833141,2,3,0,201.989,-0.61057,0.733407,0.985873,-3.1655,-0.61057
-196.332,0.532619,0.955997,2,3,0,200.936,0.249206,0.72568,1.36652,-3.28362,0.249206
-192.535,0.985792,0.573122,2,7,0,197.012,-0.111168,0.714092,1.21724,-3.16214,-0.111168
-192.608,0.938841,0.831932,2,7,0,193.481,-0.375787,0.678069,1.19349,-3.02905,-0.375787
-192.819,0.66449,1.09905,2,3,0,194.807,0.067411,0.727403,1.15612,-3.21276,0.067411
-193.205,0.933277,0.854437,3,7,0,193.766,-0.485272,0.670156,1.13521,-2.99188,-0.485272
-193.522,0.961802,1.11377,2,3,0,193.895,-0.532999,0.677455,1.12628,-3.01025,-0.532999
-192.868,1,1.52922,2,3,0,193.311,0.0265617,0.750964,1.16988,-3.30141,0.0265617
-192.868,1.81896e-07,2.25102,2,3,0,196.314,0.0265617,0.750964,1.16988,-3.30141,0.0265617
-192.524,0.999975,0.499361,3,7,0,193.002,-0.0061148,0.706444,1.17577,-3.13637,-0.0061148
-192.606,0.983632,0.73609,3,7,0,192.997,-0.366285,0.733482,1.14963,-3.20153,-0.366285
-193.796,0.850313,1.04875,2,3,0,194.014,-0.194887,0.614523,1.26755,-2.90655,-0.194887
-194.099,0.582998,1.16177,2,3,0,196.124,0.0488626,0.779854,1.25855,-3.44791,0.0488626
-193.62,0.960998,0.782782,2,7,0,195.514,-0.506732,0.767998,1.1502,-3.33824,-0.506732
-193.156,1,1.06435,1,1,0,193.651,-0.472579,0.747875,1.14878,-3.25494,-0.472579
-193.001,0.821637,1.55086,1,3,0,193.337,-0.214535,0.673565,1.0766,-2.99692,-0.214535
-193.001,0.00690198,1.62434,2,3,0,195.153,-0.214535,0.673565,1.0766,-2.99692,-0.214535
-193.053,0.996193,0.384256,3,15,0,193.625,-0.0644558,0.73508,1.08363,-3.21101,-0.0644558
-193.059,0.867965,1.11144,2,3,0,193.911,-0.132087,0.69186,1.26399,-3.0997,-0.132087
-193.059,0,12.5763,0,1,1,194.792,-0.132087,0.69186,1.26399,-3.0997,-0.132087
-193.059,0.0753848,1.97945,1,1,0,193.789,-0.132087,0.69186,1.26399,-3.0997,-0.132087
