# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=1256
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=models/armodel_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,ar.1,sigma,b_Intercept
-177.53,0.492397,1.82464,1,1,0,177.622,-0.454962,0.865715,0.960567,-0.454962
-178.027,0.960413,0.974981,2,3,0,179.472,0.33616,0.824364,0.979597,0.33616
-177.773,1,1.36071,2,3,0,178.308,-0.429741,0.872027,1.12554,-0.429741
-177.773,0.0657033,2.05076,1,1,0,179.073,-0.429741,0.872027,1.12554,-0.429741
-179.29,0.974226,0.467473,3,7,0,180.63,-0.770948,0.879973,0.954454,-0.770948
-178.193,0.976406,0.669806,2,7,0,179.95,-0.750739,0.854692,1.03446,-0.750739
-176.64,0.770214,0.960456,2,7,0,179.762,-0.097664,0.850933,1.08617,-0.097664
-178.623,0.843927,0.910914,2,7,0,178.668,-0.157483,0.854361,0.897071,-0.157483
-178.511,1,1.00002,2,3,0,178.628,-0.0260462,0.853323,1.18317,-0.0260462
-177.703,1,1.49134,1,1,0,178.83,-0.198412,0.893285,1.11943,-0.198412
-177.703,1.1867e-09,2.21557,1,1,0,179.387,-0.198412,0.893285,1.11943,-0.198412
-176.864,0.99909,0.466534,3,7,0,178.897,-0.20677,0.832496,0.963516,-0.20677
-176.313,0.997952,0.693036,2,3,0,176.935,-0.0203483,0.857353,1.03595,-0.0203483
-176.313,0.869121,1.02346,1,3,0,176.727,-0.0203483,0.857353,1.03595,-0.0203483
-177.288,0.788557,1.17549,2,3,0,177.463,0.383976,0.862769,1.05447,0.383976
