# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=1256
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.995
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=models/armodel_gam_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,bs.1,zs_1_1.1,zs_1_1.2,zs_1_1.3,zs_1_1.4,zs_1_1.5,zs_1_1.6,zs_1_1.7,zs_1_1.8,sds_1_1,ar.1,sigma,s_1_1.1,s_1_1.2,s_1_1.3,s_1_1.4,s_1_1.5,s_1_1.6,s_1_1.7,s_1_1.8,b_Intercept
-214.695,0.999975,0.00218611,10,1023,0,224.995,-0.193888,4.38626,1.52916,-1.09824,-0.470626,-2.17832,-0.484699,-1.17539,0.949874,0.509098,1.3829,0.8928,1.23493,2.11468,-1.51875,-0.65083,-3.0124,-0.670291,-1.62545,1.31358,0.704033,-0.193888
-212.991,0.999453,0.00224207,10,1023,0,218.591,0.551958,4.96539,1.04406,-1.11465,-1.24193,-1.53295,-0.0795486,-0.705012,0.293728,0.560265,1.28215,0.830211,1.29169,1.33864,-1.42916,-1.59235,-1.96548,-0.101994,-0.903935,0.376605,0.718347,0.551958
-214.598,0.999951,0.00233198,10,1023,0,218.789,-0.423912,4.71818,0.683141,-1.40571,-0.206451,-1.63732,0.564769,-1.31936,1.30169,-0.360124,1.4591,0.842114,1.26938,0.99677,-2.05107,-0.301232,-2.38901,0.824053,-1.92508,1.8993,-0.525456,-0.423912
-216.072,0.999964,0.00245767,10,1023,0,222.071,0.729706,5.56429,-1.98438,-0.907721,0.0823076,-0.0973956,-0.799166,1.49428,-1.28142,0.588993,0.629447,0.857365,1.24445,-1.24906,-0.571363,0.0518083,-0.0613054,-0.503033,0.940568,-0.806587,0.37074,0.729706
-217.117,0.999971,0.00261254,10,1023,0,223.447,-0.650238,8.53991,1.16408,-0.595833,-1.1181,-0.309962,1.34972,-0.925275,1.77431,0.00421983,0.588864,0.896123,1.32991,0.685488,-0.350864,-0.658407,-0.182526,0.794799,-0.544861,1.04483,0.0024849,-0.650238
-211.564,0.999999,0.00279476,10,1023,0,220.398,1.30951,8.16041,-0.290705,-0.352536,-0.63379,0.0850689,-0.519148,-1.26621,0.49641,0.930866,2.09063,0.902101,1.30922,-0.607755,-0.737021,-1.32502,0.177847,-1.08534,-2.64718,1.03781,1.94609,1.30951
-212.697,0.999986,0.0030036,10,1023,0,215.698,-0.0785999,10.2617,0.686684,0.00627808,-1.41529,-0.66681,0.0699878,1.73974,-1.35294,-0.425489,3.51213,0.866534,1.23819,2.41172,0.0220495,-4.97068,-2.34193,0.245806,6.11019,-4.7517,-1.49437,-0.0785999
-213.693,0.999003,0.00323835,10,1023,0,221.115,0.261836,10.4678,-0.0313273,0.720295,-1.43538,-0.374653,0.33633,1.81945,-1.25833,0.712862,3.51466,0.903051,1.20074,-0.110105,2.53159,-5.04487,-1.31678,1.18209,6.39474,-4.4226,2.50547,0.261836
-213.826,0.999696,0.00348871,10,1023,0,220.481,0.758619,11.8703,-0.500703,-0.641636,-1.32219,0.526711,-0.979391,-0.874938,1.04534,-2.13057,2.82484,0.877289,1.34973,-1.4144,-1.81252,-3.73497,1.48787,-2.76662,-2.47156,2.95293,-6.01852,0.758619
-219.206,0.999511,0.00377174,10,1023,0,226.771,0.957235,10.0669,2.00083,0.328134,-1.24465,-1.04155,1.05904,-0.735696,-2.31034,1.52792,0.849584,0.873251,1.2119,1.69987,0.278777,-1.05743,-0.884883,0.899741,-0.625036,-1.96283,1.29809,0.957235
-219.392,0.995859,0.00407875,10,1023,0,228.828,0.771003,7.64034,-0.811725,-0.513046,0.373466,1.80561,-0.57539,-0.0606256,0.959335,-2.0477,0.811846,0.828739,1.38046,-0.658995,-0.416514,0.303197,1.46588,-0.467128,-0.0492186,0.778832,-1.66242,0.771003
-222.829,0.999128,0.00436481,10,1023,0,231.419,1.65088,9.27108,-1.65605,-0.627488,1.33811,2.58553,0.420578,1.18867,0.783139,-1.79006,0.587763,0.950324,1.36744,-0.973363,-0.368814,0.786492,1.51968,0.2472,0.698658,0.4603,-1.05213,1.65088
-215.851,0.999998,0.00471652,10,1023,0,229.244,0.883833,7.94759,-0.118181,0.252252,-1.03692,-0.489645,0.425518,1.54337,2.55142,-1.37542,0.968047,0.900915,1.30166,-0.114405,0.244192,-1.00378,-0.473999,0.411922,1.49405,2.46989,-1.33147,0.883833
-218.602,0.995472,0.00510782,9,511,0,224.093,-0.228285,7.37252,0.841463,0.315621,-1.64682,0.966818,0.936625,0.517142,2.06775,-0.22928,1.59922,0.885323,1.54388,1.34569,0.504748,-2.63364,1.54616,1.49787,0.827025,3.3068,-0.36667,-0.228285
-217.946,0.996264,0.00545666,10,1023,0,226.855,0.00976286,5.55314,-0.320522,-0.690768,0.0914281,-0.979476,-0.748821,-1.17644,-1.93459,-0.475907,1.27586,0.874759,1.55402,-0.40894,-0.881321,0.116649,-1.24967,-0.955389,-1.50097,-2.46826,-0.60719,0.00976286
-216.968,0.999139,0.00583931,9,511,0,226.344,-0.125155,5.90663,-0.502471,-0.0136397,-0.494987,-0.451445,0.906435,-1.56407,-0.653313,-2.60051,1.69488,0.918233,1.41322,-0.851628,-0.0231176,-0.838944,-0.765145,1.5363,-2.65091,-1.10729,-4.40756,-0.125155
-215.71,0.994055,0.00629532,9,511,0,227.784,0.852201,6.16664,-1.34704,-0.553058,0.062633,-0.098133,-0.297495,-0.0808568,-0.344221,-0.0535693,0.879297,0.845864,1.09421,-1.18445,-0.486303,0.055073,-0.0862881,-0.261586,-0.0710971,-0.302672,-0.0471033,0.852201
-214.843,0.999885,0.00668419,9,1023,0,221.576,0.633367,1.02053,1.32363,0.392484,-0.226816,0.101705,0.378544,0.0680456,0.428735,0.0216606,0.686816,0.927022,1.46232,0.90909,0.269565,-0.155781,0.0698528,0.25999,0.0467348,0.294462,0.0148769,0.633367
-215.803,0.999515,0.00720743,8,511,0,223.469,-0.0394905,0.762102,0.258469,-1.35989,2.34044,0.425066,0.733977,0.751057,-0.501619,0.57384,0.204362,0.837532,1.29523,0.0528213,-0.277911,0.478298,0.0868675,0.149997,0.153488,-0.102512,0.117271,-0.0394905
-213.425,0.996197,0.00775483,8,255,0,224.307,-0.708959,0.306857,0.624946,0.0773763,0.500237,-0.586529,-0.750546,0.907578,0.435707,0.851415,0.464573,0.883183,1.33691,0.290333,0.0359469,0.232396,-0.272485,-0.348683,0.421636,0.202417,0.395544,-0.708959
-215.922,0.998926,0.00825872,10,1023,0,218.981,-0.825918,-5.55204,-0.902607,0.234599,1.82826,-0.604251,0.441557,0.619925,-1.26721,1.15237,1.20379,0.903812,1.36144,-1.08655,0.282409,2.20084,-0.727394,0.531544,0.746262,-1.52546,1.38722,-0.825918
-218.351,0.997018,0.00885157,9,511,0,222.369,-0.994183,-3.52708,0.52041,-0.533951,1.74873,1.44986,-0.501376,-2.27354,0.404957,-0.709889,0.936442,0.907938,1.33797,0.487334,-0.500014,1.63759,1.35771,-0.469509,-2.12903,0.379218,-0.664769,-0.994183
-213.542,0.999865,0.00942721,9,511,0,224.215,0.786949,-5.47869,0.0294329,-1.01477,0.625713,-0.778744,-1.05981,0.342822,1.59953,-0.109919,7.52538,0.89573,1.31337,0.221494,-7.6365,4.70873,-5.86035,-7.97548,2.57987,12.037,-0.827183,0.786949
-212.817,0.99707,0.0101058,10,1023,0,222.012,0.49934,2.38382,-0.954771,0.887805,-0.618023,0.850616,0.301278,-0.553121,-1.41771,0.578938,0.664779,0.881939,1.16259,-0.634712,0.590194,-0.410849,0.565472,0.200284,-0.367703,-0.942461,0.384866,0.49934
-212.099,0.999503,0.0107401,8,511,0,215.205,0.25277,3.0957,-1.75522,0.0654083,-0.661146,1.19781,0.253231,0.0209522,-0.645115,1.00352,1.33854,0.859048,1.30856,-2.34944,0.0875519,-0.884974,1.60332,0.338961,0.0280454,-0.863515,1.34326,0.25277
-214.89,0.995117,0.0114748,8,255,0,220.381,0.392145,5.10055,0.527911,0.0293853,-1.49106,1.36955,-0.333801,-0.107859,-1.31502,-0.0573616,0.137398,0.904128,1.16197,0.0725341,0.00403749,-0.204869,0.188175,-0.0458637,-0.0148197,-0.180681,-0.00788138,0.392145
-215.15,0.998242,0.0121059,8,255,0,221.815,0.87699,5.35752,-0.438219,-1.08512,0.399495,-0.268764,-1.12857,-1.73532,0.969197,-0.084238,5.39871,0.875693,1.37207,-2.36582,-5.85825,2.15676,-1.45098,-6.09283,-9.36849,5.23241,-0.454777,0.87699
-212.269,0.999289,0.0128625,8,255,0,218.187,-0.162514,6.2196,0.71255,-0.065466,-1.34957,0.215407,1.07029,-0.669907,1.00494,0.54215,0.659641,0.873597,1.27768,0.470027,-0.043184,-0.890232,0.142091,0.706008,-0.441898,0.662899,0.357625,-0.162514
-214.322,0.999595,0.0136879,8,255,0,221.504,-0.48776,5.48799,0.0446611,-1.24847,-0.948182,0.135296,0.835086,0.447179,2.24279,-0.358182,1.42504,0.895077,1.2528,0.0636439,-1.77912,-1.3512,0.192802,1.19003,0.637248,3.19606,-0.510424,-0.48776
-214.735,0.999395,0.0145611,8,255,0,218.046,1.27025,8.82051,-0.193705,0.409222,0.37096,-0.770323,-0.244538,-0.531209,-1.82226,-0.0794315,1.14059,0.930484,1.27338,-0.220937,0.466754,0.423112,-0.87862,-0.278917,-0.605891,-2.07845,-0.0905986,1.27025
-213.77,0.999876,0.0154648,7,255,0,222.104,1.08527,8.85431,-0.155263,0.443052,0.226505,-0.810891,-0.782541,-0.958102,-1.08454,-0.114183,1.21528,0.909399,1.29662,-0.188687,0.538431,0.275267,-0.985458,-0.951005,-1.16436,-1.31801,-0.138764,1.08527
-216.532,0.980257,0.0164263,7,255,0,221.959,1.96849,8.31889,-0.0179309,-0.106071,0.098513,0.90303,-0.876996,1.32118,-1.10536,-0.991279,1.3347,0.95317,1.38851,-0.0239325,-0.141573,0.131486,1.20528,-1.17053,1.76339,-1.47533,-1.32306,1.96849
-215.544,0.824741,0.0165968,8,255,0,224.564,1.63854,8.2911,-0.247075,-0.867844,-1.05957,0.828437,0.0789871,1.55783,-0.888687,-1.35991,3.79686,0.890679,1.30099,-0.938108,-3.29508,-4.02305,3.14546,0.299903,5.91484,-3.37422,-5.16338,1.63854
-213.881,0.997821,0.0114085,8,255,0,220.805,0.185461,7.64319,-0.50228,-0.101579,-0.266921,-0.0278031,1.91061,-1.16036,-0.483181,-1.57273,1.1306,0.915603,1.31505,-0.567878,-0.114845,-0.301781,-0.0314342,2.16014,-1.3119,-0.546284,-1.77813,0.185461
-211.938,0.99736,0.0120598,8,255,0,216.186,0.542014,8.51012,0.944565,-0.356367,-1.21158,-0.73764,-1.23987,0.634854,0.254352,1.54981,4.08414,0.880464,1.18811,3.85774,-1.45545,-4.94827,-3.01263,-5.06381,2.59283,1.03881,6.32966,0.542014
-215.416,0.983558,0.0127212,8,255,0,220.563,0.865614,9.63478,1.30852,-1.08449,-0.780259,-0.743071,-1.31134,-0.305403,0.729179,2.3244,5.71455,0.828344,1.15801,7.47761,-6.19738,-4.45882,-4.24631,-7.4937,-1.74524,4.16692,13.2829,0.865614
-214.024,0.999598,0.012965,8,255,0,221.503,-0.0733881,10.4553,-0.489599,0.0328941,-1.90013,0.576867,-1.19253,0.888896,0.0212934,-1.12232,2.32776,0.837941,1.19239,-1.13967,0.0765695,-4.42304,1.34281,-2.77591,2.06913,0.0495659,-2.61249,-0.0733881
-213.72,0.997951,0.0137266,8,255,0,217.463,0.111666,10.455,-0.348357,0.231359,-1.8288,0.768983,-1.13201,0.769942,0.276529,-1.23738,2.48794,0.832735,1.3486,-0.866691,0.575607,-4.54994,1.91318,-2.81636,1.91557,0.687986,-3.07851,0.111666
-212.267,0.998028,0.0144613,9,767,0,219.369,0.655258,2.95396,-0.559795,-1.58719,-0.634837,-0.090683,0.832882,-0.412507,0.404041,1.08044,2.32701,0.851238,1.17105,-1.30265,-3.69341,-1.47727,-0.21102,1.93812,-0.959906,0.940206,2.51418,0.655258
-211.41,0.99999,0.015224,8,255,0,214.445,0.187007,2.1232,-0.781054,0.80949,0.188794,-0.366764,-0.381484,0.983933,-0.3494,-0.516893,1.21359,0.835444,1.33253,-0.947878,0.982388,0.229118,-0.445101,-0.462965,1.19409,-0.424028,-0.627295,0.187007
-211.378,0.998371,0.0160867,8,255,0,215.33,-0.0582633,2.67427,-0.39951,0.108095,0.917112,-0.572421,0.484643,-0.0833576,1.15038,-0.671721,1.34097,0.885953,1.18219,-0.53573,0.144952,1.22982,-0.767599,0.649891,-0.11178,1.54262,-0.900756,-0.0582633
-215.427,0.904482,0.016918,7,255,0,222.02,0.312082,3.31199,1.211,0.045364,-0.292791,0.105436,-0.0980274,1.24994,-0.694942,-1.4254,0.280542,0.801513,1.37644,0.339735,0.0127265,-0.0821403,0.0295792,-0.0275008,0.350661,-0.194961,-0.399884,0.312082
-214.494,0.997749,0.0142891,8,255,0,220.264,0.613874,2.24874,-1.48219,-1.93522,-0.218333,-0.435833,1.20609,-1.23295,-0.54425,0.111323,1.88645,0.838457,1.15562,-2.79608,-3.65071,-0.411874,-0.822178,2.27523,-2.3259,-1.0267,0.210005,0.613874
-215.786,0.9984,0.0150013,8,255,0,220.028,0.966541,2.16607,-1.27983,-1.95211,-0.206094,-0.453843,1.52005,-1.35123,-0.369593,0.332602,1.88703,0.844469,1.39095,-2.41508,-3.6837,-0.388905,-0.856417,2.86838,-2.54982,-0.697435,0.627632,0.966541
-215.119,0.983302,0.0157594,8,255,0,221.112,0.385895,5.43988,1.39785,0.908104,-0.258638,0.199575,-1.05346,0.614213,-0.414194,-0.358021,1.27787,0.815666,1.12178,1.78627,1.16044,-0.330505,0.255031,-1.34618,0.784884,-0.529285,-0.457504,0.385895
-215.213,0.997763,0.015982,8,255,0,218.535,0.279709,6.44637,0.335157,-1.18893,-1.29912,-0.116096,-0.327082,-0.357213,0.356511,-1.45612,1.74911,0.797586,1.45134,0.586224,-2.07957,-2.27229,-0.203064,-0.572102,-0.624804,0.623575,-2.54691,0.279709
-212.454,0.991375,0.0167416,7,255,0,219.318,0.230756,7.35955,-0.130028,-0.0620773,-0.669661,0.110076,0.765314,-0.0347508,0.603405,-0.398586,1.39463,0.866225,1.07864,-0.181341,-0.0865749,-0.933929,0.153515,1.06733,-0.0484645,0.841528,-0.555881,0.230756
-214.518,0.996323,0.0172733,6,111,0,217.542,0.369127,7.93432,-0.065066,0.698969,-0.223485,-0.69326,0.0914862,0.317038,0.417699,-0.701457,0.776585,0.898425,1.50762,-0.0505292,0.542809,-0.173555,-0.538375,0.0710468,0.246207,0.324379,-0.544741,0.369127
-217.334,0.967943,0.0180101,7,255,0,223.551,0.542209,9.13694,-0.257331,-0.35933,-2.24094,-0.682397,1.10654,-0.582784,-0.113112,0.0373734,0.848748,0.802962,1.48891,-0.218409,-0.304981,-1.90199,-0.579183,0.939176,-0.494637,-0.0960035,0.0317206,0.542209
-210.581,0.995937,0.0176162,8,255,0,220.222,0.34238,6.23706,1.07512,-0.882891,-0.883011,-0.0830364,-0.137314,0.01827,0.760293,-0.33507,1.91305,0.885748,1.37701,2.05675,-1.68901,-1.68924,-0.158853,-0.262688,0.0349513,1.45448,-0.641004,0.34238
-214.642,0.967554,0.0183336,7,255,0,221.729,0.664087,5.2604,0.461729,1.18655,0.0687772,0.53764,1.25386,1.06733,-0.210662,1.68422,3.09581,0.855828,1.18996,1.42943,3.67333,0.212921,1.66443,3.88172,3.30424,-0.652171,5.21402,0.664087
-217.37,0.984455,0.0179134,8,511,0,224.489,0.166055,-1.34993,-0.374012,-2.08035,0.0800977,-0.292017,-2.57853,0.338568,-0.611663,-1.4244,1.07823,0.922547,1.17559,-0.40327,-2.24309,0.0863635,-0.314861,-2.78024,0.365054,-0.659512,-1.53583,0.166055
-214.725,0.999554,0.0181635,7,127,0,221.672,0.835646,-0.319138,1.12748,-0.104163,0.0572335,-0.170097,0.874729,0.908794,0.329117,0.63933,7.92126,0.941885,1.36574,8.93105,-0.825101,0.453361,-1.34738,6.92895,7.19879,2.60702,5.0643,0.835646
-215.918,0.965558,0.0190253,8,255,0,220.029,0.23155,0.139788,-1.02427,-0.406903,-0.537002,-0.438919,-2.38651,0.529483,-0.258189,0.119034,0.460771,0.799532,1.31462,-0.471953,-0.187489,-0.247435,-0.202241,-1.09963,0.24397,-0.118966,0.0548472,0.23155
-216.867,0.990952,0.0185027,8,255,0,224.606,0.231416,-2.15574,1.54102,0.139435,0.770397,1.60971,1.87243,-0.40411,0.548328,0.543848,1.23029,0.824966,1.27631,1.89589,0.171545,0.947809,1.98041,2.30363,-0.497171,0.674601,0.669089,0.231416
-216.234,0.995592,0.0190068,8,255,0,224.303,-0.0266708,-1.77023,-1.42131,-0.726908,-0.359405,-1.31003,-2.11758,0.337102,-0.632978,-0.116917,1.94649,0.811763,1.37393,-2.76656,-1.41492,-0.699577,-2.54996,-4.12184,0.656166,-1.23208,-0.227579,-0.0266708
-217.773,0.982402,0.0197099,7,127,0,225.068,-1.24194,-0.991274,-1.99728,-1.6753,0.597974,-1.39677,-0.433119,-0.840301,-0.715405,-0.194355,1.38983,0.920852,1.24093,-2.77587,-2.32837,0.831079,-1.94127,-0.60196,-1.16787,-0.994288,-0.27012,-1.24194
-212.165,0.999842,0.0198625,8,255,0,224.495,0.76387,2.38498,0.846146,-0.134358,0.72446,-0.66816,1.35551,-0.3832,-1.23291,0.194535,0.890035,0.87857,1.21199,0.7531,-0.119583,0.644795,-0.594685,1.20645,-0.341062,-1.09734,0.173143,0.76387
-214.227,0.994773,0.020763,7,255,0,216.898,-0.216625,2.09594,-0.0986049,-1.83188,-0.339881,-1.5037,-0.394672,-0.585758,-0.762509,0.462367,0.309644,0.876487,1.3412,-0.0305324,-0.567232,-0.105242,-0.46561,-0.122208,-0.181376,-0.236106,0.143169,-0.216625
-212.838,0.994123,0.0214603,7,255,0,218.107,0.848428,3.23962,-0.0616803,0.391511,-0.10118,1.37972,-0.270279,0.471081,-1.24867,0.573058,0.192879,0.878001,1.25267,-0.0118968,0.0755143,-0.0195154,0.26612,-0.0521313,0.0908619,-0.240843,0.110531,0.848428
-211.676,0.938835,0.0221395,8,383,0,220.401,0.668577,-0.435065,0.0192409,-0.987899,1.23279,-1.13028,0.0555281,-0.186059,1.04219,-0.256962,2.31574,0.889787,1.20946,0.044557,-2.28772,2.85481,-2.61743,0.128588,-0.430863,2.41343,-0.595057,0.668577
-217.069,0.988217,0.0203485,7,127,0,220.932,-0.329676,-0.729179,0.631852,-1.69072,-0.0994435,-1.241,1.77486,0.204687,0.300125,2.38483,3.95171,0.893188,1.27684,2.4969,-6.68122,-0.392972,-4.90405,7.01371,0.808863,1.18601,9.42414,-0.329676
-213.181,0.994152,0.0207301,7,127,0,222.779,0.0972855,-1.88284,0.0730832,1.18756,1.24703,-0.492531,-0.0269483,0.028974,-0.535025,1.35419,0.733952,0.880211,1.3265,0.0536396,0.871612,0.915262,-0.361494,-0.0197788,0.0212656,-0.392683,0.993913,0.0972855
-210.037,0.984529,0.0213711,8,511,0,217.004,0.610342,2.89784,-0.349648,-1.40091,-0.424264,0.138136,0.595468,0.330929,0.556286,-0.656109,2.19316,0.869596,1.24791,-0.766835,-3.07243,-0.930481,0.302955,1.30596,0.725783,1.22003,-1.43896,0.610342
-212.075,0.953058,0.0215919,7,255,0,216.305,0.630103,2.09062,-0.378302,0.356544,0.678014,1.24413,0.774039,0.883767,0.091044,-0.145743,1.70435,0.921945,1.18241,-0.64476,0.607676,1.15557,2.12044,1.31924,1.50625,0.155171,-0.248397,0.630103
-214.943,0.695455,0.0204547,8,255,0,219.083,0.523797,2.04832,-0.335657,0.345834,0.811834,1.27322,0.809911,0.65986,0.186464,-0.156765,1.93825,0.805689,1.36775,-0.650586,0.670313,1.57354,2.46782,1.56981,1.27897,0.361413,-0.303849,0.523797
-212.632,0.996658,0.0114989,8,255,0,218.714,0.291846,0.824185,0.66491,0.364661,-0.423892,0.450592,0.838445,0.436977,0.617535,-0.728166,1.05211,0.924313,1.2589,0.699557,0.383662,-0.44598,0.474071,0.882134,0.459747,0.649714,-0.766109,0.291846
-219.743,0.981001,0.0119355,8,255,0,223.955,0.44501,2.04088,1.32481,-0.955179,-1.50662,-1.89969,0.783293,1.61077,0.683874,0.830045,0.0687222,0.802647,1.26274,0.0910438,-0.065642,-0.103538,-0.130551,0.0538296,0.110696,0.0469973,0.0570425,0.44501
-214.997,0.998749,0.0119992,8,255,0,226.32,0.216398,3.76376,-0.945709,0.116314,-1.23833,0.98366,-1.30281,-0.936882,1.669,0.488812,0.526934,0.81568,1.25704,-0.498326,0.0612896,-0.652517,0.518324,-0.686495,-0.493675,0.879451,0.257572,0.216398
-219.689,0.986944,0.0124959,8,255,0,225.159,0.551638,2.97007,-0.00220504,-0.168633,-1.73157,2.98586,-0.556064,-0.249182,1.40294,-0.0948272,0.299696,0.926983,1.14521,-0.000660839,-0.0505387,-0.518944,0.894848,-0.16665,-0.0746788,0.420456,-0.0284193,0.551638
-216.522,0.999979,0.0127045,8,255,0,224.346,0.00517679,5.26075,0.437283,0.0810576,1.17409,-1.40122,-0.361645,0.842491,0.410978,-0.649522,0.0526016,0.827052,1.23437,0.0230018,0.00426376,0.0617593,-0.0737066,-0.0190231,0.0443164,0.0216181,-0.0341659,0.00517679
-214.135,0.996939,0.0132499,8,511,0,229.186,0.489233,6.16474,0.188515,0.21366,1.15503,-0.903813,-0.233845,-0.131548,0.311868,-0.758267,0.0674521,0.908855,1.19959,0.0127157,0.0144118,0.0779094,-0.0609641,-0.0157733,-0.00887316,0.0210361,-0.0511467,0.489233
-213.673,0.98148,0.0137289,8,255,0,220.662,1.38069,1.74233,-0.170987,-0.707566,-0.407593,0.771168,-0.0976189,0.209277,0.0925664,0.851979,5.62938,0.884727,1.2304,-0.962553,-3.98316,-2.29449,4.3412,-0.549534,1.1781,0.521092,4.79611,1.38069
-212.607,0.999911,0.0137942,8,511,0,219.664,-0.218397,3.56918,-0.541161,0.339406,0.67375,-0.634486,-0.0447752,0.251066,1.41816,-0.646146,0.589807,0.920786,1.25761,-0.319181,0.200184,0.397383,-0.374224,-0.0264088,0.14808,0.836444,-0.381102,-0.218397
-212.061,0.999696,0.0143644,8,255,0,215.851,0.367329,2.68649,0.238243,0.135225,-0.559671,0.0222892,-0.728243,0.10614,1.29806,-1.74411,0.644104,0.873533,1.23694,0.153454,0.0870993,-0.360487,0.0143565,-0.469065,0.068365,0.836088,-1.12339,0.367329
-214.234,0.999729,0.0149443,7,127,0,216.923,0.512343,3.08647,-0.450573,-0.91503,1.31151,0.441953,-1.04757,0.476324,0.406734,-1.30836,1.72775,0.916396,1.28786,-0.778477,-1.58094,2.26596,0.763583,-1.80994,0.822967,0.702734,-2.26052,0.512343
-214.723,0.995069,0.0155409,8,255,0,218.584,-0.102621,1.34022,0.551492,0.751678,-1.25815,-0.247245,1.21514,-0.486693,-0.40988,1.51462,0.107248,0.866126,1.24771,0.0591465,0.0806162,-0.134934,-0.0265166,0.130321,-0.0521969,-0.0439589,0.16244,-0.102621
-213.833,0.99801,0.0160093,7,127,0,216.354,-0.290706,1.26774,0.420999,0.947882,-0.721219,-0.355331,0.932613,-0.677146,-0.415096,1.42118,0.215448,0.893073,1.29824,0.0907033,0.204219,-0.155385,-0.0765553,0.200929,-0.145889,-0.0894314,0.30619,-0.290706
