# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=1256
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.995
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=models/armodel_gam_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,bs.1,zs_1_1.1,zs_1_1.2,zs_1_1.3,zs_1_1.4,zs_1_1.5,zs_1_1.6,zs_1_1.7,zs_1_1.8,sds_1_1,ar.1,sigma,s_1_1.1,s_1_1.2,s_1_1.3,s_1_1.4,s_1_1.5,s_1_1.6,s_1_1.7,s_1_1.8,b_Intercept
-216.802,0.999739,0.00587544,9,511,0,223.886,0.677739,10.578,1.00015,-0.288302,-2.58749,0.690279,-0.929995,-0.0571595,1.87334,-0.896556,0.64314,0.903942,1.25687,0.643239,-0.185418,-1.66411,0.443946,-0.598117,-0.0367615,1.20482,-0.576611,0.677739
-212.337,0.999762,0.00631457,9,511,0,220.682,-0.067872,8.31216,-0.961757,0.496686,-0.151781,0.312159,0.25947,-0.720379,-0.758579,0.142102,3.0278,0.901953,1.21472,-2.91201,1.50387,-0.459564,0.945157,0.785625,-2.18116,-2.29683,0.430256,-0.067872
-215.628,0.997085,0.00679577,9,1023,0,222.071,1.07304,5.09405,-1.73891,-0.747907,-2.33793,0.789991,0.221497,-0.660686,-0.512836,0.397316,0.4911,0.886989,1.32197,-0.853977,-0.367297,-1.14816,0.387965,0.108777,-0.324463,-0.251854,0.195122,1.07304
-216.645,0.992588,0.00726073,8,255,0,222.95,-0.0927162,5.79393,-1.69727,-2.30138,-0.0662552,-0.348799,0.57249,0.00679229,0.104477,-0.286422,2.03833,0.92355,1.31384,-3.4596,-4.69097,-0.13505,-0.710969,1.16693,0.0138449,0.212959,-0.583825,-0.0927162
-218.185,0.99952,0.00765815,9,511,0,228.249,1.65877,4.37167,-1.2767,-1.58538,-0.850632,-0.708565,-1.29262,0.178642,-0.303777,1.29801,0.209469,0.932464,1.32067,-0.26743,-0.332089,-0.178181,-0.148423,-0.270763,0.0374199,-0.063632,0.271894,1.65877
-213.82,0.999958,0.00824548,9,511,0,220.658,-0.200646,5.36664,-1.44266,-0.697134,0.191817,-0.298977,-1.58976,0.00745304,0.267106,0.377396,0.701164,0.905735,1.28943,-1.01154,-0.488806,0.134496,-0.209632,-1.11469,0.00522581,0.187285,0.264617,-0.200646
-213.545,0.994382,0.00888619,9,511,0,221.505,0.20753,5.82357,1.33105,0.345771,-0.203505,1.34749,1.24505,0.568822,-0.413154,1.06017,0.914815,0.895954,1.35317,1.21767,0.316317,-0.18617,1.23271,1.13899,0.520366,-0.377959,0.969863,0.20753
-215.028,0.999335,0.00941868,8,511,0,219.773,-0.278826,6.78784,1.33532,0.389029,-1.00944,0.947274,2.00481,0.460283,-0.556931,0.539651,1.34786,0.877562,1.14947,1.79982,0.524358,-1.36058,1.2768,2.70221,0.620398,-0.750667,0.727375,-0.278826
-211.683,0.999557,0.0101207,9,1023,0,220.025,0.668513,3.98397,-0.775172,0.359721,0.287924,0.434216,-0.180848,-1.29339,-0.122934,1.37882,0.942269,0.898445,1.29046,-0.73042,0.338954,0.271301,0.409148,-0.170408,-1.21872,-0.115837,1.29922,0.668513
-211.432,0.994203,0.0108729,9,511,0,214.838,0.151014,4.09517,0.197127,0.0849372,0.206992,0.536336,1.66651,-0.00816163,0.824834,0.871121,1.1642,0.852395,1.28349,0.229494,0.0988836,0.240979,0.624401,1.94015,-0.00950174,0.96027,1.01416,0.151014
-212.305,0.999258,0.0114958,8,255,0,219.509,-0.1743,4.11016,-0.248581,0.442351,-0.465477,0.49768,1.4826,-0.177018,1.17411,1.12338,0.884728,0.881986,1.31244,-0.219927,0.391361,-0.411821,0.440312,1.3117,-0.156613,1.03877,0.993882,-0.1743
-214.853,0.994607,0.0123176,9,767,0,220.279,1.10297,6.8058,0.246458,-0.807223,-0.919177,0.558686,-2.26449,-1.3962,-0.521059,0.323127,2.41384,0.887769,1.11747,0.59491,-1.9485,-2.21874,1.34858,-5.46612,-3.3702,-1.25775,0.779977,1.10297
-215.937,0.983606,0.013016,7,127,0,221.797,0.89315,6.81299,0.110145,-0.985687,-1.21404,0.86427,-2.43455,-1.15309,-0.558765,0.407962,3.06877,0.906,1.43346,0.338009,-3.02485,-3.72562,2.65224,-7.47107,-3.53856,-1.71472,1.25194,0.89315
-216.114,0.996924,0.0133343,8,255,0,225.112,0.16006,8.02168,1.96475,0.865986,-0.160048,-0.340799,0.47039,0.861366,2.13847,-1.27939,1.88923,0.871705,1.39963,3.71188,1.63605,-0.302368,-0.643848,0.888676,1.62732,4.04008,-2.41707,0.16006
-214.877,0.995703,0.0141578,8,255,0,224.344,0.882756,8.52601,-1.70313,-1.12382,-1.46855,-0.522534,-0.704526,-1.31401,-1.38761,0.791744,2.95443,0.852387,1.35435,-5.03177,-3.32025,-4.33874,-1.54379,-2.08147,-3.88215,-4.0996,2.33915,0.882756
-213.162,0.996284,0.0149676,8,255,0,220.524,0.0151503,7.47061,0.582484,-1.44326,-0.152039,-0.795368,0.678957,-2.28587,0.214305,0.322351,3.781,0.84769,1.32088,2.20237,-5.45697,-0.57486,-3.00728,2.56713,-8.64285,0.810286,1.21881,0.0151503
-215.481,0.962681,0.0158327,8,255,0,224.469,0.176388,1.70833,-0.355233,0.689532,-0.619815,0.666963,-0.30661,1.99407,-0.103478,-0.322005,0.339148,0.789174,1.3298,-0.120477,0.233854,-0.210209,0.226199,-0.103986,0.676286,-0.0350943,-0.109207,0.176388
-214.038,0.994735,0.0153053,8,255,0,218.672,0.624492,1.19356,0.437379,-1.03812,0.438299,-0.463076,0.233502,-2.04212,0.20902,0.352908,4.14051,0.811307,1.319,1.81097,-4.29836,1.81478,-1.91737,0.966819,-8.45541,0.865448,1.46122,0.624492
-214.306,0.985836,0.0161032,8,255,0,217.53,0.563993,1.67141,-0.120953,-0.259074,-0.700536,0.133934,-0.839215,1.95842,-0.694231,-0.132026,1.86233,0.785076,1.22088,-0.225254,-0.482481,-1.30463,0.24943,-1.56289,3.64723,-1.29289,-0.245876,0.563993
-214.57,0.994356,0.0165383,8,255,0,220.299,0.450562,2.3936,-0.978977,-1.58785,0.268996,-0.356035,1.04786,-0.870029,1.40859,1.29111,1.53332,0.815364,1.20659,-1.50108,-2.43468,0.412456,-0.545915,1.60671,-1.33403,2.15981,1.97968,0.450562
-214.909,0.980278,0.0173539,8,255,0,219.743,0.377029,2.73435,-2.07808,-0.804403,-0.44625,-0.366294,-0.0319046,-0.752452,0.0024669,-0.219977,1.36564,0.945839,1.38894,-2.8379,-1.09852,-0.609416,-0.500226,-0.0435701,-1.02758,0.00336889,-0.300409,0.377029
-212.609,0.998919,0.017547,9,767,0,217.196,0.512823,8.01233,2.2556,0.0490618,-0.731654,-0.183552,0.093417,0.534745,-0.270448,0.0918684,2.40933,0.854307,1.40792,5.43449,0.118206,-1.76279,-0.442237,0.225072,1.28838,-0.651598,0.221341,0.512823
-215.28,0.996035,0.0185991,8,511,0,221.124,0.256532,6.15952,0.152438,-0.463566,-1.57947,0.458646,-0.524473,0.483197,1.94033,2.13803,1.65732,0.891478,1.38621,0.252638,-0.768277,-2.61768,0.760123,-0.869218,0.800811,3.21574,3.54339,0.256532
-214.334,0.995166,0.0195501,8,255,0,220.402,-0.230826,7.25314,0.379503,-0.499036,-0.532763,0.20136,1.52958,-0.856364,-1.89909,-1.21581,2.15219,0.883578,1.15726,0.816762,-1.07402,-1.14661,0.433365,3.29194,-1.84306,-4.08721,-2.61665,-0.230826
-217.823,0.996584,0.0204858,7,127,0,224.529,1.99272,6.63405,1.4604,-1.57676,-0.576108,-1.08095,-0.679848,-0.270492,0.256387,2.58513,3.17101,0.903195,1.21294,4.63093,-4.99991,-1.82684,-3.42769,-2.1558,-0.857731,0.813006,8.19747,1.99272
-214.387,0.981359,0.0215233,7,255,0,223.001,0.873308,7.12826,1.62163,-1.73995,-0.249451,-1.61563,-0.0381671,-0.0351323,0.989229,1.16325,6.49462,0.884306,1.12544,10.5319,-11.3003,-1.62009,-10.4929,-0.247881,-0.228171,6.42466,7.55485,0.873308
-214.227,0.987435,0.0217572,9,639,0,222.127,0.495318,2.34887,-0.852094,1.2301,-0.650582,1.42708,0.918373,0.0110666,-0.506247,-0.373676,0.840234,0.865506,1.43204,-0.715959,1.03357,-0.546641,1.19908,0.771648,0.00929852,-0.425366,-0.313975,0.495318
-215.493,0.987845,0.0223164,7,127,0,221.267,0.64728,1.29075,-0.104314,1.02448,-0.4683,2.24723,1.70216,0.955836,-0.93793,-0.158131,1.17068,0.892947,1.19161,-0.122118,1.19933,-0.548227,2.63078,1.99268,1.11897,-1.09801,-0.18512,0.64728
-213.671,0.994965,0.0229,8,255,0,219.078,0.00284698,2.45069,0.383452,1.05793,0.381345,1.64888,0.336471,-0.645487,-1.78008,0.462467,1.20699,0.872334,1.17834,0.462822,1.27691,0.460278,1.99018,0.406116,-0.779095,-2.14854,0.558193,0.00284698
-212.732,0.998869,0.0238942,8,383,0,220.529,0.3472,0.758452,1.19045,0.34304,0.0933658,1.42539,-0.612083,-0.517879,-1.02385,-0.890323,0.712871,0.887141,1.19981,0.848641,0.244543,0.0665578,1.01612,-0.436336,-0.369181,-0.72987,-0.634686,0.3472
-214.637,0.963622,0.0251468,7,127,0,218.747,0.116891,1.65917,0.386923,0.565272,1.84779,-0.84237,-0.771532,-1.28302,1.12104,-0.431581,0.321083,0.893353,1.32985,0.124234,0.181499,0.593292,-0.27047,-0.247725,-0.411954,0.359947,-0.138573,0.116891
-214.15,0.978427,0.0243059,7,127,0,220.913,0.304553,0.612955,-0.375817,1.0091,-0.0698912,-0.076416,-0.510246,-0.127766,-1.35662,-1.64078,0.598173,0.858954,1.15344,-0.224804,0.603615,-0.0418071,-0.04571,-0.305216,-0.076426,-0.811495,-0.981473,0.304553
-214.706,0.987415,0.0243394,7,127,0,218.463,-0.0383395,0.0682874,1.04575,0.345699,-0.59418,1.29117,0.546162,0.226221,0.193159,-1.1494,0.233626,0.906958,1.37545,0.244314,0.0807641,-0.138816,0.301651,0.127598,0.0528511,0.045127,-0.268529,-0.0383395
-212.906,0.79542,0.0248894,7,127,0,221.875,0.454224,-0.225438,-0.0311884,-0.67308,-0.163697,1.24904,-0.334314,1.19227,0.602418,0.751385,1.76666,0.820796,1.33616,-0.0550992,-1.1891,-0.289196,2.20663,-0.590619,2.10633,1.06427,1.32744,0.454224
-214.207,0.995866,0.0162281,8,255,0,219.445,-0.917429,0.777487,-0.420632,-0.123967,0.917485,-0.215453,0.199135,-1.27194,-0.423446,-0.676104,0.738022,0.872043,1.32767,-0.310435,-0.0914904,0.677124,-0.159009,0.146966,-0.938723,-0.312512,-0.49898,-0.917429
-214.654,0.979532,0.0169574,8,447,0,219.43,-0.560528,5.8844,0.437306,0.319519,-0.641804,-0.839249,-0.803478,1.29318,0.230502,0.725189,0.808194,0.851737,1.32392,0.353428,0.258233,-0.518702,-0.678276,-0.649366,1.04514,0.18629,0.586094,-0.560528
-215.456,0.998406,0.0170498,8,255,0,218.21,0.174937,6.41138,-0.536625,-1.45673,0.269176,1.37916,0.679973,-1.37454,0.229245,-0.777954,0.49716,0.933808,1.31854,-0.266789,-0.724226,0.133823,0.685664,0.338056,-0.683365,0.113972,-0.386768,0.174937
-213.727,0.999518,0.0178971,8,255,0,219.056,0.866316,7.10628,-0.0899526,-0.00285711,-1.04017,-0.821643,1.32771,0.953215,-0.200392,0.877751,0.332083,0.876424,1.31571,-0.0298717,-0.000948797,-0.345422,-0.272853,0.440908,0.316546,-0.0665468,0.291486,0.866316
-212.728,0.996738,0.0188188,8,255,0,220.127,0.569101,7.48277,-0.0260798,-0.393703,-1.70881,-1.09648,1.25347,0.713855,-0.626217,0.433865,0.749846,0.883601,1.31262,-0.0195558,-0.295217,-1.28134,-0.822189,0.939911,0.535281,-0.469567,0.325332,0.569101
-213.422,0.954282,0.0196475,8,255,0,218.914,0.485846,5.92004,0.724393,-0.338628,-0.408841,0.857631,-0.846282,-1.39419,1.02872,-0.573707,0.724094,0.858655,1.13051,0.524529,-0.245199,-0.296039,0.621005,-0.612788,-1.00953,0.744887,-0.415417,0.485846
-214.054,0.999991,0.0186274,7,255,0,220.886,-0.0461046,4.79038,1.99762,1.23702,0.267636,0.948939,0.178901,-1.45505,0.845673,-0.521079,1.08332,0.887689,1.28725,2.16407,1.3401,0.289936,1.02801,0.193808,-1.57629,0.916139,-0.564498,-0.0461046
-217.975,0.97737,0.0195731,7,127,0,221.877,0.549707,5.17157,2.98793,0.416161,0.189813,1.47289,-0.115557,-2.00596,-1.27569,0.527831,0.778743,0.902023,1.29066,2.32683,0.324082,0.147815,1.147,-0.0899889,-1.56213,-0.993434,0.411044,0.549707
-217.939,0.993965,0.0195413,7,255,0,221.089,0.645381,5.0954,2.70138,0.607788,0.251604,1.75839,-0.364872,-1.63625,-1.17273,0.546077,0.632054,0.862897,1.16856,1.70742,0.384155,0.159028,1.1114,-0.230619,-1.0342,-0.741227,0.345151,0.645381
-217.793,0.999048,0.020236,8,255,0,225.006,0.1934,4.90351,2.90882,0.678628,-0.0754993,1.57764,0.221196,-1.87409,-0.600864,0.716784,0.545114,0.89435,1.33398,1.58564,0.36993,-0.0411557,0.859993,0.120577,-1.02159,-0.327539,0.390729,0.1934
-214.799,0.890819,0.0211783,7,127,0,225.249,0.0646614,5.59386,1.96879,0.319885,-0.348709,0.825823,0.862503,-1.29197,-1.89173,-0.641823,1.64923,0.909081,1.31686,3.24698,0.527562,-0.575101,1.36197,1.42246,-2.13074,-3.11988,-1.05851,0.0646614
-219.947,0.998449,0.0174801,8,255,0,227.454,0.571933,10.4701,-1.87527,-1.8037,-0.744404,-1.05022,0.725208,1.2033,1.71642,0.920077,1.28121,0.929772,1.37201,-2.40262,-2.31092,-0.953737,-1.34555,0.929144,1.54168,2.19909,1.17881,0.571933
-213.63,0.997982,0.0182696,7,127,0,224.07,0.940302,10.9798,-0.0507183,-0.585471,-0.73214,-1.02571,1.3827,0.822852,-0.364899,-0.31483,2.20493,0.873555,1.41744,-0.11183,-1.29092,-1.61432,-2.26162,3.04875,1.81433,-0.804579,-0.694179,0.940302
-211.877,0.971807,0.0190625,7,255,0,217.017,0.123918,10.7504,0.339908,-0.792581,-1.38477,0.368647,0.146475,0.0988278,0.713819,-0.819182,1.75095,0.911634,1.33472,0.595161,-1.38777,-2.42465,0.645481,0.25647,0.173042,1.24986,-1.43434,0.123918
-213.355,0.971942,0.018789,7,255,0,217.881,0.211408,14.0604,0.180691,-0.36077,-0.35053,-0.126279,-0.199946,-1.03336,0.890527,-0.726872,3.71316,0.857432,1.18245,0.670933,-1.3396,-1.30158,-0.468895,-0.74243,-3.83705,3.30667,-2.69899,0.211408
-215.48,0.980905,0.0185246,7,191,0,219.833,0.694284,14.1366,1.79744,0.396997,-1.46689,-0.250858,0.774631,1.75884,0.097892,0.15566,4.07217,0.817704,1.35884,7.31946,1.61664,-5.97344,-1.02154,3.15443,7.16231,0.398633,0.633872,0.694284
-214.296,0.971255,0.0186151,9,767,0,222.344,0.55387,-0.898671,-0.372121,-0.887022,1.03108,0.494199,1.55496,0.332213,-0.481301,0.91306,0.295025,0.847666,1.32032,-0.109785,-0.261693,0.304193,0.145801,0.458751,0.0980111,-0.141996,0.269375,0.55387
-212.355,0.997248,0.0183242,8,255,0,217.948,0.22962,0.298127,-1.05328,-0.0660142,0.985952,-0.733315,0.112335,-0.736647,-0.244612,-1.27767,2.27405,0.885238,1.19924,-2.39522,-0.150119,2.2421,-1.66759,0.255454,-1.67517,-0.556259,-2.90547,0.22962
-211.059,0.982842,0.0190513,7,127,0,218.009,-0.2916,1.41326,0.658021,-0.103289,-0.823095,-0.264664,0.400996,0.34224,-0.142399,0.116144,0.636286,0.891109,1.21339,0.41869,-0.0657217,-0.523724,-0.168402,0.255148,0.217762,-0.0906068,0.0739007,-0.2916
-212.058,0.999088,0.0192082,7,127,0,213.439,0.726547,1.2443,-0.253677,0.265847,-0.282938,0.937967,0.406177,0.495728,0.510037,-0.42819,0.238766,0.881827,1.32027,-0.0605694,0.0634752,-0.0675562,0.223955,0.0969814,0.118363,0.12178,-0.102237,0.726547
-212.943,0.997871,0.0200273,8,255,0,218.632,-0.0346096,3.9713,1.05441,0.244466,0.18577,-0.388363,-0.773778,-1.7689,-0.960976,1.04695,1.13867,0.869328,1.31733,1.20062,0.278366,0.211531,-0.442217,-0.881078,-2.0142,-1.09424,1.19213,-0.0346096
-211.942,0.945434,0.0208164,8,383,0,221.617,0.495192,7.92784,0.248557,0.333634,-1.08223,0.533114,-0.62958,0.58715,0.553732,-0.0184675,1.34078,0.82938,1.36458,0.33326,0.44733,-1.45103,0.714789,-0.844128,0.787239,0.742433,-0.0247608,0.495192
-211.781,0.994045,0.0194116,6,127,0,215.981,-0.0412082,7.87852,0.848573,-0.388927,-0.515204,-0.174704,-0.175178,-0.473001,0.0601666,-0.0659679,4.94309,0.930608,1.39374,4.19458,-1.9225,-2.5467,-0.863577,-0.865922,-2.33809,0.297409,-0.326085,-0.0412082
-217.37,0.996283,0.0200081,7,127,0,220.481,0.92369,7.68954,1.17628,-1.35998,-1.04562,-1.13125,0.633019,-0.0616278,-0.794698,-2.13439,1.26147,0.926953,1.12149,1.48385,-1.71557,-1.31902,-1.42704,0.798536,-0.0777418,-1.00249,-2.69247,0.92369
-216.054,0.969494,0.0207077,7,127,0,223.038,0.141597,7.68553,0.551047,-1.7712,0.155546,-0.515558,0.469774,-1.35817,-0.120272,-1.44298,5.66938,0.851312,1.09977,3.1241,-10.0416,0.88185,-2.9229,2.66333,-7.69996,-0.681868,-8.18079,0.141597
-219.536,0.982916,0.0202888,7,255,0,223.913,0.281297,8.70697,0.36341,-0.803066,0.155868,-0.836794,0.660678,-1.92611,0.495227,-2.03819,3.00294,0.824237,1.55798,1.0913,-2.41156,0.468062,-2.51284,1.98397,-5.784,1.48714,-6.12055,0.281297
-218.898,0.988974,0.0204252,8,255,0,229.129,0.617121,13.555,-0.139224,1.10935,-2.77687,-0.169858,-0.164038,1.30459,-0.25691,1.83663,2.64705,0.812151,1.38304,-0.368533,2.93649,-7.3505,-0.449621,-0.434217,3.45332,-0.680053,4.86164,0.617121
-217.37,0.986865,0.0208097,8,255,0,228.419,0.656888,10.9071,-1.73571,-0.142313,-0.504806,0.272844,-0.614121,-2.29027,0.63342,-0.549996,1.27824,0.861002,1.37805,-2.21866,-0.181911,-0.645265,0.348761,-0.784996,-2.92752,0.809665,-0.703029,0.656888
-221.767,0.967636,0.0211056,7,127,0,227.083,0.00743217,10.5585,-2.06316,-1.50342,-0.790169,0.569636,-0.232543,-2.1057,0.181756,-0.925658,0.503775,0.865521,1.22543,-1.03937,-0.757386,-0.398067,0.286968,-0.117149,-1.0608,0.091564,-0.466323,0.00743217
-220.099,0.994702,0.0205974,8,255,0,229.862,0.189538,6.95603,2.77298,1.06461,-0.468344,-0.750928,-0.0349131,1.03788,-1.23413,0.542351,0.0754073,0.865884,1.1629,0.209103,0.0802797,-0.0353166,-0.0566255,-0.0026327,0.0782639,-0.0930622,0.0408972,0.189538
-218.054,0.956519,0.0212091,8,255,0,228.836,0.901564,8.21168,-1.89683,-0.627687,-0.975563,-1.1263,-0.679762,-1.15026,0.527449,1.84125,1.00113,0.939028,1.16576,-1.89897,-0.628395,-0.976663,-1.12757,-0.680529,-1.15156,0.528044,1.84333,0.901564
-218.02,0.998499,0.0202493,7,127,0,221.321,1.22272,8.1888,-1.97991,-0.635984,-0.967716,-0.599034,-0.826558,-1.19443,0.462712,1.61901,0.905616,0.91999,1.12514,-1.79304,-0.575958,-0.876379,-0.542495,-0.748545,-1.0817,0.419039,1.4662,1.22272
-213.573,0.939891,0.0209968,7,127,0,223.495,-0.0805381,6.29716,-0.687472,-0.220917,-0.810649,0.521456,1.05284,-1.67162,0.367603,1.17525,1.00497,0.857649,1.3586,-0.690886,-0.222014,-0.814675,0.524046,1.05807,-1.67992,0.369429,1.18108,-0.0805381
-214.3,0.990486,0.0194114,9,767,0,220.185,0.352424,13.8164,-0.417984,0.80786,-2.70552,0.377373,0.171734,-0.00292234,0.527087,-0.409625,1.22348,0.900825,1.32233,-0.511394,0.988398,-3.31014,0.461707,0.210113,-0.00357542,0.644879,-0.501166,0.352424
-211.814,0.968318,0.0198095,8,383,0,219.669,-0.186305,13.1165,0.272384,0.688641,-2.03464,-0.1232,0.442922,-0.233096,0.356222,-0.378475,2.41555,0.878831,1.26242,0.657958,1.66345,-4.91477,-0.297595,1.0699,-0.563056,0.860474,-0.914225,-0.186305
-210.956,0.991817,0.0193622,8,319,0,216.781,1.43646,9.53413,0.401932,-1.22989,-0.65853,0.00214218,0.00880843,-0.413698,0.0271286,0.13024,2.39546,0.89188,1.28073,0.962811,-2.94615,-1.57748,0.0051315,0.0211002,-0.990998,0.0649855,0.311985,1.43646
-214.6,0.938294,0.0198015,7,127,0,219.221,2.20352,9.46268,0.570457,-0.884143,-0.212507,0.787649,1.21403,-1.39983,-0.410745,-0.197963,4.56771,0.926146,1.32829,2.60568,-4.03851,-0.970671,3.59775,5.54536,-6.39403,-1.87617,-0.904236,2.20352
-213.9,0.997758,0.0182727,8,255,0,218.177,-0.585827,9.80889,1.24688,0.115591,-1.19383,-0.920804,0.450255,0.552273,-1.82915,0.31072,3.02195,0.899509,1.29257,3.76801,0.34931,-3.60771,-2.78263,1.36065,1.66894,-5.52761,0.93898,-0.585827
