# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=1256
# chain_id=4
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=models/armodel_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,ar.1,sigma,b_Intercept
-179.303,0.964049,0.4811,3,7,0,180.638,-0.331402,0.739122,1.03911,-0.331402
-179.866,0.941923,0.809293,2,3,0,181.682,0.0658395,0.734608,1.05019,0.0658395
-176.727,0.340612,1.26472,2,3,0,178.962,0.0299254,0.831541,1.07785,0.0299254
-176.518,0.989219,0.331755,3,15,0,178.046,0.0659183,0.873266,1.03397,0.0659183
-176.516,0.991164,0.596213,3,7,0,176.847,0.010599,0.838458,0.990171,0.010599
-178.249,0.650934,1.06737,2,3,0,179.6,0.166622,0.886581,1.15264,0.166622
-176.407,0.996196,0.709973,2,7,0,178.382,-0.0580199,0.857276,1.05941,-0.0580199
-178.23,0.694974,1.27553,2,3,0,178.615,-0.276579,0.849085,1.16772,-0.276579
-178.57,0.965962,0.966708,1,1,0,178.761,-0.33362,0.854154,1.1782,-0.33362
-178.768,0.334326,1.57594,2,3,0,180.697,0.249238,0.813728,0.936602,0.249238
-176.421,1,0.438795,3,7,0,178.997,0.065381,0.844223,1.03815,0.065381
-177.535,0.814006,0.784698,2,3,0,179.055,0.0567227,0.822915,0.944581,0.0567227
-178.044,0.906643,0.835091,2,3,0,179.297,-0.0431914,0.910927,0.970153,-0.0431914
-177.716,1,1.14179,2,3,0,178.123,-0.383567,0.798454,1.09654,-0.383567
-177.716,2.80251e-198,1.99721,1,1,0,181.011,-0.383567,0.798454,1.09654,-0.383567
-177.061,0.995224,0.239288,4,15,0,179.534,-0.142846,0.860775,1.11272,-0.142846
-176.881,0.993,0.414739,3,7,0,177.582,-0.143967,0.882206,1.07845,-0.143967
-176.812,0.781287,0.708369,2,3,0,180.278,-0.388376,0.826031,1.02041,-0.388376
-176.805,0.9459,0.690551,2,7,0,179.176,0.214943,0.842538,1.04242,0.214943
-176.725,0.977383,1.03114,2,7,0,177.313,-0.324201,0.865257,0.99273,-0.324201
-178.612,0.445949,1.659,2,3,0,178.782,-0.589013,0.789782,1.06756,-0.589013
-180.581,0.893947,0.683758,3,7,0,183.513,-0.984958,0.860476,1.15381,-0.984958
-180.194,0.994751,0.887004,3,7,0,181.588,-1.09306,0.886705,1.07606,-1.09306
-178.101,0.843712,1.47624,2,3,0,180.807,0.0484591,0.808327,0.935282,0.0484591
-176.531,0.62238,1.67341,2,3,0,177.5,-0.191226,0.818957,1.03808,-0.191226
-177.877,0.856726,1.09488,2,7,0,178.417,-0.686047,0.861764,1.01462,-0.686047
-177.877,1.97514e-10,1.28168,1,1,0,181.741,-0.686047,0.861764,1.01462,-0.686047
-177.812,0.999939,0.185173,5,31,0,178.254,0.523238,0.887467,1.03167,0.523238
-177.875,0.92855,0.309757,2,5,0,180.641,0.496826,0.852443,1.03865,0.496826
-180.03,0.978073,0.43324,3,7,0,180.547,0.818039,0.940543,1.06233,0.818039
-180.002,1,0.678842,2,3,0,180.549,0.963548,0.891478,1.07735,0.963548
-178.2,0.918769,1.11357,2,3,0,180.765,0.582917,0.86228,1.05373,0.582917
-178.2,0.000573466,1.4983,1,3,1,179.068,0.582917,0.86228,1.05373,0.582917
-178.2,0,3.50228,0,1,1,179.291,0.582917,0.86228,1.05373,0.582917
-177.57,0.817574,0.345429,2,3,0,181.725,0.289036,0.900747,1.07561,0.289036
-176.38,0.996906,0.2213,3,15,0,178.641,-0.0554506,0.83048,1.01565,-0.0554506
-177.469,0.98426,0.286484,3,7,0,177.902,-0.0831914,0.819899,0.940508,-0.0831914
-177.001,0.997572,0.417765,3,7,0,177.87,-0.259031,0.872842,1.09367,-0.259031
-176.812,1,0.694557,2,3,0,177.247,0.0700621,0.84181,1.08766,0.0700621
-176.812,0.0404036,1.23011,2,3,0,178.01,0.0700621,0.84181,1.08766,0.0700621
-176.855,0.99927,0.110338,5,31,0,177.835,-0.295065,0.834153,0.972628,-0.295065
-176.63,0.993343,0.202162,4,15,0,178.219,-0.238924,0.873319,1.05633,-0.238924
-176.681,0.993428,0.370368,2,3,0,176.891,-0.290895,0.86774,1.06391,-0.290895
-176.926,0.935056,0.685175,2,3,0,177.466,-0.390452,0.879625,1.02594,-0.390452
-176.889,0.671946,1.05815,2,3,0,177.773,-0.293736,0.88646,1.03887,-0.293736
-176.546,0.961451,0.716594,2,3,0,177.721,-0.23898,0.828996,1.05758,-0.23898
-176.546,0.444101,1.20546,1,1,0,177.587,-0.23898,0.828996,1.05758,-0.23898
-177.724,0.934847,0.406584,3,7,0,178.48,0.43962,0.864606,1.08627,0.43962
-178.663,0.714068,0.631243,2,3,0,180.081,0.71941,0.890975,1.03471,0.71941
-176.506,0.99283,0.497044,3,7,0,179.447,0.00383025,0.865494,0.992943,0.00383025
-176.506,0.167304,0.915497,1,1,0,177.786,0.00383025,0.865494,0.992943,0.00383025
-178.158,0.982276,0.13976,4,15,0,180.161,0.103431,0.801776,0.948463,0.103431
-180.276,0.9825,0.250085,4,15,0,182.287,0.133694,0.917034,1.20873,0.133694
-178.47,1,0.443891,2,3,0,180.275,0.0566205,0.873385,1.17493,0.0566205
-176.842,0.955656,0.821906,2,3,0,179.508,0.202214,0.851589,0.991961,0.202214
-178.106,0.11,1.32445,2,3,0,178.983,0.253229,0.835562,0.940333,0.253229
-179.363,0.995673,0.18513,4,15,0,181.408,0.584807,0.933255,1.01001,0.584807
-177.738,1,0.336179,3,7,0,179.704,0.46652,0.869784,1.07901,0.46652
-176.888,0.713173,0.611899,2,7,0,180.266,-0.448066,0.836677,1.03126,-0.448066
-176.706,1,0.492677,2,3,0,176.919,-0.395431,0.839291,1.02107,-0.395431
-178.553,0.677407,0.885103,2,3,0,179.402,-0.320623,0.832685,0.907635,-0.320623
-177.141,0.914502,0.646063,2,3,0,180.316,0.304962,0.884219,1.01237,0.304962
-176.696,0.954174,0.907476,2,3,0,177.481,0.000228463,0.849478,0.969551,0.000228463
-176.696,0.012745,1.41173,1,1,0,177.368,0.000228463,0.849478,0.969551,0.000228463
-178.047,0.993771,0.172648,4,15,0,178.473,-0.443033,0.810481,0.954436,-0.443033
-177.501,0.997527,0.300424,4,15,0,178.662,0.303703,0.890925,1.08762,0.303703
-177.373,0.964377,0.523284,3,7,0,179.066,-0.187484,0.855397,0.935958,-0.187484
-177.844,0.676599,0.827982,2,3,0,179.594,-0.104133,0.774747,0.995308,-0.104133
-176.416,0.912307,0.613907,1,3,0,179.429,-0.0426789,0.837427,1.05608,-0.0426789
-179.741,0.44196,0.841668,1,3,0,179.913,0.403749,0.786103,1.00811,0.403749
-179.416,0.997407,0.343057,3,7,0,181.158,0.040046,0.940373,0.995963,0.040046
-179.262,1,0.58394,3,7,0,180.333,0.114981,0.756511,1.09821,0.114981
-181.129,0.891304,0.992423,1,1,0,181.287,-0.503789,0.724093,1.12072,-0.503789
-183.567,0.269903,1.27357,2,3,0,185.485,-0.297141,0.822903,1.33626,-0.297141
-178.125,0.999003,0.345975,3,7,0,184.075,0.0983513,0.825436,1.15296,0.0983513
-176.983,0.852416,0.581811,3,7,0,180.575,-0.182532,0.851075,0.952074,-0.182532
-176.479,1,0.677369,2,3,0,177.068,0.0605693,0.857217,0.997808,0.0605693
-176.301,0.646611,1.12781,2,3,0,178.487,-0.011875,0.855164,1.02244,-0.011875
-176.581,0.894666,0.79203,2,3,0,176.757,-0.226875,0.874383,1.04594,-0.226875
-176.581,0.433549,1.01503,1,1,0,177.557,-0.226875,0.874383,1.04594,-0.226875
-177.1,0.923446,0.430791,2,7,0,177.994,0.0895753,0.89699,1.05677,0.0895753
-177.085,1,0.591431,3,7,0,177.205,-0.286715,0.798203,1.01796,-0.286715
-176.581,0.847119,0.968309,2,3,0,178.332,-0.000467972,0.824662,1.00072,-0.000467972
-176.581,0.0557825,1.101,2,3,0,179.991,-0.000467972,0.824662,1.00072,-0.000467972
-176.574,0.98703,0.198314,2,7,0,178.475,0.0707465,0.867668,0.995679,0.0707465
-176.581,0.994669,0.314197,3,15,0,176.893,-0.177132,0.815486,1.0153,-0.177132
-179.94,0.864527,0.503569,2,3,0,180.219,-0.14179,0.869799,0.872506,-0.14179
-178.329,0.983804,0.596079,2,3,0,180.808,-0.119501,0.810572,0.917044,-0.119501
-177.712,1,0.922693,2,3,0,179.174,-0.166476,0.848862,1.14897,-0.166476
-177.546,1,1.47325,2,3,0,177.959,-0.387133,0.857787,0.946208,-0.387133
-177.546,2.67815e-06,2.33873,1,2,1,178.018,-0.387133,0.857787,0.946208,-0.387133
-177.795,0.915016,0.398394,4,15,0,180.617,-0.113484,0.866852,1.14996,-0.113484
-179.249,0.888205,0.525123,3,7,0,180.414,-0.329354,0.76704,0.947266,-0.329354
-177.08,1,0.650322,2,3,0,179.557,0.0689719,0.86555,1.10718,0.0689719
-177.08,0.294048,1.0258,1,1,0,178.589,0.0689719,0.86555,1.10718,0.0689719
-176.971,0.984422,0.346707,3,15,0,178.212,-0.266304,0.881783,0.985485,-0.266304
-178.207,0.90931,0.52782,2,3,0,178.468,-0.156356,0.909903,0.961764,-0.156356
-179.774,0.890009,0.680404,3,7,0,182.11,-0.0797318,0.800656,1.21375,-0.0797318
-177.479,0.776019,0.839174,2,3,0,182.033,0.0426534,0.80726,1.10535,0.0426534
-177.122,1,0.810292,2,3,0,177.723,0.170049,0.82688,1.07982,0.170049
-178.485,0.1243,1.25673,1,3,0,178.887,-0.716603,0.825484,1.01716,-0.716603
-178.145,0.996315,0.307585,4,15,0,180.667,0.32292,0.915029,0.997241,0.32292
-178.348,0.994884,0.473543,2,7,0,178.931,0.536674,0.908256,1.00398,0.536674
-178.947,0.912247,0.723477,3,7,0,180.149,-0.625435,0.786709,1.06859,-0.625435
-180.421,0.859001,0.927343,2,3,0,180.817,0.579805,0.926329,0.938998,0.579805
-177.035,1,1.06241,1,3,0,180.118,0.184816,0.850251,1.09074,0.184816
-177.035,2.22459e-07,1.62227,1,1,0,177.744,0.184816,0.850251,1.09074,0.184816
-176.961,0.996556,0.321429,3,7,0,177.377,0.264778,0.850937,1.05871,0.264778
-177.143,0.972151,0.488195,3,7,0,178.28,-0.285658,0.800758,0.996317,-0.285658
-179.459,0.659906,0.702852,2,3,0,179.584,0.454867,0.940408,1.08903,0.454867
-179.313,0.924693,0.538688,3,7,0,181.267,-0.720161,0.794888,1.05182,-0.720161
-177.793,0.613969,0.702431,2,3,0,181.84,-0.288337,0.905762,0.985002,-0.288337
-176.914,0.990477,0.4926,3,7,0,179.254,-0.121388,0.799851,1.0131,-0.121388
-176.88,0.841254,0.729931,1,3,0,178.64,0.276019,0.867233,1.02291,0.276019
-176.88,0.0119633,0.803207,1,1,0,180.265,0.276019,0.867233,1.02291,0.276019
-178.023,0.995223,0.173909,4,15,0,178.427,-0.352004,0.835691,1.15104,-0.352004
-178.366,0.99388,0.259862,4,15,0,179.784,0.232296,0.905392,1.13375,0.232296
-177.239,1,0.385805,3,7,0,178.704,-0.417155,0.807166,1.02271,-0.417155
-177.648,0.877147,0.577444,3,7,0,179.026,0.473225,0.867065,1.05986,0.473225
-176.907,0.974521,0.679845,3,7,0,178.586,0.199423,0.884121,1.01271,0.199423
-177.191,0.956656,0.962943,2,3,0,177.343,-0.353437,0.813494,1.08368,-0.353437
-176.684,0.711088,1.31408,2,3,0,178.177,0.188081,0.86446,1.04915,0.188081
-176.684,0.0230357,1.12218,1,1,0,179.946,0.188081,0.86446,1.04915,0.188081
-176.444,0.990588,0.261595,3,15,0,178.272,0.0574192,0.843573,1.04734,0.0574192
-176.56,0.994431,0.381062,3,7,0,176.783,0.115676,0.869835,1.04178,0.115676
-176.552,0.973236,0.557234,3,7,0,177.267,-0.122758,0.820008,1.00158,-0.122758
-176.273,0.995393,0.78067,2,3,0,176.588,-0.140954,0.843269,1.01941,-0.140954
-176.273,0.295334,1.13628,1,3,0,177.694,-0.140954,0.843269,1.01941,-0.140954
-179.497,0.829221,0.451908,2,3,0,180.04,0.628402,0.834588,1.00057,0.628402
-177.019,0.900439,0.483947,3,7,0,181.74,-0.0786941,0.871968,1.10413,-0.0786941
-176.935,0.964796,0.590165,2,7,0,177.533,-0.0512167,0.833458,1.10261,-0.0512167
-176.815,1,0.808054,1,1,0,176.98,-0.0976012,0.83084,1.09366,-0.0976012
-177.72,0.834059,1.17642,1,3,0,177.866,-0.393081,0.815107,1.11745,-0.393081
-177.72,0,12.5158,0,1,1,182.114,-0.393081,0.815107,1.11745,-0.393081
-177.72,0.106071,1.93426,1,1,0,179.645,-0.393081,0.815107,1.11745,-0.393081
-178.922,0.989616,0.240498,4,15,0,180.257,-0.464925,0.86889,0.912183,-0.464925
-176.538,0.998891,0.312162,3,7,0,179.388,-0.262808,0.824627,1.03751,-0.262808
-177.225,0.968108,0.482331,2,7,0,178.328,-0.211945,0.875603,0.955196,-0.211945
-176.89,1,0.74039,3,7,0,177.714,0.216396,0.835164,1.03564,0.216396
-176.81,1,1.31795,2,3,0,177.207,-0.338178,0.825108,0.994823,-0.338178
-176.81,0.00169031,2.41932,1,1,0,178.601,-0.338178,0.825108,0.994823,-0.338178
-178.06,0.991213,0.192986,4,15,0,180.364,0.0325942,0.772019,1.01945,0.0325942
-176.454,0.995912,0.351278,3,7,0,178.689,-0.00172356,0.867007,1.00191,-0.00172356
-176.663,0.95048,0.654838,3,7,0,178.156,0.187823,0.854148,1.04553,0.187823
-176.775,0.65968,1.061,2,3,0,178.269,-0.12118,0.8073,1.05322,-0.12118
-177.186,0.933819,0.690671,3,7,0,177.995,-0.420712,0.810092,1.02399,-0.420712
-181.085,0.221974,1.06474,1,1,0,181.252,-0.823734,0.776364,1.03624,-0.823734
-179.423,0.999742,0.180311,4,15,0,182.552,0.63872,0.920987,0.97743,0.63872
-178.573,0.999944,0.343167,3,7,0,179.746,0.700682,0.893524,1.03737,0.700682
-178.243,0.95384,0.648742,2,3,0,179.683,0.519982,0.902983,0.996358,0.519982
-178.614,0.803066,1.05756,2,3,0,179.306,-0.707221,0.826316,1.09563,-0.707221
-177.231,1,1.08819,2,3,0,178.833,0.0273406,0.883822,0.961842,0.0273406
-177.231,0.000721322,2.0145,1,3,0,179.051,0.0273406,0.883822,0.961842,0.0273406
-176.981,0.998717,0.192445,4,15,0,178.071,-0.0307233,0.832744,0.956458,-0.0307233
-177.698,0.928925,0.35678,3,9,0,180.386,-0.446226,0.872157,1.11864,-0.446226
-177.259,1,0.534641,3,7,0,178.091,-0.287198,0.862554,1.11596,-0.287198
-177.697,0.852104,0.976851,2,3,0,179.191,0.0252767,0.864409,1.14441,0.0252767
-177.535,0.826393,1.158,2,3,0,179.066,-0.574415,0.880101,1.0122,-0.574415
-176.903,0.756056,1.27281,2,3,0,179.508,-0.433059,0.866571,1.0091,-0.433059
-181.306,0.062075,1.14646,2,3,0,183.588,-0.427559,0.778691,1.23792,-0.427559
-181.576,0.997757,0.149753,3,7,0,182.324,-0.554023,0.780706,1.23264,-0.554023
-181.762,0.998632,0.268204,4,15,0,182.7,0.42521,0.909248,0.878125,0.42521
-177.325,0.957734,0.476862,3,7,0,183.676,0.15755,0.892309,0.978573,0.15755
-176.396,0.968988,0.751536,2,3,0,177.753,-0.181024,0.827814,1.02876,-0.181024
-176.948,0.676287,1.21179,2,3,0,177.955,0.295193,0.87101,1.03799,0.295193
-177.394,0.871033,0.886913,2,3,0,179.199,-0.512844,0.827482,0.998052,-0.512844
-177.924,0.949086,1.0931,2,3,0,178.504,0.17057,0.822441,1.13132,0.17057
-178.077,0.912715,1.64856,2,3,0,178.303,-0.300888,0.874353,0.925807,-0.300888
