# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=1256
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=carmodel_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,ar.1,sigma,lprior,b_Intercept
-194.312,1,0.873996,2,7,0,194.536,0.00915398,0.804342,1.11968,-3.52519,0.00915398
-195.77,0.674985,1.28755,2,3,0,198.394,-0.666346,0.739703,1.32799,-3.26968,-0.666346
-195.169,0.951283,1.02854,2,3,0,195.94,-0.0243152,0.778275,1.0316,-3.38119,-0.0243152
-196.115,0.301623,1.37794,2,3,0,197.441,0.460034,0.760677,1.10085,-3.39214,0.460034
-192.432,0.994334,0.551224,2,7,0,196.463,-0.150111,0.725191,1.11877,-3.17523,-0.150111
-192.605,0.978117,0.799714,2,3,0,192.799,-0.357447,0.699777,1.11663,-3.07751,-0.357447
-192.404,0.758903,1.12253,2,3,0,194.202,-0.286543,0.700899,1.20332,-3.1038,-0.286543
-193.814,0.660259,1.0512,1,3,0,194.178,0.10696,0.648342,1.14761,-2.97801,0.10696
-194.384,0.974779,0.822575,2,3,0,195.044,-0.700536,0.726983,1.18257,-3.18761,-0.700536
-193.698,0.801907,1.14256,1,3,0,194.556,-0.516569,0.744041,1.24011,-3.26142,-0.516569
-193.698,0,11.4652,0,1,1,196.899,-0.516569,0.744041,1.24011,-3.26142,-0.516569
-193.698,1.0429e-08,1.74147,1,1,0,196.74,-0.516569,0.744041,1.24011,-3.26142,-0.516569
-196.292,0.995583,0.161609,4,31,0,196.473,-0.847555,0.799036,1.23824,-3.51272,-0.847555
-195.052,0.981584,0.207771,3,15,0,200.824,-0.331882,0.813208,1.2665,-3.57926,-0.331882
-194.826,0.999909,0.299919,3,7,0,195.481,-0.32183,0.814352,1.24559,-3.58021,-0.32183
-192.824,1,0.501396,3,7,0,195.033,0.0680809,0.706853,1.15228,-3.14056,0.0680809
-192.926,0.914387,0.887201,2,3,0,194.087,-0.176195,0.627456,1.1445,-2.90346,-0.176195
-192.926,0.0188575,1.24002,2,3,0,196.042,-0.176195,0.627456,1.1445,-2.90346,-0.176195
-192.253,1,0.104103,5,31,0,193.063,-0.144169,0.688546,1.17687,-3.06768,-0.144169
-193.256,0.995556,0.194672,4,15,0,193.387,-0.378901,0.708166,1.07481,-3.09509,-0.378901
-192.363,0.998025,0.362722,3,7,0,193.573,-0.148608,0.71121,1.20171,-3.14569,-0.148608
-193.973,0.782408,0.683779,3,7,0,197.651,-0.195969,0.579425,1.15385,-2.82479,-0.195969
-192.583,0.962235,0.655191,2,7,0,195.046,-0.0889379,0.659296,1.17686,-2.99077,-0.0889379
-192.874,0.96411,1.10376,2,3,0,193.295,-0.346443,0.700714,1.09074,-3.07513,-0.346443
-192.874,0.0181918,1.86253,2,3,0,195.133,-0.346443,0.700714,1.09074,-3.07513,-0.346443
-192.711,0.999994,0.170152,5,31,0,193.18,-0.100688,0.692374,1.23392,-3.09644,-0.100688
-195.61,0.96948,0.323319,3,7,0,196.469,0.0385375,0.774693,1.0208,-3.36981,0.0385375
-193.881,0.969966,0.555517,3,7,0,199.111,-0.422862,0.631512,1.0922,-2.88964,-0.422862
-193.988,0.986661,0.948714,3,7,0,194.8,0.0692889,0.795523,1.20019,-3.50827,0.0692889
-194.112,0.445667,1.68932,1,1,0,195.292,0.181713,0.670227,1.22811,-3.06281,0.181713
-193.932,0.967647,0.602131,3,7,0,196.063,-0.306737,0.649103,1.30048,-2.98185,-0.306737
-193.604,0.799343,1.0091,2,3,0,195.703,0.146625,0.743894,1.10724,-3.27395,0.146625
-193.636,0.844777,1.02819,2,3,0,195.761,-0.293976,0.728205,1.05058,-3.16283,-0.293976
-193.334,0.78176,1.19409,2,3,0,194.93,0.16569,0.739683,1.17522,-3.27574,0.16569
-194.078,0.730435,1.15553,2,3,0,194.969,0.150357,0.664291,1.23941,-3.04532,0.150357
-193.757,1,0.967566,2,7,0,194.445,-0.56116,0.759617,1.14659,-3.30243,-0.56116
-193.757,0.200325,1.73281,1,3,0,195.322,-0.56116,0.759617,1.14659,-3.30243,-0.56116
-194.785,0.992213,0.331403,4,15,0,195.046,-0.712915,0.734069,1.24171,-3.22847,-0.712915
-196.236,0.967331,0.580492,3,7,0,197.838,-0.821508,0.810211,1.16898,-3.54883,-0.821508
-193.029,0.570683,0.941014,3,7,0,199.133,-0.139526,0.710457,1.26183,-3.15845,-0.139526
-196.038,0.872996,0.51531,2,7,0,196.798,-0.820377,0.801408,1.21548,-3.51667,-0.820377
-194.711,0.973525,0.643408,2,7,0,196.462,-0.523251,0.78345,1.26973,-3.43507,-0.523251
-193.87,0.965745,1.04707,2,3,0,195.492,0.080587,0.641015,1.13348,-2.95456,0.080587
-193.87,0.250301,1.65614,1,3,0,195.078,0.080587,0.641015,1.13348,-2.95456,0.080587
-194.893,0.967288,0.396323,3,15,0,196.439,-0.294057,0.825725,1.19605,-3.62763,-0.294057
-195.308,0.992577,0.629587,3,7,0,196.454,-0.515306,0.824017,1.15639,-3.60499,-0.515306
-195.629,0.916298,1.06005,2,3,0,197.815,-0.0474833,0.840193,1.21813,-3.72719,-0.0474833
-194.461,0.808423,1.45544,2,3,0,196.894,-0.311886,0.669428,1.33386,-3.04201,-0.311886
-195.208,0.606609,1.51051,1,1,0,195.941,-0.00777613,0.60564,1.31252,-2.91804,-0.00777613
-193.928,0.989329,0.940266,3,7,0,195.867,-0.407918,0.749823,1.06443,-3.24483,-0.407918
-193.835,0.672911,1.54091,2,3,0,194.72,-0.349911,0.796152,1.18255,-3.4752,-0.349911
-192.323,0.934474,1.13917,2,3,0,193.777,-0.268545,0.702712,1.19409,-3.10832,-0.268545
-193.714,0.216833,1.61573,2,3,0,193.791,-0.306182,0.790188,1.12648,-3.43593,-0.306182
-192.648,0.98336,0.391062,3,7,0,195.206,-0.0215089,0.713118,1.11671,-3.1437,-0.0215089
-192.805,0.983636,0.626447,3,7,0,193.133,-0.44434,0.705974,1.19327,-3.11341,-0.44434
-192.805,0.454938,0.997463,2,3,0,196.546,-0.44434,0.705974,1.19327,-3.11341,-0.44434
-192.256,1,0.442328,3,7,0,192.944,-0.258914,0.701113,1.1378,-3.09058,-0.258914
-192.388,0.959723,0.729313,2,3,0,192.736,-0.207555,0.712305,1.11451,-3.12527,-0.207555
-193.345,0.75229,1.08541,2,3,0,193.963,-0.22033,0.607486,1.21181,-2.87885,-0.22033
-192.541,0.976158,0.985345,2,3,0,193.585,-0.324386,0.709969,1.21009,-3.13367,-0.324386
-195.436,0.0922683,1.51269,2,3,0,195.803,0.306308,0.796082,1.2692,-3.56162,0.306308
-194.242,0.999648,0.295465,4,15,0,196.763,-0.497621,0.613216,1.23521,-2.88629,-0.497621
-192.882,1,0.479893,3,7,0,194.633,-0.406617,0.693446,1.22417,-3.08137,-0.406617
-192.462,0.975985,0.775163,2,7,0,193.233,-0.169671,0.672185,1.20618,-3.02554,-0.169671
-193.181,0.869142,1.17807,2,3,0,193.417,-0.236469,0.779022,1.15128,-3.39412,-0.236469
-194.814,0.434593,1.39772,2,3,0,195.572,-0.0613752,0.56651,1.21645,-2.83502,-0.0613752
-195.07,1,0.621445,3,7,0,196.201,-0.190285,0.54183,1.16679,-2.79168,-0.190285
-192.756,0.997274,0.99009,2,3,0,195.095,-0.289761,0.75016,1.12496,-3.26327,-0.289761
-192.756,0.0404926,1.55895,1,3,0,194.285,-0.289761,0.75016,1.12496,-3.26327,-0.289761
-192.713,0.999561,0.29376,4,15,0,193.415,-0.170759,0.757682,1.18249,-3.31387,-0.170759
-192.713,0.969757,0.465643,3,7,0,194.179,-0.123254,0.668523,1.22585,-3.02376,-0.123254
-192.472,0.99345,0.687733,3,7,0,193.142,-0.224018,0.663267,1.12803,-2.97997,-0.224018
-195.323,0.64006,1.06455,2,3,0,195.581,-0.328783,0.694732,1.3722,-3.12516,-0.328783
-195.856,0.987569,0.763609,2,3,0,195.965,-0.302253,0.696633,1.39462,-3.13816,-0.302253
-198.124,0.76411,1.16051,2,7,0,199.604,0.0402569,0.82723,1.01073,-3.62092,0.0402569
-196.579,1,1.08864,2,3,0,199.97,-0.375581,0.611441,1.39596,-2.92605,-0.375581
-194.28,1,1.68735,1,1,0,196.544,-0.425657,0.66103,1.3074,-3.00981,-0.425657
-194.28,5.65961e-41,2.60264,1,1,0,195.564,-0.425657,0.66103,1.3074,-3.00981,-0.425657
-194.59,0.983956,0.487823,2,3,0,194.888,-0.480658,0.652673,1.30793,-2.98842,-0.480658
-193.855,0.987601,0.72899,3,7,0,195.65,0.0149265,0.725849,1.05298,-3.17834,0.0149265
-193.855,0.51411,1.09291,1,1,0,195.337,0.0149265,0.725849,1.05298,-3.17834,0.0149265
-193.208,0.987843,0.612334,3,7,0,194.918,-0.184419,0.678595,1.2737,-3.05902,-0.184419
-193.64,0.928445,0.915304,3,7,0,194.553,-0.352668,0.610522,1.11801,-2.8564,-0.352668
-193.188,1,1.20636,2,3,0,193.845,-0.0329743,0.775941,1.15465,-3.39695,-0.0329743
-193.188,1.72067e-06,1.83425,1,1,0,194.798,-0.0329743,0.775941,1.15465,-3.39695,-0.0329743
-193.153,0.999382,0.365671,4,15,0,193.823,-0.0475949,0.771035,1.12943,-3.36832,-0.0475949
-194.165,0.93086,0.556232,3,7,0,196.39,0.0508831,0.643037,1.27054,-2.98825,0.0508831
-197.529,0.721553,0.734254,3,7,0,199.095,-0.632807,0.863711,1.19648,-3.83461,-0.632807
-194.327,0.96785,0.636298,1,3,0,200.093,-0.481853,0.79598,1.21732,-3.48029,-0.481853
-197.45,0.79555,0.900867,2,7,0,198.382,0.163442,0.865136,1.25296,-3.9011,0.163442
-193.739,0.995096,0.903988,2,3,0,198.733,-0.124441,0.798704,1.17755,-3.49876,-0.124441
-192.877,0.827924,1.34347,1,3,0,193.59,0.0264273,0.748229,1.18644,-3.29435,0.0264273
-194.748,0.690894,1.43348,1,3,0,195.116,0.122101,0.767012,1.0545,-3.35374,0.122101
-194.05,0.681078,1.17011,2,3,0,197.49,-0.188934,0.770967,1.28408,-3.39354,-0.188934
-192.747,0.997959,0.938829,2,3,0,194.387,-0.234287,0.757517,1.18647,-3.31011,-0.234287
-192.806,0.586356,1.39217,2,3,0,193.989,-0.0943936,0.675836,1.23465,-3.04843,-0.0943936
-192.988,0.819852,0.932031,1,3,0,195.124,-0.0143728,0.697779,1.09206,-3.08855,-0.0143728
-192.787,0.803778,0.979194,2,3,0,194.317,-0.372976,0.732866,1.20867,-3.21288,-0.372976
-192.784,0.905284,0.997217,3,7,0,193.958,-0.030331,0.668367,1.20411,-3.02643,-0.030331
-192.746,0.957609,1.23101,2,3,0,193.469,-0.373728,0.685611,1.11164,-3.03225,-0.373728
-192.746,0.000100825,1.6743,2,3,0,201.426,-0.373728,0.685611,1.11164,-3.03225,-0.373728
-192.985,0.962009,0.375093,3,15,0,195.45,-0.301679,0.635179,1.12194,-2.90762,-0.301679
-192.363,1,0.515623,2,3,0,193.106,-0.137405,0.669276,1.15914,-3.00891,-0.137405
-192.702,0.946989,0.758705,2,3,0,192.854,-0.388099,0.731995,1.18838,-3.20443,-0.388099
-193.858,0.769337,1.00836,2,3,0,194.652,-0.190459,0.69834,1.03462,-3.06323,-0.190459
-194.008,0.851225,0.962635,2,3,0,195.389,-0.131318,0.672696,1.31431,-3.05658,-0.131318
-194.008,0.734966,1.06888,1,1,0,195.514,-0.131318,0.672696,1.31431,-3.05658,-0.131318
-194.397,0.931973,0.958155,2,3,0,195.665,-0.0518899,0.766648,1.04569,-3.33077,-0.0518899
-193.835,0.947738,1.23175,2,3,0,195.035,-0.45836,0.658416,1.2709,-2.9935,-0.45836
-193.835,0.0541694,1.62609,2,3,0,195.978,-0.45836,0.658416,1.2709,-2.9935,-0.45836
-192.921,1,0.424674,2,3,0,193.838,-0.333066,0.682248,1.24485,-3.05479,-0.333066
-192.985,0.900644,0.617266,2,3,0,194.421,-0.456482,0.670319,1.19248,-3.00576,-0.456482
-194.817,0.748108,0.748271,1,3,0,196.835,-0.71805,0.751481,1.23252,-3.2941,-0.71805
-195.397,0.939714,0.689351,3,7,0,196.71,0.353754,0.729595,1.28343,-3.29368,0.353754
-197.851,0.884795,0.894083,2,3,0,199.873,0.1874,0.873724,1.23184,-3.95007,0.1874
-192.768,0.892958,1.04972,2,7,0,199.344,0.0298791,0.741064,1.15695,-3.25982,0.0298791
-192.286,0.963789,1.24877,2,3,0,192.671,-0.246054,0.713723,1.13403,-3.13225,-0.246054
-192.286,3.34479e-05,1.68067,1,1,0,193.69,-0.246054,0.713723,1.13403,-3.13225,-0.246054
-192.283,0.986872,0.415962,2,7,0,192.839,-0.136214,0.720409,1.14327,-3.16477,-0.136214
-193.051,0.953624,0.583953,2,3,0,193.106,0.036264,0.760634,1.14995,-3.33747,0.036264
-192.632,0.995345,0.771663,3,7,0,193.385,-0.28454,0.700728,1.09723,-3.07903,-0.28454
-192.656,0.890519,1.09393,1,3,0,193.648,-0.354859,0.705761,1.21645,-3.12016,-0.354859
-193.049,0.72674,1.29039,2,3,0,193.31,0.0340028,0.735917,1.225,-3.25671,0.0340028
-193.426,0.911586,1.14662,2,3,0,193.959,-0.556466,0.692778,1.19337,-3.07135,-0.556466
-193.569,0.939824,1.40031,2,3,0,194.356,0.159174,0.757303,1.20708,-3.35242,0.159174
-193.569,0.0141328,1.79204,1,1,0,194.692,0.159174,0.757303,1.20708,-3.35242,0.159174
-194.139,0.987019,0.473021,3,7,0,194.478,-0.506511,0.609819,1.1785,-2.86669,-0.506511
-192.358,1,0.657189,2,3,0,194.005,-0.171536,0.686985,1.20233,-3.06701,-0.171536
-194.403,0.639377,0.931115,1,3,0,196.326,-0.422444,0.655462,1.04952,-2.93545,-0.422444
-192.831,1,0.716616,3,7,0,194.569,-0.0770892,0.651856,1.12979,-2.96248,-0.0770892
-193.631,0.883455,1.01245,2,3,0,194.771,-0.401406,0.619268,1.23278,-2.898,-0.401406
-193.631,0.163253,1.17408,2,3,0,196.31,-0.401406,0.619268,1.23278,-2.898,-0.401406
-194.73,0.975225,0.409187,3,15,0,196.377,0.0333776,0.748432,1.3256,-3.33032,0.0333776
-194.687,0.992904,0.55382,3,7,0,195.827,-0.379659,0.675823,1.0249,-2.98516,-0.379659
-192.905,1,0.770228,2,3,0,195.343,0.020269,0.754863,1.1715,-3.31688,0.020269
-196.033,0.818253,1.08136,2,3,0,197.113,-0.625997,0.629214,1.0744,-2.88204,-0.625997
-195.379,1,1.12321,2,3,0,196.859,0.101172,0.646441,1.05112,-2.95154,0.101172
-195.92,0.333333,1.57127,2,3,0,197.278,0.0884444,0.837501,1.12085,-3.70485,0.0884444
-194.979,0.945737,0.737744,2,7,0,198.022,-0.720375,0.773252,1.22247,-3.38317,-0.720375
-193.451,0.944329,0.943904,2,3,0,196.986,-0.130983,0.771685,1.24063,-3.39005,-0.130983
-192.945,0.929324,1.20293,2,3,0,194.518,-0.274031,0.732081,1.08475,-3.18535,-0.274031
-192.945,0.0263232,1.49387,2,3,0,194.929,-0.274031,0.732081,1.08475,-3.18535,-0.274031
-192.761,0.998686,0.431737,4,15,0,193.211,-0.193155,0.684339,1.24391,-3.06774,-0.193155
-192.322,0.993667,0.600521,3,7,0,193.126,-0.102493,0.724311,1.16039,-3.1853,-0.102493
-192.537,0.96768,0.826823,2,3,0,192.745,-0.309247,0.671058,1.12403,-2.99567,-0.309247
-192.537,0.240879,1.08986,2,3,0,194.932,-0.309247,0.671058,1.12403,-2.99567,-0.309247
-192.61,0.860027,0.450718,2,7,0,196.822,-0.0175936,0.679489,1.17603,-3.05202,-0.0175936
-193.34,0.986693,0.500836,3,7,0,193.784,-0.109566,0.771952,1.10294,-3.36087,-0.109566
-193.403,0.956576,0.679583,3,7,0,195.674,-0.18545,0.602378,1.15413,-2.85893,-0.18545
-193.089,0.682503,0.877647,2,3,0,195.009,-0.494936,0.699047,1.13498,-3.07714,-0.494936
-192.647,0.962144,0.735357,2,3,0,193.679,-0.277143,0.643237,1.15242,-2.93358,-0.277143
-192.647,0.246167,0.956222,2,7,0,197.342,-0.277143,0.643237,1.15242,-2.93358,-0.277143
-192.489,0.972516,0.405372,2,7,0,193.702,-0.0329105,0.692381,1.18093,-3.08999,-0.0329105
-196.471,0.858542,0.535802,2,7,0,196.963,0.227893,0.726988,1.37706,-3.28789,0.227893
-193.77,0.99758,0.592249,2,3,0,196.907,-0.0350789,0.75431,1.27755,-3.33453,-0.0350789
-193.238,0.99455,0.811472,3,7,0,194.503,-0.351638,0.634841,1.11104,-2.90261,-0.351638
-193.459,0.856613,1.10455,2,3,0,194.963,0.0571446,0.765992,1.22324,-3.3797,0.0571446
-193.397,0.853269,1.21352,2,3,0,194.021,-0.468052,0.675095,1.10112,-2.99798,-0.468052
-194.124,0.679931,1.32565,2,3,0,195,0.16342,0.657312,1.21822,-3.02401,0.16342
-193.035,0.965394,1.11002,2,3,0,195.006,-0.0920247,0.748274,1.09228,-3.26146,-0.0920247
-193.035,0.0731641,1.43852,2,3,0,194.661,-0.0920247,0.748274,1.09228,-3.26146,-0.0920247
-192.85,1,0.478691,3,7,0,193.372,-0.181808,0.651215,1.23047,-2.9763,-0.181808
-192.483,0.986149,0.654391,3,7,0,193.517,-0.247387,0.700411,1.10546,-3.08168,-0.247387
-192.662,0.884666,0.87444,1,3,0,193.408,-0.42363,0.711179,1.1715,-3.12596,-0.42363
-192.807,0.991086,1.00089,2,3,0,193.16,0.061586,0.707366,1.1469,-3.14026,0.061586
-193.282,0.610067,1.34355,1,3,0,193.891,0.0358819,0.653563,1.20628,-2.99582,0.0358819
-193.666,0.989202,1.01644,2,7,0,193.942,-0.320828,0.775346,1.09454,-3.3611,-0.320828
-193.466,0.691982,1.35824,2,3,0,194.691,-0.432621,0.736699,1.25339,-3.2369,-0.432621
-193.466,0.269894,1.16289,1,3,0,198.534,-0.432621,0.736699,1.25339,-3.2369,-0.432621
-194.198,0.94026,0.531714,3,7,0,195.924,-0.482549,0.599458,1.17773,-2.84919,-0.482549
-194.002,0.930256,0.660292,3,7,0,197.726,-0.155517,0.706098,1.31789,-3.15689,-0.155517
-196.048,0.911061,0.806938,3,7,0,197.36,-0.281257,0.750002,1.38927,-3.32835,-0.281257
-193.242,0.866666,0.957542,2,3,0,197.737,-0.117254,0.636495,1.24073,-2.94971,-0.117254
-193.185,0.556492,1.06337,2,3,0,196.45,-0.128003,0.698377,1.06335,-3.07393,-0.128003
-194.337,0.863938,0.748525,2,3,0,195.17,-0.194327,0.650157,1.03438,-2.9286,-0.194327
-193.396,0.721413,0.827991,2,3,0,195.9,-0.489292,0.71502,1.09978,-3.12219,-0.489292
-193.808,0.849936,0.743396,2,3,0,196.673,0.0307192,0.699435,1.05904,-3.09149,0.0307192
-192.819,0.917656,0.805272,3,7,0,194.649,-0.0200783,0.659025,1.17031,-2.99502,-0.0200783
-194.079,0.606668,0.962041,2,3,0,195.099,-0.600878,0.753178,1.22737,-3.29572,-0.600878
-193.876,1,0.731759,2,3,0,194.291,-0.494026,0.764733,1.2396,-3.34549,-0.494026
-192.795,0.841531,0.983971,1,3,0,195.856,-0.00243636,0.711797,1.1084,-3.13932,-0.00243636
-192.553,0.919323,1.05132,2,3,0,193.694,-0.342522,0.699876,1.20851,-3.09955,-0.342522
-192.553,0.0425605,1.25574,2,3,0,195.498,-0.342522,0.699876,1.20851,-3.09955,-0.342522
-192.285,1,0.426293,3,7,0,192.583,-0.126573,0.682193,1.16372,-3.04714,-0.126573
-192.556,0.941872,0.572232,3,7,0,193.507,0.000241494,0.704332,1.14692,-3.12343,0.000241494
-194.841,0.830031,0.705938,2,3,0,195.315,0.330946,0.760627,1.11267,-3.37091,0.330946
-194.471,0.926602,0.741957,3,7,0,196.574,-0.570064,0.635126,1.24633,-2.93307,-0.570064
-193.638,1,0.894132,2,3,0,194.401,0.191123,0.756435,1.14596,-3.33906,0.191123
-193.25,0.750676,1.19438,2,3,0,194.48,-0.0957689,0.692794,1.06427,-3.05931,-0.0957689
-192.519,0.919825,1.12029,2,3,0,193.709,-0.0175486,0.72585,1.17075,-3.20114,-0.0175486
-194.272,0.628048,1.33395,1,3,0,194.346,0.289379,0.746852,1.22112,-3.33321,0.289379
-194.272,0.278291,1.05316,1,3,0,199.066,0.289379,0.746852,1.22112,-3.33321,0.289379
-194.391,0.996558,0.509812,3,7,0,196.452,0.159074,0.782317,1.09634,-3.43498,0.159074
-194.744,0.992026,0.676207,3,7,0,195.381,-0.46573,0.626034,1.30332,-2.92794,-0.46573
-195.619,0.894982,0.890021,1,1,0,195.798,-0.48352,0.599189,1.32437,-2.88487,-0.48352
-193.038,1,1.02208,2,3,0,195.939,-0.0163834,0.647307,1.15321,-2.96273,-0.0163834
-192.625,1,1.35704,2,3,0,193.451,-0.389508,0.674781,1.18032,-3.01632,-0.389508
-192.625,0.0241116,1.79931,3,7,0,194.482,-0.389508,0.674781,1.18032,-3.01632,-0.389508
-193.268,0.932334,0.618646,3,7,0,194.921,0.0147648,0.727172,1.25351,-3.22916,0.0147648
-192.48,0.978287,0.747591,2,3,0,193.966,-0.0814271,0.736719,1.17739,-3.23683,-0.0814271
-193.893,0.7264,0.96147,2,3,0,194.778,-0.596944,0.707135,1.11902,-3.10083,-0.596944
-192.834,0.84864,0.874195,2,3,0,195.667,0.0145293,0.67052,1.17606,-3.03029,0.0145293
-193.19,0.958903,0.940008,2,3,0,193.328,-0.408494,0.765878,1.16971,-3.33457,-0.408494
-192.35,0.87824,1.17461,2,3,0,193.586,-0.308507,0.681288,1.17601,-3.03645,-0.308507
-192.35,0.258769,1.31363,2,3,0,193.629,-0.308507,0.681288,1.17601,-3.03645,-0.308507
-193.674,0.922427,0.632629,2,3,0,194.16,-0.18707,0.654782,1.05588,-2.94489,-0.18707
-192.48,0.859977,0.75186,2,3,0,195.108,-0.314169,0.723757,1.12826,-3.16288,-0.314169
-193.929,0.851057,0.820502,2,3,0,194.401,-0.159228,0.637125,1.29482,-2.96135,-0.159228
-192.749,0.977859,0.884331,3,7,0,194.353,-0.184307,0.634426,1.15998,-2.92106,-0.184307
-192.749,0.232662,1.13023,2,3,0,194.953,-0.184307,0.634426,1.15998,-2.92106,-0.184307
-192.749,5.31334e-21,4.02886,1,1,0,192.941,-0.184307,0.634426,1.15998,-2.92106,-0.184307
-193.862,0.972894,0.450301,3,7,0,194.323,-0.537808,0.636953,1.17506,-2.9196,-0.537808
-192.923,1,0.468688,3,7,0,194.146,-0.00655784,0.752749,1.20084,-3.31234,-0.00655784
-192.618,0.998678,0.659509,3,7,0,193.326,-0.321271,0.666498,1.20783,-3.00232,-0.321271
-192.257,0.944038,1.05389,2,3,0,193.012,-0.278081,0.696202,1.1754,-3.08269,-0.278081
-192.257,0.00435294,1.5365,2,3,0,193.507,-0.278081,0.696202,1.1754,-3.08269,-0.278081
-193.969,0.992538,0.12491,4,23,0,195.498,0.075549,0.788325,1.22335,-3.48095,0.075549
-193.575,0.997866,0.219026,3,15,0,194.672,0.0568704,0.77894,1.20611,-3.432,0.0568704
-194.898,0.982169,0.401402,3,7,0,195.487,0.206435,0.786255,1.08483,-3.45711,0.206435
-194.377,0.969688,0.710807,3,7,0,196.877,-0.173381,0.792711,1.27231,-3.48969,-0.173381
-193.194,0.905594,1.21869,2,3,0,195.197,-0.227516,0.6097,1.18772,-2.87655,-0.227516
-193.022,0.631959,1.71089,1,3,0,193.382,-0.463233,0.720102,1.1231,-3.1452,-0.463233
-193.82,0.683889,1.01868,2,3,0,194.744,0.165944,0.779234,1.17218,-3.43925,0.165944
-194.553,0.945653,0.718693,2,3,0,195.078,0.340445,0.724934,1.16731,-3.24632,0.340445
-195.245,0.848481,1.14837,2,3,0,196.097,-0.702296,0.685692,1.10369,-3.03339,-0.702296
-195.245,0.0887718,1.35439,2,3,0,197.309,-0.702296,0.685692,1.10369,-3.03339,-0.702296
-193.154,0.999944,0.156744,4,15,0,195.968,-0.467691,0.696787,1.22741,-3.09177,-0.467691
-192.618,1,0.296997,3,15,0,193.265,-0.0551234,0.679224,1.12369,-3.0356,-0.0551234
-193.127,0.883418,0.557886,2,7,0,194.215,-0.394608,0.764207,1.17665,-3.3294,-0.394608
-192.254,0.962615,0.733329,1,3,0,193.425,-0.255044,0.717423,1.1629,-3.15114,-0.255044
-192.436,0.825166,1.21346,2,3,0,193.033,-0.0645275,0.73128,1.16237,-3.2145,-0.0645275
-192.321,0.643858,1.33124,2,3,0,193.448,-0.312811,0.687714,1.16897,-3.05361,-0.312811
-193.703,0.809781,0.861118,2,3,0,194.076,0.0199818,0.676794,1.07104,-3.02473,0.0199818
-192.435,1,0.905418,2,3,0,193.52,-0.0896606,0.676028,1.14331,-3.02784,-0.0896606
-192.435,0.0499894,1.63825,1,1,0,193.819,-0.0896606,0.676028,1.14331,-3.02784,-0.0896606
-193.067,0.996646,0.198984,4,15,0,193.314,-0.0228812,0.703835,1.08353,-3.10528,-0.0228812
-195.785,0.902901,0.357758,2,3,0,195.963,0.148448,0.69353,1.02163,-3.07962,0.148448
-193.818,0.942495,0.490589,3,7,0,198.702,-0.189549,0.715704,1.03656,-3.12121,-0.189549
-197.227,0.716489,0.746547,3,7,0,198.493,0.375168,0.780957,1.36557,-3.52848,0.375168
-193.07,0.877312,0.607527,3,7,0,203.663,0.0303626,0.741184,1.1066,-3.24896,0.0303626
-192.78,0.877281,0.767802,2,3,0,194.633,-0.153805,0.757435,1.19661,-3.3174,-0.153805
-194.315,0.771605,0.966547,2,3,0,194.837,0.0980687,0.642002,1.25897,-2.9887,0.0980687
-193.446,1,0.91398,2,7,0,194.943,-0.510805,0.661129,1.20854,-2.98503,-0.510805
-192.633,1,1.58461,2,3,0,193.027,-0.0676136,0.685373,1.11206,-3.04978,-0.0676136
-192.633,1.10918e-12,2.72324,1,1,0,193.955,-0.0676136,0.685373,1.11206,-3.04978,-0.0676136
-192.375,0.999917,0.341659,3,7,0,192.838,-0.324702,0.692945,1.13955,-3.06232,-0.324702
-193.233,0.88992,0.589037,3,7,0,194.557,-0.453271,0.645972,1.14887,-2.93404,-0.453271
-194.114,0.615853,0.759126,2,3,0,197.24,-0.465283,0.657783,1.07073,-2.94528,-0.465283
-193.045,1,0.484594,3,7,0,194.998,0.107084,0.701326,1.1788,-3.13346,0.107084
-192.789,0.986512,0.82299,2,3,0,193.413,-0.401479,0.673642,1.12811,-3.00087,-0.401479
-195.517,0.142624,1.34043,2,3,0,195.862,-0.508783,0.817672,1.10443,-3.56067,-0.508783
-192.706,0.992803,0.264496,3,15,0,196.881,-0.415333,0.689167,1.19362,-3.0608,-0.415333
-192.385,0.995916,0.437976,3,7,0,193.06,-0.211536,0.711228,1.20676,-3.14268,-0.211536
-192.485,0.94325,0.725451,2,3,0,193.237,-0.168584,0.742766,1.13876,-3.2442,-0.168584
-192.474,0.938712,1.04911,2,3,0,193.231,-0.166451,0.689474,1.21747,-3.07849,-0.166451
-194.058,0.476246,1.4927,2,3,0,194.254,0.0307769,0.646748,1.2744,-2.99554,0.0307769
-194.203,0.989881,0.694759,3,7,0,195.076,-0.347606,0.763129,1.05483,-3.29895,-0.347606
-193.29,0.887172,1.11463,2,3,0,195.268,0.0306934,0.648999,1.19897,-2.98245,0.0306934
-196.765,0.217521,1.39241,2,3,0,197.317,-0.685364,0.78923,1.3446,-3.48429,-0.685364
