# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1257
# chain_id=3
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=model-censored-x_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept_y,bsp_y.1,sigma_y,Ymi_xstar.1,Intercept_xstar,sigma_xstar,Ycens_xstar.1,Ycens_xstar.2,Ycens_xstar.3,Ycens_xstar.4,Ycens_xstar.5,Ycens_xstar.6,Ycens_xstar.7,lprior,b_y_Intercept,b_xstar_Intercept
-94.2638,0.693113,0.127366,5,31,0,99.9431,-0.176292,1.93553,1.28092,1.90892,0.0890181,1.61585,-1.31828,-2.58549,-2.10587,-1.66439,-1.6961,-2.04175,-4.16047,-7.78835,-0.176292,0.0890181
-94.8259,0.890436,0.0974109,4,15,0,102.8,0.484277,2.01724,0.851185,0.974513,-0.115597,1.70664,-1.38009,-4.11948,-1.47713,-2.72202,-1.56117,-2.10698,-3.39544,-7.7811,0.484277,-0.115597
-91.7985,0.952983,0.130922,4,15,0,98.9706,0.0485098,2.01265,1.08397,1.35375,0.365189,1.93182,-1.79981,-3.16416,-1.43476,-1.55686,-2.2928,-1.68875,-4.10969,-7.86896,0.0485098,0.365189
-91.7985,0.142642,0.208745,1,3,0,98.2106,0.0485098,2.01265,1.08397,1.35375,0.365189,1.93182,-1.79981,-3.16416,-1.43476,-1.55686,-2.2928,-1.68875,-4.10969,-7.86896,0.0485098,0.365189
-91.1577,0.99834,0.0345725,6,63,0,97.1844,-0.198507,1.99484,1.02111,2.46466,0.041916,1.81662,-1.58072,-3.31524,-1.55482,-2.15348,-1.27408,-1.83677,-3.18419,-7.83494,-0.198507,0.041916
-94.187,0.892717,0.0627006,5,63,0,101.958,0.0181271,2.03462,1.03559,1.95513,0.0233882,1.99278,-1.03813,-3.76599,-1.50314,-1.61071,-2.74356,-1.78109,-3.47025,-7.88816,0.0181271,0.0233882
-93.9645,0.900742,0.084314,5,63,0,100.217,-0.0729324,2.11673,0.807671,1.63154,0.243481,1.74723,-1.0246,-3.6077,-1.53866,-1.20441,-1.38894,-1.67771,-2.5141,-7.79203,-0.0729324,0.243481
-96.9694,0.754787,0.11531,4,31,0,102.809,-0.0446297,2.25805,0.784986,2.10585,0.26459,1.5525,-1.06312,-2.75344,-1.25543,-1.73873,-1.00939,-1.34988,-3.81021,-7.73023,-0.0446297,0.26459
-97.0211,0.998331,0.105888,4,31,0,103.587,-0.226036,2.32205,1.00228,1.6452,0.154676,1.64792,-1.0382,-2.30367,-1.02555,-1.29304,-1.0689,-1.46979,-2.7974,-7.77882,-0.226036,0.154676
-97.0211,0.0809663,0.186642,3,11,0,101.6,-0.226036,2.32205,1.00228,1.6452,0.154676,1.64792,-1.0382,-2.30367,-1.02555,-1.29304,-1.0689,-1.46979,-2.7974,-7.77882,-0.226036,0.154676
-103.069,0.979464,0.0286574,4,15,0,104.381,-0.419729,2.40576,0.776382,1.36228,0.000356738,2.31328,-1.03514,-2.169,-1.02811,-1.27524,-1.06555,-1.41269,-3.18804,-8.01179,-0.419729,0.000356738
-100.411,1,0.0481259,6,63,0,106.396,-0.0487471,1.90529,0.693188,1.88761,0.396773,2.53487,-1.04564,-3.55478,-1.01742,-1.97854,-1.09595,-1.89739,-3.90453,-8.07713,-0.0487471,0.396773
-102.857,0.943958,0.0845648,5,63,0,108.427,0.501621,1.98761,1.00263,1.72863,-0.176664,2.53182,-1.47963,-3.5354,-1.00553,-1.15206,-1.16704,-1.24582,-3.64578,-8.09403,0.501621,-0.176664
-98.0408,0.882267,0.12739,5,31,0,110.502,-0.668687,2.4047,1.01327,2.03212,0.114956,2.13277,-1.23432,-2.9218,-1.61495,-1.54563,-1.08821,-1.18628,-2.50324,-7.97117,-0.668687,0.114956
-97.1936,0.289883,0.162733,5,31,0,105.493,0.451134,2.17092,0.767354,1.56263,0.281829,1.80831,-1.36684,-3.44962,-1.2399,-2.35446,-1.05465,-1.60112,-3.92733,-7.7996,0.451134,0.281829
-91.909,1,0.0457477,6,63,0,100.381,0.0496898,2.27643,1.01011,2.08424,-0.0716444,1.77538,-1.22619,-2.59793,-1.2669,-1.28414,-1.35199,-1.76271,-3.32153,-7.8166,0.0496898,-0.0716444
-92.778,0.983574,0.0790114,4,31,0,97.477,-0.311803,2.06622,0.743534,1.88282,0.0010729,1.63561,-1.42671,-3.67379,-1.18024,-1.29866,-1.60688,-1.71489,-2.912,-7.76866,-0.311803,0.0010729
-91.1043,0.837012,0.129867,4,31,0,97.1693,-0.168198,2.06677,0.80481,2.1917,0.391917,1.71203,-1.47072,-3.36347,-1.32351,-1.16837,-1.68336,-1.19462,-3.80366,-7.78827,-0.168198,0.391917
-94.8609,0.154933,0.147033,4,15,0,98.1675,0.24624,2.0549,1.21137,2.03867,0.660802,1.80698,-1.51445,-3.35263,-1.35364,-1.1977,-2.08154,-1.17172,-3.42618,-7.85145,0.24624,0.660802
-93.597,0.998503,0.0307244,6,63,0,102.679,-0.0546338,2.02272,1.06971,1.54837,-0.749171,1.98029,-1.30933,-3.66469,-1.98414,-1.81588,-1.94501,-1.15462,-3.5731,-7.97912,-0.0546338,-0.749171
-95.9283,0.974383,0.0521551,5,31,0,104.29,0.589225,1.85874,0.941785,1.53758,0.124422,1.95319,-1.88736,-4.02453,-1.61009,-2.47242,-2.78349,-1.11361,-3.30478,-7.85827,0.589225,0.124422
-95.4294,0.959749,0.0828354,4,15,0,100.654,-0.126866,1.84823,1.15286,1.55411,0.243557,1.92545,-1.99281,-3.77665,-1.5015,-1.72837,-2.26172,-1.16143,-4.70038,-7.87523,-0.126866,0.243557
-93.3042,0.823845,0.126139,4,15,0,101.597,0.101939,2.05245,1.31608,1.39517,0.0542901,1.56988,-1.34481,-3.37968,-1.60029,-2.12561,-1.61798,-1.33036,-2.79636,-7.76868,0.101939,0.0542901
-92.6181,0.17893,0.137691,4,31,0,101.855,-0.0962116,2.20826,0.880282,1.39414,0.205153,1.54262,-1.40023,-3.40138,-1.69527,-2.00223,-1.34939,-1.3631,-2.46566,-7.73399,-0.0962116,0.205153
-93.6111,0.985426,0.0321552,6,127,0,98.6226,0.0751933,1.98954,1.16732,1.23165,0.448868,1.88481,-1.4694,-2.96981,-1.77079,-2.20512,-1.20558,-1.49908,-2.88983,-7.8619,0.0751933,0.448868
-93.4269,0.99043,0.0519031,5,31,0,97.8201,0.0793129,2.00326,1.01467,1.17066,0.26529,2.02115,-1.46767,-2.98168,-1.78354,-2.30443,-1.22709,-1.5555,-2.80732,-7.89209,0.0793129,0.26529
-94.3165,0.977271,0.0842162,5,31,0,99.6041,0.0515733,1.67226,0.941265,2.33844,-0.41376,1.96808,-1.78616,-4.59766,-1.63452,-1.18479,-1.4378,-1.89114,-4.16485,-7.90892,0.0515733,-0.41376
-93.1175,0.870516,0.131633,4,15,0,100.89,0.110998,1.88553,0.666275,1.69973,0.309508,2.02706,-1.52327,-3.69788,-1.87429,-2.41523,-1.76822,-1.1987,-3.73723,-7.87511,0.110998,0.309508
-93.1175,8.55309e-05,0.159545,2,3,0,99.1794,0.110998,1.88553,0.666275,1.69973,0.309508,2.02706,-1.52327,-3.69788,-1.87429,-2.41523,-1.76822,-1.1987,-3.73723,-7.87511,0.110998,0.309508
-97.4532,1,0.0257985,6,63,0,102.744,0.7373,1.81357,0.922178,1.71484,-0.426584,2.11619,-2.84947,-4.14738,-3.17966,-1.98889,-2.0983,-1.17529,-4.35473,-7.95745,0.7373,-0.426584
-95.8854,0.89537,0.0424205,5,31,0,104.32,0.418217,1.6822,1.29378,1.85694,-0.539507,1.80626,-2.32145,-3.44345,-2.40859,-1.83184,-2.28675,-1.19802,-4.62435,-7.89092,0.418217,-0.539507
-96.6305,0.966911,0.0545831,4,15,0,103.113,0.63383,1.67768,1.04881,2.14394,-0.413517,2.39407,-1.95391,-3.83857,-3.28652,-2.07286,-2.17583,-1.30196,-3.62363,-8.06768,0.63383,-0.413517
-99.74,0.951826,0.0823296,4,15,0,105.749,0.511566,1.67675,1.08859,0.852323,-0.422887,2.74489,-2.55192,-4.48507,-2.04006,-1.61025,-3.36726,-1.16579,-4.85279,-8.21317,0.511566,-0.422887
-93.4298,0.480032,0.119403,4,15,0,107.657,-0.00186565,2.00881,0.943016,2.36713,0.340885,1.83685,-1.68688,-3.20558,-2.18792,-1.58935,-1.31663,-2.25029,-2.473,-7.82839,-0.00186565,0.340885
-91.4436,0.963996,0.0599082,4,15,0,97.9766,-0.235182,2.12508,1.05013,2.17847,0.289219,1.6232,-1.65663,-2.81178,-2.01397,-1.69535,-1.44509,-1.83671,-3.47775,-7.77551,-0.235182,0.289219
-94.5022,0.909885,0.0890156,5,31,0,98.0295,0.14415,2.05956,1.0502,2.12419,0.72018,1.78024,-1.07339,-3.43647,-1.35161,-1.59868,-1.14588,-1.38603,-2.95045,-7.83915,0.14415,0.72018
-91.2848,0.957364,0.116766,4,23,0,98.7553,-0.244223,2.23609,1.04936,1.6462,-0.163683,1.7304,-1.22825,-2.76613,-1.44285,-1.7506,-1.3457,-1.4034,-3.3885,-7.82245,-0.244223,-0.163683
-92.1268,0.398687,0.169466,4,15,0,97.1525,0.0462052,2.16774,0.977952,1.61534,-0.562635,1.86049,-1.2809,-2.91182,-1.39605,-1.41167,-1.3425,-1.25355,-3.05074,-7.89593,0.0462052,-0.562635
-92.588,0.941787,0.0721468,5,31,0,98.8695,0.303128,1.94694,0.836745,1.98449,0.662314,1.94276,-1.89824,-3.05184,-1.39535,-1.47559,-2.41327,-1.49859,-3.96938,-7.87166,0.303128,0.662314
-94.68,0.573534,0.10104,4,15,0,98.4493,-0.0317009,2.08517,0.926515,1.49387,-0.501812,1.75635,-1.50625,-2.07187,-1.57359,-1.42383,-1.3248,-2.02458,-3.6662,-7.85182,-0.0317009,-0.501812
-96.0069,0.941463,0.0635688,5,31,0,101.337,-0.161422,2.10621,1.06429,2.24033,0.318275,2.20586,-1.72817,-3.93319,-1.70771,-2.07534,-2.26317,-1.17056,-2.61901,-7.97223,-0.161422,0.318275
-97.954,0.963774,0.0886647,5,31,0,104.013,0.170652,1.93765,1.17023,1.48832,0.14071,1.46886,-1.06535,-2.21856,-1.36261,-1.3873,-1.09462,-1.88421,-3.30302,-7.72436,0.170652,0.14071
-99.9333,0.625006,0.12921,4,31,0,106.049,0.397661,1.88957,1.2038,2.30127,-0.752503,2.16927,-1.17255,-3.90142,-1.72826,-1.85416,-2.48051,-1.35206,-5.83165,-8.04784,0.397661,-0.752503
-94.1366,0.981613,0.091238,4,31,0,103.352,0.214353,1.68304,0.980976,2.27206,-0.486778,2.15409,-1.1794,-3.67134,-1.62178,-2.06617,-2.08045,-1.35312,-4.50148,-7.98404,0.214353,-0.486778
-94.0936,0.88761,0.137444,4,15,0,99.8441,-0.0124275,1.89308,0.861771,1.3471,0.460314,2.15517,-1.96225,-2.87893,-1.90816,-1.387,-1.4006,-1.58517,-3.28096,-7.94078,-0.0124275,0.460314
-91.856,0.17511,0.169138,3,7,0,98.3197,0.224524,1.94443,0.846945,1.25761,0.27321,1.70491,-2.25925,-3.75691,-1.77438,-1.34389,-1.41757,-1.5801,-3.25314,-7.77279,0.224524,0.27321
-92.3335,0.998688,0.0467855,5,31,0,97.5116,0.109207,2.04165,0.829678,2.76337,-0.600476,1.955,-1.39333,-3.04851,-1.48863,-1.63003,-1.39606,-1.39928,-3.56525,-7.9238,0.109207,-0.600476
-93.494,0.910332,0.072782,4,31,0,98.3359,0.0167197,2.21672,0.919445,1.92806,0.883832,2.2569,-1.49902,-3.03422,-1.44273,-1.90106,-1.31108,-1.31205,-3.8965,-8.02322,0.0167197,0.883832
-92.3217,0.953522,0.0938519,4,31,0,102.719,0.209903,2.16768,1.00173,1.35399,0.167852,1.48864,-1.44768,-3.55601,-1.21042,-1.21424,-1.62924,-1.37334,-2.90288,-7.71706,0.209903,0.167852
-95.8601,0.52676,0.13191,4,15,0,99.853,-0.0461255,1.84933,0.983457,1.9395,0.319836,2.34963,-1.37064,-3.1309,-1.24203,-1.99101,-1.48949,-1.07013,-3.46637,-8.01707,-0.0461255,0.319836
-95.6517,0.982891,0.0770773,5,31,0,100.241,-0.0716036,2.16946,1.18054,1.8702,-0.171869,1.73589,-1.31437,-2.89793,-2.5272,-1.42653,-1.56731,-1.05178,-3.7376,-7.82685,-0.0716036,-0.171869
-96.9607,0.638672,0.114703,5,31,0,108.217,-0.151248,2.15791,0.990877,2.09902,-0.118834,1.54314,-1.17136,-1.91959,-1.65181,-1.7658,-1.4738,-1.02734,-2.95742,-7.75391,-0.151248,-0.118834
-96.2644,0.754761,0.0845958,4,15,0,105.175,0.129817,1.92337,0.923451,2.48085,0.661502,1.74861,-1.13745,-3.75873,-1.78052,-1.49533,-1.56227,-1.02889,-2.88286,-7.81511,0.129817,0.661502
-97.1946,0.992056,0.079087,5,31,0,101.352,0.0883257,2.32255,0.869288,1.4092,-0.447834,1.5368,-1.0748,-2.98666,-1.68522,-1.13568,-1.49332,-1.02176,-3.02039,-7.76984,0.0883257,-0.447834
-95.0788,0.986633,0.119113,5,31,0,99.241,-0.183026,2.12682,0.883894,1.64182,-0.0179895,1.75322,-1.11492,-3.63831,-1.49424,-1.0852,-1.62793,-1.02363,-3.68474,-7.80753,-0.183026,-0.0179895
-95.9843,0.538095,0.176732,4,15,0,98.5671,-0.36618,2.18067,0.892477,1.96446,0.332754,1.7824,-1.09962,-3.01134,-1.23146,-1.09478,-1.65966,-1.01119,-3.21222,-7.82352,-0.36618,0.332754
-95.0755,0.824696,0.107096,5,31,0,100.167,0.18306,2.11278,1.26049,2.06727,0.170483,1.88478,-1.29705,-3.33578,-1.51003,-2.10543,-1.25086,-1.05704,-3.50273,-7.86003,0.18306,0.170483
-93.9628,0.894607,0.114947,5,31,0,98.9164,-0.31584,2.15262,0.75749,2.29235,0.297496,1.58161,-1.29281,-3.3739,-1.3553,-1.64947,-1.67606,-1.04133,-3.56029,-7.75007,-0.31584,0.297496
-94.6018,0.660914,0.141468,4,31,0,99.0522,-0.0739893,1.96998,1.08982,1.73432,-0.272342,2.11088,-2.26364,-3.77223,-1.29254,-1.81547,-1.92406,-1.08769,-4.02409,-7.95761,-0.0739893,-0.272342
-98.7377,0.390802,0.10992,5,31,0,108.521,-0.268476,2.32588,1.21877,2.05347,0.731952,1.91624,-1.48079,-2.9267,-2.80567,-1.5147,-1.43897,-1.43254,-3.43949,-7.91331,-0.268476,0.731952
-99.449,0.997075,0.0505511,4,15,0,101.807,-0.32807,2.30524,1.18966,2.04673,0.727141,1.85758,-1.49778,-2.85008,-2.88268,-1.49123,-1.43638,-1.43808,-3.50902,-7.89378,-0.32807,0.727141
-99.453,0.985022,0.0759524,5,31,0,108.464,0.52124,2.24897,0.997011,1.51248,1.06109,2.2633,-2.21112,-3.9908,-1.39865,-1.89406,-2.04722,-1.30077,-3.4633,-8.05111,0.52124,1.06109
-96.3715,0.708107,0.111061,4,15,0,106.003,-0.0489947,2.09078,0.935514,2.84351,0.130428,1.50493,-1.49543,-3.20956,-1.67937,-2.18056,-1.97607,-1.30335,-4.35809,-7.72509,-0.0489947,0.130428
-92.1217,0.986535,0.0950049,4,31,0,101.735,0.301043,1.74091,0.953868,1.76895,-0.792587,1.78757,-1.89089,-3.588,-2.25806,-1.62328,-1.65679,-2.12821,-4.27583,-7.90618,0.301043,-0.792587
-92.9575,0.581757,0.138676,4,15,0,98.739,0.344121,1.91029,0.80168,1.83728,-1.01387,2.3197,-1.88434,-3.24279,-1.98384,-1.58785,-1.56448,-2.2559,-4.50849,-8.13575,0.344121,-1.01387
-93.7305,0.994495,0.0932631,5,31,0,98.7063,-0.046906,2.04943,0.84156,1.6815,-0.420784,1.90722,-1.13147,-3.11159,-1.05423,-1.48107,-1.45866,-1.16957,-3.305,-7.88631,-0.046906,-0.420784
-95.0888,0.974254,0.137727,4,15,0,99.9122,-0.0371064,2.15681,0.912588,1.74179,-0.464411,2.01956,-1.14327,-4.14033,-1.05166,-1.45354,-1.50429,-1.36051,-3.36632,-7.93489,-0.0371064,-0.464411
-95.0888,0.0878393,0.19507,3,7,0,104.957,-0.0371064,2.15681,0.912588,1.74179,-0.464411,2.01956,-1.14327,-4.14033,-1.05166,-1.45354,-1.50429,-1.36051,-3.36632,-7.93489,-0.0371064,-0.464411
-93.4747,0.94654,0.0519989,4,31,0,99.4332,-0.226539,2.14045,0.807865,2.15236,0.617249,1.88176,-1.15615,-3.16456,-1.04737,-1.52728,-1.77526,-1.56822,-2.76959,-7.86114,-0.226539,0.617249
-96.0123,0.735553,0.0699974,5,31,0,103.576,0.260604,2.29566,0.915278,1.43186,0.0420061,1.55092,-2.14554,-2.60359,-1.08078,-1.28549,-1.29128,-1.73844,-3.09395,-7.73133,0.260604,0.0420061
-99.5719,0.92719,0.0634123,6,63,0,102.87,-0.347807,2.06299,0.893187,2.15584,0.27959,2.82033,-1.10242,-3.18222,-2.40932,-1.40274,-1.62805,-1.57161,-2.59133,-8.21555,-0.347807,0.27959
-94.5006,0.982251,0.0820555,4,31,0,104.101,0.452845,1.97859,1.18449,2.02469,0.0194742,1.40197,-1.22787,-2.66679,-1.72646,-1.52576,-1.66526,-2.00303,-3.73324,-7.70659,0.452845,0.0194742
-100.401,0.727388,0.117291,4,15,0,107.162,0.187168,2.095,1.31104,0.909419,0.420492,2.35306,-1.24773,-2.14409,-2.06612,-1.83567,-1.55058,-3.10481,-4.09527,-8.03968,0.187168,0.420492
-97.2834,0.706295,0.104549,4,15,0,104.621,0.304187,1.99845,1.20365,1.04574,0.522076,2.42795,-1.23566,-2.47977,-2.05744,-2.16273,-1.70655,-2.57663,-4.36123,-8.06419,0.304187,0.522076
-96.2049,0.996237,0.0897355,4,15,0,100.321,0.471797,1.96625,1.24491,1.00497,0.286619,1.83653,-1.22834,-2.43359,-1.89347,-1.96006,-1.84757,-2.88539,-3.27798,-7.84004,0.471797,0.286619
-92.9421,0.764431,0.130922,4,15,0,104.923,0.559652,1.99274,0.957301,1.53588,0.174285,1.89689,-2.06208,-3.92871,-1.77548,-1.77772,-1.32858,-1.21094,-3.29839,-7.83923,0.559652,0.174285
-92.9421,0.00139845,0.999392,1,2,1,101.83,0.559652,1.99274,0.957301,1.53588,0.174285,1.89689,-2.06208,-3.92871,-1.77548,-1.77772,-1.32858,-1.21094,-3.29839,-7.83923,0.559652,0.174285
-92.9421,0,2.33959,0,1,1,96.9028,0.559652,1.99274,0.957301,1.53588,0.174285,1.89689,-2.06208,-3.92871,-1.77548,-1.77772,-1.32858,-1.21094,-3.29839,-7.83923,0.559652,0.174285
-91.4881,0.902863,0.230856,4,15,0,96.4303,0.074585,1.8421,0.913432,1.99965,-0.302521,1.70583,-1.36509,-3.44739,-1.8065,-1.85931,-1.47811,-1.45332,-4.71945,-7.80652,0.074585,-0.302521
-90.8614,0.996725,0.185684,4,31,0,95.2811,0.445797,1.81041,1.04352,1.84881,-0.111218,2.03161,-2.5729,-4.42118,-2.09072,-1.93408,-1.69253,-1.60657,-3.97688,-7.90185,0.445797,-0.111218
-91.0421,0.983616,0.244268,4,15,0,94.9259,0.239715,1.84198,0.772405,2.28997,-0.210671,2.09225,-1.25663,-4.03304,-1.50987,-1.90673,-2.59032,-2.10025,-4.25841,-7.91734,0.239715,-0.210671
-92.8633,0.10345,0.359337,4,31,0,100.838,0.0896255,1.729,0.816284,2.15975,-0.158991,1.95956,-1.37038,-4.546,-1.62445,-1.8439,-2.57018,-1.5238,-4.55734,-7.87167,0.0896255,-0.158991
-88.7473,0.999839,0.0389313,6,63,0,95.4475,0.328223,2.04138,0.870907,2.00553,0.347475,1.96976,-1.56391,-2.99397,-1.88239,-1.63827,-1.6656,-1.97317,-3.72356,-7.86226,0.328223,0.347475
-90.9596,0.992375,0.0661422,5,63,0,93.9978,0.211095,2.03233,0.965271,1.78974,0.390579,1.77723,-1.26106,-3.99777,-1.28834,-1.35156,-1.44018,-1.83687,-3.93099,-7.80642,0.211095,0.390579
-93.3835,0.997352,0.115347,5,63,0,98.7993,0.54631,1.98702,1.26103,1.35069,0.16649,1.5884,-1.65496,-3.37171,-1.98673,-1.4405,-1.73957,-1.82043,-4.36562,-7.76236,0.54631,0.16649
-96.5558,0.943839,0.210521,4,15,0,101.518,0.0870497,1.95076,0.812893,0.869567,-0.890008,2.37029,-1.11537,-3.74236,-1.7553,-2.35906,-1.574,-1.8192,-3.64916,-8.1323,0.0870497,-0.890008
-98.3069,0.826868,0.329997,3,7,0,105.428,0.169723,1.79983,0.831984,1.31533,-1.09876,2.19734,-1.06304,-4.60923,-1.34635,-1.45777,-1.57955,-1.92204,-4.02487,-8.11479,0.169723,-1.09876
-96.6522,0.930363,0.360618,3,7,0,105.824,0.0715932,1.96734,1.08747,1.87123,-1.00345,2.13204,-1.14567,-3.34197,-2.73323,-1.28848,-1.7481,-2.06517,-3.23945,-8.08554,0.0715932,-1.00345
