# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=1257
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=model-censored-x_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept_y,bsp_y.1,sigma_y,Ymi_xstar.1,Intercept_xstar,sigma_xstar,Ycens_xstar.1,Ycens_xstar.2,Ycens_xstar.3,Ycens_xstar.4,Ycens_xstar.5,Ycens_xstar.6,Ycens_xstar.7,lprior,b_y_Intercept,b_xstar_Intercept
-102.579,0.44042,0.134916,4,15,0,112.005,0.0235733,1.9917,1.6078,2.25166,-0.685814,1.85422,-1.19104,-3.44156,-1.95481,-1.96413,-3.80167,-2.45018,-4.22582,-7.96752,0.0235733,-0.685814
-96.8129,0.989633,0.0594948,5,31,0,109.368,0.482607,2.18945,1.16652,2.16623,0.336095,1.49676,-1.10089,-3.52809,-2.26151,-1.72298,-1.23184,-1.90245,-3.72452,-7.73002,0.482607,0.336095
-94.1832,0.863899,0.0959435,4,15,0,102.726,0.491723,1.83858,1.08051,1.82322,-0.43587,2.16737,-1.18106,-3.68266,-1.51092,-1.81075,-1.49223,-1.78939,-3.36894,-7.98588,0.491723,-0.43587
-98.828,0.770356,0.114748,4,31,0,102.714,-0.269476,2.02099,1.02833,1.71302,0.611149,1.63099,-1.85176,-2.31266,-1.35914,-1.46708,-1.04217,-1.36255,-2.22166,-7.7952,-0.269476,0.611149
-97.446,0.743715,0.110285,3,15,0,106.718,-0.0331397,2.42442,1.3086,1.19503,0.205181,1.78201,-1.47703,-2.18868,-1.4778,-1.70604,-1.06815,-1.63876,-3.75097,-7.83585,-0.0331397,0.205181
-87.73,0.79454,0.0997414,5,31,0,102.133,0.159786,1.98782,0.736151,2.14445,-0.0903793,1.76349,-1.18397,-3.75039,-1.66297,-1.63299,-1.46782,-1.77832,-3.66567,-7.79546,0.159786,-0.0903793
-93.5128,0.849285,0.101412,4,15,0,95.4224,0.00404779,2.04555,0.894235,2.49398,0.869342,2.14504,-1.11422,-3.3591,-1.84955,-1.50943,-1.95915,-1.27831,-3.0425,-7.97837,0.00404779,0.869342
-93.0586,0.470473,0.116699,4,15,0,101.21,0.0891758,1.9993,0.734618,2.07386,1.00665,2.20572,-1.16009,-3.83076,-1.6712,-1.44643,-2.22005,-1.42853,-3.71191,-8.01086,0.0891758,1.00665
-94.8183,0.970682,0.0570774,5,31,0,98.8714,-0.146297,2.12032,0.704042,2.29522,-0.971569,2.10755,-1.17723,-3.3101,-1.2485,-1.95066,-1.43519,-1.43373,-3.23335,-8.05446,-0.146297,-0.971569
-96.121,0.801096,0.0863353,4,15,0,100.597,0.00988004,2.12788,1.28378,2.06793,-0.87393,2.14041,-1.24149,-3.46198,-1.31062,-1.7758,-1.42751,-1.55542,-3.27595,-8.07602,0.00988004,-0.87393
-95.4752,0.985811,0.0890634,4,15,0,104.242,-0.217719,1.89245,1.13377,1.16873,-0.360055,1.99603,-1.19369,-3.58265,-1.29465,-1.7471,-1.67059,-2.29131,-4.30373,-7.93529,-0.217719,-0.360055
-96.9169,0.755402,0.138206,4,15,0,100.832,0.308912,2.22672,1.11314,2.52806,0.260785,1.88015,-1.87706,-2.5154,-1.06094,-1.55491,-1.49439,-1.293,-3.58976,-7.84541,0.308912,0.260785
-97.781,0.867202,0.128496,3,7,0,100.206,-0.387206,2.08021,0.865424,2.49096,0.180204,1.61329,-1.60779,-4.35442,-1.08087,-1.5921,-1.53333,-1.3399,-3.44116,-7.76826,-0.387206,0.180204
-99.626,0.71831,0.152675,4,15,0,105.854,0.56603,2.26199,1.26467,2.6822,0.324329,2.12798,-1.68796,-3.58627,-1.08342,-1.26339,-1.72064,-1.67541,-3.4257,-7.94442,0.56603,0.324329
-99.9671,0.627274,0.130951,4,15,0,108.927,-0.0861879,1.9515,1.25232,3.32671,0.415893,1.65601,-2.12176,-2.48398,-1.07109,-1.47967,-1.29069,-2.12115,-4.2133,-7.79823,-0.0861879,0.415893
-100.161,0.995711,0.0924013,5,47,0,105.277,0.778998,1.89304,1.04485,0.505624,-0.66652,1.80087,-1.19692,-3.29484,-2.63764,-1.96513,-1.70293,-1.40935,-4.96112,-7.89378,0.778998,-0.66652
-99.2947,0.965979,0.144517,3,7,0,104.59,0.646181,1.92746,1.38453,0.80865,-0.884201,2.09931,-1.2541,-2.70611,-2.08421,-1.89119,-1.7449,-1.44613,-4.09453,-8.06466,0.646181,-0.884201
-100.064,0.414703,0.21102,3,7,0,104.243,0.084935,1.9032,1.04086,1.10535,-1.04093,2.11986,-1.24395,-2.14812,-2.40644,-2.33876,-1.77286,-1.73912,-3.52204,-8.08656,0.084935,-1.04093
-95.1121,0.970995,0.0950264,5,31,0,104.629,-0.0883614,1.95068,0.961466,2.46228,0.981246,2.09745,-1.66521,-2.48056,-1.62054,-1.63335,-1.62785,-1.1991,-3.8217,-7.98517,-0.0883614,0.981246
-97.5429,0.87114,0.139942,4,31,0,100.943,-0.101796,2.20341,0.719535,1.33396,-0.634543,2.41734,-1.16965,-2.64677,-1.49863,-1.44172,-1.08128,-1.24806,-2.9956,-8.10238,-0.101796,-0.634543
-98.4882,0.480306,0.166333,2,7,0,102.548,0.0261153,2.22455,0.982821,1.96714,-0.502263,1.41413,-1.16892,-4.03287,-1.41341,-1.51342,-1.06781,-1.23529,-2.81949,-7.75153,0.0261153,-0.502263
-93.5574,0.989372,0.0871213,5,31,0,100.956,-0.178007,2.15191,0.716854,1.85667,0.329499,2.08709,-1.16715,-2.86363,-1.43181,-1.47737,-1.02631,-1.41737,-3.76911,-7.9095,-0.178007,0.329499
-93.4564,0.907158,0.13249,4,31,0,100.079,0.247274,1.75525,0.926041,2.15161,-0.278078,1.76021,-1.05507,-3.81657,-2.2064,-1.98049,-1.26509,-2.13814,-4.56023,-7.81823,0.247274,-0.278078
-93.4564,2.45355e-05,0.169193,4,15,0,103.037,0.247274,1.75525,0.926041,2.15161,-0.278078,1.76021,-1.05507,-3.81657,-2.2064,-1.98049,-1.26509,-2.13814,-4.56023,-7.81823,0.247274,-0.278078
-92.0923,0.993774,0.0332917,6,63,0,100.841,0.0622898,2.30989,0.846673,1.4394,0.0618943,1.91549,-1.03633,-3.14017,-1.33721,-1.54857,-1.43261,-1.52882,-2.87722,-7.84723,0.0622898,0.0618943
-94.4115,0.934418,0.05099,5,63,0,100.39,-0.0443733,2.366,0.773763,1.36275,-0.0917524,1.94947,-1.0404,-3.39842,-1.30645,-1.56535,-1.51675,-1.61787,-2.89182,-7.86552,-0.0443733,-0.0917524
-98.3064,0.965565,0.0688898,5,63,0,102.999,0.408713,2.38309,1.29715,1.91013,0.301037,1.95003,-1.07431,-3.686,-1.16995,-1.65822,-1.47862,-1.4936,-3.08576,-7.88331,0.408713,0.301037
-94.1073,0.89928,0.0988264,4,31,0,106.566,-0.165259,2.08273,0.750819,2.12655,-0.129386,1.66892,-1.06601,-3.404,-1.37668,-2.32948,-1.21995,-1.66058,-3.01205,-7.77953,-0.165259,-0.129386
-93.2719,0.439587,0.123566,4,15,0,101.587,0.00933181,2.16677,0.816673,1.33234,0.049284,1.58158,-1.14896,-3.90996,-1.59311,-1.41311,-1.09467,-1.49639,-2.84804,-7.74062,0.00933181,0.049284
-95.6219,0.993221,0.061262,5,63,0,99.8991,0.0984901,2.121,0.934928,2.06212,0.0687915,1.55771,-1.04026,-2.23666,-1.32386,-1.93978,-1.25925,-1.20946,-3.17874,-7.7371,0.0984901,0.0687915
-96.4074,0.879994,0.0924019,5,63,0,103.439,0.0407046,2.24422,0.989007,1.75752,0.329698,1.63736,-1.19528,-2.94957,-1.20916,-1.1527,-1.0415,-1.50404,-2.16439,-7.76595,0.0407046,0.329698
-92.8725,0.868025,0.110827,4,31,0,101.197,-0.367618,2.23199,0.916291,1.85473,-0.00216076,1.70863,-1.20616,-2.5192,-1.77982,-1.14307,-1.18155,-1.67784,-3.31589,-7.80385,-0.367618,-0.00216076
-93.0387,0.908982,0.129574,5,31,0,96.9162,-0.0783671,2.17821,0.834494,1.96958,-0.249457,1.72501,-2.15451,-3.20488,-1.7733,-1.11372,-1.46767,-1.93203,-3.32793,-7.80781,-0.0783671,-0.249457
-93.6682,0.291535,0.163953,4,15,0,100,0.166768,2.11244,0.805326,2.36703,-0.236705,1.55041,-1.86715,-3.82318,-1.15791,-1.25626,-1.31157,-1.58339,-3.74341,-7.74438,0.166768,-0.236705
-96.3635,0.975364,0.0617355,5,31,0,102.613,0.258922,2.05851,1.05091,1.03619,0.519423,1.941,-1.28253,-2.7446,-1.06573,-2.34406,-1.52871,-2.09561,-3.01006,-7.87299,0.258922,0.519423
-97.4884,0.949041,0.0890071,5,31,0,103.837,0.290105,1.87752,0.651322,2.7304,-0.50289,2.35342,-1.77572,-4.24172,-1.06903,-1.50503,-1.4488,-1.78614,-4.23508,-8.04301,0.290105,-0.50289
-99.1413,0.677999,0.121507,4,15,0,105.567,0.411128,2.00381,1.31698,0.0496298,0.583752,1.64228,-1.47024,-3.07542,-1.08222,-1.81916,-1.92658,-1.94458,-3.42058,-7.79899,0.411128,0.583752
-92.0276,0.903449,0.0979649,4,15,0,103.106,0.107837,2.17987,0.954003,1.24284,0.0397298,2.02229,-1.51999,-3.12062,-1.06205,-1.80463,-1.71968,-1.95248,-3.52497,-7.89014,0.107837,0.0397298
-94.9113,0.581862,0.122084,4,31,0,101.067,0.0560408,2.00199,1.03635,2.14764,0.144485,1.96129,-1.03918,-3.49582,-1.05466,-1.70154,-1.74267,-1.68454,-4.42984,-7.87307,0.0560408,0.144485
-97.2493,0.996745,0.0820278,6,63,0,101.245,-0.196547,2.22265,1.08636,2.10181,0.16932,1.65134,-1.07754,-3.46297,-1.11249,-1.31509,-1.01271,-1.28924,-2.74399,-7.78406,-0.196547,0.16932
-96.1418,0.749285,0.121949,5,31,0,101.161,0.184812,1.92033,1.2074,1.67003,0.429806,1.82155,-1.97821,-2.95064,-1.70411,-1.26692,-1.02031,-1.79479,-4.1111,-7.84019,0.184812,0.429806
-99.2048,0.660568,0.112957,4,15,0,104.582,-0.256758,1.92692,1.21867,1.41465,-0.58049,1.87378,-1.47268,-4.00015,-1.53163,-1.55056,-1.0371,-1.30423,-2.61573,-7.9323,-0.256758,-0.58049
-94.661,0.969039,0.0885368,5,31,0,103.343,0.0581159,2.02621,0.887044,2.34925,0.568534,1.54095,-1.10891,-3.34492,-1.66412,-1.55641,-1.08833,-1.53617,-2.56861,-7.74307,0.0581159,0.568534
-93.1213,0.855889,0.124217,5,31,0,98.2042,-0.172984,2.11987,0.976642,2.65764,0.024258,1.9231,-1.08861,-3.21535,-1.55994,-1.82906,-1.11402,-1.61977,-2.95418,-7.86735,-0.172984,0.024258
-96.2685,0.12933,0.140574,4,15,0,102.906,0.114264,1.99572,1.11613,1.26923,-0.0350617,1.68196,-2.50129,-2.53855,-1.64171,-1.40958,-1.38369,-1.77526,-2.34516,-7.79042,0.114264,-0.0350617
-92.2501,0.994957,0.0410025,5,31,0,100.569,0.12899,1.89802,0.825654,1.02084,0.137714,1.55103,-1.27637,-3.09215,-1.48484,-1.55171,-1.60199,-1.63063,-3.96,-7.72669,0.12899,0.137714
-93.1937,0.960281,0.0602827,5,31,0,100.386,0.623762,1.72014,1.05746,2.59889,-0.109803,2.38855,-1.88604,-3.26311,-1.95011,-1.89766,-2.0843,-2.18581,-4.45796,-8.03649,0.623762,-0.109803
-92.9679,0.974423,0.0828469,4,15,0,96.4653,0.207897,1.64857,0.82892,2.04398,0.066139,2.01988,-2.08996,-4.10179,-2.35278,-2.59153,-2.14985,-2.28305,-3.61271,-7.87896,0.207897,0.066139
-94.8373,0.66549,0.116538,4,31,0,101.42,0.769474,2.07647,1.17243,1.76464,-0.346759,2.27978,-1.62295,-3.45236,-2.38836,-1.66778,-2.02867,-1.65727,-4.40784,-8.02611,0.769474,-0.346759
-97.8642,0.634528,0.0927749,5,31,0,108.565,0.113207,2.34535,0.793179,1.01413,-0.199341,1.4133,-1.53229,-3.60785,-1.20886,-1.66084,-1.16673,-1.19471,-2.83038,-7.70292,0.113207,-0.199341
-94.8195,0.997734,0.0699247,5,31,0,100.616,0.119311,1.83604,0.808763,2.6434,-0.105866,1.58718,-1.26264,-3.24564,-2.18758,-1.63267,-1.36077,-2.65101,-4.44423,-7.74626,0.119311,-0.105866
-94.5546,0.981404,0.408941,3,7,0,100.186,0.293879,1.99946,0.9023,1.10769,0.428974,1.57498,-2.01398,-4.37464,-1.40352,-1.84349,-2.14045,-1.50732,-3.17521,-7.7401,0.293879,0.428974
-94.5546,0,5.68725,0,1,1,100.717,0.293879,1.99946,0.9023,1.10769,0.428974,1.57498,-2.01398,-4.37464,-1.40352,-1.84349,-2.14045,-1.50732,-3.17521,-7.7401,0.293879,0.428974
-94.5546,1.93873e-11,0.951568,2,3,0,99.9982,0.293879,1.99946,0.9023,1.10769,0.428974,1.57498,-2.01398,-4.37464,-1.40352,-1.84349,-2.14045,-1.50732,-3.17521,-7.7401,0.293879,0.428974
-92.9716,0.98403,0.0933198,5,31,0,100.152,0.21318,1.97014,1.03496,1.42965,0.501097,1.6327,-1.48672,-4.03021,-1.19503,-2.05775,-2.08894,-1.45658,-3.24519,-7.77117,0.21318,0.501097
-94.8567,0.982402,0.12016,5,31,0,101.359,0.463907,2.21135,1.11049,1.3305,0.361615,1.63299,-1.42137,-3.47618,-1.15132,-1.25913,-1.32174,-2.05006,-3.081,-7.76697,0.463907,0.361615
-90.4252,0.994314,0.177542,4,15,0,102.115,-0.17489,1.98844,0.71766,2.02926,-0.165255,1.83237,-1.31742,-3.20277,-1.65897,-2.04423,-1.69809,-1.48164,-3.4613,-7.83345,-0.17489,-0.165255
-94.4813,0.804038,0.295757,4,31,0,97.0951,0.638854,2.02938,1.03333,1.64305,-0.344871,2.2541,-1.57003,-4.14935,-1.96022,-1.14719,-1.49213,-1.68353,-4.11669,-8.00448,0.638854,-0.344871
-92.1638,0.99059,0.28673,4,15,0,99.266,-0.226621,2.03557,0.895876,1.96476,0.105422,1.58106,-1.29267,-3.12391,-1.68363,-2.11572,-1.34635,-1.36531,-4.09501,-7.75281,-0.226621,0.105422
-92.6435,0.67105,0.508696,3,15,0,100.662,0.0098652,2.2379,0.796408,1.58238,0.251751,1.53749,-1.44326,-3.24475,-1.19312,-1.16115,-1.34873,-1.08778,-2.8034,-7.72442,0.0098652,0.251751
-93.6833,0.964634,0.335144,4,15,0,99.473,0.246051,1.8973,1.06432,2.37752,-0.0521481,2.14647,-2.46594,-4.14364,-1.50542,-1.09193,-1.97931,-1.6557,-3.93572,-7.94327,0.246051,-0.0521481
-96.8939,0.861706,0.562116,3,7,0,99.3607,0.0123136,1.95154,1.05195,2.10388,-0.671179,1.92575,-1.19516,-3.06552,-1.2427,-1.07869,-1.75089,-2.70979,-3.86122,-7.94223,0.0123136,-0.671179
-99.1761,0.333344,0.684625,2,3,0,104.1,-0.0401389,2.06945,0.99368,2.1662,-0.765622,1.85327,-1.72416,-2.97409,-1.07906,-1.04031,-1.34811,-2.6307,-3.77581,-7.9333,-0.0401389,-0.765622
