# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=1256
# chain_id=2
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=carmodel_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,ar.1,sigma,b_Intercept
-192.199,0.000798365,1.37913,2,3,0,195.324,0.14312,0.745432,1.10978,0.14312
-191.54,0.99997,0.176069,4,15,0,192.398,-0.0469835,0.729154,1.09734,-0.0469835
-192.458,0.974754,0.302032,3,7,0,193.439,-0.0932879,0.802129,1.12149,-0.0932879
-192.508,0.988019,0.481842,3,7,0,194.178,-0.326591,0.603129,1.16323,-0.326591
-191.34,0.995142,0.789304,3,7,0,192.774,-0.369409,0.724388,1.19634,-0.369409
-191.89,0.527898,1.30658,2,3,0,193.113,-0.0389277,0.785864,1.17731,-0.0389277
-192.85,0.978311,0.669862,3,7,0,193.289,-0.4523,0.640615,1.26219,-0.4523
-195.054,0.511469,1.05699,2,3,0,196.395,0.552941,0.818963,1.22089,0.552941
-196.505,0.680239,0.526239,3,7,0,199.477,0.449162,0.670241,1.31593,0.449162
-195.996,1,0.399356,3,7,0,199.118,0.0160806,0.720155,1.43635,0.0160806
-192.187,0.99232,0.660031,2,3,0,196.705,0.0277558,0.7717,1.24047,0.0277558
-194.502,0.500742,1.06337,2,3,0,196.049,0.351715,0.829093,1.13132,0.351715
-194.516,0.964742,0.525908,3,7,0,195.696,-0.615592,0.603651,1.14054,-0.615592
-191.432,1,0.789607,2,7,0,194.434,-0.125261,0.767228,1.15027,-0.125261
-191.337,0.966424,1.28118,2,3,0,191.803,-0.152484,0.685996,1.21748,-0.152484
-191.337,0.00627073,1.90926,1,1,0,192.014,-0.152484,0.685996,1.21748,-0.152484
-191.544,0.997177,0.303285,3,15,0,192.031,-0.345148,0.710677,1.09776,-0.345148
-192.536,0.931525,0.487224,1,3,0,193.223,-0.44824,0.700294,1.0669,-0.44824
-192.623,0.998083,0.669058,2,3,0,192.8,-0.418386,0.69311,1.05811,-0.418386
-192.315,0.980268,1.06509,2,3,0,193.845,0.0839467,0.734196,1.07935,0.0839467
-192.507,0.595683,1.6189,2,3,0,193.276,0.253193,0.740416,1.1836,0.253193
-191.578,0.956705,1.02889,2,7,0,193.149,-0.0648745,0.740001,1.09576,-0.0648745
-191.834,0.91753,1.47606,2,3,0,192.037,-0.346448,0.69673,1.25261,-0.346448
-194.064,0.144113,1.93218,2,3,0,194.31,-0.184628,0.580791,1.0782,-0.184628
-192.512,1,0.455205,3,7,0,194.415,-0.360178,0.627939,1.10257,-0.360178
-192.387,0.995096,0.717047,3,7,0,193.059,-0.124907,0.797578,1.22803,-0.124907
-195.123,0.786979,1.11146,2,3,0,196.003,-0.672224,0.594305,1.20244,-0.672224
-192.633,1,1.09011,2,3,0,195.349,-0.0120783,0.742462,1.29597,-0.0120783
-192.633,0.000395722,1.69493,1,3,0,196.08,-0.0120783,0.742462,1.29597,-0.0120783
-193.592,0.996752,0.305711,4,15,0,194.323,-0.295453,0.707052,1.35254,-0.295453
-192.923,0.981167,0.473019,3,15,0,195.795,-0.674227,0.727961,1.2016,-0.674227
-192.672,0.893632,0.704568,2,5,0,194.519,0.280404,0.749523,1.18279,0.280404
-192.929,0.953748,0.868284,3,7,0,193.784,0.167505,0.789158,1.24662,0.167505
-192.621,0.885261,1.21143,2,3,0,193.565,-0.440863,0.619449,1.19878,-0.440863
-191.431,0.644357,1.45931,2,3,0,192.877,-0.08775,0.721255,1.22843,-0.08775
-191.402,0.89703,1.06279,1,3,0,192.23,-0.316194,0.758687,1.16535,-0.316194
-193.594,0.433044,1.31005,2,3,0,194.705,-0.511271,0.680713,1.31817,-0.511271
-192.223,1,0.619879,2,3,0,193.609,-0.414082,0.720597,1.26818,-0.414082
-191.788,0.886234,0.944009,2,3,0,194.18,-0.349398,0.730696,1.24699,-0.349398
-192.853,0.693847,1.13521,2,3,0,193.629,-0.107703,0.633324,1.07243,-0.107703
-191.951,1,0.92248,2,7,0,193.582,-0.328183,0.634844,1.20538,-0.328183
-191.189,1,1.39295,2,3,0,192.245,-0.333297,0.689785,1.15824,-0.333297
-191.189,6.05471e-06,2.0947,1,3,1,192.671,-0.333297,0.689785,1.15824,-0.333297
-194.403,0.924221,0.425717,4,15,0,195.094,0.399253,0.693299,1.21134,0.399253
-191.877,0.993017,0.551629,3,7,0,195.113,-0.480385,0.711597,1.11922,-0.480385
-191.105,0.915377,0.816885,2,3,0,192.93,-0.154052,0.693309,1.19108,-0.154052
-191.315,0.971551,1.0343,2,7,0,191.394,-0.385649,0.728173,1.15068,-0.385649
-191.315,0.00272463,1.45862,2,3,0,195.689,-0.385649,0.728173,1.15068,-0.385649
-193.269,0.964155,0.309978,3,15,0,195.831,0.23746,0.722271,1.27575,0.23746
-192.593,0.996573,0.431922,3,7,0,193.987,-0.051171,0.796969,1.2442,-0.051171
-191.934,0.971307,0.638744,3,7,0,194.776,-0.292919,0.638551,1.11776,-0.292919
-193.444,0.840662,0.896541,2,3,0,194.373,-0.188174,0.626298,1.04778,-0.188174
-192.676,0.861408,0.976874,2,3,0,194.765,-0.195171,0.808429,1.22698,-0.195171
-192.273,0.910899,1.10644,2,3,0,193.685,-0.541296,0.766508,1.15884,-0.541296
-191.87,1,1.37501,1,1,0,192.364,-0.515522,0.73446,1.17167,-0.515522
-191.87,7.64939e-06,2.01806,2,3,0,194.716,-0.515522,0.73446,1.17167,-0.515522
-193.065,0.945436,0.450103,2,3,0,193.26,-0.661294,0.687758,1.17894,-0.661294
-191.274,0.988468,0.59731,3,7,0,193.639,-0.383084,0.720439,1.15667,-0.383084
-192.309,0.91596,0.856753,2,7,0,192.458,-0.0102703,0.634133,1.19202,-0.0102703
-191.984,0.903667,1.07077,2,3,0,193.353,-0.417759,0.738714,1.09116,-0.417759
-192.749,0.316242,1.30567,2,3,0,193.869,-0.331163,0.599622,1.13461,-0.331163
-192.042,0.976263,0.539005,3,7,0,193.781,-0.405696,0.77569,1.12728,-0.405696
-191.979,0.981967,0.751673,3,7,0,192.994,-0.42427,0.714885,1.08805,-0.42427
-195.385,0.638007,1.05628,3,7,0,196.174,0.11283,0.717278,1.40372,0.11283
-192.736,1,0.791958,2,3,0,195.837,0.0996563,0.755397,1.27949,0.0996563
-192.736,0,11.3927,0,1,1,194.093,0.0996563,0.755397,1.27949,0.0996563
-191.585,1,1.92538,1,1,0,192.573,0.027196,0.733657,1.21323,0.027196
-191.585,4.58998e-15,2.72771,1,1,0,191.753,0.027196,0.733657,1.21323,0.027196
-191.386,0.99554,0.256858,4,15,0,192.565,-0.002045,0.696949,1.14421,-0.002045
-191.585,0.991332,0.39638,3,7,0,192.332,-0.00653166,0.703303,1.10764,-0.00653166
-191.688,1,0.656818,3,7,0,192.038,-0.418886,0.679421,1.20532,-0.418886
-193.277,0.472013,1.17455,2,3,0,195.02,-0.308186,0.813631,1.09573,-0.308186
-193.875,0.961798,0.411354,3,7,0,195.636,0.183873,0.630163,1.21026,0.183873
-196.976,0.968171,0.675933,2,3,0,199.088,-0.578677,0.877211,1.10942,-0.578677
-192.282,1,1.14651,2,3,0,195.342,-0.313269,0.644456,1.25766,-0.313269
-192.282,2.70671e-14,2.16119,1,1,0,194.117,-0.313269,0.644456,1.25766,-0.313269
-192.271,1,0.174683,5,31,0,192.742,-0.342295,0.629354,1.23048,-0.342295
-192.186,1,0.332582,3,7,0,192.622,-0.156356,0.621423,1.21244,-0.156356
-191.27,0.982323,0.631377,3,7,0,192.752,-0.313807,0.673627,1.16869,-0.313807
-191.27,0.0214474,1.12863,2,3,0,196.578,-0.313807,0.673627,1.16869,-0.313807
-192.491,0.997464,0.104241,4,15,0,192.7,-0.497717,0.642296,1.19008,-0.497717
-192.311,0.998457,0.196732,4,31,0,194.122,-0.0875263,0.783615,1.24814,-0.0875263
-191.141,1,0.369417,3,7,0,192.422,-0.179257,0.704909,1.20567,-0.179257
-192.359,0.912634,0.690732,3,7,0,194.048,0.219572,0.751644,1.14602,0.219572
-192.253,1,0.985959,2,3,0,192.962,-0.501288,0.68319,1.1121,-0.501288
-192.253,0.181801,1.81226,1,1,0,194.027,-0.501288,0.68319,1.1121,-0.501288
-191.208,0.995191,0.299628,2,7,0,192.834,-0.324995,0.684625,1.15353,-0.324995
-193.232,0.930114,0.543344,2,7,0,194.428,-0.189569,0.606372,1.28295,-0.189569
-191.32,0.998361,0.808816,2,3,0,193.207,-0.324957,0.676548,1.13841,-0.324957
-191.416,1,1.4536,1,1,0,191.538,-0.274511,0.655264,1.15923,-0.274511
-191.416,2.08533e-07,2.59881,1,1,0,192.411,-0.274511,0.655264,1.15923,-0.274511
-192.317,0.995015,0.277352,4,15,0,192.884,-0.217341,0.764415,1.0656,-0.217341
