# stan_version_major = 2
# stan_version_minor = 35
# stan_version_patch = 0
# model = model_e2be5eb6573ecac874026412491317bd_model
# start_datetime = 2024-09-05 18:28:16 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmpBx2V2U/standata-177628368cc7.json
# init = 2 (Default)
# random
#   seed = 1245
# output
#   file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmpBx2V2U/model_e2be5eb6573ecac874026412491317bd-202409051528-4-470c15.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /var/folders/fy/v4w9p72s7c996w8l8qfthxq40000gn/T/RtmpBx2V2U/model_e2be5eb6573ecac874026412491317bd-profile-202409051528-4-45bfdf.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.35.0
# stancflags = --name=model_e2be5eb6573ecac874026412491317bd_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,Intercept,ar.1,sigma,nu,lprior,b_Intercept
-65.063,0.928585,0.392652,2,7,0,66.0873,0.103571,9.50868,0.881066,0.667802,4.81625,-8.60064,4.43371
-64.0798,0.949914,0.392652,2,7,0,66.2946,0.0995348,9.52916,0.953406,0.651118,10.1318,-8.39562,4.65195
-63.9052,0.976366,0.392652,3,7,0,65.5967,0.104966,9.82283,0.902444,0.758308,32.0193,-9.45034,4.67952
-63.7214,0.926974,0.392652,2,3,0,65.6631,0.0937832,10.0031,0.932487,0.731224,24.841,-8.99964,5.40773
-64.6708,0.936622,0.392652,3,7,0,65.4737,0.109542,9.22529,0.906751,0.66699,16.1463,-8.51885,3.85775
-65.1786,0.932676,0.392652,4,15,0,66.8164,0.076871,8.92158,0.916212,0.693497,8.10602,-8.40148,5.15491
-69.7668,0.471822,0.392652,2,3,0,70.8953,0.0865037,8.46114,0.853213,0.689433,7.27647,-8.43223,4.22245
-64.8004,0.828328,0.392652,2,3,0,73.0926,0.10591,9.32896,0.931154,0.69193,7.88648,-8.41518,4.13939
-65.4776,0.561022,0.392652,2,3,0,67.9758,0.113845,10.1367,0.884411,0.708005,7.31442,-8.47657,4.55827
-64.4217,0.904559,0.392652,3,7,0,66.986,0.0882745,9.27531,0.94051,0.73996,10.3427,-8.39039,4.94986
-67.3611,0.833752,0.392652,3,7,0,68.7549,0.119122,9.59551,0.963921,0.711339,40.5319,-10.0587,3.75852
-67.3996,0.999486,0.392652,3,7,0,68.2007,0.0930099,11.1311,0.936938,0.772676,10.7089,-8.56365,6.57357
-67.7985,0.931113,0.392652,3,7,0,70.041,0.102618,9.09173,0.964444,0.614563,34.8834,-9.62347,4.06343
-65.3059,0.969966,0.392652,2,7,0,68.971,0.0855231,9.81166,0.930092,0.712981,49.6897,-10.7756,5.62103
-67.9095,0.826206,0.392652,3,7,0,72.1279,0.118692,9.16755,0.894111,0.868802,9.96302,-8.39436,3.35163
-68.6631,0.67862,0.392652,2,3,0,72.7764,0.108212,9.54042,0.741814,0.851792,7.46215,-8.4293,4.23802
-69.1461,0.488263,0.392652,2,3,0,71.19,0.108358,8.89651,0.7915,0.833406,8.90531,-8.38781,3.58697
-64.1019,1,0.392652,2,3,0,69.1305,0.0972115,10.03,0.924594,0.725539,8.62714,-8.43712,5.26665
-65.2518,0.934963,0.392652,3,7,0,66.3677,0.0851072,9.56716,0.9631,0.517056,8.41794,-8.4048,5.39691
-68.8656,0.565057,0.392652,2,3,0,69.9026,0.0902414,8.90138,0.957815,0.4728,9.7141,-8.37698,4.47955
-69.1681,0.949552,0.392652,3,15,0,73.0227,0.102587,11.1139,0.93935,0.680908,3.30615,-8.99198,6.08713
-64.4862,0.661401,0.392652,3,15,0,72.3742,0.109632,9.45524,0.913152,0.617449,7.92928,-8.41263,4.08327
-64.2744,0.973111,0.392652,4,23,0,65.6341,0.0809575,9.7659,0.909138,0.694148,13.9015,-8.46415,5.79898
-63.7035,0.943108,0.392652,2,3,0,64.8766,0.0834793,9.47128,0.925291,0.687198,15.1367,-8.48972,5.38079
-68.8192,0.781514,0.392652,3,7,0,69.6806,0.0923839,10.4681,0.93922,0.432934,2.07903,-9.23515,5.94124
-63.4392,1,0.392652,3,7,0,68.6193,0.0949192,9.56652,0.92549,0.594715,9.38227,-8.39286,4.91548
-67.1202,0.746232,0.392652,2,3,0,67.4396,0.0862373,9.56132,0.91194,0.48767,12.0436,-8.40227,5.33569
-69.6205,0.889646,0.392652,3,7,0,70.6031,0.0814225,9.31125,0.96637,0.853337,4.2583,-8.67962,5.32154
-64.7762,0.97453,0.392652,2,7,0,70.9666,0.0885548,9.71256,0.905385,0.819392,15.682,-8.52629,5.37338
-65.5432,0.921396,0.392652,3,7,0,67.6812,0.108343,10.2737,0.911312,0.599227,29.426,-9.30491,4.96493
-68.6446,0.741,0.392652,3,7,0,70.664,0.115603,9.30311,0.890447,0.983077,19.9303,-8.70778,3.63856
-66.8855,0.96084,0.392652,3,7,0,71.4096,0.0906432,9.61464,0.992471,0.539215,4.28789,-8.67349,5.17312
-65.8397,0.818011,0.392652,2,7,0,69.5196,0.0949975,9.34504,0.972871,0.549156,9.23071,-8.38929,4.69016
-65.141,1,0.392652,3,7,0,66.6229,0.0832506,9.23698,0.980819,0.604469,7.30512,-8.43061,5.1577
-64.4498,0.941611,0.392652,4,15,0,68.1502,0.0906258,9.73691,0.959113,0.759206,16.7993,-8.57285,5.29625
-66.8431,0.904257,0.392652,2,3,0,67.2404,0.0841252,10.2941,0.97025,0.783414,46.3789,-10.5614,6.17193
-63.7172,0.991331,0.392652,3,7,0,67.5913,0.0993398,9.6915,0.943526,0.615502,7.90025,-8.42615,4.82385
-64.9781,0.916265,0.392652,3,7,0,65.4612,0.0848999,9.85836,0.878563,0.683747,8.26367,-8.42313,5.69826
-63.6847,1,0.392652,2,3,0,64.7787,0.0964437,9.3901,0.93567,0.634937,10.3833,-8.38811,4.66435
-63.9111,0.967376,0.392652,3,11,0,64.4395,0.0849857,9.91367,0.918061,0.700563,17.346,-8.59855,5.74936
-64.7165,0.967731,0.392652,2,7,0,65.5782,0.103734,9.90699,0.939553,0.590142,22.2788,-8.83955,4.82404
-64.2939,0.982686,0.392652,2,7,0,65.9202,0.0962446,10.3988,0.945588,0.739362,24.1184,-8.99565,5.68276
-65.1954,0.767052,0.392652,4,15,0,68.5716,0.0930593,10.3237,0.968266,0.77327,15.4062,-8.56912,5.76378
-66.2865,0.982707,0.392652,3,7,0,67.616,0.119757,10.8653,0.946742,0.836991,26.608,-9.21238,4.9972
-65.5828,0.95286,0.392652,3,7,0,68.8332,0.109279,10.8297,0.962246,0.805467,24.179,-9.05886,5.47504
-65.4133,0.911487,0.392652,4,15,0,68.788,0.0921895,9.67135,0.947561,0.447006,3.0104,-8.89361,5.15406
-70.2053,0.791459,0.392652,2,3,0,71.9068,0.0913894,8.89115,0.846584,0.433554,3.97331,-8.68448,4.41307
-65.1742,1,0.392652,3,7,0,70.6745,0.0956978,10.0031,0.959374,0.49321,5.86889,-8.53697,5.31395
-64.2067,0.976818,0.392652,3,7,0,65.9623,0.0983824,10.06,0.94734,0.547757,5.16319,-8.6002,5.23922
-64.6429,0.916887,0.392652,2,7,0,66.6987,0.084953,9.75406,0.960946,0.550234,4.16828,-8.69354,5.59136
-64.5558,0.967145,0.392652,3,15,0,66.6976,0.112348,10.3011,0.922671,0.652665,7.77491,-8.47774,4.79601
-64.6059,0.996443,0.392652,3,11,0,65.8795,0.0879485,9.9264,0.965774,0.548124,5.87436,-8.5331,5.61693
-69.1349,0.631222,0.392652,3,15,0,70.8518,0.0997008,9.30357,0.98961,0.690773,3.70786,-8.7574,4.41823
-67.7122,1,0.392652,3,15,0,70.0689,0.0998134,11.1811,0.979619,0.642303,37.983,-10.0311,6.29028
-68.8072,0.956551,0.392652,3,7,0,73.7432,0.0695322,8.7187,0.961908,0.952616,27.0192,-9.11291,5.31162
-68.2601,0.766071,0.392652,3,7,0,72.071,0.108335,9.24098,0.966133,0.537542,12.2278,-8.40547,3.93257
-65.3022,1,0.392652,2,7,0,69.9306,0.0925156,9.36771,0.970025,0.745434,10.4238,-8.39711,4.83445
-65.4515,0.975233,0.392652,3,7,0,67.001,0.108889,11.1983,0.962266,0.661419,17.7178,-8.76979,5.86268
-67.4699,0.76292,0.392652,2,7,0,69.5385,0.106497,11.0819,0.942505,0.575012,18.444,-8.77743,5.86355
-67.4699,0.208799,0.392652,2,3,0,69.7627,0.106497,11.0819,0.942505,0.575012,18.444,-8.77743,5.86355
-66.2936,1,0.392652,3,7,0,68.556,0.0954843,9.55954,0.983798,0.721295,7.36649,-8.44608,4.8808
-66.3985,0.940292,0.392652,2,7,0,68.0858,0.090721,10.1946,0.98706,0.729383,8.30007,-8.46396,5.74927
-65.3648,1,0.392652,3,7,0,66.6223,0.0982844,9.9901,0.875481,0.551136,11.5192,-8.42052,5.17417
-66.1835,0.910806,0.392652,3,15,0,69.1697,0.0880477,9.79469,0.970277,0.511437,10.152,-8.40394,5.48035
-72.3847,0.885091,0.392652,3,15,0,75.3271,0.0597733,8.99514,0.999387,0.59142,2.48047,-9.02603,6.06625
-72.5283,0.985909,0.392652,3,7,0,74.362,0.0746666,9.46042,0.999673,0.520653,13.5404,-8.44112,5.80176
-64.922,0.815837,0.392652,3,15,0,75.0482,0.0937315,9.81629,0.969136,0.580872,4.33485,-8.67794,5.22345
-66.918,0.891524,0.392652,3,7,0,67.4154,0.0888105,9.41565,0.979009,0.639301,3.38966,-8.81349,5.06394
-66.2511,0.965239,0.392652,3,7,0,68.5398,0.0746051,8.93056,0.973873,0.537362,10.8629,-8.38305,5.27491
-66.5129,0.920927,0.392652,3,7,0,68.9285,0.074764,8.31339,0.963513,0.779703,20.8286,-8.75841,4.64995
-65.7532,0.889422,0.392652,2,7,0,69.6753,0.0679264,8.86353,0.954415,0.673621,24.1612,-8.9178,5.53514
-65.5482,0.965621,0.392652,2,3,0,66.4178,0.0652886,8.86499,0.953501,0.685514,17.401,-8.57034,5.66585
-65.4304,0.998103,0.392652,3,15,0,66.5485,0.0750709,8.93735,0.977241,0.630754,5.3245,-8.54694,5.25887
-68.0882,1,0.392652,3,7,0,69.763,0.118009,9.29437,0.889219,0.478046,4.21372,-8.66105,3.51195
-68.4782,1,0.392652,2,3,0,68.9484,0.123426,9.26876,0.890765,0.494525,4.12631,-8.67414,3.22088
-68.3693,0.762325,0.392652,2,3,0,71.2537,0.117497,9.29326,0.887468,0.462216,3.18062,-8.83817,3.53589
-67.5862,0.944258,0.392652,3,15,0,69.9266,0.0555688,9.36786,0.952936,0.51905,4.90667,-8.58293,6.64499
-65.1664,0.985357,0.392652,3,7,0,67.859,0.12003,9.88082,0.895042,0.737862,12.5097,-8.44284,3.99937
-65.5355,0.933719,0.392652,4,15,0,67.3907,0.117541,9.46193,0.885458,0.698764,34.7923,-9.62268,3.70243
-65.7102,0.887284,0.392652,4,15,0,68.5663,0.0995683,9.88602,0.843535,0.87211,21.4273,-8.79826,5.00717
-64.4501,1,0.392652,3,7,0,66.5042,0.0973041,9.24963,0.85871,0.752335,15.1328,-8.48167,4.48173
-66.5128,0.699916,0.392652,2,7,0,69.1664,0.10293,10.3392,0.978023,0.563084,18.6147,-8.69345,5.29559
-66.5263,0.96905,0.392652,3,7,0,68.6676,0.113246,10.7739,0.940293,0.72967,5.55469,-8.65318,5.22485
-65.6275,0.990886,0.392652,3,7,0,67.3282,0.0900581,9.49677,0.969547,0.585083,20.0486,-8.70126,5.08393
-66.4841,0.882386,0.392652,3,7,0,68.1075,0.113558,9.24688,0.871441,0.869689,17.2934,-8.57455,3.68253
-65.4985,0.991681,0.392652,3,7,0,68.21,0.103204,10.7502,0.951095,0.663594,37.0235,-9.89654,5.69325
-65.3233,0.852161,0.392652,3,7,0,68.29,0.113934,10.0774,0.957832,0.632319,24.2419,-8.96976,4.49466
-66.5152,0.936142,0.392652,2,7,0,68.2866,0.0811919,10.1272,0.91727,0.593977,22.4805,-8.86382,6.14879
-68.5334,0.0739515,0.392652,2,3,0,72.2077,0.0888782,10.4459,0.863622,0.625233,14.6195,-8.53641,6.0909
-64.1127,0.908554,0.392652,2,3,0,67.2222,0.0972669,10.3141,0.910939,0.649046,10.8146,-8.45003,5.54801
-65.7207,0.808596,0.392652,2,7,0,67.2415,0.0845163,10.5059,0.965429,0.66905,7.75328,-8.50315,6.36457
-67.0164,0.911095,0.392652,2,3,0,68.6903,0.0981863,9.91061,0.975436,0.513235,12.0785,-8.43218,5.09948
-66.8228,0.987205,0.392652,3,7,0,69.0549,0.107295,9.29924,0.906378,0.670785,3.51458,-8.7819,4.04176
-69.3705,0.972978,0.392652,3,7,0,71.7913,0.101248,9.36548,0.992678,0.54346,13.0582,-8.42849,4.40433
-67.3596,1,0.392652,2,7,0,72.4145,0.0604529,9.08799,0.987782,0.5396,7.23074,-8.42777,6.12579
-72.8374,0.542575,0.392652,3,15,0,76.7774,0.105593,8.32066,0.989358,0.54083,1.96122,-9.2275,3.14659
-71.2498,0.995086,0.392652,2,3,0,73.3756,0.108207,8.5031,0.988968,0.545977,2.62872,-8.99332,3.20094
-69.1011,0.975154,0.392652,4,15,0,72.4757,0.0852187,8.50134,0.975616,0.687242,3.1005,-8.87853,4.32562
-72.1553,0.864966,0.392652,3,7,0,75.2656,0.0575547,9.67094,0.913543,0.61934,2.01565,-9.19624,6.85076
-65.2265,0.357939,0.392652,2,7,0,76.1419,0.0672928,9.32835,0.958584,0.614886,5.91771,-8.50123,6.03101
-63.9297,0.926937,0.392652,3,7,0,68.1745,0.099938,10.2291,0.949406,0.631952,18.1527,-8.66115,5.33212
-63.5077,0.97411,0.392652,3,7,0,64.3935,0.101395,9.46673,0.907954,0.69363,12.4905,-8.41729,4.49835
-65.233,0.880177,0.392652,3,7,0,65.9344,0.0774682,9.93327,0.938049,0.563844,6.59287,-8.48675,6.13733
-66.0358,0.968216,0.392652,2,3,0,66.664,0.0849699,8.59668,0.954212,0.530788,5.48558,-8.53307,4.43315
-65.7377,0.871983,0.392652,3,15,0,69.003,0.0898785,10.3414,0.918212,0.825979,13.988,-8.52314,5.93734
-67.5523,1,0.392652,4,15,0,68.3928,0.11021,9.90019,0.968665,0.501216,2.72663,-8.9846,4.49989
-67.4221,1,0.392652,3,7,0,69.3488,0.0955037,9.39224,0.889156,0.923855,50.547,-10.8346,4.71256
-66.3011,0.963411,0.392652,4,15,0,70.4832,0.0746934,8.73222,0.920041,0.77135,24.0194,-8.91387,5.07224
-67.0117,0.948222,0.392652,3,15,0,69.6804,0.0677112,8.72838,0.951189,0.766349,5.72913,-8.52082,5.41053
-65.7409,0.993093,0.392652,3,7,0,69.4103,0.0862478,10.1006,0.977208,0.716117,32.5892,-9.51448,5.87447
-69.4722,0.922861,0.392652,3,7,0,70.2712,0.123841,10.8285,0.951813,0.491314,2.16074,-9.25639,4.76025
-68.1369,0.942339,0.392652,3,7,0,71.636,0.123823,9.52149,0.950101,0.529051,3.36078,-8.81837,3.45417
-65.1605,0.989376,0.392652,3,7,0,68.4986,0.0843274,10.1142,0.955376,0.537225,6.04327,-8.53456,5.98213
-65.4044,0.992867,0.392652,3,7,0,66.1378,0.0965068,8.989,0.886761,0.578957,5.41033,-8.52898,4.26017
-66.8607,1,0.392652,3,7,0,67.7837,0.0781515,9.93579,0.956638,0.529489,2.58864,-9.02202,6.10636
-64.3647,0.847514,0.392652,2,7,0,68.6624,0.0842817,9.81505,0.950105,0.551382,4.76173,-8.62228,5.68524
-65.8721,0.946995,0.392652,3,15,0,66.7987,0.0728611,8.44745,0.93669,0.65214,8.52478,-8.40451,4.87725
-67.2509,0.920122,0.392652,3,7,0,68.7607,0.115529,11.0823,0.922657,0.629185,9.16272,-8.55038,5.42136
-68.3102,1,0.392652,4,15,0,69.7015,0.11858,10.8284,0.998329,0.635072,11.1298,-8.52538,5.01796
-68.8867,0.914192,0.392652,2,7,0,72.6163,0.103082,10.5008,0.999011,0.627522,17.5153,-8.66749,5.44978
-71.0079,0.809952,0.392652,3,7,0,72.1328,0.115303,9.86759,0.999588,0.749698,13.9135,-8.48778,4.21774
-71.0976,0.952323,0.392652,4,15,0,72.7832,0.100456,11.1853,0.999634,0.773141,11.286,-8.58546,6.26295
-67.4335,0.954165,0.392652,3,11,0,72.8311,0.0569305,8.56234,0.995243,0.68315,8.5391,-8.40719,5.77274
-68.4066,0.973903,0.392652,3,7,0,69.938,0.0542549,7.45994,0.966332,0.563637,8.14055,-8.48998,4.80145
-69.7143,0.88882,0.392652,2,3,0,70.0815,0.0516101,7.40618,0.961147,0.557535,9.60615,-8.47635,4.87728
-68.0597,0.993521,0.392652,3,15,0,70.6089,0.0718622,9.6538,0.995219,0.76048,10.8648,-8.41353,6.13255
-66.4086,0.982589,0.392652,3,7,0,69.3745,0.0945287,10.9634,0.97489,0.596796,11.3734,-8.53977,6.33153
-66.9343,0.922674,0.392652,3,7,0,69.4555,0.110354,9.14697,0.847094,0.893006,29.158,-9.2361,3.73962
-66.0942,0.85431,0.392652,3,7,0,71.2547,0.0759407,9.9448,0.977599,0.582024,9.48228,-8.41833,6.2237
-65.0145,0.938146,0.392652,3,7,0,67.4658,0.101262,9.90199,0.88176,0.839329,14.6295,-8.50266,4.94016
-66.5626,0.855417,0.392652,3,7,0,68.6716,0.115358,10.5864,0.979912,0.648791,35.3251,-9.75703,4.93385
-65.629,0.945138,0.392652,3,15,0,68.697,0.110641,11.0401,0.97917,0.632301,17.6477,-8.74302,5.61865
-65.6151,0.954066,0.392652,3,7,0,66.915,0.114702,10.5251,0.928502,0.777014,10.0188,-8.48058,4.90471
-64.4244,0.960382,0.392652,2,3,0,66.1494,0.11053,10.6603,0.938369,0.69701,15.0952,-8.59054,5.24436
-65.2469,0.853204,0.392652,3,7,0,66.5677,0.106591,8.99095,0.902373,0.719651,12.3136,-8.40666,3.76798
-64.0109,0.946867,0.392652,3,7,0,66.8324,0.0867857,9.94057,0.956017,0.664651,10.1922,-8.41923,5.68807
-64.8891,0.961869,0.392652,3,7,0,66.0187,0.109207,9.27634,0.880218,0.743595,33.8577,-9.55212,3.92522
-64.751,0.887473,0.392652,3,7,0,66.4967,0.100116,9.6904,0.970629,0.619566,12.305,-8.42682,4.7847
-66.0401,0.965953,0.392652,3,7,0,67.1249,0.0803843,9.90801,0.981996,0.765163,20.771,-8.77098,5.96918
-65.212,0.991147,0.392652,3,7,0,67.1465,0.116471,10.4692,0.948688,0.59394,13.2297,-8.50987,4.76209
-64.0068,1,0.392652,2,3,0,65.3267,0.1057,10.4709,0.936081,0.646936,12.6646,-8.4972,5.29158
-65.0095,0.814443,0.392652,3,7,0,66.7422,0.0780738,9.45467,0.921645,0.785002,24.4491,-8.94571,5.62905
-63.8634,0.997033,0.392652,3,7,0,65.4085,0.103558,9.82545,0.934692,0.746193,24.0637,-8.9431,4.75112
-63.5198,0.975651,0.392652,3,7,0,64.6778,0.105003,9.59412,0.903304,0.724186,20.1137,-8.71011,4.44899
-65.1111,0.895294,0.392652,3,15,0,66.0036,0.106376,10.5635,0.925674,0.608001,19.1566,-8.74025,5.3511
-65.7528,0.407597,0.392652,2,7,0,71.1275,0.124172,9.81521,0.937567,0.685809,13.6165,-8.46641,3.73078
-64.3311,0.995302,0.392652,3,15,0,66.5244,0.0813832,9.19079,0.929856,0.690361,22.1784,-8.80503,5.20302
-65.4323,0.979503,0.392652,3,7,0,65.787,0.0825486,9.01149,0.952039,0.803098,21.0622,-8.75276,4.9666
-64.343,0.945423,0.392652,3,7,0,66.0882,0.105683,10.3317,0.910984,0.67422,29.8979,-9.34543,5.15326
-64.1839,0.770739,0.392652,2,3,0,69.1184,0.0971919,9.48317,0.885804,0.746725,38.0118,-9.85749,4.72077
-64.5154,0.775149,0.392652,3,7,0,67.1209,0.0846858,9.79061,0.955569,0.754865,15.3504,-8.52018,5.64101
-63.8587,0.998912,0.392652,3,7,0,64.8313,0.0935875,9.95555,0.959936,0.672107,14.8958,-8.5127,5.36976
-63.6407,0.967315,0.392652,3,15,0,64.7206,0.0936508,9.70067,0.881723,0.708099,27.7591,-9.15376,5.11177
-63.9509,0.99718,0.392652,3,15,0,64.2898,0.093829,9.82843,0.936977,0.535404,5.3365,-8.56537,5.23081
-64.3776,0.870129,0.392652,3,7,0,65.3172,0.0970843,9.56842,0.96365,0.62456,7.81712,-8.42481,4.81129
-64.4435,0.988632,0.392652,3,7,0,65.7067,0.0782875,9.21169,0.934055,0.715546,19.8722,-8.68614,5.3756
-64.8155,0.886157,0.392652,3,7,0,66.73,0.112969,9.8865,0.924959,0.64173,6.11208,-8.51674,4.35101
